year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
1992Q1,60610,59660,57890,56760,54290,53270,52680,51980,51280,51220,52340,52190,51880,50770,52430,53620,55060,57470,58960,60950,61600,59450,58140,55980,54400,53540,54140,56520,58840,59900,59690,58420,57450,55600,54480,53780,52210,51470,49810,49540,48760,49000,48680,49170,49230,44050,40880,38430,35810,37810,38220,36310,33350,31780,30690,29740,28450,28550,28440,28780,29720,29760,29170,29040,28390,28030,27370,26190,25260,24950,23870,23340,19140,18610,18380,17770,16620,16100,14700,13510,11740,10740,9680,8470,7130,6300,5260,4390,3610,2950,2410,1830,1320,1070,790,1810
1992Q2,60400,60070,58330,57030,55060,53300,52890,52150,51460,51180,52030,52360,52110,50940,51830,53630,54530,56920,58610,60430,61570,59730,58280,56380,54580,53660,53910,55840,58520,59790,59980,58830,57670,56190,54670,54070,52590,51700,50160,49700,48860,49000,48700,49160,49300,45770,41440,38860,36400,37000,38310,37080,33890,32090,30880,30010,28550,28550,28280,28680,29350,29820,29220,28990,28390,28060,27360,26440,25280,24860,23970,23630,19700,18600,18120,17960,16510,16210,14780,13670,11890,10800,9700,8620,7200,6340,5360,4410,3660,2980,2420,1890,1340,1070,810,1840
1992Q3,60000,60350,58810,57250,55820,53400,53090,52320,51660,51200,51650,52560,52150,51290,51300,53530,54110,56370,58280,59870,61350,60180,58320,56720,54810,53870,53690,55230,58110,59610,60150,59280,57830,56840,54870,54310,52990,51870,50650,49760,49050,48960,48820,49060,49190,47520,41910,39390,37180,36210,38310,37620,34620,32400,31110,30230,28800,28460,28220,28570,28980,29830,29260,28910,28450,28060,27340,26670,25330,24750,24150,23510,20710,18490,17940,18000,16550,16160,14920,13770,12110,10830,9720,8740,7300,6370,5440,4450,3710,3000,2430,1950,1370,1070,820,1860
1992Q4,59520,60480,59250,57520,56440,53740,53240,52510,51840,51270,51380,52640,52180,51680,50990,53220,53880,55820,57910,59330,61020,60580,58320,57070,55100,54050,53590,54740,57530,59480,60210,59670,58160,57280,55250,54440,53470,52050,51170,49800,49350,48900,48970,48890,49160,48750,42720,40080,37850,35720,38170,37940,35370,32810,31380,30390,29190,28310,28260,28400,28680,29730,29330,28830,28520,28000,27400,26790,25450,24670,24290,23260,21850,18350,17890,17880,16740,16020,15080,13820,12380,10830,9780,8790,7460,6370,5520,4490,3760,3030,2430,1990,1410,1060,840,1880
1993Q1,58940,60500,59680,57900,56840,54360,53320,52730,52030,51360,51310,52470,52310,52040,50950,52660,53900,55200,57490,58910,60630,60790,58420,57330,55510,54190,53620,54380,56890,59260,60250,59980,58590,57600,55730,54600,53910,52320,51590,49950,49660,48870,49100,48760,49210,49270,44030,40800,38370,35730,37720,38100,36190,33240,31670,30560,29560,28240,28330,28200,28530,29440,29420,28790,28610,27880,27490,26850,25610,24660,24290,23160,22630,18490,17910,17640,16980,15830,15260,13850,12610,10880,9870,8800,7640,6380,5590,4560,3790,3060,2450,2000,1470,1060,850,1900
1993Q2,58500,60300,60120,58350,57110,55170,53370,52960,52230,51560,51290,52180,52510,52300,51150,52080,53940,54690,56970,58600,60170,60790,58730,57470,55900,54340,53740,54170,56230,58970,60180,60290,59040,57840,56330,54810,54240,52740,51840,50330,49860,48980,49120,48800,49210,49350,45760,41370,38790,36320,36920,38200,36970,33790,31970,30740,29850,28350,28330,28040,28440,29070,29480,28830,28570,27890,27520,26850,25850,24660,24200,23270,22930,19030,17910,17380,17160,15710,15360,13910,12760,11020,9930,8830,7780,6430,5640,4650,3810,3120,2460,2000,1530,1070,850,1920
1993Q3,58330,59940,60450,58880,57360,55980,53520,53200,52450,51810,51360,51840,52770,52390,51550,51600,53880,54300,56460,58310,59660,60610,59190,57510,56270,54570,53940,54000,55670,58620,60060,60500,59530,58040,57030,55060,54520,53190,52050,50850,49960,49200,49100,48940,49130,49260,47540,41860,39330,37110,36130,38210,37500,34520,32270,30960,30070,28620,28250,27980,28330,28710,29500,28880,28510,27960,27530,26820,26090,24710,24070,23470,22810,20010,17800,17200,17190,15740,15320,14050,12840,11240,9970,8850,7890,6520,5670,4720,3840,3170,2490,2000,1580,1100,850,1960
1993Q4,58290,59530,60630,59390,57670,56640,53910,53400,52700,52040,51490,51630,52900,52470,52000,51340,53600,54130,55930,57970,59160,60320,59590,57510,56640,54900,54140,53940,55240,58120,60000,60610,59950,58430,57540,55510,54700,53720,52290,51410,50040,49530,49070,49120,49010,49260,48800,42700,40040,37790,35650,38070,37820,35270,32660,31210,30240,29010,28100,28030,28160,28430,29400,28950,28450,28050,27480,26870,26220,24820,23990,23620,22570,21120,17670,17140,17080,15910,15170,14200,12890,11490,9990,8900,7950,6670,5670,4810,3880,3220,2530,2000,1620,1130,840,1980
1994Q1,58310,59030,60710,59890,58100,57080,54590,53530,52970,52280,51630,51610,52780,52640,52420,51350,53100,54200,55340,57580,58740,59950,59790,57620,56900,55370,54300,53990,54940,57560,59860,60720,60320,58930,57930,56040,54910,54200,52630,51870,50220,49870,49070,49280,48930,49360,49350,44050,40780,38340,35670,37630,37990,36090,33090,31490,30400,29390,28050,28110,27950,28290,29120,29050,28420,28150,27380,26950,26290,25000,23990,23640,22480,21890,17800,17150,16860,16150,14980,14380,12910,11720,10050,8990,7950,6830,5650,4880,3950,3260,2580,2020,1630,1170,840,2010
1994Q2,58210,58680,60570,60380,58610,57400,55440,53620,53240,52530,51880,51640,52520,52880,52730,51600,52570,54270,54860,57090,58420,59500,59780,57920,57030,55800,54510,54130,54760,56980,59650,60720,60690,59420,58250,56720,55170,54570,53090,52180,50630,50100,49220,49330,49010,49400,49470,45810,41380,38780,36280,36840,38080,36860,33630,31790,30580,29670,28160,28130,27790,28200,28760,29130,28460,28130,27390,26980,26290,25260,24020,23550,22590,22180,18320,17160,16620,16350,14860,14490,12980,11880,10210,9060,7980,6960,5680,4940,4030,3280,2630,2040,1630,1230,850,2030
1994Q3,57960,58560,60250,60750,59200,57680,56280,53810,53520,52780,52170,51750,52220,53170,52860,52050,52140,54260,54500,56590,58130,58990,59590,58370,57050,56160,54780,54370,54600,56480,59400,60670,60950,59950,58510,57480,55470,54890,53590,52450,51210,50250,49470,49360,49190,49370,49420,47620,41900,39340,37080,36060,38080,37380,34360,32100,30800,29890,28420,28050,27730,28080,28410,29150,28500,28060,27460,26990,26270,25520,24080,23430,22800,22070,19280,17060,16450,16400,14900,14450,13110,11970,10420,9120,8000,7070,5750,4970,4100,3300,2680,2060,1630,1270,870,2040
1994Q4,57700,58540,59880,60970,59760,58030,56980,54240,53760,53070,52430,51910,52040,53340,52970,52540,51920,54020,54350,56100,57820,58490,59300,58750,57020,56490,55110,54600,54570,56080,58970,60690,61110,60420,58940,58040,55960,55110,54140,52740,51820,50390,49840,49370,49410,49290,49440,48890,42770,40060,37790,35590,37940,37700,35120,32500,31050,30050,28810,27910,27790,27900,28150,29060,28570,28000,27550,26940,26320,25660,24210,23350,22930,21840,20350,16940,16400,16300,15080,14310,13260,12020,10650,9150,8060,7130,5870,4960,4170,3340,2720,2090,1620,1310,890,2050
1995Q1,57560,58580,59410,61070,60310,58510,57460,54960,53920,53380,52700,52080,52060,53260,53170,52990,51960,53550,54450,55550,57490,58090,58930,58920,57090,56680,55530,54790,54660,55810,58480,60640,61270,60820,59480,58490,56550,55370,54660,53120,52340,50620,50230,49420,49610,49240,49560,49480,44140,40810,38340,35620,37500,37850,35950,32930,31330,30210,29190,27860,27870,27690,28010,28790,28660,27960,27650,26840,26400,25730,24380,23370,22930,21750,21100,17070,16420,16080,15330,14130,13430,12030,10850,9220,8150,7140,6030,4950,4220,3390,2740,2120,1630,1310,930,2060
1995Q2,57600,58500,59070,60970,60850,59090,57820,55870,54050,53690,52960,52360,52130,53040,53440,53310,52250,53070,54560,55090,57060,57790,58470,58870,57320,56740,55920,55000,54860,55670,57980,60520,61350,61240,60010,58860,57270,55680,55060,53620,52700,51080,50500,49600,49690,49350,49610,49630,45930,41420,38790,36240,36720,37950,36720,33470,31630,30390,29490,27970,27880,27540,27920,28430,28740,27990,27630,26850,26440,25730,24630,23400,22820,21860,21390,17590,16430,15840,15530,14020,13540,12080,10980,9360,8220,7170,6150,4970,4250,3460,2760,2150,1650,1310,960,2080
1995Q3,57720,58270,58980,60700,61270,59730,58160,56770,54300,54000,53250,52670,52280,52770,53750,53470,52730,52680,54570,54760,56620,57530,57950,58640,57710,56710,56260,55270,55160,55580,57580,60330,61400,61570,60600,59200,58070,56020,55440,54140,53020,51690,50690,49880,49740,49560,49590,49600,47760,41950,39350,37050,35950,37960,37250,34210,31920,30610,29720,28230,27800,27480,27800,28080,28770,28020,27570,26920,26460,25710,24870,23470,22700,22050,21290,18510,16330,15670,15580,14070,13530,12200,11060,9560,8270,7190,6260,5020,4280,3520,2770,2190,1670,1290,980,2100
1995Q4,57810,58050,59010,60390,61520,60350,58580,57530,54790,54280,53590,52960,52490,52630,53950,53620,53270,52520,54370,54610,56160,57250,57460,58310,58050,56650,56590,55620,55460,55630,57270,59980,61540,61840,61150,59720,58700,56550,55710,54740,53360,52350,50860,50270,49780,49790,49540,49630,49060,42830,40060,37760,35500,37830,37550,34980,32320,30860,29880,28620,27660,27540,27620,27810,28670,28090,27510,27020,26400,25760,25010,23580,22640,22180,21070,19550,16220,15630,15480,14240,13410,12350,11100,9780,8300,7240,6320,5140,4280,3580,2790,2220,1700,1280,1000,2110
1996Q1,57810,57960,59100,59970,61660,60950,59120,58070,55580,54480,53940,53260,52710,52680,53890,53860,53760,52620,53930,54710,55620,56940,57060,57930,58190,56710,56810,56090,55690,55810,57090,59570,61580,62140,61660,60340,59220,57180,56020,55300,53780,52910,51120,50680,49830,50000,49520,49750,49660,44220,40820,38310,35540,37400,37700,35810,32750,31140,30040,28980,27610,27620,27410,27670,28400,28190,27480,27120,26290,25830,25080,23740,22670,22180,20980,20260,16360,15640,15280,14470,13260,12530,11110,9970,8370,7310,6340,5280,4290,3620,2830,2240,1740,1290,1010,2130
1996Q2,57700,58020,59060,59680,61580,61520,59750,58460,56530,54660,54290,53570,53010,52780,53700,54160,54100,52940,53470,54820,55170,56560,56780,57480,58150,56970,56910,56530,55940,56090,57040,59140,61520,62350,62190,60960,59660,57940,56380,55760,54320,53320,51600,50980,50030,50080,49650,49810,49810,46020,41430,38760,36170,36630,37800,36580,33300,31440,30210,29260,27710,27620,27250,27580,28040,28260,27500,27100,26290,25850,25080,23960,22710,22070,21090,20530,16850,15640,15050,14660,13150,12650,11150,10090,8510,7370,6360,5390,4320,3640,2880,2250,1770,1300,1000,2150
1996Q3,57500,58140,58850,59620,61320,61930,60410,58820,57440,54930,54620,53890,53330,52940,53440,54500,54250,53420,53100,54830,54830,56150,56550,56980,57930,57380,56890,56910,56240,56440,57020,58800,61370,62480,62600,61620,60050,58770,56750,56160,54880,53660,52220,51180,50320,50130,49870,49790,49780,47860,41970,39320,36980,35860,37810,37110,34050,31730,30430,29480,27970,27530,27190,27460,27690,28300,27520,27050,26360,25850,25050,24190,22780,21950,21270,20420,17740,15530,14890,14710,13190,12630,11260,10140,8690,7410,6370,5480,4370,3650,2930,2260,1790,1320,990,2170
1996Q4,57360,58190,58610,59630,60990,62170,61030,59230,58180,55440,54900,54220,53590,53130,53300,54690,54370,53900,52920,54610,54660,55700,56300,56500,57630,57740,56860,57260,56600,56740,57110,58530,61020,62640,62910,62190,60580,59400,57270,56430,55480,54010,52850,51320,50690,50160,50100,49730,49810,49160,42860,40040,37690,35410,37690,37420,34820,32140,30690,29650,28360,27400,27250,27290,27430,28220,27590,26990,26450,25800,25100,24320,22900,21890,21390,20220,18720,15420,14830,14620,13350,12520,11420,10160,8890,7440,6420,5520,4460,3650,2980,2280,1800,1340,990,2200
1997Q1,57170,58140,58460,59670,60560,62260,61600,59740,58680,56210,55110,54550,53870,53300,53340,54610,54560,54300,52980,54140,54720,55140,56010,56110,57240,57900,56920,57480,57090,56930,57280,58370,60590,62630,63180,62650,61170,59890,57860,56700,56010,54420,53380,51530,51090,50200,50290,49700,49900,49770,44260,40800,38250,35460,37270,37590,35660,32590,30980,29820,28730,27370,27350,27090,27300,27970,27690,26960,26560,25690,25170,24390,23060,21920,21380,20150,19400,15560,14830,14440,13570,12370,11590,10160,9060,7500,6490,5540,4570,3650,3020,2320,1800,1360,1000,2210
1997Q2,56990,57960,58470,59550,60220,62110,62130,60320,59030,57110,55300,54870,54130,53530,53400,54370,54810,54550,53230,53620,54770,54630,55610,55810,56740,57810,57140,57530,57500,57130,57500,58270,60120,62490,63330,63090,61740,60270,58580,57000,56390,54920,53730,51940,51360,50370,50350,49820,49920,49910,46070,41410,38700,36100,36510,37700,36450,33170,31290,30020,29040,27510,27390,26950,27230,27640,27790,26990,26550,25700,25200,24400,23310,21970,21280,20270,19660,16050,14830,14220,13760,12280,11710,10210,9150,7630,6550,5570,4660,3680,3040,2370,1810,1370,1010,2240
1997Q3,56950,57720,58530,59270,60100,61780,62480,60950,59340,57970,55580,55170,54410,53780,53500,54070,55080,54640,53630,53190,54710,54220,55170,55520,56160,57510,57480,57450,57820,57360,57760,58180,59700,62230,63370,63400,62310,60590,59340,57300,56700,55410,54010,52480,51500,50620,50360,50010,49870,49850,47900,41960,39250,36930,35750,37730,37000,33930,31610,30270,29280,27800,27360,26920,27140,27310,27850,27030,26490,25790,25200,24380,23540,22060,21180,20460,19580,16930,14750,14080,13810,12310,11700,10330,9190,7800,6600,5610,4750,3720,3050,2420,1820,1390,1030,2270
1997Q4,56930,57520,58520,58970,60040,61390,62640,61540,59700,58640,56040,55430,54690,53980,53600,53860,55210,54710,54040,52970,54430,54000,54650,55200,55580,57070,57710,57290,58050,57630,57920,58190,59340,61780,63400,63610,62780,61050,59870,57760,56880,55910,54290,53050,51570,50940,50340,50210,49770,49830,49190,42860,39950,37640,35300,37600,37320,34720,32040,30550,29470,28210,27260,27020,26990,27060,27770,27110,26440,25890,25160,24420,23650,22200,21130,20580,19410,17910,14670,14030,13720,12460,11600,10490,9200,8000,6630,5670,4800,3790,3050,2470,1840,1410,1050,2310
1998Q1,57060,57290,58410,58760,60010,60880,62620,62070,60150,59060,56730,55610,54960,54210,53650,53820,55060,54840,54360,52960,53900,53990,54000,54820,55080,56550,57720,57180,58100,57980,57970,58250,59050,61250,63240,63790,63140,61580,60240,58270,57090,56330,54640,53520,51690,51270,50330,50350,49700,49870,49760,44260,40690,38200,35350,37160,37490,35560,32500,30860,29660,28600,27240,27150,26820,26940,27530,27220,26400,25990,25070,24490,23710,22380,21180,20580,19350,18600,14830,14040,13540,12650,11480,10660,9200,8160,6690,5750,4820,3890,3040,2510,1870,1420,1070,2360
1998Q2,57300,57060,58180,58720,59840,60480,62370,62520,60680,59350,57530,55760,55220,54440,53780,53790,54750,55000,54520,53120,53320,53970,53410,54320,54670,55940,57510,57230,58000,58250,58020,58360,58840,60670,62940,63830,63490,62090,60530,58880,57330,56620,55090,53810,52000,51450,50440,50360,49780,49840,49860,46050,41290,38640,35990,36380,37600,36340,33090,31190,29890,28910,27380,27230,26690,26890,27210,27320,26440,25960,25090,24520,23690,22610,21250,20490,19460,18870,15330,14040,13330,12810,11410,10770,9260,8240,6820,5790,4860,3970,3060,2530,1910,1440,1080,2400
1998Q3,57420,56990,57870,58720,59500,60300,61960,62780,61260,59600,58280,56000,55460,54670,53950,53800,54400,55190,54490,53430,52850,53820,52900,53760,54270,55270,57080,57390,57780,58410,58090,58470,58640,60140,62550,63750,63740,62600,60770,59540,57570,56860,55520,54060,52470,51530,50630,50330,49930,49760,49760,47840,41840,39180,36830,35600,37620,36890,33850,31520,30160,29150,27670,27210,26680,26820,26900,27390,26500,25900,25190,24540,23670,22830,21350,20400,19640,18810,16180,13970,13200,12860,11460,10770,9400,8280,6990,5820,4890,4050,3110,2550,1960,1450,1090,2460
1998Q4,57360,56930,57610,58660,59130,60180,61500,62840,61800,59910,58860,56410,55680,54910,54110,53810,54150,55250,54480,53720,52570,53460,52570,53130,53840,54600,56540,57480,57520,58520,58200,58460,58550,59650,61990,63640,63900,63000,61180,59960,57950,57010,55970,54310,52970,51520,50910,50280,50100,49630,49690,49080,42730,39850,37570,35130,37480,37210,34630,31950,30460,29350,28080,27130,26790,26710,26670,27330,26610,25840,25290,24510,23730,22940,21510,20360,19750,18640,17120,13910,13170,12780,11600,10700,9570,8300,7180,5850,4950,4110,3190,2550,2010,1470,1110,2510
1999Q1,57010,57030,57300,58470,58860,60100,60950,62730,62280,60320,59220,57030,55850,55120,54320,53790,54090,55060,54560,53970,52520,52900,52450,52380,53360,53980,55910,57370,57310,58470,58400,58350,58520,59250,61390,63350,64030,63300,61670,60260,58370,57160,56340,54620,53400,51570,51190,50250,50230,49540,49700,49610,44120,40560,38130,35180,37020,37390,35460,32410,30770,29560,28470,27120,26950,26550,26580,27110,26760,25820,25390,24440,23810,23000,21680,20420,19740,18570,17770,14070,13200,12630,11770,10610,9750,8320,7330,5910,5020,4150,3290,2540,2060,1500,1130,2560
1999Q2,56480,57220,57000,58170,58740,59870,60500,62410,62670,60800,59450,57740,56000,55340,54540,53880,54050,54770,54710,54080,52640,52320,52340,51690,52790,53470,55190,57060,57260,58280,58550,58260,58540,58950,60740,62960,64010,63580,62130,60500,58890,57350,56570,55030,53680,51830,51330,50330,50220,49590,49640,49660,45890,41150,38560,35830,36210,37480,36230,32990,31080,29790,28770,27260,27050,26430,26550,26820,26890,25880,25360,24470,23850,23000,21910,20490,19660,18670,18020,14540,13220,12460,11910,10560,9880,8380,7400,6030,5060,4190,3370,2550,2080,1540,1150,2600
1999Q3,55990,57290,56870,57800,58680,59480,60270,61950,62860,61350,59660,58400,56240,55570,54760,54030,54070,54450,54910,54060,52910,51870,52140,51120,52200,53000,54460,56570,57350,58010,58620,58250,58570,58710,60160,62510,63860,63780,62610,60710,59480,57530,56770,55420,53910,52260,51350,50490,50160,49720,49520,49520,47650,41690,39060,36690,35400,37490,36760,33720,31410,30060,29000,27540,27040,26410,26500,26520,26970,25970,25300,24550,23860,22990,22100,20590,19570,18830,17950,15340,13160,12360,11940,10600,9900,8510,7420,6200,5080,4230,3420,2580,2090,1580,1160,2640
1999Q4,55710,57210,56790,57480,58580,59080,60120,61460,62860,61880,59930,58910,56620,55800,55000,54200,54100,54280,55000,54060,53180,51620,51800,50740,51550,52550,53770,56020,57420,57730,58680,58330,58520,58610,59650,61970,63700,63910,62990,61110,59880,57850,56880,55830,54140,52750,51300,50730,50090,49880,49370,49430,48860,42570,39700,37430,34920,37320,37090,34480,31820,30340,29190,27930,26970,26520,26380,26290,26910,26100,25250,24650,23830,23050,22190,20750,19530,18910,17790,16220,13100,12330,11870,10710,9840,8680,7410,6360,5090,4290,3450,2620,2080,1620,1170,2670
2000Q1,55790,56840,56880,57160,58380,58800,60030,60880,62710,62360,60320,59230,57210,56000,55220,54450,54120,54320,54880,54180,53410,51580,51310,50600,50800,52090,53180,55430,57360,57550,58640,58520,58380,58600,59250,61400,63370,64030,63270,61600,60180,58250,57020,56170,54450,53180,51310,50960,50040,50000,49270,49410,49360,43940,40370,37990,34970,36840,37250,35300,32270,30630,29400,28290,26950,26690,26210,26190,26690,26260,25240,24750,23760,23110,22230,20930,19570,18900,17730,16830,13260,12360,11730,10850,9760,8840,7410,6490,5130,4350,3460,2700,2060,1640,1190,2700
2000Q2,56090,56310,57070,56870,58080,58670,59800,60430,62360,62740,60810,59450,57870,56180,55450,54720,54250,54410,54680,54390,53550,51710,50810,50500,50090,51520,52710,54770,57110,57560,58490,58660,58290,58620,58960,60790,62970,63990,63530,62080,60420,58760,57190,56380,54850,53460,51540,51050,50120,49970,49310,49340,49390,45700,40930,38400,35630,36010,37330,36060,32840,30920,29630,28590,27080,26800,26070,26160,26380,26390,25320,24720,23800,23160,22240,21170,19650,18810,17830,17080,13700,12390,11560,10970,9700,8950,7470,6540,5240,4380,3490,2760,2070,1650,1220,2740
2000Q3,56430,55820,57150,56740,57720,58600,59420,60200,61880,62900,61370,59660,58480,56440,55690,54970,54450,54520,54500,54640,53570,51960,50410,50320,49480,50910,52260,54080,56680,57710,58270,58720,58240,58650,58740,60210,62520,63840,63700,62540,60630,59350,57360,56580,55230,53690,51960,51040,50270,49910,49440,49230,49240,47440,41470,38870,36490,35190,37320,36590,33560,31220,29890,28840,27360,26820,26060,26120,26070,26460,25420,24680,23900,23180,22240,21360,19780,18720,17980,17040,14470,12340,11450,11000,9730,8970,7610,6560,5390,4380,3550,2810,2100,1660,1250,2780
2000Q4,56710,55530,57050,56660,57420,58500,59010,60050,61370,62860,61910,59940,58960,56820,55940,55230,54640,54630,54470,54800,53640,52230,50180,49980,49070,50210,51760,53390,56130,57800,58040,58760,58270,58570,58650,59680,61960,63630,63810,62900,61020,59740,57660,56710,55630,53910,52450,50960,50470,49820,49590,49070,49140,48630,42360,39480,37240,34710,37140,36910,34300,31630,30170,29030,27760,26770,26200,26010,25840,26400,25580,24640,24010,23150,22320,21450,19980,18690,18050,16900,15310,12310,11440,10940,9840,8940,7780,6570,5560,4380,3630,2850,2150,1670,1280,2840
2001Q1,56750,55580,56650,56750,57080,58290,58690,59940,60770,62630,62390,60320,59260,57370,56160,55440,54900,54660,54660,54820,53840,52490,50150,49510,48870,49420,51190,52740,55500,57720,57880,58710,58420,58390,58630,59230,61380,63240,63890,63120,61490,60020,58040,56840,55960,54200,52870,50950,50670,49770,49700,48950,49110,49110,43730,40140,37810,34770,36640,37060,35110,32090,30450,29250,28130,26770,26410,25860,25750,26190,25750,24650,24120,23100,22400,21510,20200,18750,18030,16850,15910,12470,11490,10810,9990,8880,7950,6590,5690,4410,3700,2870,2210,1670,1300,2910
2001Q2,56570,55840,56090,56920,56760,57980,58520,59690,60300,62220,62740,60820,59460,58000,56370,55670,55160,54790,54910,54830,54140,52710,50320,49080,48730,48680,50550,52190,54780,57460,57880,58570,58510,58240,58650,58920,60750,62800,63820,63320,61940,60220,58550,57010,56160,54590,53140,51180,50730,49840,49660,48970,49020,49130,45480,40710,38220,35440,35810,37130,35870,32660,30720,29490,28430,26910,26560,25750,25740,25910,25880,24740,24110,23150,22450,21500,20450,18840,17960,16940,16160,12890,11550,10670,10110,8850,8060,6660,5760,4520,3740,2900,2260,1670,1310,2990
2001Q3,56270,56170,55580,56990,56630,57630,58450,59300,60080,61740,62890,61410,59680,58570,56660,55930,55420,55020,55220,54940,54560,52890,50690,48840,48610,48110,49940,51680,54070,57050,58050,58380,58580,58180,58680,58710,60190,62340,63660,63490,62400,60440,59130,57180,56360,54980,53370,51600,50720,49970,49590,49100,48890,48970,47210,41270,38690,36320,34990,37120,36400,33390,31020,29740,28660,27190,26610,25740,25720,25630,25950,24870,24060,23250,22460,21490,20640,19000,17870,17070,16140,13610,11530,10570,10140,8870,8090,6780,5760,4650,3730,2950,2290,1680,1300,3060
2001Q4,55950,56480,55320,56910,56570,57370,58410,58930,59990,61290,62860,62020,60000,59050,57070,56230,55720,55290,55540,55250,54960,53160,51160,48880,48480,47840,49390,51250,53430,56600,58230,58240,58700,58250,58640,58690,59730,61870,63500,63660,62780,60880,59570,57520,56540,55450,53650,52130,50670,50190,49520,49270,48730,48850,48410,42170,39320,37090,34530,36940,36720,34150,31440,30010,28840,27570,26560,25890,25630,25420,25880,25040,24020,23360,22440,21560,20710,19220,17840,17140,16010,14400,11500,10560,10070,8940,8050,6920,5750,4790,3720,3020,2300,1710,1290,3110
2002Q1,55620,56650,55500,56600,56730,57140,58360,58730,60000,60860,62730,62620,60480,59410,57680,56550,56050,55690,55850,55840,55290,53600,51720,49190,48370,47910,48860,50900,52940,56170,58390,58260,58800,58520,58580,58810,59450,61470,63270,63900,63120,61480,59960,57990,56770,55900,54060,52650,50740,50440,49510,49440,48650,48830,48910,43570,40010,37680,34620,36470,36870,34970,31900,30270,29050,27910,26540,26100,25490,25330,25680,25210,24030,23460,22400,21630,20750,19460,17900,17130,15960,14960,11640,10610,9920,9050,7970,7050,5730,4900,3730,3090,2310,1740,1280,3150
2002Q2,55330,56630,55950,56200,57020,56990,58260,58760,59940,60610,62500,63130,61110,59730,58370,56890,56430,56130,56270,56500,55690,54170,52280,49760,48390,48170,48480,50590,52630,55700,58440,58540,58890,58810,58620,59020,59360,61080,63060,64070,63520,62120,60340,58640,57080,56270,54610,53070,51080,50600,49660,49480,48760,48770,48980,45350,40620,38100,35320,35680,36960,35730,32500,30540,29290,28200,26660,26250,25390,25320,25420,25340,24130,23440,22460,21680,20730,19710,18000,17060,16030,15200,12030,10670,9760,9150,7920,7130,5770,4950,3810,3110,2340,1780,1280,3170
2002Q3,55130,56470,56480,55880,57220,57000,58120,58910,59750,60590,62220,63430,61850,60070,59010,57290,56830,56580,56730,57130,56140,54840,52760,50480,48580,48440,48260,50320,52390,55220,58330,59010,58960,59130,58780,59270,59350,60760,62840,64160,63900,62770,60750,59390,57410,56640,55170,53460,51630,50700,49880,49490,48980,48700,48860,47120,41210,38600,36220,34880,36980,36260,33240,30840,29550,28430,26910,26290,25390,25280,25160,25400,24260,23390,22570,21710,20730,19880,18160,16990,16140,15190,12690,10650,9660,9170,7930,7130,5860,4960,3920,3090,2390,1810,1300,3180
