date,count_first_shot_general,count_second_shot_general,count_third_shot_general,count_fourth_shot_general,count_fifth_shot_general,count_sixth_shot_general,count_seventh_shot_general,count_first_shot_general_wo_deceased,count_second_shot_general_wo_deceased,count_third_shot_general_wo_deceased,count_fourth_shot_general_wo_deceased,count_fifth_shot_general_wo_deceased,count_sixth_shot_general_wo_deceased,count_seventh_shot_general_wo_deceased
2023/12/6,237,236,632,3511,29544,32073,98437,237,236,632,3511,29544,32073,98437
2023/12/7,208,233,587,3210,26258,28986,90418,208,233,587,3210,26258,28986,90418
2023/12/8,300,419,1031,6328,61339,46814,127187,300,419,1031,6328,61339,46814,127187
2023/12/9,229,383,1080,7542,75304,34601,87501,229,383,1080,7542,75304,34601,87501
2023/12/10,34,43,168,1616,17580,8271,25581,34,43,168,1616,17580,8271,25581
2023/12/11,133,227,555,3080,27560,29531,87868,133,227,555,3080,27560,29531,87868
2023/12/12,197,306,678,3587,30226,33167,99813,197,306,678,3587,30226,33167,99813
2023/12/13,183,261,653,3514,26651,30158,86577,183,261,653,3514,26651,30158,86577
2023/12/14,170,124,582,2913,24041,27627,76343,170,124,582,2913,24041,27627,76343
2023/12/15,329,461,1077,6172,55966,42750,110448,329,461,1077,6172,55966,42750,110448
2023/12/16,269,384,1133,7246,67918,30456,70706,269,384,1133,7246,67918,30456,70706
2023/12/17,41,61,179,1356,14535,7002,17340,41,61,179,1356,14535,7002,17340
2023/12/18,144,239,540,2983,23749,24767,70741,144,239,540,2983,23749,24767,70741
2023/12/19,288,350,635,3370,25055,27140,77161,288,350,635,3370,25055,27140,77161
2023/12/20,254,269,623,3049,22658,24205,64838,254,269,623,3049,22658,24205,64838
2023/12/21,257,276,576,2768,19470,21064,55336,257,276,576,2768,19470,21064,55336
2023/12/22,425,543,1038,5630,43463,32601,80181,425,543,1038,5630,43463,32601,80181
2023/12/23,277,398,956,5833,48485,21872,48020,277,398,956,5833,48485,21872,48020
2023/12/24,34,46,125,778,6392,2612,6369,34,46,125,778,6392,2612,6369
2023/12/25,171,236,487,2647,18404,14846,38366,171,236,487,2647,18404,14846,38366
2023/12/26,242,356,670,3415,22034,16070,40275,242,356,670,3415,22034,16070,40275
2023/12/27,142,220,508,2780,17907,11177,27236,142,220,508,2780,17907,11177,27236
2023/12/28,98,180,364,2014,14760,7520,16044,98,180,364,2014,14760,7520,16044
2023/12/29,27,58,189,1248,10397,3561,6280,27,58,189,1248,10397,3561,6280
2023/12/30,16,15,33,209,1605,435,667,16,15,33,209,1605,435,667
2023/12/31,0,4,7,31,181,54,49,0,4,7,31,181,54,49
2024/1/1,0,0,2,5,58,17,31,0,0,2,5,58,17,31
2024/1/2,0,0,0,9,34,23,30,0,0,0,9,34,23,30
2024/1/3,1,4,1,9,101,43,69,1,4,1,9,101,43,69
2024/1/4,42,54,93,458,3332,1763,3976,42,54,93,458,3332,1763,3976
2024/1/5,155,210,289,1345,9130,4952,12071,155,210,289,1345,9130,4952,12071
2024/1/6,190,230,348,1440,11023,4777,10454,190,230,348,1440,11023,4777,10454
2024/1/7,26,19,35,170,1224,512,947,26,19,35,170,1224,512,947
2024/1/8,6,6,10,67,526,441,716,6,6,10,67,526,441,716
2024/1/9,200,267,307,885,5525,5780,17530,200,267,307,885,5525,5780,17530
2024/1/10,206,252,347,1009,5937,6928,19468,206,252,347,1009,5937,6928,19468
2024/1/11,195,259,279,1003,5819,6365,17967,195,259,279,1003,5819,6365,17967
2024/1/12,358,473,577,2020,14693,11933,30866,358,473,577,2020,14693,11933,30866
2024/1/13,337,380,568,2304,18391,9329,20998,337,380,568,2304,18391,9329,20998
2024/1/14,32,31,51,239,2060,921,2136,32,31,51,239,2060,921,2136
2024/1/15,104,213,268,993,6876,8003,21854,104,213,268,993,6876,8003,21854
2024/1/16,165,283,358,1141,7477,9098,25764,165,283,358,1141,7477,9098,25764
2024/1/17,109,209,291,1012,6571,8103,21265,109,209,291,1012,6571,8103,21265
2024/1/18,104,161,221,878,5796,7324,18274,104,161,221,878,5796,7324,18274
2024/1/19,220,267,465,1910,15518,12341,30844,220,267,465,1910,15518,12341,30844
2024/1/20,145,167,465,2021,17832,8994,19277,145,167,465,2021,17832,8994,19277
2024/1/21,18,32,41,192,1807,880,1902,18,32,41,192,1807,880,1902
2024/1/22,110,88,213,921,6503,7427,18954,110,88,213,921,6503,7427,18954
2024/1/23,172,117,364,1123,7255,8298,21466,172,117,364,1123,7255,8298,21466
2024/1/24,119,88,269,992,6165,6886,17736,119,88,269,992,6165,6886,17736
2024/1/25,107,105,262,866,6077,6555,16052,107,105,262,866,6077,6555,16052
2024/1/26,238,212,502,1985,15250,11789,27104,238,212,502,1985,15250,11789,27104
2024/1/27,196,244,521,2454,18651,9039,17841,196,244,521,2454,18651,9039,17841
2024/1/28,8,18,51,282,2631,1281,2264,8,18,51,282,2631,1281,2264
2024/1/29,127,66,243,905,6078,6339,15403,127,66,243,905,6078,6339,15403
2024/1/30,131,198,363,1105,6834,7450,17668,131,198,363,1105,6834,7450,17668
2024/1/31,141,198,263,928,5972,6109,14026,141,198,263,928,5972,6109,14026
2024/2/1,100,160,182,681,4285,4295,9519,100,160,182,681,4285,4295,9519
2024/2/2,187,345,379,1543,11404,8200,17286,187,345,379,1543,11404,8200,17286
2024/2/3,258,349,460,1942,13835,6419,11894,258,349,460,1942,13835,6419,11894
2024/2/4,22,24,50,185,1449,598,1012,22,24,50,185,1449,598,1012
2024/2/5,142,82,181,795,5029,5257,10652,142,82,181,795,5029,5257,10652
2024/2/6,142,128,253,873,5449,5791,11949,142,128,253,873,5449,5791,11949
2024/2/7,114,106,235,803,4962,4988,10253,114,106,235,803,4962,4988,10253
2024/2/8,107,77,188,704,4336,4789,9761,107,77,188,704,4336,4789,9761
2024/2/9,246,188,476,1746,13415,9275,18124,246,188,476,1746,13415,9275,18124
2024/2/10,234,139,478,2023,17203,7410,12038,234,139,478,2023,17203,7410,12038
2024/2/11,12,10,37,174,1183,469,687,12,10,37,174,1183,469,687
2024/2/12,6,6,12,55,495,199,303,6,6,12,55,495,199,303
2024/2/13,163,156,299,831,5186,5127,10439,163,156,299,831,5186,5127,10439
2024/2/14,131,104,244,796,4959,5177,10051,131,104,244,796,4959,5177,10051
2024/2/15,115,108,223,705,4716,4417,8403,115,108,223,705,4716,4417,8403
2024/2/16,307,256,546,1909,13028,8752,16403,307,256,546,1909,13028,8752,16403
2024/2/17,329,191,508,2157,15031,6809,11402,329,191,508,2157,15031,6809,11402
2024/2/18,23,13,51,213,1704,706,1105,23,13,51,213,1704,706,1105
2024/2/19,131,145,260,881,5304,5229,9517,131,145,260,881,5304,5229,9517
2024/2/20,230,163,296,1009,5908,5506,10886,230,163,296,1009,5908,5506,10886
2024/2/21,199,131,265,908,5097,4872,8917,199,131,265,908,5097,4872,8917
2024/2/22,146,99,309,1065,7878,5222,8960,146,99,309,1065,7878,5222,8960
2024/2/23,18,10,25,179,1284,454,641,18,10,25,179,1284,454,641
2024/2/24,280,226,394,1783,13197,5667,8673,280,226,394,1783,13197,5667,8673
2024/2/25,17,24,44,175,1133,520,769,17,24,44,175,1133,520,769
2024/2/26,130,143,209,769,5082,4414,8140,130,143,209,769,5082,4414,8140
2024/2/27,208,162,259,928,5513,5100,8676,208,162,259,928,5513,5100,8676
2024/2/28,167,112,245,785,4954,4535,7984,167,112,245,785,4954,4535,7984
2024/2/29,162,95,200,652,3972,3673,6205,162,95,200,652,3972,3673,6205
2024/3/1,421,238,402,1349,9023,5524,9183,421,238,402,1349,9023,5524,9183
2024/3/2,369,261,460,1672,11324,4732,6894,369,261,460,1672,11324,4732,6894
2024/3/3,15,17,48,154,864,356,564,15,17,48,154,864,356,564
2024/3/4,144,81,173,607,3819,3091,5275,144,81,173,607,3819,3091,5275
2024/3/5,200,165,264,758,4380,3845,6219,200,165,264,758,4380,3845,6219
2024/3/6,190,109,298,709,4183,3471,6169,190,109,298,709,4183,3471,6169
2024/3/7,155,99,225,673,3799,3277,5500,155,99,225,673,3799,3277,5500
2024/3/8,331,275,596,1736,10833,6883,10848,331,275,596,1736,10833,6883,10848
2024/3/9,250,249,595,2102,13853,5887,8393,250,249,595,2102,13853,5887,8393
2024/3/10,37,25,49,174,1145,536,1017,37,25,49,174,1145,536,1017
2024/3/11,48,122,231,793,5100,4067,6538,48,122,231,793,5100,4067,6538
2024/3/12,78,189,417,1046,5425,4595,7145,78,189,417,1046,5425,4595,7145
2024/3/13,76,197,350,1074,5701,4352,7285,76,197,350,1074,5701,4352,7285
2024/3/14,52,126,282,832,4700,4017,6094,52,126,282,832,4700,4017,6094
2024/3/15,123,196,554,2112,12395,7666,11687,123,196,554,2112,12395,7666,11687
2024/3/16,105,318,614,2305,14879,6384,8445,105,318,614,2305,14879,6384,8445
2024/3/17,13,20,58,242,1369,615,769,13,20,58,242,1369,615,769
2024/3/18,85,150,303,1146,5993,4244,6569,85,150,303,1146,5993,4244,6569
2024/3/19,83,209,497,1740,9170,5565,8387,83,209,497,1740,9170,5565,8387
2024/3/20,10,6,34,183,926,506,482,10,6,34,183,926,506,482
2024/3/21,101,182,320,1127,5467,4263,6066,101,182,320,1127,5467,4263,6066
2024/3/22,172,359,778,2572,13568,7783,10882,172,359,778,2572,13568,7783,10882
2024/3/23,163,339,758,2870,16519,6574,8225,163,339,758,2870,16519,6574,8225
2024/3/24,15,28,87,301,1884,702,898,15,28,87,301,1884,702,898
2024/3/25,96,203,390,1409,7142,4338,5776,96,203,390,1409,7142,4338,5776
2024/3/26,183,329,643,1781,7625,4829,7135,183,329,643,1781,7625,4829,7135
2024/3/27,163,383,696,1823,7931,5058,7112,163,383,696,1823,7931,5058,7112
2024/3/28,112,247,505,1359,6178,3763,4815,112,247,505,1359,6178,3763,4815
2024/3/29,239,516,944,2860,12973,6576,8600,239,516,944,2860,12973,6576,8600
2024/3/30,208,530,989,2908,13943,5420,6103,208,530,989,2908,13943,5420,6103
2024/3/31,52,75,187,566,2349,822,890,52,75,187,566,2349,822,890
