month_of_death,age_at_death,last_dose_number,days_between_last_vaccination_and_death,count
2023-04,0_to_20,2,366_+,7
2023-04,0_to_20,2,<=_365,<5
2023-04,0_to_20,3,366_+,<5
2023-04,0_to_20,3,<=_180,<5
2023-04,0_to_20,4,<=_180,<5
2023-04,100+,0,NA,5
2023-04,100+,1,366_+,<5
2023-04,100+,2,366_+,<5
2023-04,100+,2,<=_365,<5
2023-04,100+,3,366_+,<5
2023-04,100+,3,<=_365,<5
2023-04,100+,4,<=_180,<5
2023-04,100+,4,<=_365,7
2023-04,100+,5,<=_30,<5
2023-04,21_to_40,0,NA,12
2023-04,21_to_40,1,366_+,<5
2023-04,21_to_40,2,366_+,26
2023-04,21_to_40,3,366_+,27
2023-04,21_to_40,3,<=_180,<5
2023-04,21_to_40,3,<=_365,<5
2023-04,21_to_40,4,366_+,<5
2023-04,21_to_40,4,<=_365,<5
2023-04,21_to_40,4,<=_90,<5
2023-04,21_to_40,5,<=_365,<5
2023-04,41_to_60,0,NA,35
2023-04,41_to_60,1,366_+,<5
2023-04,41_to_60,1,<=_90,<5
2023-04,41_to_60,2,366_+,53
2023-04,41_to_60,3,366_+,118
2023-04,41_to_60,3,<=_180,<5
2023-04,41_to_60,3,<=_365,13
2023-04,41_to_60,4,366_+,6
2023-04,41_to_60,4,<=_180,13
2023-04,41_to_60,4,<=_30,<5
2023-04,41_to_60,4,<=_365,32
2023-04,41_to_60,4,<=_90,<5
2023-04,41_to_60,5,<=_180,<5
2023-04,41_to_60,5,<=_30,<5
2023-04,61_to_80,0,NA,71
2023-04,61_to_80,1,366_+,5
2023-04,61_to_80,1,<=_365,<5
2023-04,61_to_80,2,366_+,87
2023-04,61_to_80,2,<=_365,<5
2023-04,61_to_80,3,366_+,364
2023-04,61_to_80,3,<=_180,<5
2023-04,61_to_80,3,<=_365,22
2023-04,61_to_80,4,366_+,21
2023-04,61_to_80,4,<=_180,62
2023-04,61_to_80,4,<=_30,6
2023-04,61_to_80,4,<=_365,407
2023-04,61_to_80,4,<=_90,8
2023-04,61_to_80,5,366_+,<5
2023-04,61_to_80,5,<=_180,7
2023-04,61_to_80,5,<=_30,25
2023-04,61_to_80,5,<=_365,13
2023-04,61_to_80,5,<=_90,<5
2023-04,61_to_80,6,<=_30,<5
2023-04,61_to_80,6,<=_365,<5
2023-04,81_to_100,0,NA,42
2023-04,81_to_100,1,366_+,5
2023-04,81_to_100,1,<=_365,<5
2023-04,81_to_100,2,366_+,63
2023-04,81_to_100,2,<=_365,<5
2023-04,81_to_100,3,366_+,344
2023-04,81_to_100,3,<=_180,<5
2023-04,81_to_100,3,<=_365,23
2023-04,81_to_100,3,<=_90,<5
2023-04,81_to_100,4,366_+,<5
2023-04,81_to_100,4,<=_180,153
2023-04,81_to_100,4,<=_30,18
2023-04,81_to_100,4,<=_365,740
2023-04,81_to_100,4,<=_90,18
2023-04,81_to_100,5,<=_180,8
2023-04,81_to_100,5,<=_30,53
2023-04,81_to_100,5,<=_365,7
2023-04,81_to_100,5,<=_90,<5
2023-05,0_to_20,0,NA,11
2023-05,0_to_20,2,366_+,10
2023-05,0_to_20,3,366_+,<5
2023-05,0_to_20,4,<=_180,<5
2023-05,100+,3,366_+,<5
2023-05,100+,4,<=_30,<5
2023-05,100+,4,<=_365,9
2023-05,100+,5,<=_30,<5
2023-05,100+,5,<=_90,<5
2023-05,21_to_40,0,NA,18
2023-05,21_to_40,1,366_+,<5
2023-05,21_to_40,2,366_+,34
2023-05,21_to_40,2,<=_365,<5
2023-05,21_to_40,3,366_+,23
2023-05,21_to_40,3,<=_365,<5
2023-05,21_to_40,4,<=_365,<5
2023-05,21_to_40,5,<=_30,<5
2023-05,41_to_60,0,NA,48
2023-05,41_to_60,1,366_+,<5
2023-05,41_to_60,2,366_+,57
2023-05,41_to_60,2,<=_365,<5
2023-05,41_to_60,3,366_+,122
2023-05,41_to_60,3,<=_180,<5
2023-05,41_to_60,3,<=_365,<5
2023-05,41_to_60,4,366_+,8
2023-05,41_to_60,4,<=_180,14
2023-05,41_to_60,4,<=_30,6
2023-05,41_to_60,4,<=_365,37
2023-05,41_to_60,4,<=_90,6
2023-05,41_to_60,5,<=_30,6
2023-05,41_to_60,5,<=_365,<5
2023-05,41_to_60,5,<=_90,<5
2023-05,61_to_80,0,NA,89
2023-05,61_to_80,1,366_+,5
2023-05,61_to_80,2,366_+,102
2023-05,61_to_80,2,<=_365,<5
2023-05,61_to_80,3,366_+,323
2023-05,61_to_80,3,<=_30,<5
2023-05,61_to_80,3,<=_365,15
2023-05,61_to_80,3,<=_90,<5
2023-05,61_to_80,4,366_+,20
2023-05,61_to_80,4,<=_180,43
2023-05,61_to_80,4,<=_30,21
2023-05,61_to_80,4,<=_365,361
2023-05,61_to_80,4,<=_90,12
2023-05,61_to_80,5,<=_180,9
2023-05,61_to_80,5,<=_30,80
2023-05,61_to_80,5,<=_365,15
2023-05,61_to_80,5,<=_90,57
2023-05,61_to_80,6,<=_30,<5
2023-05,61_to_80,6,<=_90,<5
2023-05,81_to_100,0,NA,58
2023-05,81_to_100,1,366_+,<5
2023-05,81_to_100,1,<=_30,<5
2023-05,81_to_100,2,366_+,58
2023-05,81_to_100,2,<=_180,<5
2023-05,81_to_100,2,<=_365,<5
2023-05,81_to_100,3,366_+,349
2023-05,81_to_100,3,<=_180,<5
2023-05,81_to_100,3,<=_30,<5
2023-05,81_to_100,3,<=_365,22
2023-05,81_to_100,3,<=_90,<5
2023-05,81_to_100,4,366_+,7
2023-05,81_to_100,4,<=_180,55
2023-05,81_to_100,4,<=_30,34
2023-05,81_to_100,4,<=_365,672
2023-05,81_to_100,4,<=_90,19
2023-05,81_to_100,5,<=_180,<5
2023-05,81_to_100,5,<=_30,175
2023-05,81_to_100,5,<=_365,5
2023-05,81_to_100,5,<=_90,112
2023-05,81_to_100,6,<=_30,<5
2023-05,81_to_100,6,<=_90,<5
2023-06,0_to_20,0,NA,14
2023-06,0_to_20,1,366_+,<5
2023-06,0_to_20,2,366_+,6
2023-06,0_to_20,2,<=_365,<5
2023-06,0_to_20,3,366_+,<5
2023-06,100+,0,NA,<5
2023-06,100+,2,366_+,<5
2023-06,100+,3,366_+,<5
2023-06,100+,4,<=_180,<5
2023-06,100+,4,<=_365,5
2023-06,100+,4,<=_90,<5
2023-06,100+,5,<=_30,<5
2023-06,100+,5,<=_90,5
2023-06,21_to_40,0,NA,16
2023-06,21_to_40,1,366_+,<5
2023-06,21_to_40,2,366_+,31
2023-06,21_to_40,3,366_+,29
2023-06,21_to_40,3,<=_365,<5
2023-06,21_to_40,3,<=_90,<5
2023-06,21_to_40,4,<=_30,<5
2023-06,21_to_40,4,<=_365,<5
2023-06,21_to_40,4,<=_90,<5
2023-06,41_to_60,0,NA,26
2023-06,41_to_60,1,366_+,8
2023-06,41_to_60,2,366_+,61
2023-06,41_to_60,3,366_+,133
2023-06,41_to_60,3,<=_180,<5
2023-06,41_to_60,3,<=_365,<5
2023-06,41_to_60,4,366_+,<5
2023-06,41_to_60,4,<=_180,<5
2023-06,41_to_60,4,<=_30,<5
2023-06,41_to_60,4,<=_365,22
2023-06,41_to_60,4,<=_90,8
2023-06,41_to_60,5,<=_30,<5
2023-06,41_to_60,5,<=_365,<5
2023-06,41_to_60,5,<=_90,12
2023-06,41_to_60,6,<=_30,<5
2023-06,41_to_60,6,<=_90,<5
2023-06,61_to_80,0,NA,68
2023-06,61_to_80,1,366_+,7
2023-06,61_to_80,2,366_+,110
2023-06,61_to_80,3,366_+,379
2023-06,61_to_80,3,<=_365,9
2023-06,61_to_80,4,366_+,23
2023-06,61_to_80,4,<=_180,22
2023-06,61_to_80,4,<=_30,11
2023-06,61_to_80,4,<=_365,328
2023-06,61_to_80,4,<=_90,35
2023-06,61_to_80,5,<=_180,<5
2023-06,61_to_80,5,<=_30,36
2023-06,61_to_80,5,<=_365,12
2023-06,61_to_80,5,<=_90,167
2023-06,61_to_80,6,<=_180,<5
2023-06,61_to_80,6,<=_30,<5
2023-06,61_to_80,6,<=_90,6
2023-06,81_to_100,0,NA,60
2023-06,81_to_100,1,366_+,<5
2023-06,81_to_100,2,366_+,67
2023-06,81_to_100,3,366_+,335
2023-06,81_to_100,3,<=_180,6
2023-06,81_to_100,3,<=_30,<5
2023-06,81_to_100,3,<=_365,16
2023-06,81_to_100,3,<=_90,<5
2023-06,81_to_100,4,366_+,5
2023-06,81_to_100,4,<=_180,24
2023-06,81_to_100,4,<=_30,19
2023-06,81_to_100,4,<=_365,536
2023-06,81_to_100,4,<=_90,72
2023-06,81_to_100,5,<=_180,<5
2023-06,81_to_100,5,<=_30,88
2023-06,81_to_100,5,<=_365,8
2023-06,81_to_100,5,<=_90,308
2023-06,81_to_100,6,<=_30,<5
2023-06,81_to_100,6,<=_90,7
2023-07,0_to_20,0,NA,13
2023-07,0_to_20,2,366_+,<5
2023-07,0_to_20,3,366_+,<5
2023-07,100+,0,NA,<5
2023-07,100+,2,366_+,<5
2023-07,100+,3,366_+,<5
2023-07,100+,4,<=_365,5
2023-07,100+,5,<=_180,<5
2023-07,100+,5,<=_90,5
2023-07,21_to_40,0,NA,17
2023-07,21_to_40,1,366_+,<5
2023-07,21_to_40,2,366_+,33
2023-07,21_to_40,3,366_+,26
2023-07,21_to_40,3,<=_180,<5
2023-07,21_to_40,4,366_+,<5
2023-07,21_to_40,4,<=_90,<5
2023-07,41_to_60,0,NA,40
2023-07,41_to_60,1,366_+,9
2023-07,41_to_60,2,366_+,78
2023-07,41_to_60,3,366_+,137
2023-07,41_to_60,3,<=_365,<5
2023-07,41_to_60,3,<=_90,<5
2023-07,41_to_60,4,366_+,15
2023-07,41_to_60,4,<=_180,6
2023-07,41_to_60,4,<=_30,<5
2023-07,41_to_60,4,<=_365,24
2023-07,41_to_60,4,<=_90,8
2023-07,41_to_60,5,<=_180,5
2023-07,41_to_60,5,<=_30,<5
2023-07,41_to_60,5,<=_365,<5
2023-07,41_to_60,5,<=_90,8
2023-07,61_to_80,0,NA,90
2023-07,61_to_80,1,366_+,5
2023-07,61_to_80,1,<=_365,<5
2023-07,61_to_80,2,366_+,95
2023-07,61_to_80,2,<=_180,<5
2023-07,61_to_80,2,<=_365,<5
2023-07,61_to_80,3,366_+,375
2023-07,61_to_80,3,<=_180,<5
2023-07,61_to_80,3,<=_365,8
2023-07,61_to_80,3,<=_90,<5
2023-07,61_to_80,4,366_+,75
2023-07,61_to_80,4,<=_180,32
2023-07,61_to_80,4,<=_30,7
2023-07,61_to_80,4,<=_365,243
2023-07,61_to_80,4,<=_90,39
2023-07,61_to_80,5,<=_180,87
2023-07,61_to_80,5,<=_30,14
2023-07,61_to_80,5,<=_365,11
2023-07,61_to_80,5,<=_90,150
2023-07,61_to_80,6,<=_180,<5
2023-07,61_to_80,6,<=_30,<5
2023-07,61_to_80,6,<=_90,9
2023-07,61_to_80,7,<=_90,<5
2023-07,81_to_100,0,NA,51
2023-07,81_to_100,1,366_+,<5
2023-07,81_to_100,1,<=_365,<5
2023-07,81_to_100,1,<=_90,<5
2023-07,81_to_100,2,366_+,79
2023-07,81_to_100,3,366_+,344
2023-07,81_to_100,3,<=_180,<5
2023-07,81_to_100,3,<=_365,11
2023-07,81_to_100,3,<=_90,7
2023-07,81_to_100,4,366_+,69
2023-07,81_to_100,4,<=_180,38
2023-07,81_to_100,4,<=_30,5
2023-07,81_to_100,4,<=_365,410
2023-07,81_to_100,4,<=_90,82
2023-07,81_to_100,5,<=_180,148
2023-07,81_to_100,5,<=_30,38
2023-07,81_to_100,5,<=_365,<5
2023-07,81_to_100,5,<=_90,369
2023-07,81_to_100,6,<=_180,5
2023-07,81_to_100,6,<=_30,<5
2023-07,81_to_100,6,<=_90,5
2023-08,0_to_20,0,NA,12
2023-08,0_to_20,1,366_+,<5
2023-08,0_to_20,2,366_+,6
2023-08,0_to_20,3,366_+,<5
2023-08,100+,0,NA,<5
2023-08,100+,3,366_+,<5
2023-08,100+,4,366_+,<5
2023-08,100+,4,<=_180,<5
2023-08,100+,4,<=_365,9
2023-08,100+,5,<=_180,6
2023-08,100+,5,<=_90,<5
2023-08,21_to_40,0,NA,20
2023-08,21_to_40,1,366_+,5
2023-08,21_to_40,2,366_+,30
2023-08,21_to_40,3,366_+,27
2023-08,21_to_40,3,<=_365,<5
2023-08,21_to_40,4,366_+,<5
2023-08,21_to_40,4,<=_180,<5
2023-08,21_to_40,4,<=_365,<5
2023-08,21_to_40,5,<=_365,<5
2023-08,41_to_60,0,NA,39
2023-08,41_to_60,1,366_+,8
2023-08,41_to_60,2,366_+,53
2023-08,41_to_60,3,366_+,127
2023-08,41_to_60,3,<=_180,<5
2023-08,41_to_60,3,<=_90,<5
2023-08,41_to_60,4,366_+,15
2023-08,41_to_60,4,<=_180,11
2023-08,41_to_60,4,<=_30,<5
2023-08,41_to_60,4,<=_365,24
2023-08,41_to_60,4,<=_90,5
2023-08,41_to_60,5,366_+,<5
2023-08,41_to_60,5,<=_180,8
2023-08,41_to_60,5,<=_30,<5
2023-08,41_to_60,5,<=_365,<5
2023-08,41_to_60,5,<=_90,8
2023-08,41_to_60,6,<=_180,<5
2023-08,41_to_60,6,<=_90,<5
2023-08,61_to_80,0,NA,91
2023-08,61_to_80,1,366_+,5
2023-08,61_to_80,2,366_+,118
2023-08,61_to_80,2,<=_365,<5
2023-08,61_to_80,3,366_+,345
2023-08,61_to_80,3,<=_180,<5
2023-08,61_to_80,3,<=_365,6
2023-08,61_to_80,4,366_+,159
2023-08,61_to_80,4,<=_180,52
2023-08,61_to_80,4,<=_30,<5
2023-08,61_to_80,4,<=_365,146
2023-08,61_to_80,4,<=_90,19
2023-08,61_to_80,5,366_+,<5
2023-08,61_to_80,5,<=_180,201
2023-08,61_to_80,5,<=_30,<5
2023-08,61_to_80,5,<=_365,14
2023-08,61_to_80,5,<=_90,52
2023-08,61_to_80,6,<=_180,<5
2023-08,61_to_80,6,<=_30,<5
2023-08,61_to_80,6,<=_90,<5
2023-08,81_to_100,0,NA,60
2023-08,81_to_100,1,366_+,6
2023-08,81_to_100,1,<=_180,<5
2023-08,81_to_100,1,<=_365,<5
2023-08,81_to_100,2,366_+,79
2023-08,81_to_100,3,366_+,350
2023-08,81_to_100,3,<=_180,5
2023-08,81_to_100,3,<=_365,8
2023-08,81_to_100,3,<=_90,<5
2023-08,81_to_100,4,366_+,199
2023-08,81_to_100,4,<=_180,87
2023-08,81_to_100,4,<=_30,<5
2023-08,81_to_100,4,<=_365,269
2023-08,81_to_100,4,<=_90,38
2023-08,81_to_100,5,<=_180,422
2023-08,81_to_100,5,<=_30,19
2023-08,81_to_100,5,<=_365,<5
2023-08,81_to_100,5,<=_90,151
2023-08,81_to_100,6,<=_180,6
2023-08,81_to_100,6,<=_30,<5
2023-08,81_to_100,6,<=_90,<5
2023-09,0_to_20,0,NA,7
2023-09,0_to_20,2,366_+,10
2023-09,0_to_20,3,366_+,<5
2023-09,0_to_20,3,<=_365,<5
2023-09,100+,0,NA,<5
2023-09,100+,3,366_+,5
2023-09,100+,4,366_+,5
2023-09,100+,4,<=_365,<5
2023-09,100+,5,<=_180,14
2023-09,21_to_40,0,NA,17
2023-09,21_to_40,1,366_+,6
2023-09,21_to_40,2,366_+,27
2023-09,21_to_40,3,366_+,22
2023-09,21_to_40,4,366_+,6
2023-09,21_to_40,5,<=_180,<5
2023-09,41_to_60,0,NA,37
2023-09,41_to_60,1,366_+,6
2023-09,41_to_60,1,<=_365,<5
2023-09,41_to_60,2,366_+,67
2023-09,41_to_60,3,366_+,136
2023-09,41_to_60,3,<=_180,<5
2023-09,41_to_60,3,<=_365,<5
2023-09,41_to_60,4,366_+,23
2023-09,41_to_60,4,<=_180,11
2023-09,41_to_60,4,<=_365,22
2023-09,41_to_60,4,<=_90,<5
2023-09,41_to_60,5,<=_180,20
2023-09,41_to_60,5,<=_30,<5
2023-09,41_to_60,5,<=_365,<5
2023-09,41_to_60,5,<=_90,<5
2023-09,41_to_60,6,<=_180,<5
2023-09,41_to_60,6,<=_365,<5
2023-09,61_to_80,0,NA,79
2023-09,61_to_80,1,366_+,6
2023-09,61_to_80,2,366_+,97
2023-09,61_to_80,3,366_+,331
2023-09,61_to_80,3,<=_180,5
2023-09,61_to_80,3,<=_30,<5
2023-09,61_to_80,3,<=_365,<5
2023-09,61_to_80,3,<=_90,<5
2023-09,61_to_80,4,366_+,174
2023-09,61_to_80,4,<=_180,58
2023-09,61_to_80,4,<=_365,86
2023-09,61_to_80,4,<=_90,13
2023-09,61_to_80,5,366_+,6
2023-09,61_to_80,5,<=_180,272
2023-09,61_to_80,5,<=_30,<5
2023-09,61_to_80,5,<=_365,10
2023-09,61_to_80,5,<=_90,27
2023-09,61_to_80,6,<=_180,10
2023-09,61_to_80,6,<=_90,<5
2023-09,81_to_100,0,NA,59
2023-09,81_to_100,1,366_+,5
2023-09,81_to_100,1,<=_365,<5
2023-09,81_to_100,2,366_+,65
2023-09,81_to_100,2,<=_365,<5
2023-09,81_to_100,3,366_+,340
2023-09,81_to_100,3,<=_180,<5
2023-09,81_to_100,3,<=_30,<5
2023-09,81_to_100,3,<=_365,8
2023-09,81_to_100,4,366_+,292
2023-09,81_to_100,4,<=_180,119
2023-09,81_to_100,4,<=_30,<5
2023-09,81_to_100,4,<=_365,157
2023-09,81_to_100,4,<=_90,10
2023-09,81_to_100,5,366_+,<5
2023-09,81_to_100,5,<=_180,521
2023-09,81_to_100,5,<=_30,6
2023-09,81_to_100,5,<=_365,6
2023-09,81_to_100,5,<=_90,63
2023-09,81_to_100,6,<=_180,11
2023-09,81_to_100,6,<=_90,<5
2023-10,0_to_20,0,NA,15
2023-10,0_to_20,2,366_+,12
2023-10,0_to_20,3,366_+,<5
2023-10,100+,0,NA,<5
2023-10,100+,2,366_+,<5
2023-10,100+,3,366_+,<5
2023-10,100+,3,<=_180,<5
2023-10,100+,4,366_+,<5
2023-10,100+,4,<=_180,<5
2023-10,100+,4,<=_365,<5
2023-10,100+,5,<=_180,<5
2023-10,100+,5,<=_365,<5
2023-10,100+,5,<=_90,<5
2023-10,21_to_40,0,NA,14
2023-10,21_to_40,1,366_+,<5
2023-10,21_to_40,2,366_+,34
2023-10,21_to_40,3,366_+,27
2023-10,21_to_40,3,<=_365,<5
2023-10,21_to_40,4,<=_180,<5
2023-10,21_to_40,4,<=_365,<5
2023-10,21_to_40,6,<=_90,<5
2023-10,41_to_60,0,NA,44
2023-10,41_to_60,1,366_+,5
2023-10,41_to_60,2,366_+,62
2023-10,41_to_60,3,366_+,111
2023-10,41_to_60,3,<=_180,<5
2023-10,41_to_60,3,<=_365,<5
2023-10,41_to_60,4,366_+,24
2023-10,41_to_60,4,<=_180,6
2023-10,41_to_60,4,<=_365,9
2023-10,41_to_60,4,<=_90,<5
2023-10,41_to_60,5,366_+,<5
2023-10,41_to_60,5,<=_180,17
2023-10,41_to_60,5,<=_365,7
2023-10,41_to_60,5,<=_90,<5
2023-10,41_to_60,6,<=_180,<5
2023-10,41_to_60,8,<=_365,<5
2023-10,61_to_80,0,NA,72
2023-10,61_to_80,1,366_+,9
2023-10,61_to_80,2,366_+,113
2023-10,61_to_80,3,366_+,364
2023-10,61_to_80,3,<=_180,<5
2023-10,61_to_80,3,<=_365,<5
2023-10,61_to_80,4,366_+,221
2023-10,61_to_80,4,<=_180,45
2023-10,61_to_80,4,<=_365,70
2023-10,61_to_80,4,<=_90,<5
2023-10,61_to_80,5,366_+,5
2023-10,61_to_80,5,<=_180,176
2023-10,61_to_80,5,<=_30,<5
2023-10,61_to_80,5,<=_365,98
2023-10,61_to_80,5,<=_90,11
2023-10,61_to_80,6,<=_180,8
2023-10,61_to_80,6,<=_30,<5
2023-10,61_to_80,6,<=_365,9
2023-10,61_to_80,6,<=_90,<5
2023-10,81_to_100,0,NA,64
2023-10,81_to_100,1,366_+,5
2023-10,81_to_100,1,<=_180,<5
2023-10,81_to_100,1,<=_365,<5
2023-10,81_to_100,2,366_+,56
2023-10,81_to_100,2,<=_365,<5
2023-10,81_to_100,3,366_+,323
2023-10,81_to_100,3,<=_180,<5
2023-10,81_to_100,3,<=_365,<5
2023-10,81_to_100,4,366_+,345
2023-10,81_to_100,4,<=_180,90
2023-10,81_to_100,4,<=_365,105
2023-10,81_to_100,4,<=_90,<5
2023-10,81_to_100,5,<=_180,366
2023-10,81_to_100,5,<=_30,<5
2023-10,81_to_100,5,<=_365,174
2023-10,81_to_100,5,<=_90,24
2023-10,81_to_100,6,<=_180,9
2023-10,81_to_100,6,<=_365,<5
2023-11,0_to_20,0,NA,5
2023-11,0_to_20,2,366_+,10
2023-11,0_to_20,3,366_+,<5
2023-11,0_to_20,3,<=_365,<5
2023-11,0_to_20,4,<=_365,<5
2023-11,100+,0,NA,<5
2023-11,100+,3,366_+,<5
2023-11,100+,4,366_+,<5
2023-11,100+,4,<=_180,<5
2023-11,100+,4,<=_365,<5
2023-11,100+,5,<=_180,<5
2023-11,100+,5,<=_365,6
2023-11,21_to_40,0,NA,18
2023-11,21_to_40,1,366_+,<5
2023-11,21_to_40,2,366_+,30
2023-11,21_to_40,3,366_+,21
2023-11,21_to_40,4,366_+,<5
2023-11,21_to_40,5,<=_180,<5
2023-11,21_to_40,5,<=_365,<5
2023-11,41_to_60,0,NA,36
2023-11,41_to_60,1,366_+,5
2023-11,41_to_60,2,366_+,65
2023-11,41_to_60,3,366_+,88
2023-11,41_to_60,3,<=_180,<5
2023-11,41_to_60,4,366_+,26
2023-11,41_to_60,4,<=_180,8
2023-11,41_to_60,4,<=_365,12
2023-11,41_to_60,5,366_+,<5
2023-11,41_to_60,5,<=_180,6
2023-11,41_to_60,5,<=_30,<5
2023-11,41_to_60,5,<=_365,5
2023-11,41_to_60,5,<=_90,<5
2023-11,41_to_60,6,<=_180,<5
2023-11,41_to_60,6,<=_365,<5
2023-11,41_to_60,7,<=_365,<5
2023-11,61_to_80,0,NA,67
2023-11,61_to_80,1,366_+,12
2023-11,61_to_80,2,366_+,96
2023-11,61_to_80,2,<=_365,<5
2023-11,61_to_80,3,366_+,341
2023-11,61_to_80,3,<=_180,<5
2023-11,61_to_80,3,<=_365,6
2023-11,61_to_80,4,366_+,194
2023-11,61_to_80,4,<=_180,22
2023-11,61_to_80,4,<=_365,81
2023-11,61_to_80,4,<=_90,<5
2023-11,61_to_80,5,366_+,12
2023-11,61_to_80,5,<=_180,70
2023-11,61_to_80,5,<=_30,<5
2023-11,61_to_80,5,<=_365,208
2023-11,61_to_80,5,<=_90,7
2023-11,61_to_80,6,<=_180,<5
2023-11,61_to_80,6,<=_30,6
2023-11,61_to_80,6,<=_365,12
2023-11,61_to_80,6,<=_90,<5
2023-11,81_to_100,0,NA,51
2023-11,81_to_100,1,366_+,<5
2023-11,81_to_100,1,<=_365,<5
2023-11,81_to_100,2,366_+,57
2023-11,81_to_100,2,<=_365,<5
2023-11,81_to_100,3,366_+,281
2023-11,81_to_100,3,<=_365,6
2023-11,81_to_100,4,366_+,346
2023-11,81_to_100,4,<=_180,35
2023-11,81_to_100,4,<=_30,<5
2023-11,81_to_100,4,<=_365,135
2023-11,81_to_100,4,<=_90,<5
2023-11,81_to_100,5,366_+,<5
2023-11,81_to_100,5,<=_180,175
2023-11,81_to_100,5,<=_30,6
2023-11,81_to_100,5,<=_365,390
2023-11,81_to_100,5,<=_90,19
2023-11,81_to_100,6,<=_180,<5
2023-11,81_to_100,6,<=_30,8
2023-11,81_to_100,6,<=_365,<5
2023-11,81_to_100,6,<=_90,<5
2023-12,0_to_20,2,366_+,<5
2023-12,21_to_40,2,366_+,<5
2023-12,21_to_40,3,366_+,<5
2023-12,41_to_60,0,NA,<5
2023-12,41_to_60,2,366_+,<5
2023-12,41_to_60,3,366_+,<5
2023-12,41_to_60,5,<=_365,<5
2023-12,61_to_80,0,NA,5
2023-12,61_to_80,1,366_+,<5
2023-12,61_to_80,2,366_+,<5
2023-12,61_to_80,3,366_+,16
2023-12,61_to_80,4,366_+,9
2023-12,61_to_80,4,<=_180,<5
2023-12,61_to_80,4,<=_365,9
2023-12,61_to_80,5,<=_180,<5
2023-12,61_to_80,5,<=_365,8
2023-12,61_to_80,6,<=_365,<5
2023-12,81_to_100,0,NA,<5
2023-12,81_to_100,2,366_+,<5
2023-12,81_to_100,3,366_+,11
2023-12,81_to_100,4,366_+,8
2023-12,81_to_100,4,<=_365,<5
2023-12,81_to_100,5,<=_180,<5
2023-12,81_to_100,5,<=_365,17
2023-12,81_to_100,6,<=_30,<5
Total,Total,0,NA,79303
Total,Total,1,366_+,263
Total,Total,1,<=_180,269
Total,Total,1,<=_30,1685
Total,Total,1,<=_365,191
Total,Total,1,<=_90,1080
Total,Total,2,366_+,3579
Total,Total,2,<=_180,6341
Total,Total,2,<=_30,1878
Total,Total,2,<=_365,3413
Total,Total,2,<=_90,4840
Total,Total,3,366_+,8577
Total,Total,3,<=_180,8201
Total,Total,3,<=_30,1614
Total,Total,3,<=_365,9735
Total,Total,3,<=_90,4453
Total,Total,4,366_+,2339
Total,Total,4,<=_180,5021
Total,Total,4,<=_30,1202
Total,Total,4,<=_365,7412
Total,Total,4,<=_90,3148
Total,Total,5,366_+,33
Total,Total,5,<=_180,2641
Total,Total,5,<=_30,593
Total,Total,5,<=_365,1056
Total,Total,5,<=_90,1641
Total,Total,6,<=_180,70
Total,Total,6,<=_30,36
Total,Total,6,<=_365,33
Total,Total,6,<=_90,51
Total,Total,7,<=_365,<5
Total,Total,7,<=_90,<5
Total,Total,8,<=_365,<5
