cause,year,age,dead
UCD C00-C97 (Malignant neoplasms),2023,60,10669
UCD C00-C97 (Malignant neoplasms),2023,61,11821
UCD C00-C97 (Malignant neoplasms),2023,62,12989
UCD C00-C97 (Malignant neoplasms),2023,63,14116
UCD C00-C97 (Malignant neoplasms),2023,64,14863
UCD C00-C97 (Malignant neoplasms),2023,65,15886
UCD C00-C97 (Malignant neoplasms),2023,66,16829
UCD C00-C97 (Malignant neoplasms),2023,67,17079
UCD C00-C97 (Malignant neoplasms),2023,68,17631
UCD C00-C97 (Malignant neoplasms),2023,69,18117
UCD C00-C97 (Malignant neoplasms),2023,70,18229
UCD C00-C97 (Malignant neoplasms),2023,71,18747
UCD C00-C97 (Malignant neoplasms),2023,72,19063
UCD C00-C97 (Malignant neoplasms),2023,73,19087
UCD C00-C97 (Malignant neoplasms),2023,74,20022
UCD C00-C97 (Malignant neoplasms),2023,75,20785
UCD C00-C97 (Malignant neoplasms),2023,76,21849
UCD C00-C97 (Malignant neoplasms),2023,77,17880
UCD C00-C97 (Malignant neoplasms),2023,78,17547
UCD C00-C97 (Malignant neoplasms),2023,79,18150
UCD C00-C97 (Malignant neoplasms),2023,80,19153
UCD C00-C97 (Malignant neoplasms),2023,81,16864
UCD C00-C97 (Malignant neoplasms),2023,82,16008
UCD C00-C97 (Malignant neoplasms),2023,83,15016
UCD C00-C97 (Malignant neoplasms),2023,84,14564
UCD C00-C97 (Malignant neoplasms),2023,85,13977
UCD C00-C97 (Malignant neoplasms),2023,86,12374
UCD C00-C97 (Malignant neoplasms),2023,87,11632
UCD C00-C97 (Malignant neoplasms),2023,88,10780
UCD C00-C97 (Malignant neoplasms),2023,89,9516
UCD C00-C97 (Malignant neoplasms),2023,90,8501
UCD C00-C97 (Malignant neoplasms),2023,91,7507
UCD C00-C97 (Malignant neoplasms),2023,92,6656
UCD C00-C97 (Malignant neoplasms),2023,93,5587
UCD C00-C97 (Malignant neoplasms),2023,94,4461
UCD C00-C97 (Malignant neoplasms),2023,95,3469
UCD C00-C97 (Malignant neoplasms),2023,96,2609
UCD C00-C97 (Malignant neoplasms),2023,97,1988
UCD C00-C97 (Malignant neoplasms),2023,98,1356
UCD C00-C97 (Malignant neoplasms),2023,99,927
UCD C00-C97 (Malignant neoplasms),2023,100,1499
UCD C00-C97 (Malignant neoplasms),2024,0,34
UCD C00-C97 (Malignant neoplasms),2024,1,34
UCD C00-C97 (Malignant neoplasms),2024,2,49
UCD C00-C97 (Malignant neoplasms),2024,3,59
UCD C00-C97 (Malignant neoplasms),2024,4,61
UCD C00-C97 (Malignant neoplasms),2024,5,69
UCD C00-C97 (Malignant neoplasms),2024,6,50
UCD C00-C97 (Malignant neoplasms),2024,7,59
UCD C00-C97 (Malignant neoplasms),2024,8,47
UCD C00-C97 (Malignant neoplasms),2024,9,50
UCD C00-C97 (Malignant neoplasms),2024,10,61
UCD C00-C97 (Malignant neoplasms),2024,11,51
UCD C00-C97 (Malignant neoplasms),2024,12,68
UCD C00-C97 (Malignant neoplasms),2024,13,66
UCD C00-C97 (Malignant neoplasms),2024,14,70
UCD C00-C97 (Malignant neoplasms),2024,15,72
UCD C00-C97 (Malignant neoplasms),2024,16,90
UCD C00-C97 (Malignant neoplasms),2024,17,101
UCD C00-C97 (Malignant neoplasms),2024,18,91
UCD C00-C97 (Malignant neoplasms),2024,19,86
UCD C00-C97 (Malignant neoplasms),2024,20,109
UCD C00-C97 (Malignant neoplasms),2024,21,107
UCD C00-C97 (Malignant neoplasms),2024,22,111
UCD C00-C97 (Malignant neoplasms),2024,23,120
UCD C00-C97 (Malignant neoplasms),2024,24,105
UCD C00-C97 (Malignant neoplasms),2024,25,137
UCD C00-C97 (Malignant neoplasms),2024,26,158
UCD C00-C97 (Malignant neoplasms),2024,27,163
UCD C00-C97 (Malignant neoplasms),2024,28,192
UCD C00-C97 (Malignant neoplasms),2024,29,216
UCD C00-C97 (Malignant neoplasms),2024,30,237
UCD C00-C97 (Malignant neoplasms),2024,31,331
UCD C00-C97 (Malignant neoplasms),2024,32,335
UCD C00-C97 (Malignant neoplasms),2024,33,396
UCD C00-C97 (Malignant neoplasms),2024,34,430
UCD C00-C97 (Malignant neoplasms),2024,35,467
UCD C00-C97 (Malignant neoplasms),2024,36,519
UCD C00-C97 (Malignant neoplasms),2024,37,648
UCD C00-C97 (Malignant neoplasms),2024,38,589
UCD C00-C97 (Malignant neoplasms),2024,39,727
UCD C00-C97 (Malignant neoplasms),2024,40,834
UCD C00-C97 (Malignant neoplasms),2024,41,896
UCD C00-C97 (Malignant neoplasms),2024,42,1017
UCD C00-C97 (Malignant neoplasms),2024,43,1117
UCD C00-C97 (Malignant neoplasms),2024,44,1280
UCD C00-C97 (Malignant neoplasms),2024,45,1354
UCD C00-C97 (Malignant neoplasms),2024,46,1519
UCD C00-C97 (Malignant neoplasms),2024,47,1619
UCD C00-C97 (Malignant neoplasms),2024,48,1725
UCD C00-C97 (Malignant neoplasms),2024,49,1994
UCD C00-C97 (Malignant neoplasms),2024,50,2157
UCD C00-C97 (Malignant neoplasms),2024,51,2561
UCD C00-C97 (Malignant neoplasms),2024,52,2916
UCD C00-C97 (Malignant neoplasms),2024,53,3344
UCD C00-C97 (Malignant neoplasms),2024,54,3685
UCD C00-C97 (Malignant neoplasms),2024,55,3921
UCD C00-C97 (Malignant neoplasms),2024,56,4357
UCD C00-C97 (Malignant neoplasms),2024,57,4782
UCD C00-C97 (Malignant neoplasms),2024,58,5681
UCD C00-C97 (Malignant neoplasms),2024,59,6495
UCD C00-C97 (Malignant neoplasms),2024,60,7178
UCD C00-C97 (Malignant neoplasms),2024,61,8097
UCD C00-C97 (Malignant neoplasms),2024,62,8876
UCD C00-C97 (Malignant neoplasms),2024,63,9734
UCD C00-C97 (Malignant neoplasms),2024,64,10440
UCD C00-C97 (Malignant neoplasms),2024,65,10982
UCD C00-C97 (Malignant neoplasms),2024,66,11794
UCD C00-C97 (Malignant neoplasms),2024,67,12092
UCD C00-C97 (Malignant neoplasms),2024,68,12522
UCD C00-C97 (Malignant neoplasms),2024,69,12857
UCD C00-C97 (Malignant neoplasms),2024,70,13180
UCD C00-C97 (Malignant neoplasms),2024,71,13179
UCD C00-C97 (Malignant neoplasms),2024,72,13633
UCD C00-C97 (Malignant neoplasms),2024,73,13551
UCD C00-C97 (Malignant neoplasms),2024,74,13594
UCD C00-C97 (Malignant neoplasms),2024,75,14381
UCD C00-C97 (Malignant neoplasms),2024,76,14881
UCD C00-C97 (Malignant neoplasms),2024,77,15483
UCD C00-C97 (Malignant neoplasms),2024,78,12443
UCD C00-C97 (Malignant neoplasms),2024,79,12394
UCD C00-C97 (Malignant neoplasms),2024,80,12847
UCD C00-C97 (Malignant neoplasms),2024,81,13337
UCD C00-C97 (Malignant neoplasms),2024,82,11726
UCD C00-C97 (Malignant neoplasms),2024,83,11018
UCD C00-C97 (Malignant neoplasms),2024,84,10350
UCD C00-C97 (Malignant neoplasms),2024,85,9953
UCD C00-C97 (Malignant neoplasms),2024,86,9296
UCD C00-C97 (Malignant neoplasms),2024,87,8574
UCD C00-C97 (Malignant neoplasms),2024,88,7955
UCD C00-C97 (Malignant neoplasms),2024,89,7100
UCD C00-C97 (Malignant neoplasms),2024,90,6024
UCD C00-C97 (Malignant neoplasms),2024,91,5423
UCD C00-C97 (Malignant neoplasms),2024,92,4636
UCD C00-C97 (Malignant neoplasms),2024,93,3989
UCD C00-C97 (Malignant neoplasms),2024,94,3191
UCD C00-C97 (Malignant neoplasms),2024,95,2516
UCD C00-C97 (Malignant neoplasms),2024,96,1959
UCD C00-C97 (Malignant neoplasms),2024,97,1395
UCD C00-C97 (Malignant neoplasms),2024,98,940
UCD C00-C97 (Malignant neoplasms),2024,99,685
UCD C00-C97 (Malignant neoplasms),2024,100,1126
UCD C00-D48 (Neoplasms),1999,0,126
UCD C00-D48 (Neoplasms),1999,1,94
UCD C00-D48 (Neoplasms),1999,2,127
UCD C00-D48 (Neoplasms),1999,3,124
UCD C00-D48 (Neoplasms),1999,4,136
UCD C00-D48 (Neoplasms),1999,5,133
UCD C00-D48 (Neoplasms),1999,6,128
UCD C00-D48 (Neoplasms),1999,7,99
UCD C00-D48 (Neoplasms),1999,8,111
UCD C00-D48 (Neoplasms),1999,9,102
UCD C00-D48 (Neoplasms),1999,10,110
UCD C00-D48 (Neoplasms),1999,11,109
UCD C00-D48 (Neoplasms),1999,12,104
UCD C00-D48 (Neoplasms),1999,13,108
UCD C00-D48 (Neoplasms),1999,14,109
UCD C00-D48 (Neoplasms),1999,15,130
UCD C00-D48 (Neoplasms),1999,16,168
UCD C00-D48 (Neoplasms),1999,17,163
UCD C00-D48 (Neoplasms),1999,18,163
UCD C00-D48 (Neoplasms),1999,19,173
UCD C00-D48 (Neoplasms),1999,20,222
UCD C00-D48 (Neoplasms),1999,21,193
UCD C00-D48 (Neoplasms),1999,22,198
UCD C00-D48 (Neoplasms),1999,23,206
UCD C00-D48 (Neoplasms),1999,24,206
UCD C00-D48 (Neoplasms),1999,25,216
UCD C00-D48 (Neoplasms),1999,26,269
UCD C00-D48 (Neoplasms),1999,27,277
UCD C00-D48 (Neoplasms),1999,28,324
UCD C00-D48 (Neoplasms),1999,29,398
UCD C00-D48 (Neoplasms),1999,30,376
UCD C00-D48 (Neoplasms),1999,31,481
UCD C00-D48 (Neoplasms),1999,32,521
UCD C00-D48 (Neoplasms),1999,33,568
UCD C00-D48 (Neoplasms),1999,34,746
UCD C00-D48 (Neoplasms),1999,35,870
UCD C00-D48 (Neoplasms),1999,36,959
UCD C00-D48 (Neoplasms),1999,37,1181
UCD C00-D48 (Neoplasms),1999,38,1373
UCD C00-D48 (Neoplasms),1999,39,1521
UCD C00-D48 (Neoplasms),1999,40,1659
UCD C00-D48 (Neoplasms),1999,41,2012
UCD C00-D48 (Neoplasms),1999,42,2181
UCD C00-D48 (Neoplasms),1999,43,2505
UCD C00-D48 (Neoplasms),1999,44,2813
UCD C00-D48 (Neoplasms),1999,45,3078
UCD C00-D48 (Neoplasms),1999,46,3416
UCD C00-D48 (Neoplasms),1999,47,3625
UCD C00-D48 (Neoplasms),1999,48,4065
UCD C00-D48 (Neoplasms),1999,49,4504
UCD C00-D48 (Neoplasms),1999,50,4942
UCD C00-D48 (Neoplasms),1999,51,5563
UCD C00-D48 (Neoplasms),1999,52,6401
UCD C00-D48 (Neoplasms),1999,53,5597
UCD C00-D48 (Neoplasms),1999,54,6152
UCD C00-D48 (Neoplasms),1999,55,6915
UCD C00-D48 (Neoplasms),1999,56,7920
UCD C00-D48 (Neoplasms),1999,57,7717
UCD C00-D48 (Neoplasms),1999,58,8022
UCD C00-D48 (Neoplasms),1999,59,8524
UCD C00-D48 (Neoplasms),1999,60,9052
UCD C00-D48 (Neoplasms),1999,61,9831
UCD C00-D48 (Neoplasms),1999,62,10038
UCD C00-D48 (Neoplasms),1999,63,10531
UCD C00-D48 (Neoplasms),1999,64,11650
UCD C00-D48 (Neoplasms),1999,65,11872
UCD C00-D48 (Neoplasms),1999,66,12590
UCD C00-D48 (Neoplasms),1999,67,13287
UCD C00-D48 (Neoplasms),1999,68,14517
UCD C00-D48 (Neoplasms),1999,69,15577
UCD C00-D48 (Neoplasms),1999,70,15840
UCD C00-D48 (Neoplasms),1999,71,16977
UCD C00-D48 (Neoplasms),1999,72,17758
UCD C00-D48 (Neoplasms),1999,73,18070
UCD C00-D48 (Neoplasms),1999,74,18534
UCD C00-D48 (Neoplasms),1999,75,18643
UCD C00-D48 (Neoplasms),1999,76,18664
UCD C00-D48 (Neoplasms),1999,77,18755
UCD C00-D48 (Neoplasms),1999,78,18311
UCD C00-D48 (Neoplasms),1999,79,17652
UCD C00-D48 (Neoplasms),1999,80,16392
UCD C00-D48 (Neoplasms),1999,81,16077
UCD C00-D48 (Neoplasms),1999,82,15084
UCD C00-D48 (Neoplasms),1999,83,14210
UCD C00-D48 (Neoplasms),1999,84,13454
UCD C00-D48 (Neoplasms),1999,85,12374
UCD C00-D48 (Neoplasms),1999,86,11396
UCD C00-D48 (Neoplasms),1999,87,9872
UCD C00-D48 (Neoplasms),1999,88,8871
UCD C00-D48 (Neoplasms),1999,89,7526
UCD C00-D48 (Neoplasms),1999,90,6277
UCD C00-D48 (Neoplasms),1999,91,5215
UCD C00-D48 (Neoplasms),1999,92,4361
UCD C00-D48 (Neoplasms),1999,93,3345
UCD C00-D48 (Neoplasms),1999,94,2563
UCD C00-D48 (Neoplasms),1999,95,2040
UCD C00-D48 (Neoplasms),1999,96,1503
UCD C00-D48 (Neoplasms),1999,97,1076
UCD C00-D48 (Neoplasms),1999,98,714
UCD C00-D48 (Neoplasms),1999,99,496
UCD C00-D48 (Neoplasms),1999,100,828
UCD C00-D48 (Neoplasms),2000,0,152
UCD C00-D48 (Neoplasms),2000,1,112
UCD C00-D48 (Neoplasms),2000,2,112
UCD C00-D48 (Neoplasms),2000,3,135
UCD C00-D48 (Neoplasms),2000,4,114
UCD C00-D48 (Neoplasms),2000,5,139
UCD C00-D48 (Neoplasms),2000,6,107
UCD C00-D48 (Neoplasms),2000,7,114
UCD C00-D48 (Neoplasms),2000,8,103
UCD C00-D48 (Neoplasms),2000,9,88
UCD C00-D48 (Neoplasms),2000,10,98
UCD C00-D48 (Neoplasms),2000,11,112
UCD C00-D48 (Neoplasms),2000,12,118
UCD C00-D48 (Neoplasms),2000,13,111
UCD C00-D48 (Neoplasms),2000,14,123
UCD C00-D48 (Neoplasms),2000,15,142
UCD C00-D48 (Neoplasms),2000,16,148
UCD C00-D48 (Neoplasms),2000,17,156
UCD C00-D48 (Neoplasms),2000,18,158
UCD C00-D48 (Neoplasms),2000,19,181
UCD C00-D48 (Neoplasms),2000,20,192
UCD C00-D48 (Neoplasms),2000,21,210
UCD C00-D48 (Neoplasms),2000,22,201
UCD C00-D48 (Neoplasms),2000,23,181
UCD C00-D48 (Neoplasms),2000,24,239
UCD C00-D48 (Neoplasms),2000,25,228
UCD C00-D48 (Neoplasms),2000,26,248
UCD C00-D48 (Neoplasms),2000,27,255
UCD C00-D48 (Neoplasms),2000,28,315
UCD C00-D48 (Neoplasms),2000,29,381
UCD C00-D48 (Neoplasms),2000,30,382
UCD C00-D48 (Neoplasms),2000,31,477
UCD C00-D48 (Neoplasms),2000,32,533
UCD C00-D48 (Neoplasms),2000,33,609
UCD C00-D48 (Neoplasms),2000,34,653
UCD C00-D48 (Neoplasms),2000,35,839
UCD C00-D48 (Neoplasms),2000,36,954
UCD C00-D48 (Neoplasms),2000,37,1115
UCD C00-D48 (Neoplasms),2000,38,1332
UCD C00-D48 (Neoplasms),2000,39,1480
UCD C00-D48 (Neoplasms),2000,40,1699
UCD C00-D48 (Neoplasms),2000,41,1934
UCD C00-D48 (Neoplasms),2000,42,2164
UCD C00-D48 (Neoplasms),2000,43,2605
UCD C00-D48 (Neoplasms),2000,44,2766
UCD C00-D48 (Neoplasms),2000,45,3192
UCD C00-D48 (Neoplasms),2000,46,3435
UCD C00-D48 (Neoplasms),2000,47,3703
UCD C00-D48 (Neoplasms),2000,48,4205
UCD C00-D48 (Neoplasms),2000,49,4561
UCD C00-D48 (Neoplasms),2000,50,5047
UCD C00-D48 (Neoplasms),2000,51,5341
UCD C00-D48 (Neoplasms),2000,52,6146
UCD C00-D48 (Neoplasms),2000,53,6881
UCD C00-D48 (Neoplasms),2000,54,6213
UCD C00-D48 (Neoplasms),2000,55,6694
UCD C00-D48 (Neoplasms),2000,56,7457
UCD C00-D48 (Neoplasms),2000,57,8368
UCD C00-D48 (Neoplasms),2000,58,8267
UCD C00-D48 (Neoplasms),2000,59,8657
UCD C00-D48 (Neoplasms),2000,60,9057
UCD C00-D48 (Neoplasms),2000,61,9601
UCD C00-D48 (Neoplasms),2000,62,10187
UCD C00-D48 (Neoplasms),2000,63,10604
UCD C00-D48 (Neoplasms),2000,64,11337
UCD C00-D48 (Neoplasms),2000,65,12065
UCD C00-D48 (Neoplasms),2000,66,12469
UCD C00-D48 (Neoplasms),2000,67,13227
UCD C00-D48 (Neoplasms),2000,68,14054
UCD C00-D48 (Neoplasms),2000,69,15035
UCD C00-D48 (Neoplasms),2000,70,15986
UCD C00-D48 (Neoplasms),2000,71,16454
UCD C00-D48 (Neoplasms),2000,72,17427
UCD C00-D48 (Neoplasms),2000,73,17925
UCD C00-D48 (Neoplasms),2000,74,18035
UCD C00-D48 (Neoplasms),2000,75,18640
UCD C00-D48 (Neoplasms),2000,76,18877
UCD C00-D48 (Neoplasms),2000,77,18564
UCD C00-D48 (Neoplasms),2000,78,18456
UCD C00-D48 (Neoplasms),2000,79,18260
UCD C00-D48 (Neoplasms),2000,80,17481
UCD C00-D48 (Neoplasms),2000,81,15931
UCD C00-D48 (Neoplasms),2000,82,15502
UCD C00-D48 (Neoplasms),2000,83,14424
UCD C00-D48 (Neoplasms),2000,84,13609
UCD C00-D48 (Neoplasms),2000,85,12635
UCD C00-D48 (Neoplasms),2000,86,11516
UCD C00-D48 (Neoplasms),2000,87,10324
UCD C00-D48 (Neoplasms),2000,88,9010
UCD C00-D48 (Neoplasms),2000,89,7773
UCD C00-D48 (Neoplasms),2000,90,6458
UCD C00-D48 (Neoplasms),2000,91,5359
UCD C00-D48 (Neoplasms),2000,92,4601
UCD C00-D48 (Neoplasms),2000,93,3463
UCD C00-D48 (Neoplasms),2000,94,2826
UCD C00-D48 (Neoplasms),2000,95,2084
UCD C00-D48 (Neoplasms),2000,96,1495
UCD C00-D48 (Neoplasms),2000,97,1131
UCD C00-D48 (Neoplasms),2000,98,738
UCD C00-D48 (Neoplasms),2000,99,519
UCD C00-D48 (Neoplasms),2000,100,804
UCD C00-D48 (Neoplasms),2001,0,117
UCD C00-D48 (Neoplasms),2001,1,103
UCD C00-D48 (Neoplasms),2001,2,125
UCD C00-D48 (Neoplasms),2001,3,140
UCD C00-D48 (Neoplasms),2001,4,110
UCD C00-D48 (Neoplasms),2001,5,109
UCD C00-D48 (Neoplasms),2001,6,125
UCD C00-D48 (Neoplasms),2001,7,102
UCD C00-D48 (Neoplasms),2001,8,100
UCD C00-D48 (Neoplasms),2001,9,109
UCD C00-D48 (Neoplasms),2001,10,123
UCD C00-D48 (Neoplasms),2001,11,99
UCD C00-D48 (Neoplasms),2001,12,107
UCD C00-D48 (Neoplasms),2001,13,114
UCD C00-D48 (Neoplasms),2001,14,125
UCD C00-D48 (Neoplasms),2001,15,131
UCD C00-D48 (Neoplasms),2001,16,144
UCD C00-D48 (Neoplasms),2001,17,135
UCD C00-D48 (Neoplasms),2001,18,178
UCD C00-D48 (Neoplasms),2001,19,191
UCD C00-D48 (Neoplasms),2001,20,215
UCD C00-D48 (Neoplasms),2001,21,196
UCD C00-D48 (Neoplasms),2001,22,207
UCD C00-D48 (Neoplasms),2001,23,198
UCD C00-D48 (Neoplasms),2001,24,211
UCD C00-D48 (Neoplasms),2001,25,226
UCD C00-D48 (Neoplasms),2001,26,269
UCD C00-D48 (Neoplasms),2001,27,279
UCD C00-D48 (Neoplasms),2001,28,311
UCD C00-D48 (Neoplasms),2001,29,364
UCD C00-D48 (Neoplasms),2001,30,482
UCD C00-D48 (Neoplasms),2001,31,456
UCD C00-D48 (Neoplasms),2001,32,528
UCD C00-D48 (Neoplasms),2001,33,598
UCD C00-D48 (Neoplasms),2001,34,632
UCD C00-D48 (Neoplasms),2001,35,826
UCD C00-D48 (Neoplasms),2001,36,899
UCD C00-D48 (Neoplasms),2001,37,1089
UCD C00-D48 (Neoplasms),2001,38,1313
UCD C00-D48 (Neoplasms),2001,39,1495
UCD C00-D48 (Neoplasms),2001,40,1730
UCD C00-D48 (Neoplasms),2001,41,1925
UCD C00-D48 (Neoplasms),2001,42,2155
UCD C00-D48 (Neoplasms),2001,43,2623
UCD C00-D48 (Neoplasms),2001,44,2880
UCD C00-D48 (Neoplasms),2001,45,3245
UCD C00-D48 (Neoplasms),2001,46,3442
UCD C00-D48 (Neoplasms),2001,47,3968
UCD C00-D48 (Neoplasms),2001,48,4170
UCD C00-D48 (Neoplasms),2001,49,4678
UCD C00-D48 (Neoplasms),2001,50,4928
UCD C00-D48 (Neoplasms),2001,51,5422
UCD C00-D48 (Neoplasms),2001,52,6015
UCD C00-D48 (Neoplasms),2001,53,6834
UCD C00-D48 (Neoplasms),2001,54,7579
UCD C00-D48 (Neoplasms),2001,55,6649
UCD C00-D48 (Neoplasms),2001,56,7316
UCD C00-D48 (Neoplasms),2001,57,8111
UCD C00-D48 (Neoplasms),2001,58,9266
UCD C00-D48 (Neoplasms),2001,59,9038
UCD C00-D48 (Neoplasms),2001,60,9333
UCD C00-D48 (Neoplasms),2001,61,9590
UCD C00-D48 (Neoplasms),2001,62,10220
UCD C00-D48 (Neoplasms),2001,63,10800
UCD C00-D48 (Neoplasms),2001,64,11153
UCD C00-D48 (Neoplasms),2001,65,11717
UCD C00-D48 (Neoplasms),2001,66,12509
UCD C00-D48 (Neoplasms),2001,67,12939
UCD C00-D48 (Neoplasms),2001,68,13555
UCD C00-D48 (Neoplasms),2001,69,14452
UCD C00-D48 (Neoplasms),2001,70,15352
UCD C00-D48 (Neoplasms),2001,71,16305
UCD C00-D48 (Neoplasms),2001,72,16942
UCD C00-D48 (Neoplasms),2001,73,17715
UCD C00-D48 (Neoplasms),2001,74,18106
UCD C00-D48 (Neoplasms),2001,75,18323
UCD C00-D48 (Neoplasms),2001,76,18731
UCD C00-D48 (Neoplasms),2001,77,18457
UCD C00-D48 (Neoplasms),2001,78,18168
UCD C00-D48 (Neoplasms),2001,79,18480
UCD C00-D48 (Neoplasms),2001,80,17645
UCD C00-D48 (Neoplasms),2001,81,16717
UCD C00-D48 (Neoplasms),2001,82,15432
UCD C00-D48 (Neoplasms),2001,83,14750
UCD C00-D48 (Neoplasms),2001,84,13396
UCD C00-D48 (Neoplasms),2001,85,12558
UCD C00-D48 (Neoplasms),2001,86,11676
UCD C00-D48 (Neoplasms),2001,87,10517
UCD C00-D48 (Neoplasms),2001,88,9117
UCD C00-D48 (Neoplasms),2001,89,7914
UCD C00-D48 (Neoplasms),2001,90,6586
UCD C00-D48 (Neoplasms),2001,91,5448
UCD C00-D48 (Neoplasms),2001,92,4451
UCD C00-D48 (Neoplasms),2001,93,3608
UCD C00-D48 (Neoplasms),2001,94,2708
UCD C00-D48 (Neoplasms),2001,95,2072
UCD C00-D48 (Neoplasms),2001,96,1622
UCD C00-D48 (Neoplasms),2001,97,1100
UCD C00-D48 (Neoplasms),2001,98,764
UCD C00-D48 (Neoplasms),2001,99,477
UCD C00-D48 (Neoplasms),2001,100,776
UCD C00-D48 (Neoplasms),2002,0,143
UCD C00-D48 (Neoplasms),2002,1,111
UCD C00-D48 (Neoplasms),2002,2,109
UCD C00-D48 (Neoplasms),2002,3,119
UCD C00-D48 (Neoplasms),2002,4,123
UCD C00-D48 (Neoplasms),2002,5,134
UCD C00-D48 (Neoplasms),2002,6,107
UCD C00-D48 (Neoplasms),2002,7,121
UCD C00-D48 (Neoplasms),2002,8,104
UCD C00-D48 (Neoplasms),2002,9,115
UCD C00-D48 (Neoplasms),2002,10,111
UCD C00-D48 (Neoplasms),2002,11,105
UCD C00-D48 (Neoplasms),2002,12,112
UCD C00-D48 (Neoplasms),2002,13,137
UCD C00-D48 (Neoplasms),2002,14,115
UCD C00-D48 (Neoplasms),2002,15,108
UCD C00-D48 (Neoplasms),2002,16,146
UCD C00-D48 (Neoplasms),2002,17,146
UCD C00-D48 (Neoplasms),2002,18,182
UCD C00-D48 (Neoplasms),2002,19,182
UCD C00-D48 (Neoplasms),2002,20,193
UCD C00-D48 (Neoplasms),2002,21,216
UCD C00-D48 (Neoplasms),2002,22,206
UCD C00-D48 (Neoplasms),2002,23,214
UCD C00-D48 (Neoplasms),2002,24,224
UCD C00-D48 (Neoplasms),2002,25,228
UCD C00-D48 (Neoplasms),2002,26,226
UCD C00-D48 (Neoplasms),2002,27,240
UCD C00-D48 (Neoplasms),2002,28,298
UCD C00-D48 (Neoplasms),2002,29,328
UCD C00-D48 (Neoplasms),2002,30,436
UCD C00-D48 (Neoplasms),2002,31,475
UCD C00-D48 (Neoplasms),2002,32,562
UCD C00-D48 (Neoplasms),2002,33,604
UCD C00-D48 (Neoplasms),2002,34,638
UCD C00-D48 (Neoplasms),2002,35,777
UCD C00-D48 (Neoplasms),2002,36,860
UCD C00-D48 (Neoplasms),2002,37,990
UCD C00-D48 (Neoplasms),2002,38,1194
UCD C00-D48 (Neoplasms),2002,39,1466
UCD C00-D48 (Neoplasms),2002,40,1661
UCD C00-D48 (Neoplasms),2002,41,1870
UCD C00-D48 (Neoplasms),2002,42,2205
UCD C00-D48 (Neoplasms),2002,43,2545
UCD C00-D48 (Neoplasms),2002,44,2883
UCD C00-D48 (Neoplasms),2002,45,3220
UCD C00-D48 (Neoplasms),2002,46,3520
UCD C00-D48 (Neoplasms),2002,47,3858
UCD C00-D48 (Neoplasms),2002,48,4315
UCD C00-D48 (Neoplasms),2002,49,4709
UCD C00-D48 (Neoplasms),2002,50,5134
UCD C00-D48 (Neoplasms),2002,51,5624
UCD C00-D48 (Neoplasms),2002,52,6067
UCD C00-D48 (Neoplasms),2002,53,6667
UCD C00-D48 (Neoplasms),2002,54,7237
UCD C00-D48 (Neoplasms),2002,55,8396
UCD C00-D48 (Neoplasms),2002,56,7261
UCD C00-D48 (Neoplasms),2002,57,7770
UCD C00-D48 (Neoplasms),2002,58,8790
UCD C00-D48 (Neoplasms),2002,59,9831
UCD C00-D48 (Neoplasms),2002,60,9817
UCD C00-D48 (Neoplasms),2002,61,9983
UCD C00-D48 (Neoplasms),2002,62,10404
UCD C00-D48 (Neoplasms),2002,63,10847
UCD C00-D48 (Neoplasms),2002,64,11485
UCD C00-D48 (Neoplasms),2002,65,11648
UCD C00-D48 (Neoplasms),2002,66,12385
UCD C00-D48 (Neoplasms),2002,67,13150
UCD C00-D48 (Neoplasms),2002,68,13293
UCD C00-D48 (Neoplasms),2002,69,14050
UCD C00-D48 (Neoplasms),2002,70,14974
UCD C00-D48 (Neoplasms),2002,71,15965
UCD C00-D48 (Neoplasms),2002,72,16632
UCD C00-D48 (Neoplasms),2002,73,16944
UCD C00-D48 (Neoplasms),2002,74,18064
UCD C00-D48 (Neoplasms),2002,75,18230
UCD C00-D48 (Neoplasms),2002,76,18182
UCD C00-D48 (Neoplasms),2002,77,18809
UCD C00-D48 (Neoplasms),2002,78,18294
UCD C00-D48 (Neoplasms),2002,79,18187
UCD C00-D48 (Neoplasms),2002,80,17887
UCD C00-D48 (Neoplasms),2002,81,17292
UCD C00-D48 (Neoplasms),2002,82,16345
UCD C00-D48 (Neoplasms),2002,83,14475
UCD C00-D48 (Neoplasms),2002,84,13958
UCD C00-D48 (Neoplasms),2002,85,12617
UCD C00-D48 (Neoplasms),2002,86,11816
UCD C00-D48 (Neoplasms),2002,87,10557
UCD C00-D48 (Neoplasms),2002,88,9249
UCD C00-D48 (Neoplasms),2002,89,8111
UCD C00-D48 (Neoplasms),2002,90,6681
UCD C00-D48 (Neoplasms),2002,91,5475
UCD C00-D48 (Neoplasms),2002,92,4654
UCD C00-D48 (Neoplasms),2002,93,3749
UCD C00-D48 (Neoplasms),2002,94,2926
UCD C00-D48 (Neoplasms),2002,95,2126
UCD C00-D48 (Neoplasms),2002,96,1562
UCD C00-D48 (Neoplasms),2002,97,1125
UCD C00-D48 (Neoplasms),2002,98,797
UCD C00-D48 (Neoplasms),2002,99,528
UCD C00-D48 (Neoplasms),2002,100,822
UCD C00-D48 (Neoplasms),2003,0,137
UCD C00-D48 (Neoplasms),2003,1,97
UCD C00-D48 (Neoplasms),2003,2,114
UCD C00-D48 (Neoplasms),2003,3,105
UCD C00-D48 (Neoplasms),2003,4,127
