age,month,state,dead
0-54,2022-02,Hawaii,10
0-54,2022-02,Idaho,13
0-54,2022-02,Illinois,107
0-54,2022-02,Indiana,71
0-54,2022-02,Iowa,21
0-54,2022-02,Kansas,38
0-54,2022-02,Kentucky,78
0-54,2022-02,Louisiana,57
0-54,2022-02,Maine,14
0-54,2022-02,Maryland,38
0-54,2022-02,Massachusetts,30
0-54,2022-02,Michigan,82
0-54,2022-02,Minnesota,23
0-54,2022-02,Mississippi,45
0-54,2022-02,Missouri,73
0-54,2022-02,Montana,10
0-54,2022-02,Nebraska,16
0-54,2022-02,Nevada,42
0-54,2022-02,New Hampshire,10
0-54,2022-02,New Jersey,49
0-54,2022-02,New Mexico,49
0-54,2022-02,New York,115
0-54,2022-02,North Carolina,155
0-54,2022-02,North Dakota,10
0-54,2022-02,Ohio,105
0-54,2022-02,Oklahoma,96
0-54,2022-02,Oregon,44
0-54,2022-02,Pennsylvania,114
0-54,2022-02,South Carolina,80
0-54,2022-02,South Dakota,12
0-54,2022-02,Tennessee,106
0-54,2022-02,Texas,395
0-54,2022-02,Utah,29
0-54,2022-02,Virginia,81
0-54,2022-02,Washington,37
0-54,2022-02,West Virginia,33
0-54,2022-02,Wisconsin,38
0-54,2022-03,Alabama,28
0-54,2022-03,Arizona,26
0-54,2022-03,California,100
0-54,2022-03,Colorado,12
0-54,2022-03,Florida,41
0-54,2022-03,Georgia,38
0-54,2022-03,Illinois,31
0-54,2022-03,Indiana,32
0-54,2022-03,Kansas,10
0-54,2022-03,Kentucky,33
0-54,2022-03,Louisiana,14
0-54,2022-03,Maryland,10
0-54,2022-03,Michigan,21
0-54,2022-03,Mississippi,10
0-54,2022-03,Missouri,21
0-54,2022-03,Nevada,11
0-54,2022-03,New Mexico,11
0-54,2022-03,New York,23
0-54,2022-03,North Carolina,30
0-54,2022-03,Ohio,30
0-54,2022-03,Oklahoma,22
0-54,2022-03,Oregon,13
0-54,2022-03,Pennsylvania,32
0-54,2022-03,South Carolina,19
0-54,2022-03,Tennessee,28
0-54,2022-03,Texas,109
0-54,2022-03,Virginia,15
0-54,2022-03,Washington,19
0-54,2022-03,West Virginia,15
0-54,2022-03,Wisconsin,13
0-54,2022-04,California,40
0-54,2022-04,Florida,24
0-54,2022-04,Illinois,14
0-54,2022-04,Michigan,14
0-54,2022-04,New York,15
0-54,2022-04,North Carolina,13
0-54,2022-04,Pennsylvania,13
0-54,2022-04,South Carolina,12
0-54,2022-04,Tennessee,13
0-54,2022-04,Texas,36
0-54,2022-05,California,35
0-54,2022-05,Florida,29
0-54,2022-05,Illinois,10
0-54,2022-05,Michigan,13
0-54,2022-05,New York,22
0-54,2022-05,Pennsylvania,19
0-54,2022-05,Texas,26
0-54,2022-05,Virginia,10
0-54,2022-06,Alabama,11
0-54,2022-06,Arizona,11
0-54,2022-06,California,33
0-54,2022-06,Florida,45
0-54,2022-06,Kentucky,11
0-54,2022-06,Michigan,12
0-54,2022-06,New Jersey,10
0-54,2022-06,New York,19
0-54,2022-06,North Carolina,20
0-54,2022-06,Ohio,18
0-54,2022-06,Pennsylvania,16
0-54,2022-06,Tennessee,13
0-54,2022-06,Texas,35
0-54,2022-06,Virginia,14
0-54,2022-07,Alabama,15
0-54,2022-07,Arizona,14
0-54,2022-07,Arkansas,11
0-54,2022-07,California,62
0-54,2022-07,Florida,37
0-54,2022-07,Georgia,26
0-54,2022-07,Illinois,14
0-54,2022-07,Kentucky,14
0-54,2022-07,Louisiana,18
0-54,2022-07,Missouri,14
0-54,2022-07,New York,18
0-54,2022-07,North Carolina,20
0-54,2022-07,Ohio,19
0-54,2022-07,Oklahoma,11
0-54,2022-07,Pennsylvania,14
0-54,2022-07,South Carolina,19
0-54,2022-07,Tennessee,16
0-54,2022-07,Texas,55
0-54,2022-07,Virginia,16
0-54,2022-07,Washington,16
0-54,2022-08,Alabama,16
0-54,2022-08,Arizona,11
0-54,2022-08,Arkansas,19
0-54,2022-08,California,67
0-54,2022-08,Florida,36
0-54,2022-08,Georgia,23
0-54,2022-08,Illinois,12
0-54,2022-08,Indiana,15
0-54,2022-08,Iowa,10
0-54,2022-08,Kentucky,21
0-54,2022-08,Louisiana,10
0-54,2022-08,Maryland,10
0-54,2022-08,Michigan,12
0-54,2022-08,New York,25
0-54,2022-08,North Carolina,24
0-54,2022-08,Ohio,24
0-54,2022-08,Oklahoma,14
0-54,2022-08,Pennsylvania,14
0-54,2022-08,South Carolina,23
0-54,2022-08,Tennessee,19
0-54,2022-08,Texas,56
0-54,2022-08,Virginia,12
0-54,2022-09,Alabama,10
0-54,2022-09,California,37
0-54,2022-09,Florida,19
0-54,2022-09,Indiana,18
0-54,2022-09,Kentucky,12
0-54,2022-09,Louisiana,10
0-54,2022-09,Michigan,16
0-54,2022-09,New York,18
0-54,2022-09,North Carolina,15
0-54,2022-09,Ohio,18
0-54,2022-09,Oklahoma,17
0-54,2022-09,Pennsylvania,15
0-54,2022-09,Texas,42
0-54,2022-09,Virginia,11
0-54,2022-10,Arizona,11
0-54,2022-10,California,30
0-54,2022-10,Florida,15
0-54,2022-10,Georgia,13
0-54,2022-10,Illinois,10
0-54,2022-10,Kentucky,11
0-54,2022-10,Louisiana,10
0-54,2022-10,Michigan,17
0-54,2022-10,New York,19
0-54,2022-10,North Carolina,11
0-54,2022-10,Pennsylvania,10
0-54,2022-10,South Carolina,10
0-54,2022-10,Tennessee,10
0-54,2022-10,Texas,27
0-54,2022-10,Virginia,11
0-54,2022-11,Arizona,10
0-54,2022-11,California,31
0-54,2022-11,Colorado,11
0-54,2022-11,Georgia,12
0-54,2022-11,Illinois,11
