age,month,state,dead
all,2020-12,Oklahoma,664
all,2020-12,Oregon,399
all,2020-12,Pennsylvania,1605
all,2020-12,Rhode Island,111
all,2020-12,South Carolina,786
all,2020-12,South Dakota,98
all,2020-12,Tennessee,1246
all,2020-12,Texas,3631
all,2020-12,Utah,290
all,2020-12,Vermont,55
all,2020-12,Virginia,933
all,2020-12,Washington,663
all,2020-12,West Virginia,376
all,2020-12,Wisconsin,598
all,2020-12,Wyoming,83
all,2021-01,Alabama,981
all,2021-01,Alaska,104
all,2021-01,Arizona,1238
all,2021-01,Arkansas,502
all,2021-01,California,5904
all,2021-01,Colorado,664
all,2021-01,Connecticut,351
all,2021-01,Delaware,129
all,2021-01,District of Columbia,93
all,2021-01,Florida,2519
all,2021-01,Georgia,1651
all,2021-01,Hawaii,116
all,2021-01,Idaho,157
all,2021-01,Illinois,1325
all,2021-01,Indiana,964
all,2021-01,Iowa,302
all,2021-01,Kansas,351
all,2021-01,Kentucky,742
all,2021-01,Louisiana,880
all,2021-01,Maine,141
all,2021-01,Maryland,766
all,2021-01,Massachusetts,617
all,2021-01,Michigan,1132
all,2021-01,Minnesota,483
all,2021-01,Mississippi,613
all,2021-01,Missouri,834
all,2021-01,Montana,132
all,2021-01,Nebraska,204
all,2021-01,Nevada,458
all,2021-01,New Hampshire,115
all,2021-01,New Jersey,965
all,2021-01,New Mexico,401
all,2021-01,New York,1914
all,2021-01,North Carolina,1499
all,2021-01,North Dakota,74
all,2021-01,Ohio,1675
all,2021-01,Oklahoma,667
all,2021-01,Oregon,424
all,2021-01,Pennsylvania,1529
all,2021-01,Rhode Island,94
all,2021-01,South Carolina,870
all,2021-01,South Dakota,119
all,2021-01,Tennessee,1329
all,2021-01,Texas,3918
all,2021-01,Utah,316
all,2021-01,Vermont,58
all,2021-01,Virginia,939
all,2021-01,Washington,694
all,2021-01,West Virginia,366
all,2021-01,Wisconsin,577
all,2021-01,Wyoming,69
all,2021-02,Alabama,755
all,2021-02,Alaska,90
all,2021-02,Arizona,912
all,2021-02,Arkansas,444
all,2021-02,California,3978
all,2021-02,Colorado,524
all,2021-02,Connecticut,296
all,2021-02,Delaware,104
all,2021-02,District of Columbia,65
all,2021-02,Florida,2289
all,2021-02,Georgia,1381
all,2021-02,Hawaii,102
all,2021-02,Idaho,129
all,2021-02,Illinois,1166
all,2021-02,Indiana,805
all,2021-02,Iowa,244
all,2021-02,Kansas,287
all,2021-02,Kentucky,656
all,2021-02,Louisiana,715
all,2021-02,Maine,130
all,2021-02,Maryland,602
all,2021-02,Massachusetts,536
all,2021-02,Michigan,991
all,2021-02,Minnesota,422
all,2021-02,Mississippi,517
all,2021-02,Missouri,754
all,2021-02,Montana,106
all,2021-02,Nebraska,145
all,2021-02,Nevada,385
all,2021-02,New Hampshire,90
all,2021-02,New Jersey,861
all,2021-02,New Mexico,348
all,2021-02,New York,1653
all,2021-02,North Carolina,1276
all,2021-02,North Dakota,60
all,2021-02,Ohio,1370
all,2021-02,Oklahoma,553
all,2021-02,Oregon,344
all,2021-02,Pennsylvania,1341
all,2021-02,Rhode Island,97
all,2021-02,South Carolina,675
all,2021-02,South Dakota,103
all,2021-02,Tennessee,1058
all,2021-02,Texas,3387
all,2021-02,Utah,257
all,2021-02,Vermont,48
all,2021-02,Virginia,832
all,2021-02,Washington,606
all,2021-02,West Virginia,298
all,2021-02,Wisconsin,492
all,2021-02,Wyoming,67
all,2021-03,Alabama,792
all,2021-03,Alaska,102
all,2021-03,Arizona,875
all,2021-03,Arkansas,470
all,2021-03,California,3805
all,2021-03,Colorado,666
all,2021-03,Connecticut,347
all,2021-03,Delaware,118
all,2021-03,District of Columbia,102
all,2021-03,Florida,2421
all,2021-03,Georgia,1342
all,2021-03,Hawaii,111
all,2021-03,Idaho,161
all,2021-03,Illinois,1292
all,2021-03,Indiana,837
all,2021-03,Iowa,267
all,2021-03,Kansas,333
all,2021-03,Kentucky,777
all,2021-03,Louisiana,792
all,2021-03,Maine,136
all,2021-03,Maryland,744
all,2021-03,Massachusetts,573
all,2021-03,Michigan,1122
all,2021-03,Minnesota,509
all,2021-03,Mississippi,528
all,2021-03,Missouri,791
all,2021-03,Montana,119
all,2021-03,Nebraska,162
all,2021-03,Nevada,359
all,2021-03,New Hampshire,117
all,2021-03,New Jersey,909
all,2021-03,New Mexico,379
all,2021-03,New York,1769
all,2021-03,North Carolina,1330
all,2021-03,North Dakota,91
all,2021-03,Ohio,1543
all,2021-03,Oklahoma,573
all,2021-03,Oregon,388
all,2021-03,Pennsylvania,1445
all,2021-03,Rhode Island,87
all,2021-03,South Carolina,769
all,2021-03,South Dakota,112
all,2021-03,Tennessee,1113
all,2021-03,Texas,3391
all,2021-03,Utah,257
all,2021-03,Vermont,63
all,2021-03,Virginia,914
all,2021-03,Washington,719
all,2021-03,West Virginia,331
all,2021-03,Wisconsin,506
all,2021-03,Wyoming,69
all,2021-04,Alabama,830
all,2021-04,Alaska,117
all,2021-04,Arizona,893
all,2021-04,Arkansas,432
all,2021-04,California,3396
all,2021-04,Colorado,581
all,2021-04,Connecticut,301
all,2021-04,Delaware,133
all,2021-04,District of Columbia,96
all,2021-04,Florida,2466
all,2021-04,Georgia,1379
all,2021-04,Hawaii,97
all,2021-04,Idaho,152
all,2021-04,Illinois,1373
all,2021-04,Indiana,849
all,2021-04,Iowa,265
all,2021-04,Kansas,293
all,2021-04,Kentucky,755
all,2021-04,Louisiana,783
all,2021-04,Maine,152
all,2021-04,Maryland,706
all,2021-04,Massachusetts,599
all,2021-04,Michigan,1423
all,2021-04,Minnesota,463
all,2021-04,Mississippi,509
all,2021-04,Missouri,874
all,2021-04,Montana,129
all,2021-04,Nebraska,161
all,2021-04,Nevada,364
all,2021-04,New Hampshire,117
all,2021-04,New Jersey,868
all,2021-04,New Mexico,357
all,2021-04,New York,1744
all,2021-04,North Carolina,1420
all,2021-04,North Dakota,65
all,2021-04,Ohio,1539
all,2021-04,Oklahoma,547
all,2021-04,Oregon,363
all,2021-04,Pennsylvania,1398
all,2021-04,Rhode Island,96
all,2021-04,South Carolina,831
all,2021-04,South Dakota,109
all,2021-04,Tennessee,1158
all,2021-04,Texas,3194
all,2021-04,Utah,277
all,2021-04,Vermont,62
all,2021-04,Virginia,952
all,2021-04,Washington,661
all,2021-04,West Virginia,343
all,2021-04,Wisconsin,519
all,2021-04,Wyoming,47
all,2021-05,Alabama,787
all,2021-05,Alaska,111
all,2021-05,Arizona,964
all,2021-05,Arkansas,506
all,2021-05,California,3555
all,2021-05,Colorado,643
all,2021-05,Connecticut,351
all,2021-05,Delaware,126
all,2021-05,District of Columbia,92
all,2021-05,Florida,2608
all,2021-05,Georgia,1442
all,2021-05,Hawaii,101
all,2021-05,Idaho,190
all,2021-05,Illinois,1418
all,2021-05,Indiana,916
all,2021-05,Iowa,274
all,2021-05,Kansas,300
all,2021-05,Kentucky,739
all,2021-05,Louisiana,783
all,2021-05,Maine,160
all,2021-05,Maryland,706
all,2021-05,Massachusetts,556
all,2021-05,Michigan,1334
all,2021-05,Minnesota,503
all,2021-05,Mississippi,559
all,2021-05,Missouri,814
all,2021-05,Montana,120
all,2021-05,Nebraska,158
all,2021-05,Nevada,373
all,2021-05,New Hampshire,131
all,2021-05,New Jersey,792
all,2021-05,New Mexico,388
all,2021-05,New York,1720
all,2021-05,North Carolina,1387
all,2021-05,North Dakota,85
all,2021-05,Ohio,1578
all,2021-05,Oklahoma,567
all,2021-05,Oregon,430
all,2021-05,Pennsylvania,1545
all,2021-05,Rhode Island,100
all,2021-05,South Carolina,805
all,2021-05,South Dakota,111
all,2021-05,Tennessee,1212
all,2021-05,Texas,3236
all,2021-05,Utah,285
all,2021-05,Vermont,68
all,2021-05,Virginia,928
all,2021-05,Washington,732
all,2021-05,West Virginia,313
all,2021-05,Wisconsin,567
all,2021-05,Wyoming,64
all,2021-06,Alabama,798
all,2021-06,Alaska,104
all,2021-06,Arizona,951
all,2021-06,Arkansas,476
all,2021-06,California,3554
all,2021-06,Colorado,663
all,2021-06,Connecticut,325
all,2021-06,Delaware,117
all,2021-06,District of Columbia,81
all,2021-06,Florida,2482
all,2021-06,Georgia,1340
all,2021-06,Hawaii,123
all,2021-06,Idaho,158
all,2021-06,Illinois,1408
all,2021-06,Indiana,833
all,2021-06,Iowa,247
all,2021-06,Kansas,308
all,2021-06,Kentucky,773
all,2021-06,Louisiana,757
all,2021-06,Maine,171
all,2021-06,Maryland,682
all,2021-06,Massachusetts,527
all,2021-06,Michigan,1148
all,2021-06,Minnesota,502
all,2021-06,Mississippi,494
all,2021-06,Missouri,828
all,2021-06,Montana,137
all,2021-06,Nebraska,179
all,2021-06,Nevada,402
all,2021-06,New Hampshire,134
all,2021-06,New Jersey,784
all,2021-06,New Mexico,373
all,2021-06,New York,1578
all,2021-06,North Carolina,1405
all,2021-06,North Dakota,73
all,2021-06,Ohio,1416
all,2021-06,Oklahoma,509
all,2021-06,Oregon,417
all,2021-06,Pennsylvania,1352
all,2021-06,Rhode Island,83
all,2021-06,South Carolina,767
all,2021-06,South Dakota,106
all,2021-06,Tennessee,1171
all,2021-06,Texas,3262
all,2021-06,Utah,319
all,2021-06,Vermont,51
all,2021-06,Virginia,881
all,2021-06,Washington,742
all,2021-06,West Virginia,304
all,2021-06,Wisconsin,546
all,2021-06,Wyoming,77
all,2021-07,Alabama,842
all,2021-07,Alaska,113
all,2021-07,Arizona,1003
all,2021-07,Arkansas,528
all,2021-07,California,3688
all,2021-07,Colorado,608
all,2021-07,Connecticut,339
all,2021-07,Delaware,128
all,2021-07,District of Columbia,87
all,2021-07,Florida,2827
all,2021-07,Georgia,1350
all,2021-07,Hawaii,133
all,2021-07,Idaho,211
all,2021-07,Illinois,1442
all,2021-07,Indiana,917
all,2021-07,Iowa,267
all,2021-07,Kansas,349
all,2021-07,Kentucky,755
all,2021-07,Louisiana,910
all,2021-07,Maine,141
all,2021-07,Maryland,703
all,2021-07,Massachusetts,585
all,2021-07,Michigan,1114
all,2021-07,Minnesota,498
all,2021-07,Mississippi,627
all,2021-07,Missouri,958
all,2021-07,Montana,117
all,2021-07,Nebraska,177
all,2021-07,Nevada,490
all,2021-07,New Hampshire,127
all,2021-07,New Jersey,815
all,2021-07,New Mexico,384
all,2021-07,New York,1698
all,2021-07,North Carolina,1424
all,2021-07,North Dakota,78
all,2021-07,Ohio,1533
all,2021-07,Oklahoma,613
all,2021-07,Oregon,441
all,2021-07,Pennsylvania,1399
all,2021-07,Rhode Island,97
all,2021-07,South Carolina,781
all,2021-07,South Dakota,105
all,2021-07,Tennessee,1115
all,2021-07,Texas,3387
all,2021-07,Utah,338
all,2021-07,Vermont,72
all,2021-07,Virginia,907
all,2021-07,Washington,783
all,2021-07,West Virginia,289
all,2021-07,Wisconsin,574
all,2021-07,Wyoming,66
all,2021-08,Alabama,1261
all,2021-08,Alaska,153
all,2021-08,Arizona,1202
all,2021-08,Arkansas,644
all,2021-08,California,4408
all,2021-08,Colorado,712
all,2021-08,Connecticut,337
all,2021-08,Delaware,117
all,2021-08,District of Columbia,86
all,2021-08,Florida,4621
all,2021-08,Georgia,2100
all,2021-08,Hawaii,170
all,2021-08,Idaho,195
all,2021-08,Illinois,1459
all,2021-08,Indiana,1003
all,2021-08,Iowa,325
all,2021-08,Kansas,398
all,2021-08,Kentucky,875
all,2021-08,Louisiana,1148
all,2021-08,Maine,140
all,2021-08,Maryland,700
all,2021-08,Massachusetts,611
all,2021-08,Michigan,1229
all,2021-08,Minnesota,547
all,2021-08,Mississippi,844
all,2021-08,Missouri,1089
all,2021-08,Montana,152
all,2021-08,Nebraska,206
all,2021-08,Nevada,555
all,2021-08,New Hampshire,132
all,2021-08,New Jersey,855
all,2021-08,New Mexico,448
all,2021-08,New York,1892
all,2021-08,North Carolina,1727
all,2021-08,North Dakota,81
all,2021-08,Ohio,1613
all,2021-08,Oklahoma,790
all,2021-08,Oregon,502
all,2021-08,Pennsylvania,1441
all,2021-08,Rhode Island,102
all,2021-08,South Carolina,981
all,2021-08,South Dakota,111
all,2021-08,Tennessee,1478
all,2021-08,Texas,5128
all,2021-08,Utah,343
all,2021-08,Vermont,60
all,2021-08,Virginia,1022
all,2021-08,Washington,848
all,2021-08,West Virginia,398
all,2021-08,Wisconsin,591
all,2021-08,Wyoming,102
all,2021-09,Alabama,1274
all,2021-09,Alaska,126
all,2021-09,Arizona,1153
all,2021-09,Arkansas,609
all,2021-09,California,4501
all,2021-09,Colorado,709
all,2021-09,Connecticut,334
all,2021-09,Delaware,124
all,2021-09,District of Columbia,92
all,2021-09,Florida,3906
all,2021-09,Georgia,2285
all,2021-09,Hawaii,177
all,2021-09,Idaho,292
all,2021-09,Illinois,1501
all,2021-09,Indiana,1140
all,2021-09,Iowa,323
all,2021-09,Kansas,404
all,2021-09,Kentucky,1047
all,2021-09,Louisiana,1115
all,2021-09,Maine,177
all,2021-09,Maryland,710
all,2021-09,Massachusetts,576
all,2021-09,Michigan,1245
all,2021-09,Minnesota,541
all,2021-09,Mississippi,768
all,2021-09,Missouri,951
all,2021-09,Montana,171
all,2021-09,Nebraska,181
all,2021-09,Nevada,502
all,2021-09,New Hampshire,140
all,2021-09,New Jersey,851
all,2021-09,New Mexico,470
all,2021-09,New York,1821
all,2021-09,North Carolina,1864
all,2021-09,North Dakota,98
all,2021-09,Ohio,1890
all,2021-09,Oklahoma,839
all,2021-09,Oregon,547
all,2021-09,Pennsylvania,1553
all,2021-09,Rhode Island,95
all,2021-09,South Carolina,1152
all,2021-09,South Dakota,126
all,2021-09,Tennessee,1849
all,2021-09,Texas,5576
all,2021-09,Utah,356
all,2021-09,Vermont,74
all,2021-09,Virginia,1083
all,2021-09,Washington,905
all,2021-09,West Virginia,477
all,2021-09,Wisconsin,697
all,2021-09,Wyoming,90
all,2021-10,Alabama,979
all,2021-10,Alaska,169
all,2021-10,Arizona,1107
all,2021-10,Arkansas,515
all,2021-10,California,4111
all,2021-10,Colorado,714
all,2021-10,Connecticut,328
all,2021-10,Delaware,141
all,2021-10,District of Columbia,101
all,2021-10,Florida,2927
all,2021-10,Georgia,1737
all,2021-10,Hawaii,137
all,2021-10,Idaho,271
all,2021-10,Illinois,1450
all,2021-10,Indiana,1022
all,2021-10,Iowa,336
all,2021-10,Kansas,391
all,2021-10,Kentucky,901
all,2021-10,Louisiana,852
all,2021-10,Maine,169
all,2021-10,Maryland,801
all,2021-10,Massachusetts,596
all,2021-10,Michigan,1311
all,2021-10,Minnesota,537
all,2021-10,Mississippi,555
all,2021-10,Missouri,819
all,2021-10,Montana,191
all,2021-10,Nebraska,236
all,2021-10,Nevada,433
all,2021-10,New Hampshire,153
all,2021-10,New Jersey,889
all,2021-10,New Mexico,462
all,2021-10,New York,1799
all,2021-10,North Carolina,1719
all,2021-10,North Dakota,96
all,2021-10,Ohio,1850
all,2021-10,Oklahoma,694
all,2021-10,Oregon,513
all,2021-10,Pennsylvania,1695
all,2021-10,Rhode Island,123
all,2021-10,South Carolina,980
all,2021-10,South Dakota,119
all,2021-10,Tennessee,1450
all,2021-10,Texas,4233
all,2021-10,Utah,354
all,2021-10,Vermont,66
all,2021-10,Virginia,1108
all,2021-10,Washington,842
all,2021-10,West Virginia,462
all,2021-10,Wisconsin,724
all,2021-10,Wyoming,88
all,2021-11,Alabama,754
all,2021-11,Alaska,134
all,2021-11,Arizona,1092
all,2021-11,Arkansas,499
all,2021-11,California,3833
all,2021-11,Colorado,811
all,2021-11,Connecticut,335
all,2021-11,Delaware,122
all,2021-11,District of Columbia,72
all,2021-11,Florida,2407
all,2021-11,Georgia,1398
all,2021-11,Hawaii,116
all,2021-11,Idaho,237
all,2021-11,Illinois,1413
all,2021-11,Indiana,990
all,2021-11,Iowa,324
all,2021-11,Kansas,332
all,2021-11,Kentucky,734
all,2021-11,Louisiana,746
all,2021-11,Maine,195
all,2021-11,Maryland,635
all,2021-11,Massachusetts,559
all,2021-11,Michigan,1384
all,2021-11,Minnesota,560
all,2021-11,Mississippi,473
all,2021-11,Missouri,792
all,2021-11,Montana,163
all,2021-11,Nebraska,203
all,2021-11,Nevada,411
all,2021-11,New Hampshire,133
all,2021-11,New Jersey,760
all,2021-11,New Mexico,474
all,2021-11,New York,1763
all,2021-11,North Carolina,1330
all,2021-11,North Dakota,94
all,2021-11,Ohio,1742
all,2021-11,Oklahoma,586
all,2021-11,Oregon,440
all,2021-11,Pennsylvania,1600
all,2021-11,Rhode Island,110
all,2021-11,South Carolina,843
all,2021-11,South Dakota,122
all,2021-11,Tennessee,1151
all,2021-11,Texas,3224
all,2021-11,Utah,325
all,2021-11,Vermont,79
all,2021-11,Virginia,945
all,2021-11,Washington,767
all,2021-11,West Virginia,356
all,2021-11,Wisconsin,673
all,2021-11,Wyoming,92
all,2021-12,Alabama,862
all,2021-12,Alaska,122
all,2021-12,Arizona,1274
all,2021-12,Arkansas,506
all,2021-12,California,4086
all,2021-12,Colorado,790
all,2021-12,Connecticut,372
all,2021-12,Delaware,134
all,2021-12,District of Columbia,102
all,2021-12,Florida,2476
all,2021-12,Georgia,1519
all,2021-12,Hawaii,126
all,2021-12,Idaho,189
all,2021-12,Illinois,1598
all,2021-12,Indiana,1133
all,2021-12,Iowa,354
all,2021-12,Kansas,394
all,2021-12,Kentucky,835
all,2021-12,Louisiana,783
all,2021-12,Maine,192
all,2021-12,Maryland,760
all,2021-12,Massachusetts,665
all,2021-12,Michigan,1656
all,2021-12,Minnesota,647
all,2021-12,Mississippi,546
all,2021-12,Missouri,880
all,2021-12,Montana,140
all,2021-12,Nebraska,197
all,2021-12,Nevada,429
all,2021-12,New Hampshire,167
all,2021-12,New Jersey,904
all,2021-12,New Mexico,539
all,2021-12,New York,1948
all,2021-12,North Carolina,1579
all,2021-12,North Dakota,93
all,2021-12,Ohio,2024
all,2021-12,Oklahoma,705
all,2021-12,Oregon,494
all,2021-12,Pennsylvania,1836
all,2021-12,Rhode Island,125
all,2021-12,South Carolina,822
all,2021-12,South Dakota,136
all,2021-12,Tennessee,1242
all,2021-12,Texas,3388
all,2021-12,Utah,315
all,2021-12,Vermont,64
all,2021-12,Virginia,982
all,2021-12,Washington,808
all,2021-12,West Virginia,376
all,2021-12,Wisconsin,723
all,2021-12,Wyoming,62
all,2022-01,Alabama,874
all,2022-01,Alaska,108
all,2022-01,Arizona,1135
all,2022-01,Arkansas,520
all,2022-01,California,4275
all,2022-01,Colorado,741
all,2022-01,Connecticut,375
all,2022-01,Delaware,140
all,2022-01,District of Columbia,97
all,2022-01,Florida,2658
all,2022-01,Georgia,1681
all,2022-01,Hawaii,143
all,2022-01,Idaho,203
all,2022-01,Illinois,1756
all,2022-01,Indiana,1124
all,2022-01,Iowa,331
all,2022-01,Kansas,448
all,2022-01,Kentucky,869
all,2022-01,Louisiana,891
all,2022-01,Maine,169
all,2022-01,Maryland,879
all,2022-01,Massachusetts,666
all,2022-01,Michigan,1446
all,2022-01,Minnesota,583
all,2022-01,Mississippi,656
all,2022-01,Missouri,1076
all,2022-01,Montana,132
all,2022-01,Nebraska,222
all,2022-01,Nevada,469
all,2022-01,New Hampshire,165
all,2022-01,New Jersey,1011
all,2022-01,New Mexico,504
all,2022-01,New York,2102
all,2022-01,North Carolina,1682
all,2022-01,North Dakota,108
all,2022-01,Ohio,1916
all,2022-01,Oklahoma,758
all,2022-01,Oregon,466
all,2022-01,Pennsylvania,1825
all,2022-01,Rhode Island,136
all,2022-01,South Carolina,883
all,2022-01,South Dakota,126
all,2022-01,Tennessee,1309
all,2022-01,Texas,3893
all,2022-01,Utah,325
all,2022-01,Vermont,68
all,2022-01,Virginia,1113
all,2022-01,Washington,861
all,2022-01,West Virginia,375
all,2022-01,Wisconsin,742
all,2022-01,Wyoming,71
all,2022-02,Alabama,803
all,2022-02,Alaska,102
all,2022-02,Arizona,861
all,2022-02,Arkansas,460
all,2022-02,California,3596
all,2022-02,Colorado,544
all,2022-02,Connecticut,337
all,2022-02,Delaware,130
all,2022-02,District of Columbia,77
all,2022-02,Florida,2293
all,2022-02,Georgia,1407
all,2022-02,Hawaii,126
all,2022-02,Idaho,144
all,2022-02,Illinois,1248
all,2022-02,Indiana,875
all,2022-02,Iowa,281
all,2022-02,Kansas,314
all,2022-02,Kentucky,680
all,2022-02,Louisiana,723
all,2022-02,Maine,147
all,2022-02,Maryland,642
all,2022-02,Massachusetts,531
all,2022-02,Michigan,1068
all,2022-02,Minnesota,466
all,2022-02,Mississippi,482
all,2022-02,Missouri,727
all,2022-02,Montana,104
all,2022-02,Nebraska,179
all,2022-02,Nevada,374
all,2022-02,New Hampshire,114
all,2022-02,New Jersey,740
all,2022-02,New Mexico,390
all,2022-02,New York,1624
all,2022-02,North Carolina,1427
all,2022-02,North Dakota,74
all,2022-02,Ohio,1335
all,2022-02,Oklahoma,584
all,2022-02,Oregon,426
all,2022-02,Pennsylvania,1331
all,2022-02,Rhode Island,88
all,2022-02,South Carolina,796
all,2022-02,South Dakota,119
all,2022-02,Tennessee,1140
all,2022-02,Texas,3217
all,2022-02,Utah,264
all,2022-02,Vermont,58
all,2022-02,Virginia,929
all,2022-02,Washington,700
all,2022-02,West Virginia,340
all,2022-02,Wisconsin,534
all,2022-02,Wyoming,63
all,2022-03,Alabama,730
all,2022-03,Alaska,103
all,2022-03,Arizona,856
all,2022-03,Arkansas,440
all,2022-03,California,3412
all,2022-03,Colorado,554
all,2022-03,Connecticut,310
all,2022-03,Delaware,107
all,2022-03,District of Columbia,69
all,2022-03,Florida,2438
all,2022-03,Georgia,1330
all,2022-03,Hawaii,106
all,2022-03,Idaho,161
all,2022-03,Illinois,1263
all,2022-03,Indiana,902
all,2022-03,Iowa,277
all,2022-03,Kansas,335
all,2022-03,Kentucky,736
all,2022-03,Louisiana,733
all,2022-03,Maine,177
all,2022-03,Maryland,686
all,2022-03,Massachusetts,539
all,2022-03,Michigan,1095
all,2022-03,Minnesota,483
all,2022-03,Mississippi,489
all,2022-03,Missouri,786
all,2022-03,Montana,117
all,2022-03,Nebraska,173
all,2022-03,Nevada,347
all,2022-03,New Hampshire,111
all,2022-03,New Jersey,742
all,2022-03,New Mexico,352
all,2022-03,New York,1630
all,2022-03,North Carolina,1349
all,2022-03,North Dakota,85
all,2022-03,Ohio,1487
all,2022-03,Oklahoma,575
all,2022-03,Oregon,381
all,2022-03,Pennsylvania,1353
all,2022-03,Rhode Island,92
all,2022-03,South Carolina,704
all,2022-03,South Dakota,96
all,2022-03,Tennessee,1094
all,2022-03,Texas,3171
all,2022-03,Utah,292
all,2022-03,Vermont,70
all,2022-03,Virginia,884
all,2022-03,Washington,709
all,2022-03,West Virginia,310
all,2022-03,Wisconsin,543
all,2022-03,Wyoming,51
all,2022-04,Alabama,739
all,2022-04,Alaska,84
all,2022-04,Arizona,831
all,2022-04,Arkansas,370
all,2022-04,California,3213
all,2022-04,Colorado,586
all,2022-04,Connecticut,292
all,2022-04,Delaware,124
all,2022-04,District of Columbia,61
all,2022-04,Florida,2201
all,2022-04,Georgia,1265
all,2022-04,Hawaii,124
all,2022-04,Idaho,159
all,2022-04,Illinois,1156
all,2022-04,Indiana,802
all,2022-04,Iowa,263
all,2022-04,Kansas,266
all,2022-04,Kentucky,645
all,2022-04,Louisiana,735
all,2022-04,Maine,151
all,2022-04,Maryland,613
all,2022-04,Massachusetts,522
all,2022-04,Michigan,976
all,2022-04,Minnesota,452
all,2022-04,Mississippi,489
all,2022-04,Missouri,743
all,2022-04,Montana,135
all,2022-04,Nebraska,129
all,2022-04,Nevada,324
all,2022-04,New Hampshire,127
all,2022-04,New Jersey,680
all,2022-04,New Mexico,345
all,2022-04,New York,1504
all,2022-04,North Carolina,1316
all,2022-04,North Dakota,77
all,2022-04,Ohio,1270
all,2022-04,Oklahoma,537
all,2022-04,Oregon,419
all,2022-04,Pennsylvania,1204
all,2022-04,Rhode Island,68
all,2022-04,South Carolina,657
all,2022-04,South Dakota,103
all,2022-04,Tennessee,1081
all,2022-04,Texas,2916
all,2022-04,Utah,296
all,2022-04,Vermont,63
all,2022-04,Virginia,830
all,2022-04,Washington,695
all,2022-04,West Virginia,286
all,2022-04,Wisconsin,516
all,2022-04,Wyoming,48
all,2022-05,Alabama,748
all,2022-05,Alaska,85
all,2022-05,Arizona,882
all,2022-05,Arkansas,452
all,2022-05,California,3397
all,2022-05,Colorado,624
all,2022-05,Connecticut,343
all,2022-05,Delaware,132
all,2022-05,District of Columbia,101
all,2022-05,Florida,2302
all,2022-05,Georgia,1351
all,2022-05,Hawaii,111
all,2022-05,Idaho,155
all,2022-05,Illinois,1242
all,2022-05,Indiana,812
all,2022-05,Iowa,298
all,2022-05,Kansas,322
all,2022-05,Kentucky,652
all,2022-05,Louisiana,755
all,2022-05,Maine,153
all,2022-05,Maryland,597
all,2022-05,Massachusetts,533
all,2022-05,Michigan,1065
all,2022-05,Minnesota,502
all,2022-05,Mississippi,487
all,2022-05,Missouri,784
all,2022-05,Montana,109
all,2022-05,Nebraska,179
all,2022-05,Nevada,329
all,2022-05,New Hampshire,113
all,2022-05,New Jersey,759
all,2022-05,New Mexico,354
all,2022-05,New York,1592
all,2022-05,North Carolina,1381
all,2022-05,North Dakota,89
all,2022-05,Ohio,1369
all,2022-05,Oklahoma,529
all,2022-05,Oregon,438
all,2022-05,Pennsylvania,1325
all,2022-05,Rhode Island,107
all,2022-05,South Carolina,728
all,2022-05,South Dakota,102
all,2022-05,Tennessee,1044
all,2022-05,Texas,3065
all,2022-05,Utah,263
all,2022-05,Vermont,55
all,2022-05,Virginia,886
all,2022-05,Washington,666
all,2022-05,West Virginia,301
all,2022-05,Wisconsin,574
all,2022-05,Wyoming,69
all,2022-06,Alabama,742
all,2022-06,Alaska,117
all,2022-06,Arizona,885
all,2022-06,Arkansas,385
all,2022-06,California,3374
all,2022-06,Colorado,623
all,2022-06,Connecticut,302
all,2022-06,Delaware,116
all,2022-06,District of Columbia,82
all,2022-06,Florida,2360
all,2022-06,Georgia,1271
all,2022-06,Hawaii,111
all,2022-06,Idaho,190
all,2022-06,Illinois,1206
all,2022-06,Indiana,828
all,2022-06,Iowa,296
all,2022-06,Kansas,307
all,2022-06,Kentucky,667
all,2022-06,Louisiana,725
all,2022-06,Maine,175
all,2022-06,Maryland,609
all,2022-06,Massachusetts,556
all,2022-06,Michigan,1106
all,2022-06,Minnesota,478
all,2022-06,Mississippi,422
all,2022-06,Missouri,760
all,2022-06,Montana,113
all,2022-06,Nebraska,159
all,2022-06,Nevada,381
all,2022-06,New Hampshire,139
all,2022-06,New Jersey,753
all,2022-06,New Mexico,348
all,2022-06,New York,1563
all,2022-06,North Carolina,1363
all,2022-06,North Dakota,89
all,2022-06,Ohio,1382
all,2022-06,Oklahoma,526
all,2022-06,Oregon,388
all,2022-06,Pennsylvania,1248
all,2022-06,Rhode Island,88
all,2022-06,South Carolina,679
all,2022-06,South Dakota,96
all,2022-06,Tennessee,1055
all,2022-06,Texas,3094
all,2022-06,Utah,266
all,2022-06,Vermont,64
all,2022-06,Virginia,890
all,2022-06,Washington,708
all,2022-06,West Virginia,284
all,2022-06,Wisconsin,558
all,2022-06,Wyoming,75
all,2022-07,Alabama,803
all,2022-07,Alaska,135
all,2022-07,Arizona,999
all,2022-07,Arkansas,460
all,2022-07,California,3623
all,2022-07,Colorado,631
all,2022-07,Connecticut,342
all,2022-07,Delaware,119
all,2022-07,District of Columbia,79
all,2022-07,Florida,2302
all,2022-07,Georgia,1377
all,2022-07,Hawaii,108
all,2022-07,Idaho,176
all,2022-07,Illinois,1282
all,2022-07,Indiana,946
all,2022-07,Iowa,288
all,2022-07,Kansas,303
all,2022-07,Kentucky,713
all,2022-07,Louisiana,772
all,2022-07,Maine,155
all,2022-07,Maryland,622
