year,q,age,pop
2016,3,69,43680
2016,3,70,37890
2016,3,71,34960
2016,3,72,32270
2016,3,73,30420
2016,3,74,31680
2016,3,75,30150
2016,3,76,27040
2016,3,77,24450
2016,3,78,22600
2016,3,79,20780
2016,3,80,18880
2016,3,81,17740
2016,3,82,16370
2016,3,83,15310
2016,3,84,14440
2016,3,85,13630
2016,3,86,12030
2016,3,87,10550
2016,3,88,9150
2016,3,89,7930
2016,3,90,6620
2016,3,91,5510
2016,3,92,4310
2016,3,93,3410
2016,3,94,2670
2016,3,95,5760
2016,4,0,59590
2016,4,1,59620
2016,4,2,59890
2016,4,3,62430
2016,4,4,63430
2016,4,5,64500
2016,4,6,65380
2016,4,7,64750
2016,4,8,64930
2016,4,9,62840
2016,4,10,60150
2016,4,11,59290
2016,4,12,59480
2016,4,13,58980
2016,4,14,59720
2016,4,15,62500
2016,4,16,63640
2016,4,17,62530
2016,4,18,63710
2016,4,19,65080
2016,4,20,67000
2016,4,21,67770
2016,4,22,67800
2016,4,23,69610
2016,4,24,70930
2016,4,25,71480
2016,4,26,69870
2016,4,27,67210
2016,4,28,66180
2016,4,29,63850
2016,4,30,62310
2016,4,31,61720
2016,4,32,61050
2016,4,33,60660
2016,4,34,59540
2016,4,35,58660
2016,4,36,58090
2016,4,37,57260
2016,4,38,56240
2016,4,39,56800
2016,4,40,57100
2016,4,41,59340
2016,4,42,61550
2016,4,43,63830
2016,4,44,66140
2016,4,45,66650
2016,4,46,65310
2016,4,47,65150
2016,4,48,63960
2016,4,49,62840
2016,4,50,62460
2016,4,51,63160
2016,4,52,64800
2016,4,53,65870
2016,4,54,65100
2016,4,55,63490
2016,4,56,61170
2016,4,57,59600
2016,4,58,57470
2016,4,59,56060
2016,4,60,54490
2016,4,61,52880
2016,4,62,51190
2016,4,63,49700
2016,4,64,48610
2016,4,65,47480
2016,4,66,46950
2016,4,67,46110
2016,4,68,45860
2016,4,69,44830
2016,4,70,38720
2016,4,71,35580
2016,4,72,32960
2016,4,73,30060
2016,4,74,31550
2016,4,75,30460
2016,4,76,27690
2016,4,77,24790
2016,4,78,22870
2016,4,79,20990
2016,4,80,19160
2016,4,81,17720
2016,4,82,16500
2016,4,83,15320
2016,4,84,14330
2016,4,85,13650
2016,4,86,12130
2016,4,87,10640
2016,4,88,9180
2016,4,89,7990
2016,4,90,6660
2016,4,91,5560
2016,4,92,4380
2016,4,93,3430
2016,4,94,2710
2016,4,95,5870
2017,1,0,59800
2017,1,1,59780
2017,1,2,60070
2017,1,3,61830
2017,1,4,63750
2017,1,5,64270
2017,1,6,65580
2017,1,7,64910
2017,1,8,65140
2017,1,9,63810
2017,1,10,60840
2017,1,11,59530
2017,1,12,59670
2017,1,13,59320
2017,1,14,59550
2017,1,15,62090
2017,1,16,64040
2017,1,17,62930
2017,1,18,63460
2017,1,19,65080
2017,1,20,66830
2017,1,21,67990
2017,1,22,67920
2017,1,23,69600
2017,1,24,71310
2017,1,25,72010
2017,1,26,71250
2017,1,27,68430
2017,1,28,67200
2017,1,29,65310
2017,1,30,63220
2017,1,31,62510
2017,1,32,61780
2017,1,33,61170
2017,1,34,60510
2017,1,35,59160
2017,1,36,58660
2017,1,37,57950
2017,1,38,56690
2017,1,39,56930
2017,1,40,57240
2017,1,41,58910
2017,1,42,61330
2017,1,43,63360
2017,1,44,65990
2017,1,45,66960
2017,1,46,65680
2017,1,47,65340
2017,1,48,64540
2017,1,49,63160
2017,1,50,62490
2017,1,51,62980
2017,1,52,64490
2017,1,53,65800
2017,1,54,65500
2017,1,55,63940
2017,1,56,61820
2017,1,57,60030
2017,1,58,57970
2017,1,59,56410
2017,1,60,54940
2017,1,61,53240
2017,1,62,51690
2017,1,63,49860
2017,1,64,49000
2017,1,65,47570
2017,1,66,47090
2017,1,67,46160
2017,1,68,45770
2017,1,69,45370
2017,1,70,39970
2017,1,71,36220
2017,1,72,33510
2017,1,73,30180
2017,1,74,31140
2017,1,75,30680
2017,1,76,28340
2017,1,77,25170
2017,1,78,23130
2017,1,79,21230
2017,1,80,19430
2017,1,81,17700
2017,1,82,16670
2017,1,83,15310
2017,1,84,14270
2017,1,85,13570
2017,1,86,12250
2017,1,87,10740
2017,1,88,9240
2017,1,89,8010
2017,1,90,6690
2017,1,91,5610
2017,1,92,4450
2017,1,93,3460
2017,1,94,2730
2017,1,95,5990
2017,2,0,59980
2017,2,1,59890
2017,2,2,60320
2017,2,3,61370
2017,2,4,63910
2017,2,5,64170
2017,2,6,65590
2017,2,7,65250
2017,2,8,65230
2017,2,9,64610
2017,2,10,61670
2017,2,11,59890
2017,2,12,59800
2017,2,13,59620
2017,2,14,59600
2017,2,15,61660
2017,2,16,64190
2017,2,17,63470
2017,2,18,63220
2017,2,19,65100
2017,2,20,66570
2017,2,21,68040
2017,2,22,68130
2017,2,23,69490
2017,2,24,71560
2017,2,25,72420
2017,2,26,72450
2017,2,27,69760
2017,2,28,68120
2017,2,29,66780
2017,2,30,64210
2017,2,31,63300
2017,2,32,62490
2017,2,33,61780
2017,2,34,61360
2017,2,35,59770
2017,2,36,59230
2017,2,37,58560
2017,2,38,57290
2017,2,39,57050
2017,2,40,57500
2017,2,41,58520
2017,2,42,61050
2017,2,43,62990
2017,2,44,65680
2017,2,45,67110
2017,2,46,66210
2017,2,47,65500
2017,2,48,65020
2017,2,49,63530
2017,2,50,62620
2017,2,51,62890
2017,2,52,64140
2017,2,53,65640
2017,2,54,65790
2017,2,55,64420
2017,2,56,62430
2017,2,57,60400
2017,2,58,58560
2017,2,59,56810
2017,2,60,55300
2017,2,61,53610
2017,2,62,52120
2017,2,63,50180
2017,2,64,49290
2017,2,65,47790
2017,2,66,47130
2017,2,67,46300
2017,2,68,45670
2017,2,69,45510
2017,2,70,41520
2017,2,71,36790
2017,2,72,33900
2017,2,73,30810
2017,2,74,30430
2017,2,75,30850
2017,2,76,28930
2017,2,77,25650
2017,2,78,23410
2017,2,79,21470
2017,2,80,19670
2017,2,81,17760
2017,2,82,16780
2017,2,83,15340
2017,2,84,14220
2017,2,85,13440
2017,2,86,12360
2017,2,87,10820
2017,2,88,9310
2017,2,89,8020
2017,2,90,6750
2017,2,91,5610
2017,2,92,4530
2017,2,93,3500
2017,2,94,2740
2017,2,95,6120
2017,3,0,60050
2017,3,1,60030
2017,3,2,60540
2017,3,3,61140
2017,3,4,63850
2017,3,5,64190
2017,3,6,65460
2017,3,7,65650
2017,3,8,65320
2017,3,9,65160
2017,3,10,62600
2017,3,11,60370
2017,3,12,59890
2017,3,13,59900
2017,3,14,59750
2017,3,15,61320
2017,3,16,64110
2017,3,17,64030
2017,3,18,63110
2017,3,19,65010
2017,3,20,66370
2017,3,21,67890
2017,3,22,68360
2017,3,23,69340
2017,3,24,71640
2017,3,25,72790
2017,3,26,73330
2017,3,27,71200
2017,3,28,69060
2017,3,29,68080
2017,3,30,65380
2017,3,31,64080
2017,3,32,63230
2017,3,33,62460
2017,3,34,62060
2017,3,35,60490
2017,3,36,59820
2017,3,37,59110
2017,3,38,58000
2017,3,39,57220
2017,3,40,57780
2017,3,41,58260
2017,3,42,60720
2017,3,43,62710
2017,3,44,65230
2017,3,45,67100
2017,3,46,66830
2017,3,47,65640
2017,3,48,65420
2017,3,49,63950
2017,3,50,62870
2017,3,51,62820
2017,3,52,63820
2017,3,53,65390
2017,3,54,65990
2017,3,55,64820
2017,3,56,63060
2017,3,57,60740
2017,3,58,59230
2017,3,59,57170
2017,3,60,55670
2017,3,61,53980
2017,3,62,52490
2017,3,63,50620
2017,3,64,49480
2017,3,65,48080
2017,3,66,47160
2017,3,67,46450
2017,3,68,45620
2017,3,69,45420
2017,3,70,43080
2017,3,71,37330
2017,3,72,34380
2017,3,73,31600
2017,3,74,29740
2017,3,75,30910
2017,3,76,29340
2017,3,77,26260
2017,3,78,23670
2017,3,79,21740
2017,3,80,19880
2017,3,81,17910
2017,3,82,16810
2017,3,83,15400
2017,3,84,14210
2017,3,85,13290
2017,3,86,12420
2017,3,87,10890
2017,3,88,9380
2017,3,89,8010
2017,3,90,6810
2017,3,91,5610
2017,3,92,4590
2017,3,93,3540
2017,3,94,2740
2017,3,95,6240
2017,4,0,59990
2017,4,1,60210
2017,4,2,60740
2017,4,3,61110
2017,4,4,63500
2017,4,5,64420
2017,4,6,65270
2017,4,7,65990
2017,4,8,65400
2017,4,9,65530
2017,4,10,63600
2017,4,11,60920
2017,4,12,60040
2017,4,13,60170
2017,4,14,59970
2017,4,15,61020
2017,4,16,63840
2017,4,17,64590
2017,4,18,63200
2017,4,19,64800
2017,4,20,66180
2017,4,21,67670
2017,4,22,68520
2017,4,23,69210
2017,4,24,71500
2017,4,25,73130
2017,4,26,73910
2017,4,27,72560
2017,4,28,70050
2017,4,29,69210
2017,4,30,66650
2017,4,31,64880
2017,4,32,64010
2017,4,33,63110
2017,4,34,62640
2017,4,35,61340
2017,4,36,60340
2017,4,37,59710
2017,4,38,58680
2017,4,39,57560
2017,4,40,57990
2017,4,41,58150
2017,4,42,60360
2017,4,43,62460
2017,4,44,64710
2017,4,45,67030
2017,4,46,67310
2017,4,47,65890
2017,4,48,65720
2017,4,49,64440
2017,4,50,63180
2017,4,51,62790
2017,4,52,63520
2017,4,53,65080
2017,4,54,66100
2017,4,55,65220
2017,4,56,63580
2017,4,57,61270
2017,4,58,59720
2017,4,59,57580
2017,4,60,56020
2017,4,61,54380
2017,4,62,52840
2017,4,63,51100
2017,4,64,49620
2017,4,65,48450
2017,4,66,47180
2017,4,67,46590
2017,4,68,45640
2017,4,69,45280
2017,4,70,44200
2017,4,71,38140
2017,4,72,34950
2017,4,73,32280
2017,4,74,29360
2017,4,75,30780
2017,4,76,29610
2017,4,77,26860
2017,4,78,24010
2017,4,79,21990
2017,4,80,20070
2017,4,81,18170
2017,4,82,16760
2017,4,83,15520
2017,4,84,14200
2017,4,85,13160
2017,4,86,12400
2017,4,87,10980
2017,4,88,9460
2017,4,89,8020
2017,4,90,6850
2017,4,91,5630
2017,4,92,4620
2017,4,93,3590
2017,4,94,2750
2017,4,95,6340
2018,1,0,59950
2018,1,1,60360
2018,1,2,60840
2018,1,3,61320
2018,1,4,62910
2018,1,5,64770
2018,1,6,65060
2018,1,7,66200
2018,1,8,65560
2018,1,9,65730
2018,1,10,64520
2018,1,11,61590
2018,1,12,60280
2018,1,13,60370
2018,1,14,60240
2018,1,15,60850
2018,1,16,63410
2018,1,17,65020
2018,1,18,63530
2018,1,19,64450
2018,1,20,66110
2018,1,21,67390
2018,1,22,68550
2018,1,23,69160
2018,1,24,71220
2018,1,25,73330
2018,1,26,74300
2018,1,27,73830
2018,1,28,71160
2018,1,29,70070
2018,1,30,68070
2018,1,31,65740
2018,1,32,64750
2018,1,33,63780
2018,1,34,63140
2018,1,35,62280
2018,1,36,60840
2018,1,37,60300
2018,1,38,59370
2018,1,39,58020
2018,1,40,58140
2018,1,41,58270
2018,1,42,59900
2018,1,43,62230
2018,1,44,64200
2018,1,45,66890
2018,1,46,67610
2018,1,47,66260
2018,1,48,65900
2018,1,49,65020
2018,1,50,63520
2018,1,51,62810
2018,1,52,63300
2018,1,53,64770
2018,1,54,66010
2018,1,55,65650
2018,1,56,64020
2018,1,57,61870
2018,1,58,60120
2018,1,59,58010
2018,1,60,56430
2018,1,61,54760
2018,1,62,53160
2018,1,63,51580
2018,1,64,49750
2018,1,65,48850
2018,1,66,47250
2018,1,67,46710
2018,1,68,45680
2018,1,69,45180
2018,1,70,44730
2018,1,71,39360
2018,1,72,35550
2018,1,73,32810
2018,1,74,29460
2018,1,75,30370
2018,1,76,29800
2018,1,77,27460
2018,1,78,24360
2018,1,79,22260
2018,1,80,20280
2018,1,81,18430
2018,1,82,16700
2018,1,83,15670
2018,1,84,14220
2018,1,85,13090
2018,1,86,12300
2018,1,87,11060
2018,1,88,9550
2018,1,89,8060
2018,1,90,6860
2018,1,91,5660
2018,1,92,4650
2018,1,93,3630
2018,1,94,2770
2018,1,95,6440
2018,2,0,59860
2018,2,1,60490
2018,2,2,60880
2018,2,3,61570
2018,2,4,62450
2018,2,5,64930
2018,2,6,64960
2018,2,7,66210
2018,2,8,65860
2018,2,9,65820
2018,2,10,65260
2018,2,11,62400
2018,2,12,60620
2018,2,13,60510
2018,2,14,60450
2018,2,15,60870
2018,2,16,62960
2018,2,17,65170
2018,2,18,64010
2018,2,19,64100
2018,2,20,66120
2018,2,21,67050
2018,2,22,68470
2018,2,23,69210
2018,2,24,70860
2018,2,25,73370
2018,2,26,74580
2018,2,27,74900
2018,2,28,72380
2018,2,29,70810
2018,2,30,69490
2018,2,31,66680
2018,2,32,65500
2018,2,33,64420
2018,2,34,63730
2018,2,35,63090
2018,2,36,61460
2018,2,37,60840
2018,2,38,59990
2018,2,39,58630
2018,2,40,58270
2018,2,41,58520
2018,2,42,59480
2018,2,43,61920
2018,2,44,63820
2018,2,45,66580
2018,2,46,67760
2018,2,47,66770
2018,2,48,66020
2018,2,49,65510
2018,2,50,63910
2018,2,51,62930
2018,2,52,63170
2018,2,53,64420
2018,2,54,65830
2018,2,55,65960
2018,2,56,64490
2018,2,57,62440
2018,2,58,60470
2018,2,59,58560
2018,2,60,56870
2018,2,61,55100
2018,2,62,53500
2018,2,63,51960
2018,2,64,50040
2018,2,65,49140
2018,2,66,47460
2018,2,67,46730
2018,2,68,45820
2018,2,69,45080
2018,2,70,44860
2018,2,71,40860
2018,2,72,36110
2018,2,73,33200
2018,2,74,30070
2018,2,75,29660
2018,2,76,29960
2018,2,77,28010
2018,2,78,24780
2018,2,79,22540
2018,2,80,20510
2018,2,81,18660
2018,2,82,16740
2018,2,83,15750
2018,2,84,14270
2018,2,85,13060
2018,2,86,12160
2018,2,87,11130
2018,2,88,9620
2018,2,89,8120
2018,2,90,6860
2018,2,91,5700
2018,2,92,4650
2018,2,93,3680
2018,2,94,2790
2018,2,95,6540
2018,3,0,59720
2018,3,1,60510
2018,3,2,60960
2018,3,3,61750
2018,3,4,62190
2018,3,5,64870
2018,3,6,64990
2018,3,7,66080
2018,3,8,66220
2018,3,9,65890
2018,3,10,65760
2018,3,11,63300
2018,3,12,61080
2018,3,13,60610
2018,3,14,60680
2018,3,15,60970
2018,3,16,62600
2018,3,17,65070
2018,3,18,64510
2018,3,19,63910
2018,3,20,66030
2018,3,21,66870
2018,3,22,68260
2018,3,23,69300
2018,3,24,70530
2018,3,25,73250
2018,3,26,74830
2018,3,27,75650
2018,3,28,73700
2018,3,29,71540
2018,3,30,70680
2018,3,31,67750
2018,3,32,66240
2018,3,33,65060
2018,3,34,64390
2018,3,35,63790
2018,3,36,62170
2018,3,37,61370
2018,3,38,60540
2018,3,39,59330
2018,3,40,58430
2018,3,41,58800
2018,3,42,59210
2018,3,43,61570
2018,3,44,63530
2018,3,45,66100
2018,3,46,67760
2018,3,47,67380
2018,3,48,66120
2018,3,49,65910
2018,3,50,64310
2018,3,51,63170
2018,3,52,63050
2018,3,53,64080
2018,3,54,65550
2018,3,55,66180
2018,3,56,64880
2018,3,57,63070
2018,3,58,60780
2018,3,59,59180
2018,3,60,57240
2018,3,61,55470
2018,3,62,53840
2018,3,63,52310
2018,3,64,50450
2018,3,65,49340
2018,3,66,47760
2018,3,67,46740
2018,3,68,45960
2018,3,69,45040
2018,3,70,44770
2018,3,71,42380
2018,3,72,36650
2018,3,73,33670
2018,3,74,30860
2018,3,75,28970
2018,3,76,30050
2018,3,77,28410
2018,3,78,25360
2018,3,79,22800
2018,3,80,20770
2018,3,81,18860
2018,3,82,16890
2018,3,83,15780
2018,3,84,14350
2018,3,85,13070
2018,3,86,12040
2018,3,87,11170
2018,3,88,9680
2018,3,89,8200
2018,3,90,6850
2018,3,91,5750
2018,3,92,4640
2018,3,93,3720
2018,3,94,2820
2018,3,95,6640
2018,4,0,59530
2018,4,1,60410
2018,4,2,61120
2018,4,3,61870
2018,4,4,62140
2018,4,5,64510
2018,4,6,65220
2018,4,7,65890
2018,4,8,66530
2018,4,9,65980
2018,4,10,66090
2018,4,11,64240
2018,4,12,61620
2018,4,13,60740
2018,4,14,60910
2018,4,15,61130
2018,4,16,62260
2018,4,17,64750
2018,4,18,65030
2018,4,19,63920
2018,4,20,65780
2018,4,21,66780
2018,4,22,68030
2018,4,23,69350
2018,4,24,70270
2018,4,25,72950
2018,4,26,75050
2018,4,27,76090
2018,4,28,74930
2018,4,29,72360
2018,4,30,71650
2018,4,31,68920
2018,4,32,66980
2018,4,33,65750
2018,4,34,65000
2018,4,35,64360
2018,4,36,63010
2018,4,37,61820
2018,4,38,61120
2018,4,39,59980
2018,4,40,58750
2018,4,41,59020
2018,4,42,59100
2018,4,43,61200
2018,4,44,63270
2018,4,45,65520
2018,4,46,67700
2018,4,47,67840
2018,4,48,66330
2018,4,49,66170
2018,4,50,64770
2018,4,51,63450
2018,4,52,62970
2018,4,53,63740
2018,4,54,65220
2018,4,55,66260
2018,4,56,65260
2018,4,57,63590
2018,4,58,61260
2018,4,59,59650
2018,4,60,57630
2018,4,61,55880
2018,4,62,54210
2018,4,63,52650
2018,4,64,50920
2018,4,65,49460
2018,4,66,48140
2018,4,67,46750
2018,4,68,46090
2018,4,69,45070
2018,4,70,44640
2018,4,71,43490
2018,4,72,37460
2018,4,73,34240
2018,4,74,31580
2018,4,75,28610
2018,4,76,29960
2018,4,77,28700
2018,4,78,25940
2018,4,79,23130
2018,4,80,21050
2018,4,81,19040
2018,4,82,17140
2018,4,83,15740
2018,4,84,14490
2018,4,85,13110
2018,4,86,11960
2018,4,87,11150
2018,4,88,9760
2018,4,89,8290
2018,4,90,6870
2018,4,91,5770
2018,4,92,4660
2018,4,93,3740
2018,4,94,2860
2018,4,95,6770
2019,1,0,59340
2019,1,1,60340
2019,1,2,61260
2019,1,3,61880
2019,1,4,62340
2019,1,5,63900
2019,1,6,65570
2019,1,7,65690
2019,1,8,66760
2019,1,9,66150
2019,1,10,66290
2019,1,11,65130
2019,1,12,62290
2019,1,13,60960
2019,1,14,61100
2019,1,15,61320
2019,1,16,62050
2019,1,17,64260
2019,1,18,65450
2019,1,19,64220
2019,1,20,65350
2019,1,21,66790
2019,1,22,67770
2019,1,23,69330
2019,1,24,70130
2019,1,25,72520
2019,1,26,75090
2019,1,27,76310
2019,1,28,76010
2019,1,29,73310
2019,1,30,72340
2019,1,31,70240
2019,1,32,67740
2019,1,33,66390
2019,1,34,65590
2019,1,35,64820
2019,1,36,63930
2019,1,37,62280
2019,1,38,61660
2019,1,39,60620
2019,1,40,59200
2019,1,41,59180
2019,1,42,59220
2019,1,43,60730
2019,1,44,63020
2019,1,45,64950
2019,1,46,67530
2019,1,47,68110
2019,1,48,66680
2019,1,49,66280
2019,1,50,65320
2019,1,51,63740
2019,1,52,62910
2019,1,53,63470
2019,1,54,64870
2019,1,55,66120
2019,1,56,65660
2019,1,57,64030
2019,1,58,61830
2019,1,59,60050
2019,1,60,58010
2019,1,61,56340
2019,1,62,54600
2019,1,63,52980
2019,1,64,51400
2019,1,65,49570
2019,1,66,48540
2019,1,67,46830
2019,1,68,46220
2019,1,69,45140
2019,1,70,44570
2019,1,71,44030
2019,1,72,38690
2019,1,73,34840
2019,1,74,32150
2019,1,75,28740
2019,1,76,29580
2019,1,77,28930
2019,1,78,26540
2019,1,79,23480
2019,1,80,21330
2019,1,81,19270
2019,1,82,17410
2019,1,83,15690
2019,1,84,14650
2019,1,85,13150
2019,1,86,11940
2019,1,87,11060
2019,1,88,9840
2019,1,89,8380
2019,1,90,6920
2019,1,91,5770
2019,1,92,4670
2019,1,93,3750
2019,1,94,2890
2019,1,95,6890
2019,2,0,59280
2019,2,1,60230
2019,2,2,61370
2019,2,3,61870
2019,2,4,62590
2019,2,5,63450
2019,2,6,65730
2019,2,7,65620
2019,2,8,66820
2019,2,9,66490
2019,2,10,66400
2019,2,11,65850
2019,2,12,63090
2019,2,13,61310
2019,2,14,61240
2019,2,15,61480
2019,2,16,62020
2019,2,17,63750
2019,2,18,65610
2019,2,19,64690
2019,2,20,64900
2019,2,21,66840
2019,2,22,67460
2019,2,23,69230
2019,2,24,70110
2019,2,25,72030
2019,2,26,74950
2019,2,27,76420
2019,2,28,76830
2019,2,29,74390
2019,2,30,72860
2019,2,31,71520
2019,2,32,68520
2019,2,33,67020
2019,2,34,66100
2019,2,35,65340
2019,2,36,64700
2019,2,37,62890
2019,2,38,62160
2019,2,39,61190
2019,2,40,59780
2019,2,41,59290
2019,2,42,59460
2019,2,43,60300
2019,2,44,62690
2019,2,45,64500
2019,2,46,67180
2019,2,47,68220
2019,2,48,67180
2019,2,49,66350
2019,2,50,65770
2019,2,51,64060
2019,2,52,62980
2019,2,53,63280
2019,2,54,64470
2019,2,55,65880
2019,2,56,65940
2019,2,57,64490
2019,2,58,62370
2019,2,59,60400
2019,2,60,58520
2019,2,61,56810
2019,2,62,54960
2019,2,63,53350
2019,2,64,51820
2019,2,65,49840
2019,2,66,48840
2019,2,67,47080
2019,2,68,46270
2019,2,69,45310
2019,2,70,44500
2019,2,71,44210
2019,2,72,40190
2019,2,73,35410
2019,2,74,32570
2019,2,75,29380
2019,2,76,28910
2019,2,77,29130
2019,2,78,27110
2019,2,79,23890
2019,2,80,21630
2019,2,81,19520
2019,2,82,17640
2019,2,83,15730
2019,2,84,14750
2019,2,85,13220
2019,2,86,11960
2019,2,87,10960
2019,2,88,9910
2019,2,89,8440
2019,2,90,7000
2019,2,91,5770
2019,2,92,4700
2019,2,93,3740
2019,2,94,2940
2019,2,95,7010
2019,3,0,59390
2019,3,1,60080
2019,3,2,61390
2019,3,3,61930
2019,3,4,62760
2019,3,5,63220
2019,3,6,65660
2019,3,7,65700
2019,3,8,66770
2019,3,9,66890
2019,3,10,66510
2019,3,11,66370
2019,3,12,64010
2019,3,13,61800
2019,3,14,61350
2019,3,15,61690
2019,3,16,62070
2019,3,17,63360
2019,3,18,65510
2019,3,19,65220
2019,3,20,64640
2019,3,21,66730
2019,3,22,67300
2019,3,23,69040
2019,3,24,70160
2019,3,25,71620
2019,3,26,74710
2019,3,27,76520
2019,3,28,77340
2019,3,29,75610
2019,3,30,73470
2019,3,31,72580
2019,3,32,69460
2019,3,33,67680
2019,3,34,66640
2019,3,35,65920
2019,3,36,65320
2019,3,37,63620
2019,3,38,62660
2019,3,39,61740
2019,3,40,60460
2019,3,41,59440
2019,3,42,59730
2019,3,43,60040
2019,3,44,62300
2019,3,45,64160
2019,3,46,66650
2019,3,47,68200
2019,3,48,67790
2019,3,49,66410
2019,3,50,66150
2019,3,51,64420
2019,3,52,63180
2019,3,53,63130
2019,3,54,64100
2019,3,55,65560
2019,3,56,66130
2019,3,57,64860
2019,3,58,62980
2019,3,59,60720
2019,3,60,59120
2019,3,61,57210
2019,3,62,55380
2019,3,63,53750
2019,3,64,52220
2019,3,65,50280
2019,3,66,49070
2019,3,67,47420
2019,3,68,46320
2019,3,69,45500
2019,3,70,44500
2019,3,71,44190
2019,3,72,41720
2019,3,73,35960
2019,3,74,33040
2019,3,75,30190
2019,3,76,28250
2019,3,77,29250
2019,3,78,27530
2019,3,79,24450
2019,3,80,21900
2019,3,81,19800
2019,3,82,17850
2019,3,83,15880
2019,3,84,14770
2019,3,85,13310
2019,3,86,11980
2019,3,87,10870
2019,3,88,9950
2019,3,89,8500
2019,3,90,7090
2019,3,91,5770
2019,3,92,4740
2019,3,93,3740
2019,3,94,2960
2019,3,95,7120
2019,4,0,59650
2019,4,1,59910
2019,4,2,61290
2019,4,3,62130
2019,4,4,62880
2019,4,5,63210
2019,4,6,65300
2019,4,7,66000
2019,4,8,66640
2019,4,9,67270
2019,4,10,66650
2019,4,11,66760
2019,4,12,64990
2019,4,13,62370
2019,4,14,61510
2019,4,15,61940
2019,4,16,62180
2019,4,17,63010
2019,4,18,65180
2019,4,19,65790
2019,4,20,64650
2019,4,21,66430
2019,4,22,67220
2019,4,23,68900
2019,4,24,70300
2019,4,25,71410
2019,4,26,74430
2019,4,27,76730
2019,4,28,77740
2019,4,29,76830
2019,4,30,74300
2019,4,31,73510
2019,4,32,70600
2019,4,33,68390
2019,4,34,67280
2019,4,35,66500
2019,4,36,65840
2019,4,37,64500
2019,4,38,63160
2019,4,39,62360
2019,4,40,61140
2019,4,41,59770
2019,4,42,59970
2019,4,43,59970
2019,4,44,61920
2019,4,45,63860
2019,4,46,66050
2019,4,47,68140
2019,4,48,68260
2019,4,49,66640
2019,4,50,66430
2019,4,51,64900
2019,4,52,63460
2019,4,53,63070
2019,4,54,63800
2019,4,55,65250
2019,4,56,66260
2019,4,57,65260
2019,4,58,63550
2019,4,59,61260
2019,4,60,59640
2019,4,61,57660
2019,4,62,55890
2019,4,63,54220
2019,4,64,52660
2019,4,65,50840
2019,4,66,49250
2019,4,67,47890
2019,4,68,46430
2019,4,69,45710
2019,4,70,44600
2019,4,71,44140
2019,4,72,42870
2019,4,73,36820
2019,4,74,33610
2019,4,75,30940
2019,4,76,27930
2019,4,77,29180
2019,4,78,27850
2019,4,79,25030
2019,4,80,22240
2019,4,81,20100
2019,4,82,18040
2019,4,83,16150
2019,4,84,14730
2019,4,85,13450
2019,4,86,12010
2019,4,87,10810
2019,4,88,9910
2019,4,89,8580
2019,4,90,7170
2019,4,91,5790
2019,4,92,4770
2019,4,93,3760
2019,4,94,2970
2019,4,95,7220
2020,1,0,59860
2020,1,1,59750
2020,1,2,61240
2020,1,3,62350
2020,1,4,62910
2020,1,5,63470
2020,1,6,64740
2020,1,7,66420
2020,1,8,66500
2020,1,9,67570
2020,1,10,66900
2020,1,11,67040
2020,1,12,65920
2020,1,13,63080
2020,1,14,61770
2020,1,15,62180
2020,1,16,62350
2020,1,17,62810
2020,1,18,64690
2020,1,19,66270
2020,1,20,65030
2020,1,21,66040
2020,1,22,67330
2020,1,23,68840
2020,1,24,70560
2020,1,25,71530
2020,1,26,74250
2020,1,27,77020
2020,1,28,78170
2020,1,29,78100
2020,1,30,75430
2020,1,31,74320
2020,1,32,72030
2020,1,33,69220
2020,1,34,67980
2020,1,35,67170
2020,1,36,66320
2020,1,37,65480
2020,1,38,63720
2020,1,39,63000
2020,1,40,61870
2020,1,41,60260
2020,1,42,60170
2020,1,43,60140
2020,1,44,61500
2020,1,45,63630
2020,1,46,65510
2020,1,47,68000
2020,1,48,68550
2020,1,49,67040
2020,1,50,66580
2020,1,51,65510
2020,1,52,63820
2020,1,53,63080
2020,1,54,63610
2020,1,55,64970
2020,1,56,66230
2020,1,57,65750
2020,1,58,64100
2020,1,59,61920
2020,1,60,60170
2020,1,61,58170
2020,1,62,56500
2020,1,63,54740
2020,1,64,53130
2020,1,65,51490
2020,1,66,49490
2020,1,67,48420
2020,1,68,46640
2020,1,69,45960
2020,1,70,44760
2020,1,71,44170
2020,1,72,43490
2020,1,73,38100
2020,1,74,34250
2020,1,75,31540
2020,1,76,28090
2020,1,77,28850
2020,1,78,28130
2020,1,79,25630
2020,1,80,22610
2020,1,81,20410
2020,1,82,18290
2020,1,83,16430
2020,1,84,14680
2020,1,85,13590
2020,1,86,12060
2020,1,87,10790
2020,1,88,9830
2020,1,89,8650
2020,1,90,7250
2020,1,91,5840
2020,1,92,4780
2020,1,93,3800
2020,1,94,2980
2020,1,95,7310
2020,2,0,59870
2020,2,1,59740
2020,2,2,61160
2020,2,3,62550
2020,2,4,62920
2020,2,5,63760
2020,2,6,64340
2020,2,7,66630
2020,2,8,66480
2020,2,9,67700
2020,2,10,67300
2020,2,11,67210
2020,2,12,66670
2020,2,13,63910
2020,2,14,62140
2020,2,15,62360
2020,2,16,62500
2020,2,17,62770
2020,2,18,64230
2020,2,19,66500
2020,2,20,65650
2020,2,21,65720
2020,2,22,67580
2020,2,23,68790
2020,2,24,70870
2020,2,25,71910
2020,2,26,74140
2020,2,27,77270
