date,age,dead,pop
2017-03,75,14019,6618023
2017-03,80,20131,5233840
2017-03,85,24265,3328815
2017-03,90,20175,1511487
2017-03,95,9500,394072
2017-03,100,2475,67065
2017-04,0,205,4957411
2017-04,5,33,5289981
2017-04,10,38,5476534
2017-04,15,114,6007571
2017-04,20,188,6211113
2017-04,25,184,6379640
2017-04,30,285,7215101
2017-04,35,403,8009506
2017-04,40,773,9601614
2017-04,45,1194,9425107
2017-04,50,1474,8021525
2017-04,55,2262,7568204
2017-04,60,3706,7958410
2017-04,65,7506,10151524
2017-04,70,8635,7509645
2017-04,75,12551,6636439
2017-04,80,18288,5243071
2017-04,85,21505,3339521
2017-04,90,17903,1518660
2017-04,95,8532,395957
2017-04,100,2294,67207
2017-05,0,194,4952491
2017-05,5,28,5286107
2017-05,10,33,5470575
2017-05,15,67,6003988
2017-05,20,164,6216954
2017-05,25,190,6373943
2017-05,30,292,7205376
2017-05,35,430,7992679
2017-05,40,742,9579654
2017-05,45,1130,9435760
2017-05,50,1640,8048406
2017-05,55,2252,7573602
2017-05,60,3654,7929641
2017-05,65,7626,10113343
2017-05,70,8885,7544780
2017-05,75,12457,6653987
2017-05,80,17633,5251700
2017-05,85,21169,3349889
2017-05,90,17560,1525449
2017-05,95,8321,397807
2017-05,100,2210,67339
2017-06,0,193,4947026
2017-06,5,31,5281984
2017-06,10,26,5464785
2017-06,15,96,6000011
2017-06,20,165,6222957
2017-06,25,173,6368203
2017-06,30,259,7195201
2017-06,35,377,7975718
2017-06,40,708,9556286
2017-06,45,1120,9445928
2017-06,50,1520,8077021
2017-06,55,2046,7579644
2017-06,60,3414,7900689
2017-06,65,6983,10070724
2017-06,70,8184,7584043
2017-06,75,11419,6671696
2017-06,80,16486,5260311
2017-06,85,19403,3360610
2017-06,90,16164,1532347
2017-06,95,7355,399755
2017-06,100,1906,67473
2017-07,0,192,4941437
2017-07,5,34,5277900
2017-07,10,35,5459569
2017-07,15,93,5995833
2017-07,20,153,6228827
2017-07,25,189,6362766
2017-07,30,274,7185182
2017-07,35,382,7959651
2017-07,40,739,9533050
2017-07,45,1124,9455567
2017-07,50,1552,8104843
2017-07,55,2277,7585850
2017-07,60,3578,7873489
2017-07,65,7329,10027263
2017-07,70,8565,7624157
2017-07,75,11711,6688291
2017-07,80,17216,5268356
2017-07,85,20070,3370991
2017-07,90,16658,1538944
2017-07,95,7711,401687
2017-07,100,2036,67607
2017-08,0,185,4935422
2017-08,5,21,5273605
2017-08,10,41,5454610
2017-08,15,122,5991108
2017-08,20,155,6235048
2017-08,25,210,6357244
2017-08,30,290,7174601
2017-08,35,435,7943336
2017-08,40,764,9508430
2017-08,45,1165,9465957
2017-08,50,1645,8133017
2017-08,55,2212,7592539
2017-08,60,3579,7846297
2017-08,65,7298,9980944
2017-08,70,8660,7667025
2017-08,75,12273,6704738
2017-08,80,17351,5276379
2017-08,85,20667,3381722
2017-08,90,16797,1545720
2017-08,95,7853,403743
2017-08,100,2090,67752
2017-09,0,177,4929236
2017-09,5,29,5269257
2017-09,10,39,5450122
2017-09,15,106,5985900
2017-09,20,186,6241525
2017-09,25,201,6351794
2017-09,30,261,7163736
2017-09,35,394,7927243
2017-09,40,701,9483226
2017-09,45,1122,9477435
2017-09,50,1479,8159884
2017-09,55,2075,7599412
2017-09,60,3379,7820104
2017-09,65,6871,9934092
2017-09,70,8195,7710544
2017-09,75,11890,6720332
2017-09,80,16951,5284116
2017-09,85,20285,3392458
2017-09,90,16693,1552492
2017-09,95,7869,405870
2017-09,100,1995,67911
2017-10,0,221,4923153
2017-10,5,32,5265021
2017-10,10,31,5446255
2017-10,15,97,5980337
2017-10,20,174,6248125
2017-10,25,198,6346564
2017-10,30,254,7152903
2017-10,35,386,7911814
2017-10,40,669,9458311
2017-10,45,1126,9490182
2017-10,50,1516,8183969
2017-10,55,2271,7606148
2017-10,60,3668,7795775
2017-10,65,7506,9889082
2017-10,70,9068,7752544
2017-10,75,12621,6734483
2017-10,80,18602,5291338
2017-10,85,22486,3402850
2017-10,90,18457,1559081
2017-10,95,8516,408008
2017-10,100,2288,68082
2017-11,0,201,4916801
2017-11,5,30,5260621
2017-11,10,27,5442736
2017-11,15,91,5974058
2017-11,20,155,6255300
2017-11,25,177,6341225
2017-11,30,252,7141365
2017-11,35,333,7896004
2017-11,40,734,9432049
2017-11,45,1172,9505259
2017-11,50,1616,8206654
2017-11,55,2267,7613117
2017-11,60,3789,7771739
2017-11,65,7535,9843265
2017-11,70,9337,7795424
2017-11,75,13490,6748209
2017-11,80,19373,5298497
2017-11,85,23516,3413576
2017-11,90,19756,1565942
2017-11,95,9088,410301
2017-11,100,2470,68276
2017-12,0,219,4910582
2017-12,5,29,5256336
2017-12,10,39,5439723
2017-12,15,87,5967555
2017-12,20,158,6262515
2017-12,25,175,6336186
2017-12,30,261,7129889
2017-12,35,420,7880866
2017-12,40,716,9406150
2017-12,45,1210,9521464
2017-12,50,1749,8226753
2017-12,55,2575,7619808
2017-12,60,4081,7749577
2017-12,65,8564,9799402
2017-12,70,10317,7836416
2017-12,75,14625,6760915
2017-12,80,21276,5305071
2017-12,85,25901,3423914
2017-12,90,21494,1572631
2017-12,95,9822,412593
2017-12,100,2731,68475
2018-01,0,216,4904072
2018-01,5,28,5251871
2018-01,10,41,5436944
2018-01,15,92,5960492
2018-01,20,142,6270169
2018-01,25,154,6331181
2018-01,30,285,7117736
2018-01,35,399,7865430
2018-01,40,718,9378901
2018-01,45,1358,9539616
2018-01,50,1812,8245922
2018-01,55,2520,7626603
2018-01,60,4269,7727844
2018-01,65,8644,9754335
2018-01,70,11151,7878267
2018-01,75,15677,6773759
2018-01,80,23062,5311429
2018-01,85,28208,3434525
2018-01,90,23348,1579589
2018-01,95,10462,415030
2018-01,100,2901,68688
2018-02,0,176,4897466
2018-02,5,35,5247361
2018-02,10,31,5434431
2018-02,15,86,5953176
2018-02,20,156,6277946
2018-02,25,165,6326451
2018-02,30,254,7105308
2018-02,35,397,7850243
2018-02,40,690,9351173
2018-02,45,1124,9558931
2018-02,50,1578,8263783
2018-02,55,2354,7633215
2018-02,60,3842,7707330
2018-02,65,7751,9709296
2018-02,70,9837,7919620
2018-02,75,14189,6786632
2018-02,80,20642,5317277
2018-02,85,25314,3445030
2018-02,90,21322,1586591
2018-02,95,9881,417529
2018-02,100,2583,68903
2018-03,0,195,4891410
2018-03,5,23,5243241
2018-03,10,48,5432328
2018-03,15,81,5946432
2018-03,20,188,6285006
2018-03,25,198,6322477
2018-03,30,262,7093870
2018-03,35,386,7836773
2018-03,40,726,9325730
2018-03,45,1228,9577154
2018-03,50,1723,8279062
2018-03,55,2293,7638975
2018-03,60,3759,7689876
2018-03,65,7548,9668440
2018-03,70,9945,7956556
2018-03,75,13922,6798552
2018-03,80,20000,5322063
2018-03,85,24966,3454400
2018-03,90,20827,1592948
2018-03,95,9750,419831
2018-03,100,2576,69093
2018-04,0,204,4884595
2018-04,5,28,5238621
2018-04,10,35,5430116
2018-04,15,107,5938906
2018-04,20,164,6292787
2018-04,25,176,6318470
2018-04,30,267,7080994
2018-04,35,377,7822170
2018-04,40,701,9297133
2018-04,45,1088,9597942
2018-04,50,1570,8295330
2018-04,55,2196,7645059
2018-04,60,3619,7671771
2018-04,65,6904,9622793
2018-04,70,9015,7997005
2018-04,75,12474,6812368
2018-04,80,18167,5326750
2018-04,85,21991,3464616
2018-04,90,18592,1600019
2018-04,95,8723,422424
2018-04,100,2247,69295
2018-05,0,194,4877882
2018-05,5,30,5234084
2018-05,10,39,5428024
2018-05,15,104,5931651
2018-05,20,158,6300206
2018-05,25,185,6315052
2018-05,30,262,7068344
2018-05,35,396,7808384
2018-05,40,745,9269045
2018-05,45,1143,9618428
2018-05,50,1539,8310721
2018-05,55,2269,7650592
2018-05,60,3465,7655500
2018-05,65,6969,9577986
2018-05,70,9052,8035718
2018-05,75,12328,6826651
2018-05,80,17600,5330609
2018-05,85,21416,3474314
2018-05,90,18015,1606891
2018-05,95,8675,424968
2018-05,100,2182,69478
2018-06,0,202,4870814
2018-06,5,24,5229320
2018-06,10,32,5425840
2018-06,15,102,5924282
2018-06,20,151,6307678
2018-06,25,184,6312066
2018-06,30,247,7055103
2018-06,35,360,7794535
2018-06,40,687,9239609
2018-06,45,1073,9639714
2018-06,50,1444,8326574
2018-06,55,2075,7655883
2018-06,60,3110,7640008
2018-06,65,6383,9530801
2018-06,70,8467,8075294
2018-06,75,11400,6842667
2018-06,80,16241,5333832
2018-06,85,19625,3484110
2018-06,90,16813,1614019
2018-06,95,7784,427626
2018-06,100,1986,69646
2018-07,0,189,4863837
2018-07,5,33,5224628
2018-07,10,42,5423636
2018-07,15,100,5917363
2018-07,20,196,6314645
2018-07,25,198,6309769
2018-07,30,262,7042150
2018-07,35,371,7781554
2018-07,40,693,9210737
2018-07,45,1147,9660178
2018-07,50,1665,8342169
2018-07,55,2338,7660528
2018-07,60,3628,7626327
2018-07,65,7248,9484059
2018-07,70,9314,8113194
2018-07,75,12367,6859681
2018-07,80,17430,5336145
2018-07,85,21040,3493343
2018-07,90,17823,1620939
2018-07,95,8023,430219
2018-07,100,2096,69785
2018-08,0,189,4856475
2018-08,5,31,5219687
2018-08,10,45,5421192
2018-08,15,104,5910530
2018-08,20,173,6321490
2018-08,25,184,6308079
2018-08,30,271,7028646
2018-08,35,388,7768614
2018-08,40,629,9180521
2018-08,45,1148,9680923
2018-08,50,1561,8358860
2018-08,55,2174,7664776
2018-08,60,3489,7613576
2018-08,65,6958,9434412
2018-08,70,9228,8151960
2018-08,75,12320,6879141
2018-08,80,17260,5337636
2018-08,85,21418,3502596
2018-08,90,18029,1628107
2018-08,95,8380,432911
2018-08,100,2167,69899
2018-09,0,190,4848951
2018-09,5,27,5214645
2018-09,10,34,5418506
2018-09,15,90,5904115
2018-09,20,176,6327894
2018-09,25,186,6307154
2018-09,30,265,7015047
2018-09,35,348,7756194
2018-09,40,670,9149930
2018-09,45,1058,9700993
2018-09,50,1567,8376457
2018-09,55,2132,7668397
2018-09,60,3226,7602264
2018-09,65,6622,9383159
2018-09,70,8962,8190338
2018-09,75,12285,6900829
2018-09,80,16989,5338145
2018-09,85,20955,3511527
2018-09,90,17903,1635289
2018-09,95,8416,435609
2018-09,100,2204,69976
2018-10,0,189,4841503
2018-10,5,25,5209661
2018-10,10,35,5415608
2018-10,15,94,5898394
2018-10,20,181,6333596
2018-10,25,194,6307053
2018-10,30,267,7001822
2018-10,35,397,7744706
2018-10,40,681,9119986
2018-10,45,1208,9719525
2018-10,50,1596,8394643
2018-10,55,2250,7671250
2018-10,60,3434,7592716
2018-10,65,6896,9331816
2018-10,70,9642,8227126
2018-10,75,13151,6924227
2018-10,80,18453,5337640
2018-10,85,22787,3519834
2018-10,90,19815,1642249
2018-10,95,9385,438216
2018-10,100,2394,70011
2018-11,0,239,4833606
2018-11,5,36,5204418
2018-11,10,39,5412302
2018-11,15,79,5892979
2018-11,20,153,6338933
2018-11,25,191,6307768
2018-11,30,228,6988115
2018-11,35,387,7733370
2018-11,40,655,9088749
2018-11,45,1136,9737618
2018-11,50,1614,8414629
2018-11,55,2264,7673639
2018-11,60,3557,7584223
2018-11,65,6849,9277014
2018-11,70,9415,8264823
2018-11,75,13442,6950763
2018-11,80,18790,5336153
2018-11,85,23388,3528089
2018-11,90,20284,1649449
2018-11,95,9437,440903
2018-11,100,2419,70011
2018-12,0,210,4825717
2018-12,5,43,5199289
2018-12,10,42,5408872
2018-12,15,104,5888108
2018-12,20,167,6343560
2018-12,25,203,6309183
2018-12,30,244,6974843
2018-12,35,400,7722854
2018-12,40,737,9058332
2018-12,45,1285,9754102
2018-12,50,1814,8434803
2018-12,55,2514,7675694
2018-12,60,3934,7577162
2018-12,65,7583,9222630
2018-12,70,10475,8301073
2018-12,75,14717,6978157
2018-12,80,20496,5333971
2018-12,85,25592,3535824
2018-12,90,21887,1656422
2018-12,95,10297,443495
2018-12,100,2569,69986
2019-01,0,227,4817259
2019-01,5,39,5193969
2019-01,10,36,5405162
2019-01,15,103,5883334
2019-01,20,166,6347785
2019-01,25,200,6311315
2019-01,30,291,6961151
2019-01,35,416,7712385
2019-01,40,756,9026808
2019-01,45,1371,9770078
2019-01,50,1826,8456157
2019-01,55,2635,7677859
2019-01,60,4119,7570876
2019-01,65,8056,9165410
2019-01,70,11364,8338374
2019-01,75,16132,7007615
2019-01,80,22633,5331155
2019-01,85,28649,3543626
2019-01,90,24374,1663634
2019-01,95,11458,446164
2019-01,100,2914,69949
2019-02,0,180,4808433
2019-02,5,34,5188669
2019-02,10,27,5401361
2019-02,15,92,5878700
2019-02,20,177,6351445
2019-02,25,154,6314048
2019-02,30,223,6947515
2019-02,35,327,7702250
2019-02,40,591,8995296
2019-02,45,1147,9784983
2019-02,50,1600,8477668
2019-02,55,2314,7680378
2019-02,60,3541,7565431
2019-02,65,6984,9107527
2019-02,70,9667,8375598
2019-02,75,13711,7037615
2019-02,80,19236,5327981
2019-02,85,23900,3551306
2019-02,90,20983,1670851
2019-02,95,9932,448824
2019-02,100,2442,69914
2019-03,0,203,4800102
2019-03,5,23,5183930
2019-03,10,38,5397913
2019-03,15,88,5874533
2019-03,20,177,6354265
2019-03,25,179,6316967
2019-03,30,281,6935272
2019-03,35,377,7693321
2019-03,40,666,8966931
2019-03,45,1176,9797528
2019-03,50,1666,8496932
2019-03,55,2221,7683220
2019-03,60,3547,7561076
2019-03,65,6823,9054994
2019-03,70,9960,8409222
2019-03,75,13776,7064648
2019-03,80,19321,5324981
2019-03,85,23977,3558197
2019-03,90,21086,1677372
2019-03,95,10091,451217
2019-03,100,2478,69895
2019-04,0,182,4790427
2019-04,5,34,5178773
2019-04,10,45,5394152
2019-04,15,108,5869823
2019-04,20,186,6356849
2019-04,25,170,6320624
2019-04,30,254,6921829
2019-04,35,339,7683619
2019-04,40,606,8935731
2019-04,45,1122,9810404
2019-04,50,1602,8517741
2019-04,55,2201,7687284
2019-04,60,3349,7556705
2019-04,65,6594,8996904
2019-04,70,9414,8446530
2019-04,75,13350,7093923
2019-04,80,18029,5321712
2019-04,85,22639,3565845
2019-04,90,19891,1684596
2019-04,95,9451,453855
2019-04,100,2300,69900
2019-05,0,191,4780564
2019-05,5,30,5173908
2019-05,10,31,5390638
2019-05,15,103,5865055
2019-05,20,174,6358811
2019-05,25,169,6324517
2019-05,30,267,6908961
2019-05,35,388,7674348
2019-05,40,724,8905841
2019-05,45,1218,9821852
2019-05,50,1593,8537032
2019-05,55,2241,7692423
2019-05,60,3445,7552752
2019-05,65,6482,8941107
2019-05,70,9627,8482790
2019-05,75,13172,7121018
2019-05,80,17757,5318792
2019-05,85,22234,3573330
2019-05,90,19588,1691589
2019-05,95,9263,456396
2019-05,100,2373,69944
2019-06,0,189,4769802
2019-06,5,17,5169048
2019-06,10,28,5387212
2019-06,15,94,5859791
2019-06,20,161,6360283
2019-06,25,161,6328828
2019-06,30,234,6895841
2019-06,35,358,7664819
2019-06,40,633,8875368
2019-06,45,1083,9832641
2019-06,50,1512,8555737
2019-06,55,2042,7699287
2019-06,60,3191,7548768
2019-06,65,6105,8884256
2019-06,70,8721,8520502
2019-06,75,11973,7147122
2019-06,80,16204,5316235
2019-06,85,20315,3581223
2019-06,90,17666,1698817
2019-06,95,8477,459009
2019-06,100,2182,70042
2019-07,0,198,4758784
2019-07,5,31,5164544
2019-07,10,38,5384167
2019-07,15,87,5854254
2019-07,20,179,6361170
2019-07,25,196,6333204
2019-07,30,249,6883347
2019-07,35,391,7655580
2019-07,40,626,8846379
2019-07,45,1084,9842076
2019-07,50,1560,8572311
2019-07,55,2218,7707725
2019-07,60,3407,7544835
2019-07,65,6038,8830373
2019-07,70,9228,8557311
2019-07,75,12658,7169957
2019-07,80,16895,5314403
2019-07,85,21031,3589080
2019-07,90,18691,1705813
2019-07,95,8652,461525
2019-07,100,2139,70202
2019-08,0,169,4746722
2019-08,5,35,5160132
2019-08,10,42,5381375
2019-08,15,112,5847953
2019-08,20,173,6361531
2019-08,25,181,6337859
2019-08,30,221,6870675
2019-08,35,399,7645943
2019-08,40,627,8817042
2019-08,45,1156,9850790
2019-08,50,1673,8587507
2019-08,55,2383,7718608
2019-08,60,3573,7540503
2019-08,65,6489,8776238
2019-08,70,9764,8595751
2019-08,75,13201,7190429
2019-08,80,17516,5313384
2019-08,85,22098,3597498
2019-08,90,19279,1713042
2019-08,95,9127,464110
2019-08,100,2206,70446
2019-09,0,185,4733917
2019-09,5,41,5156005
2019-09,10,43,5379019
2019-09,15,115,5840939
2019-09,20,158,6361326
2019-09,25,169,6342572
2019-09,30,236,6858279
2019-09,35,366,7636145
2019-09,40,574,8788440
2019-09,45,1128,9858454
2019-09,50,1471,8600382
2019-09,55,2201,7732001
2019-09,60,3151,7535714
2019-09,65,6000,8724049
2019-09,70,9237,8634685
2019-09,75,12804,7207095
2019-09,80,17098,5313461
2019-09,85,21324,3606291
2019-09,90,19142,1720270
2019-09,95,9081,466680
2019-09,100,2244,70784
2019-10,0,193,4720770
2019-10,5,31,5152319
2019-10,10,16,5377226
2019-10,15,90,5833360
2019-10,20,168,6360591
2019-10,25,134,6347112
2019-10,30,240,6846575
2019-10,35,334,7626441
2019-10,40,680,8761556
2019-10,45,1126,9864874
2019-10,50,1589,8610308
2019-10,55,2260,7747634
2019-10,60,3391,7530468
2019-10,65,6460,8675748
2019-10,70,9732,8672911
2019-10,75,13448,7219014
2019-10,80,17984,5314776
2019-10,85,22765,3615224
2019-10,90,20392,1727263
2019-10,95,9710,469152
2019-10,100,2450,71213
2019-11,0,198,4706429
2019-11,5,29,5148814
2019-11,10,40,5375884
2019-11,15,102,5824687
2019-11,20,140,6359289
2019-11,25,167,6351722
2019-11,30,219,6834767
2019-11,35,371,7616155
2019-11,40,630,8734597
2019-11,45,1120,9870482
2019-11,50,1634,8618120
2019-11,55,2130,7766372
2019-11,60,3553,7524361
2019-11,65,6407,8628226
2019-11,70,10038,8713063
2019-11,75,14173,7226722
2019-11,80,18928,5317483
2019-11,85,23923,3624910
2019-11,90,21540,1734491
2019-11,95,10378,471695
2019-11,100,2651,71762
2019-12,0,204,4691927
2019-12,5,35,5145654
2019-12,10,42,5375017
2019-12,15,84,5815559
2019-12,20,182,6357529
2019-12,25,175,6356063
2019-12,30,262,6823560
2019-12,35,411,7605965
2019-12,40,698,8709195
2019-12,45,1288,9874919
2019-12,50,1819,8624007
2019-12,55,2544,7786350
2019-12,60,3867,7517867
2019-12,65,7037,8584392
2019-12,70,11198,8752631
2019-12,75,15352,7229839
2019-12,80,20726,5321327
2019-12,85,26155,3634686
2019-12,90,22888,1741493
2019-12,95,11057,474155
2019-12,100,2704,72381
2020-01,0,192,4676410
2020-01,5,39,5142561
2020-01,10,52,5374501
2020-01,15,87,5805455
2020-01,20,150,6355221
2020-01,25,196,6360381
2020-01,30,257,6812142
2020-01,35,376,7595206
2020-01,40,723,8683542
2020-01,45,1233,9878483
2020-01,50,1814,8629116
2020-01,55,2588,7808189
2020-01,60,3786,7510643
2020-01,65,6847,8541150
2020-01,70,11187,8794339
2020-01,75,15334,7228714
2020-01,80,21001,5326474
2020-01,85,26115,3645160
2020-01,90,23419,1748742
2020-01,95,10919,476708
2020-01,100,2659,73095
2020-02,0,175,4660469
2020-02,5,32,5139573
2020-02,10,43,5374303
2020-02,15,97,5794756
2020-02,20,175,6352442
2020-02,25,175,6364487
2020-02,30,200,6800824
2020-02,35,354,7584231
2020-02,40,616,8658376
2020-02,45,1126,9881013
2020-02,50,1576,8633998
2020-02,55,2142,7830521
2020-02,60,3329,7502987
2020-02,65,6236,8499814
2020-02,70,9962,8836970
2020-02,75,13856,7223313
2020-02,80,18477,5332723
2020-02,85,23664,3655971
2020-02,90,20881,1756012
2020-02,95,9866,479281
2020-02,100,2544,73872
2020-03,0,184,4645278
2020-03,5,20,5136812
2020-03,10,28,5374345
2020-03,15,79,5784289
2020-03,20,161,6349440
2020-03,25,177,6368097
2020-03,30,266,6790270
2020-03,35,362,7573781
2020-03,40,720,8635169
2020-03,45,1187,9882447
2020-03,50,1599,8639046
2020-03,55,2352,7851212
2020-03,60,3487,7495516
2020-03,65,6278,8462711
2020-03,70,10425,8877763
2020-03,75,13980,7214519
2020-03,80,18755,5339484
2020-03,85,23742,3666349
2020-03,90,21127,1762837
2020-03,95,10478,481717
2020-03,100,2536,74640
2020-04,0,144,4628852
2020-04,5,21,5133830
2020-04,10,31,5374566
2020-04,15,89,5772694
2020-04,20,172,6345829
2020-04,25,162,6371667
2020-04,30,189,6778962
2020-04,35,352,7562432
2020-04,40,579,8610606
2020-04,45,1137,9882986
2020-04,50,1591,8645686
2020-04,55,2245,7872424
2020-04,60,3364,7487288
2020-04,65,5962,8424552
2020-04,70,10151,8922429
2020-04,75,13427,7201255
2020-04,80,17712,5347602
2020-04,85,22798,3677685
2020-04,90,20187,1770166
2020-04,95,9716,484362
2020-04,100,2355,75490
2020-05,0,166,4612881
2020-05,5,20,5130851
2020-05,10,21,5374890
2020-05,15,90,5761157
2020-05,20,158,6341962
2020-05,25,164,6374798
2020-05,30,242,6767932
2020-05,35,381,7551287
2020-05,40,575,8586968
2020-05,45,1221,9882532
2020-05,50,1576,8654050
2020-05,55,2112,7891389
2020-05,60,3226,7479170
2020-05,65,5862,8388935
2020-05,70,9668,8966777
2020-05,75,12869,7184751
2020-05,80,16896,5356247
2020-05,85,21596,3688855
2020-05,90,18976,1777296
2020-05,95,9248,486972
2020-05,100,2372,76329
2020-06,0,163,4596413
2020-06,5,28,5127606
2020-06,10,41,5375273
2020-06,15,107,5748996
2020-06,20,162,6337609
2020-06,25,153,6377656
2020-06,30,216,6756382
2020-06,35,320,7539619
2020-06,40,541,8562562
2020-06,45,1125,9881059
2020-06,50,1491,8665448
2020-06,55,2025,7908659
2020-06,60,3002,7470712
2020-06,65,5507,8353311
2020-06,70,9187,9013851
2020-06,75,11930,7164048
2020-06,80,15638,5365907
2020-06,85,19786,3700558
2020-06,90,17466,1784711
2020-06,95,8438,489731
2020-06,100,2184,77196
2020-07,0,156,4580621
2020-07,5,24,5124242
2020-07,10,29,5375624
2020-07,15,106,5737079
2020-07,20,185,6333077
2020-07,25,193,6380016
2020-07,30,238,6744995
2020-07,35,352,7528197
2020-07,40,595,8538851
2020-07,45,1132,9878665
2020-07,50,1653,8679864
2020-07,55,2144,7922441
2020-07,60,3152,7462545
2020-07,65,5735,8319810
2020-07,70,9429,9060695
2020-07,75,12468,7140615
2020-07,80,16363,5375870
2020-07,85,20561,3712001
2020-07,90,18336,1791936
2020-07,95,8893,492473
2020-07,100,2250,78021
2020-08,0,161,4564567
2020-08,5,20,5120464
2020-08,10,48,5375901
2020-08,15,149,5724699
2020-08,20,225,6328089
2020-08,25,200,6381994
2020-08,30,250,6732950
2020-08,35,377,7516274
2020-08,40,667,8514139
2020-08,45,1165,9875192
2020-08,50,1750,8699013
2020-08,55,2393,7932943
2020-08,60,3459,7454215
2020-08,65,6045,8286021
2020-08,70,10554,9110518
2020-08,75,13263,7113032
2020-08,80,17543,5386711
2020-08,85,21756,3723902
2020-08,90,18953,1799462
2020-08,95,9227,495390
2020-08,100,2351,78844
2020-09,0,147,4548898
2020-09,5,23,5116312
2020-09,10,39,5376022
2020-09,15,126,5712341
2020-09,20,220,6322821
2020-09,25,204,6383459
2020-09,30,237,6720555
2020-09,35,363,7504245
2020-09,40,608,8489095
2020-09,45,1131,9870709
2020-09,50,1496,8723248
2020-09,55,2172,7938923
2020-09,60,3201,7446086
2020-09,65,5606,8252896
2020-09,70,9893,9161869
2020-09,75,12536,7082167
2020-09,80,16533,5398015
2020-09,85,21386,3735839
2020-09,90,18919,1807053
2020-09,95,9342,498403
2020-09,100,2354,79622
2020-10,0,167,4534209
2020-10,5,22,5111874
2020-10,10,19,5375926
2020-10,15,122,5700485
2020-10,20,215,6317480
2020-10,25,207,6384350
2020-10,30,277,6708169
2020-10,35,415,7492518
2020-10,40,680,8464434
2020-10,45,1183,9865410
2020-10,50,1738,8752245
2020-10,55,2351,7939742
2020-10,60,3413,7438498
2020-10,65,6120,8221304
2020-10,70,10599,9213086
2020-10,75,13510,7049321
2020-10,80,18152,5409309
2020-10,85,23662,3747384
2020-10,90,21076,1814470
2020-10,95,10414,501421
2020-10,100,2737,80316
2020-11,0,129,4519560
2020-11,5,28,5106836
2020-11,10,30,5375572
2020-11,15,117,5688400
2020-11,20,155,6311769
2020-11,25,212,6384745
2020-11,30,255,6694973
2020-11,35,355,7480327
2020-11,40,656,8438507
2020-11,45,1183,9858942
2020-11,50,1663,8787864
2020-11,55,2368,7935536
2020-11,60,3240,7431021
2020-11,65,5931,8189030
2020-11,70,10689,9267193
2020-11,75,13309,7012822
2020-11,80,18229,5421295
2020-11,85,24155,3759271
2020-11,90,21436,1822204
2020-11,95,10812,504636
2020-11,100,2602,80969
2020-12,0,195,4505856
2020-12,5,29,5101562
2020-12,10,45,5374983
2020-12,15,95,5676892
2020-12,20,202,6306138
2020-12,25,206,6384701
2020-12,30,271,6681897
2020-12,35,388,7468474
2020-12,40,715,8413092
2020-12,45,1280,9851718
2020-12,50,1858,8826906
2020-12,55,2610,7927448
2020-12,60,3839,7424199
2020-12,65,6807,8158119
2020-12,70,12315,9319846
2020-12,75,15623,6975897
2020-12,80,21198,5433197
2020-12,85,27273,3770702
2020-12,90,24437,1829748
2020-12,95,12022,507817
2020-12,100,3204,81542
2021-01,0,172,4492139
2021-01,5,27,5095739
2021-01,10,38,5374121
2021-01,15,102,5665220
2021-01,20,178,6300301
2021-01,25,212,6384301
2021-01,30,245,6668154
2021-01,35,359,7456185
2021-01,40,693,8386615
2021-01,45,1259,9843250
2021-01,50,1787,8870991
2021-01,55,2498,7915893
2021-01,60,3749,7417640
2021-01,65,6661,8126474
2021-01,70,12350,9373637
2021-01,75,15524,6937015
2021-01,80,21963,5445805
2021-01,85,28313,3782412
2021-01,90,25479,1837597
2021-01,95,12527,511149
2021-01,100,3199,82078
2021-02,0,142,4478829
2021-02,5,32,5089581
2021-02,10,39,5373002
2021-02,15,102,5653797
2021-02,20,182,6294535
2021-02,25,192,6383630
2021-02,30,210,6654264
2021-02,35,346,7443868
2021-02,40,557,8360036
2021-02,45,1058,9833759
2021-02,50,1607,8917879
2021-02,55,2228,7902057
2021-02,60,3188,7411643
2021-02,65,5673,8095096
2021-02,70,10713,9425871
2021-02,75,13115,6898342
2021-02,80,18490,5458724
2021-02,85,24391,3793986
2021-02,90,21803,1845490
2021-02,95,10851,514498
2021-02,100,2696,82562
2021-03,0,149,4467117
2021-03,5,20,5083764
2021-03,10,37,5371772
2021-03,15,88,5643715
2021-03,20,202,6289463
2021-03,25,220,6382867
2021-03,30,248,6641664
2021-03,35,384,7432734
2021-03,40,634,8336043
2021-03,45,1228,9824302
2021-03,50,1730,8961797
2021-03,55,2323,7888413
2021-03,60,3317,7406763
2021-03,65,6009,8066952
2021-03,70,11343,9470929
2021-03,75,13502,6864387
2021-03,80,19119,5470657
2021-03,85,25031,3804297
2021-03,90,22647,1852649
2021-03,95,11256,517514
2021-03,100,2885,82958
2021-04,0,153,4454452
2021-04,5,32,5077083
2021-04,10,30,5370167
2021-04,15,109,5632840
2021-04,20,205,6284082
2021-04,25,191,6381929
2021-04,30,249,6627737
2021-04,35,409,7420411
2021-04,40,531,8309605
2021-04,45,1129,9812848
2021-04,50,1645,9011226
2021-04,55,2237,7872940
2021-04,60,3311,7402015
2021-04,65,5736,8035979
2021-04,70,10937,9517598
2021-04,75,13100,6828755
2021-04,80,18324,5484159
2021-04,85,23661,3815528
2021-04,90,21531,1860600
2021-04,95,10771,520820
2021-04,100,2749,83357
2021-05,0,153,4442455
2021-05,5,23,5070413
2021-05,10,35,5368374
