outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
case,JUN 2022,202224,80+,vaccinated,8666,4890816.8,3135,572311.55,177.1892171,547.7785657,3.091489282,,,,,,,,1
case,JUN 2022,202224,80+,vax with updated booster,,,3135,572311.55,,547.7785657,,,,,,,,,1
case,JUN 2022,202224,all_ages,vaccinated,140751,86566467.1,81315,23803156.85,,,,164.1892814,379.6581643,2.312320032,176.7493786,403.724361,2.284162831,,1
case,JUN 2022,202224,all_ages,vax with updated booster,,,81315,23803156.85,,,,,379.6581643,,,403.724361,,,1
case,JUN 2022,202225,12-17,vaccinated,4795,6584478,4705,4399708,72.82278109,106.938915,1.468481613,,,,,,,,0
case,JUN 2022,202225,12-17,vax with updated booster,,,4705,4399708,,106.938915,,,,,,,,,0
case,JUN 2022,202225,18-29,vaccinated,25607,14936705,24289,8155994,171.4367392,297.8055158,1.737116076,,,,,,,,1
case,JUN 2022,202225,18-29,vax with updated booster,,,24289,8155994,,297.8055158,,,,,,,,,1
case,JUN 2022,202225,30-49,vaccinated,50949,27222625,33717,9221452.85,187.1568227,365.6365277,1.953637182,,,,,,,,1
case,JUN 2022,202225,30-49,vax with updated booster,,,33717,9221452.85,,365.6365277,,,,,,,,,1
case,JUN 2022,202225,5-11,vaccinated,3252,3646863,7126,9222235,89.17252993,77.26977246,0.8665199083,,,,,,,,0
case,JUN 2022,202225,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,JUN 2022,202225,50-64,vaccinated,39511,22735871,18568,4456523.4,173.7826539,416.6476496,2.397521504,,,,,,,,1
case,JUN 2022,202225,50-64,vax with updated booster,,,18568,4456523.4,,416.6476496,,,,,,,,,1
case,JUN 2022,202225,65-79,vaccinated,27089,16841572.3,10243,1344298.05,160.8460274,761.9590016,4.737195029,,,,,,,,1
case,JUN 2022,202225,65-79,vax with updated booster,,,10243,1344298.05,,761.9590016,,,,,,,,,1
case,JUN 2022,202225,80+,vaccinated,9281,4895676.8,3503,570625.55,189.575423,613.8876887,3.238224023,,,,,,,,1
case,JUN 2022,202225,80+,vax with updated booster,,,3503,570625.55,,613.8876887,,,,,,,,,1
case,JUN 2022,202225,all_ages,vaccinated,152437,86632450.1,90320,23748893.85,,,,177.8741479,422.1362757,2.373230065,176.7493786,403.724361,2.284162831,,1
case,JUN 2022,202225,all_ages,vax with updated booster,,,90320,23748893.85,,,,,422.1362757,,,403.724361,,,1
case,JUN 2022,202226,12-17,vaccinated,5015,6593199,5217,4388936,76.06322818,118.8670785,1.562740385,,,,,,,,0
case,JUN 2022,202226,12-17,vax with updated booster,,,5217,4388936,,118.8670785,,,,,,,,,0
case,JUN 2022,202226,18-29,vaccinated,28352,14951467,27535,8134659,189.6268774,338.4899109,1.785031297,,,,,,,,1
case,JUN 2022,202226,18-29,vax with updated booster,,,27535,8134659,,338.4899109,,,,,,,,,1
case,JUN 2022,202226,30-49,vaccinated,54541,27237351,37871,9201678.85,200.2434084,411.5662002,2.055329579,,,,,,,,1
case,JUN 2022,202226,30-49,vax with updated booster,,,37871,9201678.85,,411.5662002,,,,,,,,,1
case,JUN 2022,202226,5-11,vaccinated,3175,3662309,8053,9200421,86.6939409,87.52860331,1.00962769,,,,,,,,0
case,JUN 2022,202226,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,JUN 2022,202226,50-64,vaccinated,43330,22750329,20388,4447495.4,190.4587841,458.4153139,2.406900349,,,,,,,,1
case,JUN 2022,202226,50-64,vax with updated booster,,,20388,4447495.4,,458.4153139,,,,,,,,,1
case,JUN 2022,202226,65-79,vaccinated,30542,16853292.3,11466,1341868.05,181.2227514,854.4804387,4.715083687,,,,,,,,1
case,JUN 2022,202226,65-79,vax with updated booster,,,11466,1341868.05,,854.4804387,,,,,,,,,1
case,JUN 2022,202226,80+,vaccinated,10275,4899713.8,3890,569167.55,209.7061261,683.4542834,3.259104996,,,,,,,,1
case,JUN 2022,202226,80+,vax with updated booster,,,3890,569167.55,,683.4542834,,,,,,,,,1
case,JUN 2022,202226,all_ages,vaccinated,167040,86692153.1,101150,23694868.85,,,,194.017256,472.9950951,2.4379022,176.7493786,403.724361,2.284162831,,1
case,JUN 2022,202226,all_ages,vax with updated booster,,,101150,23694868.85,,,,,472.9950951,,,403.724361,,,1
case,JUL 2022,202227,12-17,vaccinated,4742,6601955,5745,4380068,71.82720876,131.1623473,1.826081641,,,,,,,,0
case,JUL 2022,202227,12-17,vax with updated booster,,,5745,4380068,,131.1623473,,,,,,,,,0
case,JUL 2022,202227,18-29,vaccinated,29039,14964949,29676,8117143,194.0467689,365.5966145,1.884064427,,,,,,,,1
case,JUL 2022,202227,18-29,vax with updated booster,,,29676,8117143,,365.5966145,,,,,,,,,1
case,JUL 2022,202227,30-49,vaccinated,56323,27250525,40360,9185556.85,206.6859262,439.3854467,2.125860501,,,,,,,,1
case,JUL 2022,202227,30-49,vax with updated booster,,,40360,9185556.85,,439.3854467,,,,,,,,,1
case,JUL 2022,202227,5-11,vaccinated,3058,3677316,8603,9182166,83.15847754,93.69249042,1.126673951,,,,,,,,0
case,JUL 2022,202227,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,JUL 2022,202227,50-64,vaccinated,44868,22763191,22103,4439580.4,197.1076902,497.8623656,2.525839377,,,,,,,,1
case,JUL 2022,202227,50-64,vax with updated booster,,,22103,4439580.4,,497.8623656,,,,,,,,,1
case,JUL 2022,202227,65-79,vaccinated,31841,16863389.3,12413,1339774.05,188.8173216,926.4995094,4.906856541,,,,,,,,1
case,JUL 2022,202227,65-79,vax with updated booster,,,12413,1339774.05,,926.4995094,,,,,,,,,1
case,JUL 2022,202227,80+,vaccinated,10829,4903279.8,4217,568112.55,220.8521733,742.2824931,3.360992478,,,,,,,,1
case,JUL 2022,202227,80+,vax with updated booster,,,4217,568112.55,,742.2824931,,,,,,,,,1
case,JUL 2022,202227,all_ages,vaccinated,172900,86745334.1,108769,23650166.85,,,,200.4208276,509.9429936,2.544361281,205.3183611,557.1899947,2.713785517,,1
case,JUL 2022,202227,all_ages,vax with updated booster,,,108769,23650166.85,,,,,509.9429936,,,557.1899947,,,1
case,JUL 2022,202228,12-17,vaccinated,5270,6610596,6728,4369360,79.72049721,153.9813611,1.931515313,,,,,,,,0
case,JUL 2022,202228,12-17,vax with updated booster,,,6728,4369360,,153.9813611,,,,,,,,,0
case,JUL 2022,202228,18-29,vaccinated,30081,14978601,32820,8094835,200.8264991,405.4437181,2.018875596,,,,,,,,1
case,JUL 2022,202228,18-29,vax with updated booster,,,32820,8094835,,405.4437181,,,,,,,,,1
case,JUL 2022,202228,30-49,vaccinated,58519,27263231,45050,9164795.85,214.6444051,491.5548664,2.290089351,,,,,,,,1
case,JUL 2022,202228,30-49,vax with updated booster,,,45050,9164795.85,,491.5548664,,,,,,,,,1
case,JUL 2022,202228,5-11,vaccinated,3415,3692887,10344,9159696,92.47507438,112.9295121,1.221188659,,,,,,,,0
case,JUL 2022,202228,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,JUL 2022,202228,50-64,vaccinated,48276,22774652,24406,4429147.4,211.9725035,551.0315597,2.599542633,,,,,,,,1
case,JUL 2022,202228,50-64,vax with updated booster,,,24406,4429147.4,,551.0315597,,,,,,,,,1
case,JUL 2022,202228,65-79,vaccinated,34542,16872229.3,13583,1336688.05,204.7269474,1016.168282,4.963529694,,,,,,,,1
case,JUL 2022,202228,65-79,vax with updated booster,,,13583,1336688.05,,1016.168282,,,,,,,,,1
case,JUL 2022,202228,80+,vaccinated,12006,4906420.8,4567,566682.55,244.6997616,805.918587,3.293499682,,,,,,,,1
case,JUL 2022,202228,80+,vax with updated booster,,,4567,566682.55,,805.918587,,,,,,,,,1
case,JUL 2022,202228,all_ages,vaccinated,183424,86795134.1,120426,23592148.85,,,,211.2308266,564.8711483,2.674188978,205.3183611,557.1899947,2.713785517,,1
case,JUL 2022,202228,all_ages,vax with updated booster,,,120426,23592148.85,,,,,564.8711483,,,557.1899947,,,1
case,JUL 2022,202229,12-17,vaccinated,5411,6617677,7186,4357935,81.76585228,164.8946118,2.016668416,,,,,,,,0
case,JUL 2022,202229,12-17,vax with updated booster,,,7186,4357935,,164.8946118,,,,,,,,,0
case,JUL 2022,202229,18-29,vaccinated,29504,14990639,33484,8072167,196.8161597,414.8080683,2.107591515,,,,,,,,1
case,JUL 2022,202229,18-29,vax with updated booster,,,33484,8072167,,414.8080683,,,,,,,,,1
case,JUL 2022,202229,30-49,vaccinated,58713,27274607,46918,9142455.85,215.2661631,513.1881495,2.383970347,,,,,,,,1
case,JUL 2022,202229,30-49,vax with updated booster,,,46918,9142455.85,,513.1881495,,,,,,,,,1
case,JUL 2022,202229,5-11,vaccinated,3591,3705877,11422,9132441,96.90013997,125.0706137,1.290716543,,,,,,,,0
case,JUL 2022,202229,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,JUL 2022,202229,50-64,vaccinated,48731,22784986,25707,4416459.4,213.8732936,582.0725987,2.721576822,,,,,,,,1
case,JUL 2022,202229,50-64,vax with updated booster,,,25707,4416459.4,,582.0725987,,,,,,,,,1
case,JUL 2022,202229,65-79,vaccinated,35403,16879389.3,14077,1332385.05,209.7410005,1056.526415,5.037290812,,,,,,,,1
case,JUL 2022,202229,65-79,vax with updated booster,,,14077,1332385.05,,1056.526415,,,,,,,,,1
case,JUL 2022,202229,80+,vaccinated,12335,4908771.8,4999,564900.55,251.284853,884.9345252,3.521638948,,,,,,,,1
case,JUL 2022,202229,80+,vax with updated booster,,,4999,564900.55,,884.9345252,,,,,,,,,1
case,JUL 2022,202229,all_ages,vaccinated,184686,86838393.1,125185,23528367.85,,,,211.9300926,590.683367,2.78716137,205.3183611,557.1899947,2.713785517,,1
case,JUL 2022,202229,all_ages,vax with updated booster,,,125185,23528367.85,,,,,590.683367,,,557.1899947,,,1
case,JUL 2022,202230,12-17,vaccinated,5051,6625273,6973,4346120,76.23836784,160.4419574,2.104477863,,,,,,,,0
case,JUL 2022,202230,12-17,vax with updated booster,,,6973,4346120,,160.4419574,,,,,,,,,0
case,JUL 2022,202230,18-29,vaccinated,27494,15004241,31495,8051265,183.2415248,391.1807648,2.134782305,,,,,,,,1
case,JUL 2022,202230,18-29,vax with updated booster,,,31495,8051265,,391.1807648,,,,,,,,,1
case,JUL 2022,202230,30-49,vaccinated,54168,27287565,44329,9121735.85,198.5080017,485.9710995,2.44811844,,,,,,,,1
case,JUL 2022,202230,30-49,vax with updated booster,,,44329,9121735.85,,485.9710995,,,,,,,,,1
case,JUL 2022,202230,5-11,vaccinated,3345,3720518,11346,9104587,89.90683555,124.6185027,1.386084851,,,,,,,,0
case,JUL 2022,202230,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,JUL 2022,202230,50-64,vaccinated,45965,22799905,24331,4404957.4,201.6017172,552.3549445,2.739832538,,,,,,,,1
case,JUL 2022,202230,50-64,vax with updated booster,,,24331,4404957.4,,552.3549445,,,,,,,,,1
case,JUL 2022,202230,65-79,vaccinated,33480,16890700.3,13606,1328551.05,198.2155826,1024.123236,5.166714051,,,,,,,,1
case,JUL 2022,202230,65-79,vax with updated booster,,,13606,1328551.05,,1024.123236,,,,,,,,,1
case,JUL 2022,202230,80+,vaccinated,11820,4912279.8,4883,563182.55,240.6214727,867.0368072,3.603322668,,,,,,,,1
case,JUL 2022,202230,80+,vax with updated booster,,,4883,563182.55,,867.0368072,,,,,,,,,1
case,JUL 2022,202230,all_ages,vaccinated,172927,86894691.1,118644,23469691.85,,,,197.6949284,563.5042997,2.850373068,205.3183611,557.1899947,2.713785517,,1
case,JUL 2022,202230,all_ages,vax with updated booster,,,118644,23469691.85,,,,,563.5042997,,,557.1899947,,,1
case,AUG 2022,202231,0.5-4,vaccinated,30,11880,14058,5644859,252.5252525,249.0407643,0.9862014268,,,,,,,,0
case,AUG 2022,202231,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202231,12-17,vaccinated,4923,6632759,6969,4333927,74.2225068,160.8010472,2.166472868,,,,,,,,0
case,AUG 2022,202231,12-17,vax with updated booster,,,6969,4333927,,160.8010472,,,,,,,,,0
case,AUG 2022,202231,18-29,vaccinated,25335,15017723,29125,8030002,168.7006745,362.7022758,2.149975255,,,,,,,,1
case,AUG 2022,202231,18-29,vax with updated booster,,,29125,8030002,,362.7022758,,,,,,,,,1
case,AUG 2022,202231,30-49,vaccinated,49177,27300542,41027,9101927.85,180.1319549,450.7506616,2.502335923,,,,,,,,1
case,AUG 2022,202231,30-49,vax with updated booster,,,41027,9101927.85,,450.7506616,,,,,,,,,1
case,AUG 2022,202231,5-11,vaccinated,3278,3737799,11469,9076412,87.69866973,126.3605046,1.440848589,,,,,,,,0
case,AUG 2022,202231,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202231,50-64,vaccinated,41596,22817923,22348,4395431.4,182.2952948,508.4370103,2.78908466,,,,,,,,1
case,AUG 2022,202231,50-64,vax with updated booster,,,22348,4395431.4,,508.4370103,,,,,,,,,1
case,AUG 2022,202231,65-79,vaccinated,30364,16905939.3,12547,1325669.05,179.6055189,946.4654847,5.269690434,,,,,,,,1
case,AUG 2022,202231,65-79,vax with updated booster,,,12547,1325669.05,,946.4654847,,,,,,,,,1
case,AUG 2022,202231,80+,vaccinated,10941,4916581.8,4419,561970.55,222.5326547,786.3401383,3.533594381,,,,,,,,1
case,AUG 2022,202231,80+,vax with updated booster,,,4419,561970.55,,786.3401383,,,,,,,,,1
case,AUG 2022,202231,all_ages,vaccinated,157413,86958709.1,109466,23415000.85,,,,179.9419174,520.6189384,2.893261036,149.4628796,433.2020967,2.898392551,,1
case,AUG 2022,202231,all_ages,vax with updated booster,,,109466,23415000.85,,,,,520.6189384,,,433.2020967,,,1
case,AUG 2022,202232,0.5-4,vaccinated,62,37993,13353,5598297,163.1879557,238.5189639,1.461621128,,,,,,,,0
case,AUG 2022,202232,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202232,12-17,vaccinated,5441,6639745,9241,4321976.65,81.9459181,213.8142047,2.609211168,,,,,,,,1
case,AUG 2022,202232,12-17,vax with updated booster,,,9241,4321976.65,,213.8142047,,,,,,,,,1
case,AUG 2022,202232,18-29,vaccinated,22032,15030446,25899,8008515,146.5824767,323.3932883,2.206220659,,,,,,,,1
case,AUG 2022,202232,18-29,vax with updated booster,,,25899,8008515,,323.3932883,,,,,,,,,1
case,AUG 2022,202232,30-49,vaccinated,43769,27312212,36514,9082658.85,160.2543214,402.0188428,2.508630277,,,,,,,,1
case,AUG 2022,202232,30-49,vax with updated booster,,,36514,9082658.85,,402.0188428,,,,,,,,,1
case,AUG 2022,202232,5-11,vaccinated,3372,3755375,14916,9049040,89.79129914,164.8351648,1.83575877,,,,,,,,0
case,AUG 2022,202232,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202232,50-64,vaccinated,36771,22832771,20071,4386947.4,161.0448421,457.5163131,2.840924969,,,,,,,,1
case,AUG 2022,202232,50-64,vax with updated booster,,,20071,4386947.4,,457.5163131,,,,,,,,,1
case,AUG 2022,202232,65-79,vaccinated,27462,16919303.3,11298,1323354.05,162.3116479,853.7397834,5.259879956,,,,,,,,1
case,AUG 2022,202232,65-79,vax with updated booster,,,11298,1323354.05,,853.7397834,,,,,,,,,1
case,AUG 2022,202232,80+,vaccinated,10412,4920554.8,4109,560945.55,211.6021551,732.5131646,3.461747184,,,,,,,,1
case,AUG 2022,202232,80+,vax with updated booster,,,4109,560945.55,,732.5131646,,,,,,,,,1
case,AUG 2022,202232,all_ages,vaccinated,140446,87015287.1,97891,23362420.85,,,,160.0293757,467.734868,2.922806303,149.4628796,433.2020967,2.898392551,,1
case,AUG 2022,202232,all_ages,vax with updated booster,,,97891,23362420.85,,,,,467.734868,,,433.2020967,,,1
case,AUG 2022,202233,0.5-4,vaccinated,81,58487,12396,5555207,138.4923145,223.1419999,1.611222981,,,,,,,,0
case,AUG 2022,202233,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202233,12-17,vaccinated,6682,6647447,13313,4312156.65,100.5197935,308.7318268,3.071353571,,,,,,,,1
case,AUG 2022,202233,12-17,vax with updated booster,,,13313,4312156.65,,308.7318268,,,,,,,,,1
case,AUG 2022,202233,18-29,vaccinated,19240,15043731,22982,7987945,127.8938051,287.7085408,2.249589342,,,,,,,,1
case,AUG 2022,202233,18-29,vax with updated booster,,,22982,7987945,,287.7085408,,,,,,,,,1
case,AUG 2022,202233,30-49,vaccinated,39250,27323690,33213,9064486.85,143.6482408,366.4079451,2.550730473,,,,,,,,1
case,AUG 2022,202233,30-49,vax with updated booster,,,33213,9064486.85,,366.4079451,,,,,,,,,1
case,AUG 2022,202233,5-11,vaccinated,3677,3773323,19337,9025313,97.44726333,214.2529572,2.198655456,,,,,,,,0
case,AUG 2022,202233,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202233,50-64,vaccinated,33469,22844491,17978,4379291.4,146.5079699,410.5230358,2.802052585,,,,,,,,1
case,AUG 2022,202233,50-64,vax with updated booster,,,17978,4379291.4,,410.5230358,,,,,,,,,1
case,AUG 2022,202233,65-79,vaccinated,25159,16928441.3,10378,1321374.05,148.6197078,785.3945671,5.284592324,,,,,,,,1
case,AUG 2022,202233,65-79,vax with updated booster,,,10378,1321374.05,,785.3945671,,,,,,,,,1
case,AUG 2022,202233,80+,vaccinated,9686,4923370.8,3803,559965.55,196.7351311,679.1489226,3.452097847,,,,,,,,1
case,AUG 2022,202233,80+,vax with updated booster,,,3803,559965.55,,679.1489226,,,,,,,,,1
case,AUG 2022,202233,all_ages,vaccinated,126804,87063724.1,88354,23313062.85,,,,143.835427,424.9078818,2.954125355,149.4628796,433.2020967,2.898392551,,1
case,AUG 2022,202233,all_ages,vax with updated booster,,,88354,23313062.85,,,,,424.9078818,,,433.2020967,,,1
case,AUG 2022,202234,0.5-4,vaccinated,85,78909,10856,5515484,107.7190181,196.8276945,1.827232535,,,,,,,,0
case,AUG 2022,202234,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202234,12-17,vaccinated,7462,6654989,15188,4303491.65,112.1264062,352.922725,3.147543356,,,,,,,,1
case,AUG 2022,202234,12-17,vax with updated booster,,,15188,4303491.65,,352.922725,,,,,,,,,1
case,AUG 2022,202234,18-29,vaccinated,19459,15057381,22490,7969091,129.2323014,282.2153744,2.183783553,,,,,,,,1
case,AUG 2022,202234,18-29,vax with updated booster,,,22490,7969091,,282.2153744,,,,,,,,,1
case,AUG 2022,202234,30-49,vaccinated,37335,27335265,31475,9048152.85,136.5818111,347.8610554,2.546906156,,,,,,,,1
case,AUG 2022,202234,30-49,vax with updated booster,,,31475,9048152.85,,347.8610554,,,,,,,,,1
case,AUG 2022,202234,5-11,vaccinated,3484,3792268,17255,9005133,91.87114413,191.612939,2.085670542,,,,,,,,0
case,AUG 2022,202234,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202234,50-64,vaccinated,31917,22854431,16949,4372581.4,139.653444,387.6199995,2.775584965,,,,,,,,1
case,AUG 2022,202234,50-64,vax with updated booster,,,16949,4372581.4,,387.6199995,,,,,,,,,1
case,AUG 2022,202234,65-79,vaccinated,24135,16935265.3,9616,1319594.05,142.5132679,728.7089541,5.113270961,,,,,,,,1
case,AUG 2022,202234,65-79,vax with updated booster,,,9616,1319594.05,,728.7089541,,,,,,,,,1
case,AUG 2022,202234,80+,vaccinated,9592,4925543.8,3417,559190.55,194.7399189,611.0618286,3.137835489,,,,,,,,1
case,AUG 2022,202234,80+,vax with updated booster,,,3417,559190.55,,611.0618286,,,,,,,,,1
case,AUG 2022,202234,all_ages,vaccinated,122438,87107886.1,83947,23268609.85,,,,138.9733268,401.2911004,2.887540433,149.4628796,433.2020967,2.898392551,,1
case,AUG 2022,202234,all_ages,vax with updated booster,,,83947,23268609.85,,,,,401.2911004,,,433.2020967,,,1
case,AUG 2022,202235,0.5-4,vaccinated,96,96350,8762,5479384,99.63674105,159.9084861,1.604914858,,,,,,,,0
case,AUG 2022,202235,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202235,12-17,vaccinated,6489,6661957,12099,4296165.65,97.40381092,281.6232191,2.891295694,,,,,,,,1
case,AUG 2022,202235,12-17,vax with updated booster,,,12099,4296165.65,,281.6232191,,,,,,,,,1
case,AUG 2022,202235,18-29,vaccinated,18304,15070391,19999,7951566,121.4567027,251.5102057,2.07078078,,,,,,,,1
case,AUG 2022,202235,18-29,vax with updated booster,,,19999,7951566,,251.5102057,,,,,,,,,1
case,AUG 2022,202235,30-49,vaccinated,32510,27345905,26699,9033103.85,118.8843448,295.5683942,2.486184322,,,,,,,,1
case,AUG 2022,202235,30-49,vax with updated booster,,,26699,9033103.85,,295.5683942,,,,,,,,,1
case,AUG 2022,202235,5-11,vaccinated,2731,3810310,11745,8988319,71.67395829,130.6695946,1.823111179,,,,,,,,0
case,AUG 2022,202235,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,AUG 2022,202235,50-64,vaccinated,28232,22862850,14573,4366733.4,123.4841675,333.7277243,2.702595247,,,,,,,,1
case,AUG 2022,202235,50-64,vax with updated booster,,,14573,4366733.4,,333.7277243,,,,,,,,,1
case,AUG 2022,202235,65-79,vaccinated,22321,16940978.3,8607,1318202.05,131.757444,652.9348062,4.955581911,,,,,,,,1
case,AUG 2022,202235,65-79,vax with updated booster,,,8607,1318202.05,,652.9348062,,,,,,,,,1
case,AUG 2022,202235,80+,vaccinated,8734,4927457.8,3163,558560.55,177.2516449,566.2770133,3.194763094,,,,,,,,1
case,AUG 2022,202235,80+,vax with updated booster,,,3163,558560.55,,566.2770133,,,,,,,,,1
case,AUG 2022,202235,all_ages,vaccinated,110101,87147582.1,73041,23228165.85,,,,124.6046648,350.7269506,2.814717662,149.4628796,433.2020967,2.898392551,,1
case,AUG 2022,202235,all_ages,vax with updated booster,,,73041,23228165.85,,,,,350.7269506,,,433.2020967,,,1
case,SEP 2022,202236,0.5-4,vaccinated,109,111449,7139,5453933,97.80258235,130.8963641,1.338373292,,,,,,,,0
case,SEP 2022,202236,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202236,12-17,vaccinated,4624,6668382,7327,4291484.65,69.34215826,170.7334547,2.462188356,,,,,,,,1
case,SEP 2022,202236,12-17,vax with updated booster,,,7327,4291484.65,,170.7334547,,,,,,,,,1
case,SEP 2022,202236,18-29,vaccinated,15200,15082378,15331,7939727,100.7798638,193.0922814,1.915980774,,,,,,,,1
case,SEP 2022,202236,18-29,vax with updated booster,,,15331,7939727,,193.0922814,,,,,,,,,1
case,SEP 2022,202236,30-49,vaccinated,27526,27356171,20569,9022221.85,100.6208069,227.9815365,2.265749436,,,,,,,,1
case,SEP 2022,202236,30-49,vax with updated booster,,,20569,9022221.85,,227.9815365,,,,,,,,,1
case,SEP 2022,202236,5-11,vaccinated,2044,3827344,7723,8977505,53.40518124,86.02612864,1.610819899,,,,,,,,0
case,SEP 2022,202236,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202236,50-64,vaccinated,23857,22870075,11746,4363555.4,104.3153553,269.1841612,2.580484535,,,,,,,,1
case,SEP 2022,202236,50-64,vax with updated booster,,,11746,4363555.4,,269.1841612,,,,,,,,,1
case,SEP 2022,202236,65-79,vaccinated,19468,16945587.3,7399,1317786.05,114.8853661,561.4720235,4.887237102,,,,,,,,1
case,SEP 2022,202236,65-79,vax with updated booster,,,7399,1317786.05,,561.4720235,,,,,,,,,1
case,SEP 2022,202236,80+,vaccinated,8006,4928938.8,2965,558343.55,162.4284724,531.035059,3.269347123,,,,,,,,1
case,SEP 2022,202236,80+,vax with updated booster,,,2965,558343.55,,531.035059,,,,,,,,,1
case,SEP 2022,202236,all_ages,vaccinated,94057,87183150.1,58010,23201633.85,,,,105.9665463,284.1939126,2.681921065,96.91775239,246.3573562,2.541921888,,1
case,SEP 2022,202236,all_ages,vax with updated booster,,,58010,23201633.85,,,,,284.1939126,,84.47162794,246.3573562,2.91645091,1.147340885,1
case,SEP 2022,202237,0.5-4,vaccinated,163,125218,6743,5423663,130.1729783,124.3255711,0.9550797156,,,,,,,,0
case,SEP 2022,202237,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202237,12-17,vaccinated,5020,6674261,6748,4286580.65,75.21431961,157.4215103,2.092972603,,,,,,,,1
case,SEP 2022,202237,12-17,vax with updated booster,,,6748,4286580.65,,157.4215103,,,,,,,,,1
case,SEP 2022,202237,18-29,vaccinated,13434,15093239,13576,7926233,89.00674004,171.2793454,1.924341296,,,,,,,,1
case,SEP 2022,202237,18-29,vax with updated booster,,,13576,7926233,,171.2793454,,,,,,,,,1
case,SEP 2022,202237,30-49,vaccinated,26104,27365818,18515,9007299.85,95.3890726,205.5554973,2.154916614,,,,,,,,1
case,SEP 2022,202237,30-49,vax with updated booster,,,18515,9007299.85,,205.5554973,,,,,,,,,1
case,SEP 2022,202237,5-11,vaccinated,2533,3843724,7724,8966668,65.89963275,86.14125113,1.307158288,,,,,,,,0
case,SEP 2022,202237,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202237,50-64,vaccinated,23182,22875920,10770,4358027.4,101.3380008,247.130158,2.438672127,,,,,,,,1
case,SEP 2022,202237,50-64,vax with updated booster,,,10770,4358027.4,,247.130158,,,,,,,,,1
case,SEP 2022,202237,65-79,vaccinated,18813,16949365.3,6844,1317317.05,110.9953067,519.5408349,4.680745973,,,,,,,,1
case,SEP 2022,202237,65-79,vax with updated booster,,,6844,1317317.05,,519.5408349,,,,,,,,,1
case,SEP 2022,202237,80+,vaccinated,7638,4930168.8,2767,557970.55,154.9237016,495.9043089,3.200958303,,,,,,,,1
case,SEP 2022,202237,80+,vax with updated booster,,,2767,557970.55,,495.9043089,,,,,,,,,1
case,SEP 2022,202237,all_ages,vaccinated,89171,87214511.1,52472,23166847.85,,,,99.84502638,258.9597682,2.593617104,96.91775239,246.3573562,2.541921888,,1
case,SEP 2022,202237,all_ages,vax with updated booster,,,52472,23166847.85,,,,,258.9597682,,84.47162794,246.3573562,2.91645091,1.147340885,1
case,SEP 2022,202238,0.5-4,vaccinated,134,134568,5768,5221322,99.57790857,110.470107,1.109383683,,,,,,,,0
case,SEP 2022,202238,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202238,12-17,vaccinated,4641,6480214,5746,4180074.65,71.61800521,137.4616599,1.919372922,,,,,,,,1
case,SEP 2022,202238,12-17,vax with updated booster,1,5214,5746,4180074.65,19.1791331,137.4616599,7.167250948,,,,,,,,1
case,SEP 2022,202238,18-29,vaccinated,11564,14676974,10755,7768176,78.79008302,138.4494893,1.757194357,,,,,,,,1
case,SEP 2022,202238,18-29,vax with updated booster,16,16866,10755,7768176,94.8654097,138.4494893,1.459430679,,,,,,,,1
case,SEP 2022,202238,30-49,vaccinated,24824,26706737,16459,8821043.85,92.95032935,186.5878946,2.007393582,,,,,,,,1
case,SEP 2022,202238,30-49,vax with updated booster,64,64645,16459,8821043.85,99.00224302,186.5878946,1.884683507,,,,,,,,1
case,SEP 2022,202238,5-11,vaccinated,2160,3745407,6036,8726192,57.67063499,69.17106568,1.199415711,,,,,,,,0
case,SEP 2022,202238,5-11,vax with updated booster,,,,,,,,,,,,,,,0
