cause,date,age,dead
R,2012-06,75,579
R,2012-06,85,1538
R,2012-07,0,210
R,2012-07,1,20
R,2012-07,15,43
R,2012-07,25,88
R,2012-07,35,113
R,2012-07,45,199
R,2012-07,55,282
R,2012-07,65,260
R,2012-07,75,596
R,2012-07,85,1580
R,2012-08,0,194
R,2012-08,1,22
R,2012-08,15,46
R,2012-08,25,95
R,2012-08,35,121
R,2012-08,45,212
R,2012-08,55,243
R,2012-08,65,313
R,2012-08,75,581
R,2012-08,85,1679
R,2012-09,0,193
R,2012-09,1,21
R,2012-09,15,47
R,2012-09,25,82
R,2012-09,35,117
R,2012-09,45,186
R,2012-09,55,269
R,2012-09,65,309
R,2012-09,75,560
R,2012-09,85,1597
R,2012-10,0,247
R,2012-10,1,26
R,2012-10,15,62
R,2012-10,25,100
R,2012-10,35,113
R,2012-10,45,222
R,2012-10,55,263
R,2012-10,65,277
R,2012-10,75,595
R,2012-10,85,1711
R,2012-11,0,257
R,2012-11,1,26
R,2012-11,5,12
R,2012-11,15,68
R,2012-11,25,122
R,2012-11,35,116
R,2012-11,45,220
R,2012-11,55,274
R,2012-11,65,327
R,2012-11,75,619
R,2012-11,85,1786
R,2012-12,0,263
R,2012-12,1,23
R,2012-12,5,16
R,2012-12,15,64
R,2012-12,25,144
R,2012-12,35,175
R,2012-12,45,275
R,2012-12,55,371
R,2012-12,65,369
R,2012-12,75,698
R,2012-12,85,1972
R,2013-01,0,241
R,2013-01,1,16
R,2013-01,15,39
R,2013-01,25,65
R,2013-01,35,90
R,2013-01,45,163
R,2013-01,55,239
R,2013-01,65,344
R,2013-01,75,746
R,2013-01,85,2200
R,2013-02,0,203
R,2013-02,1,18
R,2013-02,15,36
R,2013-02,25,58
R,2013-02,35,78
R,2013-02,45,149
R,2013-02,55,234
R,2013-02,65,286
R,2013-02,75,589
R,2013-02,85,1793
R,2013-03,0,230
R,2013-03,1,18
R,2013-03,5,10
R,2013-03,15,59
R,2013-03,25,75
R,2013-03,35,90
R,2013-03,45,173
R,2013-03,55,238
R,2013-03,65,295
R,2013-03,75,686
R,2013-03,85,1838
R,2013-04,0,208
R,2013-04,1,22
R,2013-04,15,42
R,2013-04,25,66
R,2013-04,35,82
R,2013-04,45,167
R,2013-04,55,258
R,2013-04,65,322
R,2013-04,75,605
R,2013-04,85,1712
R,2013-05,0,229
R,2013-05,1,14
R,2013-05,15,41
R,2013-05,25,60
R,2013-05,35,108
R,2013-05,45,147
R,2013-05,55,232
R,2013-05,65,292
R,2013-05,75,524
R,2013-05,85,1605
R,2013-06,0,214
R,2013-06,1,30
R,2013-06,15,56
R,2013-06,25,91
R,2013-06,35,95
R,2013-06,45,162
R,2013-06,55,224
R,2013-06,65,273
R,2013-06,75,470
R,2013-06,85,1257
R,2013-07,0,186
R,2013-07,1,21
R,2013-07,15,54
R,2013-07,25,89
R,2013-07,35,111
R,2013-07,45,203
R,2013-07,55,243
R,2013-07,65,272
R,2013-07,75,467
R,2013-07,85,1144
R,2013-08,0,210
R,2013-08,1,19
R,2013-08,15,51
R,2013-08,25,110
R,2013-08,35,114
R,2013-08,45,162
R,2013-08,55,218
R,2013-08,65,279
R,2013-08,75,398
R,2013-08,85,1145
R,2013-09,0,232
R,2013-09,1,23
R,2013-09,5,10
R,2013-09,15,53
R,2013-09,25,75
R,2013-09,35,112
R,2013-09,45,164
R,2013-09,55,223
R,2013-09,65,237
R,2013-09,75,413
R,2013-09,85,1040
R,2013-10,0,257
R,2013-10,1,20
R,2013-10,15,59
R,2013-10,25,93
R,2013-10,35,107
R,2013-10,45,183
R,2013-10,55,270
R,2013-10,65,296
R,2013-10,75,414
R,2013-10,85,1064
R,2013-11,0,233
R,2013-11,1,31
R,2013-11,5,12
R,2013-11,15,48
R,2013-11,25,116
R,2013-11,35,108
R,2013-11,45,213
R,2013-11,55,285
R,2013-11,65,266
R,2013-11,75,386
R,2013-11,85,1113
R,2013-12,0,228
R,2013-12,1,26
R,2013-12,5,14
R,2013-12,15,61
R,2013-12,25,125
R,2013-12,35,145
R,2013-12,45,271
R,2013-12,55,301
R,2013-12,65,280
R,2013-12,75,489
R,2013-12,85,1175
R,2014-01,0,223
R,2014-01,1,16
R,2014-01,15,37
R,2014-01,25,52
R,2014-01,35,64
R,2014-01,45,172
R,2014-01,55,242
R,2014-01,65,283
R,2014-01,75,468
R,2014-01,85,1251
R,2014-02,0,205
R,2014-02,1,17
R,2014-02,15,25
R,2014-02,25,63
R,2014-02,35,54
R,2014-02,45,137
R,2014-02,55,210
R,2014-02,65,262
R,2014-02,75,467
R,2014-02,85,1086
R,2014-03,0,229
R,2014-03,1,23
R,2014-03,15,37
R,2014-03,25,67
R,2014-03,35,82
R,2014-03,45,144
R,2014-03,55,238
R,2014-03,65,279
R,2014-03,75,433
R,2014-03,85,1094
R,2014-04,0,201
R,2014-04,1,13
R,2014-04,15,30
R,2014-04,25,75
R,2014-04,35,73
R,2014-04,45,155
R,2014-04,55,236
R,2014-04,65,257
R,2014-04,75,406
R,2014-04,85,1092
R,2014-05,0,237
R,2014-05,1,18
R,2014-05,15,41
R,2014-05,25,71
R,2014-05,35,79
R,2014-05,45,168
R,2014-05,55,234
R,2014-05,65,262
R,2014-05,75,420
R,2014-05,85,1042
R,2014-06,0,203
R,2014-06,1,17
R,2014-06,15,40
R,2014-06,25,60
R,2014-06,35,85
R,2014-06,45,154
R,2014-06,55,235
R,2014-06,65,250
R,2014-06,75,430
R,2014-06,85,1034
R,2014-07,0,193
R,2014-07,1,19
R,2014-07,5,11
R,2014-07,15,42
R,2014-07,25,76
R,2014-07,35,89
R,2014-07,45,155
R,2014-07,55,234
R,2014-07,65,267
R,2014-07,75,413
R,2014-07,85,945
R,2014-08,0,212
R,2014-08,1,26
R,2014-08,15,37
R,2014-08,25,77
R,2014-08,35,107
R,2014-08,45,159
R,2014-08,55,237
R,2014-08,65,279
R,2014-08,75,394
R,2014-08,85,924
R,2014-09,0,232
R,2014-09,1,15
R,2014-09,15,51
R,2014-09,25,104
R,2014-09,35,99
R,2014-09,45,184
R,2014-09,55,218
R,2014-09,65,265
R,2014-09,75,404
R,2014-09,85,1005
R,2014-10,0,258
R,2014-10,1,13
R,2014-10,15,37
R,2014-10,25,75
R,2014-10,35,91
R,2014-10,45,207
R,2014-10,55,271
R,2014-10,65,292
R,2014-10,75,412
R,2014-10,85,1039
R,2014-11,0,254
R,2014-11,1,28
R,2014-11,15,53
R,2014-11,25,114
R,2014-11,35,146
R,2014-11,45,233
R,2014-11,55,279
R,2014-11,65,293
R,2014-11,75,451
R,2014-11,85,1138
R,2014-12,0,251
R,2014-12,1,23
R,2014-12,5,13
R,2014-12,15,84
R,2014-12,25,163
R,2014-12,35,175
R,2014-12,45,267
R,2014-12,55,353
R,2014-12,65,320
R,2014-12,75,537
R,2014-12,85,1220
R,2015-01,0,263
R,2015-01,1,22
R,2015-01,15,36
R,2015-01,25,73
R,2015-01,35,86
R,2015-01,45,177
R,2015-01,55,231
R,2015-01,65,330
R,2015-01,75,492
R,2015-01,85,1284
R,2015-02,0,240
R,2015-02,1,17
R,2015-02,15,31
R,2015-02,25,63
R,2015-02,35,69
R,2015-02,45,159
R,2015-02,55,215
R,2015-02,65,287
R,2015-02,75,412
R,2015-02,85,1077
R,2015-03,0,234
R,2015-03,1,17
R,2015-03,15,31
R,2015-03,25,68
R,2015-03,35,96
R,2015-03,45,135
R,2015-03,55,222
R,2015-03,65,287
R,2015-03,75,455
R,2015-03,85,1120
R,2015-04,0,237
R,2015-04,1,22
R,2015-04,15,60
R,2015-04,25,78
R,2015-04,35,84
R,2015-04,45,145
R,2015-04,55,242
R,2015-04,65,257
R,2015-04,75,441
R,2015-04,85,977
R,2015-05,0,240
R,2015-05,1,21
R,2015-05,5,13
R,2015-05,15,38
R,2015-05,25,73
R,2015-05,35,92
R,2015-05,45,164
R,2015-05,55,221
R,2015-05,65,271
R,2015-05,75,394
R,2015-05,85,959
R,2015-06,0,207
R,2015-06,1,24
R,2015-06,5,10
R,2015-06,15,53
R,2015-06,25,89
R,2015-06,35,104
R,2015-06,45,166
R,2015-06,55,248
R,2015-06,65,261
R,2015-06,75,330
R,2015-06,85,995
R,2015-07,0,208
R,2015-07,1,16
R,2015-07,5,15
R,2015-07,15,45
R,2015-07,25,82
R,2015-07,35,112
R,2015-07,45,158
R,2015-07,55,246
R,2015-07,65,280
R,2015-07,75,397
R,2015-07,85,966
R,2015-08,0,207
R,2015-08,1,27
R,2015-08,15,32
R,2015-08,25,88
R,2015-08,35,120
R,2015-08,45,176
R,2015-08,55,238
R,2015-08,65,286
R,2015-08,75,353
R,2015-08,85,927
R,2015-09,0,246
R,2015-09,1,20
R,2015-09,15,48
R,2015-09,25,104
R,2015-09,35,132
R,2015-09,45,177
R,2015-09,55,242
R,2015-09,65,275
R,2015-09,75,363
R,2015-09,85,903
R,2015-10,0,238
R,2015-10,1,18
R,2015-10,5,10
R,2015-10,15,49
R,2015-10,25,112
R,2015-10,35,97
R,2015-10,45,190
R,2015-10,55,269
R,2015-10,65,308
R,2015-10,75,402
R,2015-10,85,1037
R,2015-11,0,229
R,2015-11,1,23
R,2015-11,15,68
R,2015-11,25,134
R,2015-11,35,143
R,2015-11,45,224
R,2015-11,55,263
R,2015-11,65,315
R,2015-11,75,404
R,2015-11,85,988
R,2015-12,0,270
R,2015-12,1,25
R,2015-12,5,15
R,2015-12,15,61
R,2015-12,25,161
R,2015-12,35,164
R,2015-12,45,281
R,2015-12,55,320
R,2015-12,65,361
R,2015-12,75,481
R,2015-12,85,1068
R,2016-01,0,224
R,2016-01,1,22
R,2016-01,15,32
R,2016-01,25,64
R,2016-01,35,76
R,2016-01,45,145
R,2016-01,55,266
R,2016-01,65,297
R,2016-01,75,479
R,2016-01,85,1143
R,2016-02,0,214
R,2016-02,1,16
R,2016-02,15,35
R,2016-02,25,50
R,2016-02,35,91
R,2016-02,45,133
R,2016-02,55,237
R,2016-02,65,307
R,2016-02,75,460
R,2016-02,85,1000
R,2016-03,0,226
R,2016-03,1,17
R,2016-03,15,39
R,2016-03,25,70
R,2016-03,35,103
R,2016-03,45,160
R,2016-03,55,228
R,2016-03,65,286
R,2016-03,75,445
R,2016-03,85,1069
R,2016-04,0,210
R,2016-04,1,22
R,2016-04,15,47
R,2016-04,25,92
R,2016-04,35,76
R,2016-04,45,147
R,2016-04,55,264
R,2016-04,65,292
R,2016-04,75,438
R,2016-04,85,1036
R,2016-05,0,234
R,2016-05,1,25
R,2016-05,15,53
R,2016-05,25,80
R,2016-05,35,98
R,2016-05,45,152
R,2016-05,55,239
R,2016-05,65,314
R,2016-05,75,404
R,2016-05,85,1022
R,2016-06,0,243
R,2016-06,1,11
R,2016-06,15,39
R,2016-06,25,90
R,2016-06,35,104
R,2016-06,45,174
R,2016-06,55,267
R,2016-06,65,288
R,2016-06,75,388
R,2016-06,85,934
R,2016-07,0,201
R,2016-07,1,23
R,2016-07,15,63
R,2016-07,25,98
R,2016-07,35,105
R,2016-07,45,178
R,2016-07,55,255
R,2016-07,65,333
R,2016-07,75,451
R,2016-07,85,1010
R,2016-08,0,242
R,2016-08,1,19
R,2016-08,15,55
R,2016-08,25,133
R,2016-08,35,123
R,2016-08,45,185
R,2016-08,55,294
R,2016-08,65,310
R,2016-08,75,460
R,2016-08,85,981
R,2016-09,0,226
R,2016-09,1,19
R,2016-09,15,50
R,2016-09,25,123
R,2016-09,35,132
R,2016-09,45,196
R,2016-09,55,289
R,2016-09,65,278
R,2016-09,75,410
R,2016-09,85,939
R,2016-10,0,261
R,2016-10,1,24
R,2016-10,5,10
R,2016-10,15,68
R,2016-10,25,120
R,2016-10,35,135
R,2016-10,45,213
R,2016-10,55,280
R,2016-10,65,298
R,2016-10,75,470
R,2016-10,85,1087
R,2016-11,0,229
R,2016-11,1,32
R,2016-11,15,62
R,2016-11,25,122
R,2016-11,35,135
R,2016-11,45,186
R,2016-11,55,343
R,2016-11,65,314
R,2016-11,75,443
R,2016-11,85,1079
R,2016-12,0,283
R,2016-12,1,35
R,2016-12,5,12
R,2016-12,15,68
R,2016-12,25,169
R,2016-12,35,163
R,2016-12,45,261
R,2016-12,55,374
R,2016-12,65,390
R,2016-12,75,504
R,2016-12,85,1205
R,2017-01,0,236
R,2017-01,1,14
R,2017-01,15,32
R,2017-01,25,74
R,2017-01,35,81
R,2017-01,45,136
R,2017-01,55,231
R,2017-01,65,326
R,2017-01,75,483
R,2017-01,85,1151
R,2017-02,0,205
R,2017-02,1,27
R,2017-02,15,26
R,2017-02,25,66
R,2017-02,35,79
R,2017-02,45,152
R,2017-02,55,233
R,2017-02,65,332
R,2017-02,75,420
R,2017-02,85,1047
R,2017-03,0,255
R,2017-03,1,23
R,2017-03,15,30
R,2017-03,25,71
R,2017-03,35,84
R,2017-03,45,151
R,2017-03,55,246
R,2017-03,65,357
R,2017-03,75,440
R,2017-03,85,1190
R,2017-04,0,183
R,2017-04,1,17
R,2017-04,5,15
R,2017-04,15,37
R,2017-04,25,89
R,2017-04,35,92
R,2017-04,45,123
R,2017-04,55,277
R,2017-04,65,295
R,2017-04,75,436
R,2017-04,85,1066
R,2017-05,0,226
R,2017-05,1,33
R,2017-05,15,38
R,2017-05,25,78
R,2017-05,35,92
R,2017-05,45,150
R,2017-05,55,238
R,2017-05,65,313
R,2017-05,75,402
R,2017-05,85,986
R,2017-06,0,220
R,2017-06,1,13
R,2017-06,15,38
R,2017-06,25,117
R,2017-06,35,111
R,2017-06,45,136
R,2017-06,55,251
R,2017-06,65,326
R,2017-06,75,440
R,2017-06,85,899
R,2017-07,0,207
R,2017-07,1,18
R,2017-07,15,35
R,2017-07,25,100
R,2017-07,35,101
R,2017-07,45,173
R,2017-07,55,286
R,2017-07,65,313
R,2017-07,75,374
R,2017-07,85,881
R,2017-08,0,214
R,2017-08,1,20
R,2017-08,15,54
R,2017-08,25,112
R,2017-08,35,138
R,2017-08,45,171
R,2017-08,55,260
R,2017-08,65,301
R,2017-08,75,395
R,2017-08,85,877
R,2017-09,0,222
R,2017-09,1,20
R,2017-09,15,47
R,2017-09,25,110
R,2017-09,35,149
R,2017-09,45,175
R,2017-09,55,279
R,2017-09,65,334
R,2017-09,75,447
R,2017-09,85,942
R,2017-10,0,240
R,2017-10,1,26
R,2017-10,15,47
R,2017-10,25,111
R,2017-10,35,116
R,2017-10,45,190
R,2017-10,55,291
R,2017-10,65,302
R,2017-10,75,439
R,2017-10,85,1047
R,2017-11,0,236
R,2017-11,1,33
R,2017-11,5,10
R,2017-11,15,48
R,2017-11,25,122
R,2017-11,35,125
R,2017-11,45,171
R,2017-11,55,267
R,2017-11,65,370
R,2017-11,75,446
R,2017-11,85,1025
R,2017-12,0,248
R,2017-12,1,30
R,2017-12,5,18
R,2017-12,15,69
R,2017-12,25,139
R,2017-12,35,158
R,2017-12,45,210
R,2017-12,55,357
R,2017-12,65,358
R,2017-12,75,547
R,2017-12,85,1181
A-Q,2018-01,0,1534
A-Q,2018-01,1,214
A-Q,2018-01,5,301
A-Q,2018-01,15,557
A-Q,2018-01,25,1843
A-Q,2018-01,35,4153
A-Q,2018-01,45,12617
A-Q,2018-01,55,32826
A-Q,2018-01,65,50856
A-Q,2018-01,75,65918
A-Q,2018-01,85,91456
A-Q,2018-02,0,1351
A-Q,2018-02,1,177
A-Q,2018-02,5,244
A-Q,2018-02,15,501
A-Q,2018-02,25,1443
A-Q,2018-02,35,3540
A-Q,2018-02,45,10528
A-Q,2018-02,55,27579
A-Q,2018-02,65,42815
A-Q,2018-02,75,54583
A-Q,2018-02,85,73141
A-Q,2018-03,0,1512
A-Q,2018-03,1,185
A-Q,2018-03,5,264
A-Q,2018-03,15,549
A-Q,2018-03,25,1595
A-Q,2018-03,35,3791
A-Q,2018-03,45,11132
A-Q,2018-03,55,29469
A-Q,2018-03,65,44750
A-Q,2018-03,75,56796
A-Q,2018-03,85,75744
A-Q,2018-03,NS,12
A-Q,2018-04,0,1410
A-Q,2018-04,1,117
A-Q,2018-04,5,258
A-Q,2018-04,15,488
A-Q,2018-04,25,1470
A-Q,2018-04,35,3539
A-Q,2018-04,45,10443
A-Q,2018-04,55,27416
A-Q,2018-04,65,42611
A-Q,2018-04,75,53269
A-Q,2018-04,85,69901
A-Q,2018-05,0,1407
A-Q,2018-05,1,173
A-Q,2018-05,5,237
A-Q,2018-05,15,513
A-Q,2018-05,25,1576
A-Q,2018-05,35,3626
A-Q,2018-05,45,10382
A-Q,2018-05,55,27430
A-Q,2018-05,65,41693
A-Q,2018-05,75,52092
A-Q,2018-05,85,66465
A-Q,2018-06,0,1377
A-Q,2018-06,1,143
A-Q,2018-06,5,207
A-Q,2018-06,15,493
A-Q,2018-06,25,1407
A-Q,2018-06,35,3565
A-Q,2018-06,45,10117
A-Q,2018-06,55,26619
A-Q,2018-06,65,40277
A-Q,2018-06,75,49117
A-Q,2018-06,85,63052
A-Q,2018-07,0,1475
A-Q,2018-07,1,148
A-Q,2018-07,5,216
A-Q,2018-07,15,551
A-Q,2018-07,25,1516
A-Q,2018-07,35,3622
A-Q,2018-07,45,10446
A-Q,2018-07,55,27152
A-Q,2018-07,65,40942
A-Q,2018-07,75,50717
A-Q,2018-07,85,63889
A-Q,2018-07,NS,10
A-Q,2018-08,0,1476
A-Q,2018-08,1,139
A-Q,2018-08,5,207
A-Q,2018-08,15,491
A-Q,2018-08,25,1574
A-Q,2018-08,35,3682
A-Q,2018-08,45,10299
A-Q,2018-08,55,27202
A-Q,2018-08,65,41105
A-Q,2018-08,75,50833
A-Q,2018-08,85,63647
A-Q,2018-09,0,1481
A-Q,2018-09,1,150
A-Q,2018-09,5,210
A-Q,2018-09,15,495
A-Q,2018-09,25,1460
A-Q,2018-09,35,3540
A-Q,2018-09,45,10074
A-Q,2018-09,55,25849
A-Q,2018-09,65,40213
A-Q,2018-09,75,49725
A-Q,2018-09,85,62464
A-Q,2018-09,NS,13
A-Q,2018-10,0,1482
A-Q,2018-10,1,134
A-Q,2018-10,5,257
A-Q,2018-10,15,526
A-Q,2018-10,25,1520
A-Q,2018-10,35,3661
A-Q,2018-10,45,10438
A-Q,2018-10,55,27567
A-Q,2018-10,65,42831
A-Q,2018-10,75,53584
A-Q,2018-10,85,68452
A-Q,2018-10,NS,13
A-Q,2018-11,0,1365
A-Q,2018-11,1,162
A-Q,2018-11,5,228
A-Q,2018-11,15,524
A-Q,2018-11,25,1488
A-Q,2018-11,35,3687
A-Q,2018-11,45,10274
A-Q,2018-11,55,27631
A-Q,2018-11,65,42772
A-Q,2018-11,75,53788
A-Q,2018-11,85,69094
A-Q,2018-12,0,1375
A-Q,2018-12,1,160
A-Q,2018-12,5,263
A-Q,2018-12,15,524
A-Q,2018-12,25,1549
A-Q,2018-12,35,3823
A-Q,2018-12,45,11117
A-Q,2018-12,55,29274
A-Q,2018-12,65,45597
A-Q,2018-12,75,57982
A-Q,2018-12,85,74410
A-Q,2019-01,0,1354
A-Q,2019-01,1,180
A-Q,2019-01,5,259
A-Q,2019-01,15,581
A-Q,2019-01,25,1546
A-Q,2019-01,35,4048
A-Q,2019-01,45,11285
A-Q,2019-01,55,30520
A-Q,2019-01,65,47307
A-Q,2019-01,75,60077
A-Q,2019-01,85,77317
A-Q,2019-02,0,1329
A-Q,2019-02,1,198
A-Q,2019-02,5,253
A-Q,2019-02,15,491
A-Q,2019-02,25,1550
A-Q,2019-02,35,3527
A-Q,2019-02,45,10135
A-Q,2019-02,55,27469
A-Q,2019-02,65,43162
A-Q,2019-02,75,54253
A-Q,2019-02,85,69251
A-Q,2019-03,0,1470
A-Q,2019-03,1,170
A-Q,2019-03,5,264
A-Q,2019-03,15,510
A-Q,2019-03,25,1619
A-Q,2019-03,35,3972
A-Q,2019-03,45,11053
A-Q,2019-03,55,29801
A-Q,2019-03,65,47077
A-Q,2019-03,75,59076
A-Q,2019-03,85,76339
A-Q,2019-04,0,1400
A-Q,2019-04,1,166
A-Q,2019-04,5,223
A-Q,2019-04,15,529
A-Q,2019-04,25,1592
A-Q,2019-04,35,3752
A-Q,2019-04,45,10219
A-Q,2019-04,55,27653
A-Q,2019-04,65,43409
A-Q,2019-04,75,54757
A-Q,2019-04,85,69075
A-Q,2019-05,0,1455
A-Q,2019-05,1,171
A-Q,2019-05,5,239
A-Q,2019-05,15,506
A-Q,2019-05,25,1601
A-Q,2019-05,35,3735
A-Q,2019-05,45,10416
A-Q,2019-05,55,27804
A-Q,2019-05,65,43807
A-Q,2019-05,75,54840
A-Q,2019-05,85,68572
A-Q,2019-06,0,1419
A-Q,2019-06,1,148
A-Q,2019-06,5,232
A-Q,2019-06,15,538
A-Q,2019-06,25,1520
A-Q,2019-06,35,3598
A-Q,2019-06,45,9858
A-Q,2019-06,55,26526
A-Q,2019-06,65,41705
A-Q,2019-06,75,51466
A-Q,2019-06,85,64687
A-Q,2019-07,0,1426
A-Q,2019-07,1,114
A-Q,2019-07,5,228
A-Q,2019-07,15,478
A-Q,2019-07,25,1527
A-Q,2019-07,35,3701
A-Q,2019-07,45,10254
A-Q,2019-07,55,27147
A-Q,2019-07,65,42177
A-Q,2019-07,75,52133
A-Q,2019-07,85,65243
A-Q,2019-07,NS,12
A-Q,2019-08,0,1430
A-Q,2019-08,1,140
A-Q,2019-08,5,216
A-Q,2019-08,15,504
A-Q,2019-08,25,1527
A-Q,2019-08,35,3692
A-Q,2019-08,45,9750
A-Q,2019-08,55,26687
A-Q,2019-08,65,42145
A-Q,2019-08,75,51895
A-Q,2019-08,85,64554
A-Q,2019-08,NS,12
A-Q,2019-09,0,1374
A-Q,2019-09,1,132
A-Q,2019-09,5,240
A-Q,2019-09,15,482
A-Q,2019-09,25,1390
A-Q,2019-09,35,3540
A-Q,2019-09,45,9637
A-Q,2019-09,55,26114
A-Q,2019-09,65,40916
A-Q,2019-09,75,51037
A-Q,2019-09,85,64201
A-Q,2019-10,0,1382
A-Q,2019-10,1,146
A-Q,2019-10,5,213
A-Q,2019-10,15,487
A-Q,2019-10,25,1524
A-Q,2019-10,35,3715
A-Q,2019-10,45,9967
A-Q,2019-10,55,27573
A-Q,2019-10,65,43936
A-Q,2019-10,75,54939
A-Q,2019-10,85,69573
A-Q,2019-11,0,1379
A-Q,2019-11,1,160
A-Q,2019-11,5,241
A-Q,2019-11,15,511
A-Q,2019-11,25,1621
A-Q,2019-11,35,3769
A-Q,2019-11,45,10171
A-Q,2019-11,55,27749
A-Q,2019-11,65,44348
A-Q,2019-11,75,55170
A-Q,2019-11,85,70143
A-Q,2019-12,0,1376
A-Q,2019-12,1,202
A-Q,2019-12,5,297
A-Q,2019-12,15,544
A-Q,2019-12,25,1705
A-Q,2019-12,35,4078
A-Q,2019-12,45,10843
A-Q,2019-12,55,29753
A-Q,2019-12,65,46820
A-Q,2019-12,75,59682
A-Q,2019-12,85,75857
A-Q,2020-01,0,1423
A-Q,2020-01,1,209
A-Q,2020-01,5,266
A-Q,2020-01,15,604
A-Q,2020-01,25,1804
A-Q,2020-01,35,4268
A-Q,2020-01,45,11209
A-Q,2020-01,55,30647
A-Q,2020-01,65,49911
A-Q,2020-01,75,61344
A-Q,2020-01,85,77970
A-Q,2020-02,0,1336
A-Q,2020-02,1,217
A-Q,2020-02,5,284
A-Q,2020-02,15,520
A-Q,2020-02,25,1664
A-Q,2020-02,35,3841
A-Q,2020-02,45,10298
A-Q,2020-02,55,28699
A-Q,2020-02,65,45652
A-Q,2020-02,75,57209
A-Q,2020-02,85,71577
A-Q,2020-03,0,1326
A-Q,2020-03,1,190
A-Q,2020-03,5,233
A-Q,2020-03,15,562
A-Q,2020-03,25,1713
A-Q,2020-03,35,4320
A-Q,2020-03,45,10953
A-Q,2020-03,55,30584
A-Q,2020-03,65,49230
A-Q,2020-03,75,61776
A-Q,2020-03,85,76729
A-Q,2020-04,0,1269
A-Q,2020-04,1,105
A-Q,2020-04,5,219
A-Q,2020-04,15,563
A-Q,2020-04,25,1726
A-Q,2020-04,35,4369
A-Q,2020-04,45,11203
A-Q,2020-04,55,29785
A-Q,2020-04,65,48008
A-Q,2020-04,75,59961
A-Q,2020-04,85,78474
A-Q,2020-04,NS,11
A-Q,2020-05,0,1355
A-Q,2020-05,1,146
A-Q,2020-05,5,230
A-Q,2020-05,15,520
A-Q,2020-05,25,1724
A-Q,2020-05,35,4444
A-Q,2020-05,45,11099
A-Q,2020-05,55,28874
A-Q,2020-05,65,45062
A-Q,2020-05,75,55101
A-Q,2020-05,85,68896
A-Q,2020-06,0,1335
A-Q,2020-06,1,123
A-Q,2020-06,5,226
A-Q,2020-06,15,512
A-Q,2020-06,25,1890
A-Q,2020-06,35,4186
A-Q,2020-06,45,10891
A-Q,2020-06,55,27847
A-Q,2020-06,65,43581
A-Q,2020-06,75,52435
A-Q,2020-06,85,63843
A-Q,2020-07,0,1313
A-Q,2020-07,1,102
A-Q,2020-07,5,200
A-Q,2020-07,15,553
A-Q,2020-07,25,1900
A-Q,2020-07,35,4694
A-Q,2020-07,45,11418
A-Q,2020-07,55,29973
A-Q,2020-07,65,46770
A-Q,2020-07,75,56262
A-Q,2020-07,85,67830
A-Q,2020-08,0,1268
A-Q,2020-08,1,111
A-Q,2020-08,5,196
A-Q,2020-08,15,551
A-Q,2020-08,25,1820
A-Q,2020-08,35,4527
A-Q,2020-08,45,11242
A-Q,2020-08,55,29523
A-Q,2020-08,65,46826
A-Q,2020-08,75,56675
A-Q,2020-08,85,68223
A-Q,2020-09,0,1251
A-Q,2020-09,1,112
A-Q,2020-09,5,208
A-Q,2020-09,15,490
A-Q,2020-09,25,1746
A-Q,2020-09,35,4225
A-Q,2020-09,45,10645
A-Q,2020-09,55,28219
A-Q,2020-09,65,45107
A-Q,2020-09,75,54554
A-Q,2020-09,85,66543
A-Q,2020-10,0,1238
A-Q,2020-10,1,142
A-Q,2020-10,5,223
A-Q,2020-10,15,473
A-Q,2020-10,25,1761
A-Q,2020-10,35,4423
A-Q,2020-10,45,11010
A-Q,2020-10,55,29605
A-Q,2020-10,65,47390
A-Q,2020-10,75,57599
A-Q,2020-10,85,70401
A-Q,2020-11,0,1197
A-Q,2020-11,1,123
A-Q,2020-11,5,235
A-Q,2020-11,15,527
A-Q,2020-11,25,1792
A-Q,2020-11,35,4465
A-Q,2020-11,45,10913
A-Q,2020-11,55,29182
A-Q,2020-11,65,48010
A-Q,2020-11,75,58465
A-Q,2020-11,85,72666
A-Q,2020-12,0,1188
A-Q,2020-12,1,137
A-Q,2020-12,5,200
A-Q,2020-12,15,553
A-Q,2020-12,25,1901
A-Q,2020-12,35,4641
A-Q,2020-12,45,11957
A-Q,2020-12,55,32065
A-Q,2020-12,65,52152
A-Q,2020-12,75,64541
A-Q,2020-12,85,80131
A-Q,2021-01,0,1305
A-Q,2021-01,1,137
A-Q,2021-01,5,195
A-Q,2021-01,15,554
A-Q,2021-01,25,1892
A-Q,2021-01,35,4974
A-Q,2021-01,45,11968
A-Q,2021-01,55,31859
A-Q,2021-01,65,52401
A-Q,2021-01,75,63881
A-Q,2021-01,85,79183
A-Q,2021-02,0,1163
A-Q,2021-02,1,124
A-Q,2021-02,5,211
A-Q,2021-02,15,456
A-Q,2021-02,25,1693
A-Q,2021-02,35,4338
A-Q,2021-02,45,10588
A-Q,2021-02,55,27884
A-Q,2021-02,65,46284
A-Q,2021-02,75,55083
A-Q,2021-02,85,66280
A-Q,2021-03,0,1279
A-Q,2021-03,1,117
A-Q,2021-03,5,224
A-Q,2021-03,15,562
A-Q,2021-03,25,1783
A-Q,2021-03,35,4533
A-Q,2021-03,45,11218
A-Q,2021-03,55,29310
A-Q,2021-03,65,48110
A-Q,2021-03,75,57922
A-Q,2021-03,85,67843
A-Q,2021-04,0,1302
A-Q,2021-04,1,143
