cause,date,age,dead
A-Q,2013-05,35,3476
A-Q,2013-05,45,11848
A-Q,2013-05,55,25023
A-Q,2013-05,65,35501
A-Q,2013-05,75,48832
A-Q,2013-05,85,61841
A-Q,2013-06,0,1630
A-Q,2013-06,1,155
A-Q,2013-06,5,221
A-Q,2013-06,15,510
A-Q,2013-06,25,1287
A-Q,2013-06,35,3369
A-Q,2013-06,45,11256
A-Q,2013-06,55,24349
A-Q,2013-06,65,33643
A-Q,2013-06,75,45707
A-Q,2013-06,85,58276
A-Q,2013-07,0,1648
A-Q,2013-07,1,147
A-Q,2013-07,5,231
A-Q,2013-07,15,534
A-Q,2013-07,25,1371
A-Q,2013-07,35,3427
A-Q,2013-07,45,11691
A-Q,2013-07,55,25108
A-Q,2013-07,65,34706
A-Q,2013-07,75,46579
A-Q,2013-07,85,59117
A-Q,2013-08,0,1635
A-Q,2013-08,1,157
A-Q,2013-08,5,237
A-Q,2013-08,15,539
A-Q,2013-08,25,1359
A-Q,2013-08,35,3454
A-Q,2013-08,45,11625
A-Q,2013-08,55,24805
A-Q,2013-08,65,34574
A-Q,2013-08,75,47063
A-Q,2013-08,85,59472
A-Q,2013-09,0,1610
A-Q,2013-09,1,153
A-Q,2013-09,5,218
A-Q,2013-09,15,502
A-Q,2013-09,25,1329
A-Q,2013-09,35,3386
A-Q,2013-09,45,11080
A-Q,2013-09,55,23964
A-Q,2013-09,65,33732
A-Q,2013-09,75,45460
A-Q,2013-09,85,58698
A-Q,2013-10,0,1663
A-Q,2013-10,1,162
A-Q,2013-10,5,226
A-Q,2013-10,15,516
A-Q,2013-10,25,1333
A-Q,2013-10,35,3512
A-Q,2013-10,45,11670
A-Q,2013-10,55,25363
A-Q,2013-10,65,36061
A-Q,2013-10,75,48674
A-Q,2013-10,85,63468
A-Q,2013-11,0,1457
A-Q,2013-11,1,170
A-Q,2013-11,5,245
A-Q,2013-11,15,528
A-Q,2013-11,25,1379
A-Q,2013-11,35,3562
A-Q,2013-11,45,11600
A-Q,2013-11,55,25497
A-Q,2013-11,65,35957
A-Q,2013-11,75,48840
A-Q,2013-11,85,63827
A-Q,2013-12,0,1612
A-Q,2013-12,1,193
A-Q,2013-12,5,271
A-Q,2013-12,15,606
A-Q,2013-12,25,1511
A-Q,2013-12,35,3881
A-Q,2013-12,45,12884
A-Q,2013-12,55,28241
A-Q,2013-12,65,39277
A-Q,2013-12,75,53131
A-Q,2013-12,85,69140
A-Q,2014-01,0,1587
A-Q,2014-01,1,223
A-Q,2014-01,5,307
A-Q,2014-01,15,679
A-Q,2014-01,25,1719
A-Q,2014-01,35,4339
A-Q,2014-01,45,13879
A-Q,2014-01,55,30691
A-Q,2014-01,65,41606
A-Q,2014-01,75,56141
A-Q,2014-01,85,72623
A-Q,2014-02,0,1495
A-Q,2014-02,1,163
A-Q,2014-02,5,240
A-Q,2014-02,15,581
A-Q,2014-02,25,1399
A-Q,2014-02,35,3563
A-Q,2014-02,45,11729
A-Q,2014-02,55,25966
A-Q,2014-02,65,36127
A-Q,2014-02,75,49041
A-Q,2014-02,85,64152
A-Q,2014-03,0,1582
A-Q,2014-03,1,180
A-Q,2014-03,5,260
A-Q,2014-03,15,550
A-Q,2014-03,25,1402
A-Q,2014-03,35,3765
A-Q,2014-03,45,12450
A-Q,2014-03,55,27437
A-Q,2014-03,65,39208
A-Q,2014-03,75,52814
A-Q,2014-03,85,69760
A-Q,2014-04,0,1635
A-Q,2014-04,1,153
A-Q,2014-04,5,240
A-Q,2014-04,15,521
A-Q,2014-04,25,1396
A-Q,2014-04,35,3553
A-Q,2014-04,45,11493
A-Q,2014-04,55,25716
A-Q,2014-04,65,37113
A-Q,2014-04,75,49472
A-Q,2014-04,85,65608
A-Q,2014-05,0,1677
A-Q,2014-05,1,158
A-Q,2014-05,5,230
A-Q,2014-05,15,522
A-Q,2014-05,25,1322
A-Q,2014-05,35,3547
A-Q,2014-05,45,11426
A-Q,2014-05,55,26037
A-Q,2014-05,65,37288
A-Q,2014-05,75,49714
A-Q,2014-05,85,65335
A-Q,2014-06,0,1591
A-Q,2014-06,1,142
A-Q,2014-06,5,219
A-Q,2014-06,15,526
A-Q,2014-06,25,1356
A-Q,2014-06,35,3386
A-Q,2014-06,45,11216
A-Q,2014-06,55,24864
A-Q,2014-06,65,35110
A-Q,2014-06,75,46581
A-Q,2014-06,85,60124
A-Q,2014-07,0,1661
A-Q,2014-07,1,124
A-Q,2014-07,5,244
A-Q,2014-07,15,531
A-Q,2014-07,25,1352
A-Q,2014-07,35,3448
A-Q,2014-07,45,11431
A-Q,2014-07,55,25687
A-Q,2014-07,65,36163
A-Q,2014-07,75,47573
A-Q,2014-07,85,61365
A-Q,2014-08,0,1595
A-Q,2014-08,1,144
A-Q,2014-08,5,250
A-Q,2014-08,15,547
A-Q,2014-08,25,1391
A-Q,2014-08,35,3438
A-Q,2014-08,45,11259
A-Q,2014-08,55,25271
A-Q,2014-08,65,35980
A-Q,2014-08,75,46666
A-Q,2014-08,85,61190
A-Q,2014-09,0,1544
A-Q,2014-09,1,139
A-Q,2014-09,5,191
A-Q,2014-09,15,500
A-Q,2014-09,25,1406
A-Q,2014-09,35,3387
A-Q,2014-09,45,10959
A-Q,2014-09,55,24715
A-Q,2014-09,65,35415
A-Q,2014-09,75,46518
A-Q,2014-09,85,60952
A-Q,2014-10,0,1596
A-Q,2014-10,1,169
A-Q,2014-10,5,213
A-Q,2014-10,15,578
A-Q,2014-10,25,1382
A-Q,2014-10,35,3511
A-Q,2014-10,45,11584
A-Q,2014-10,55,26546
A-Q,2014-10,65,37506
A-Q,2014-10,75,49804
A-Q,2014-10,85,65138
A-Q,2014-11,0,1495
A-Q,2014-11,1,166
A-Q,2014-11,5,229
A-Q,2014-11,15,578
A-Q,2014-11,25,1494
A-Q,2014-11,35,3640
A-Q,2014-11,45,11502
A-Q,2014-11,55,26418
A-Q,2014-11,65,37944
A-Q,2014-11,75,50535
A-Q,2014-11,85,67261
A-Q,2014-12,0,1561
A-Q,2014-12,1,180
A-Q,2014-12,5,282
A-Q,2014-12,15,596
A-Q,2014-12,25,1471
A-Q,2014-12,35,3848
A-Q,2014-12,45,12053
A-Q,2014-12,55,28474
A-Q,2014-12,65,41341
A-Q,2014-12,75,56230
A-Q,2014-12,85,76496
A-Q,2015-01,0,1596
A-Q,2015-01,1,183
A-Q,2015-01,5,281
A-Q,2015-01,15,671
A-Q,2015-01,25,1651
A-Q,2015-01,35,3859
A-Q,2015-01,45,13008
A-Q,2015-01,55,29981
A-Q,2015-01,65,44103
A-Q,2015-01,75,61361
A-Q,2015-01,85,87563
A-Q,2015-02,0,1487
A-Q,2015-02,1,203
A-Q,2015-02,5,278
A-Q,2015-02,15,516
A-Q,2015-02,25,1423
A-Q,2015-02,35,3393
A-Q,2015-02,45,11182
A-Q,2015-02,55,26357
A-Q,2015-02,65,38879
A-Q,2015-02,75,52587
A-Q,2015-02,85,72137
A-Q,2015-03,0,1654
A-Q,2015-03,1,169
A-Q,2015-03,5,290
A-Q,2015-03,15,583
A-Q,2015-03,25,1516
A-Q,2015-03,35,3740
A-Q,2015-03,45,12257
A-Q,2015-03,55,28766
A-Q,2015-03,65,41981
A-Q,2015-03,75,55193
A-Q,2015-03,85,75876
A-Q,2015-04,0,1613
A-Q,2015-04,1,190
A-Q,2015-04,5,235
A-Q,2015-04,15,537
A-Q,2015-04,25,1446
A-Q,2015-04,35,3507
A-Q,2015-04,45,11394
A-Q,2015-04,55,26725
A-Q,2015-04,65,39368
A-Q,2015-04,75,51292
A-Q,2015-04,85,68472
A-Q,2015-05,0,1598
A-Q,2015-05,1,167
A-Q,2015-05,5,249
A-Q,2015-05,15,519
A-Q,2015-05,25,1480
A-Q,2015-05,35,3575
A-Q,2015-05,45,11655
A-Q,2015-05,55,27145
A-Q,2015-05,65,39025
A-Q,2015-05,75,50347
A-Q,2015-05,85,66836
A-Q,2015-06,0,1661
A-Q,2015-06,1,151
A-Q,2015-06,5,237
A-Q,2015-06,15,533
A-Q,2015-06,25,1424
A-Q,2015-06,35,3446
A-Q,2015-06,45,11209
A-Q,2015-06,55,25952
A-Q,2015-06,65,36797
A-Q,2015-06,75,47126
A-Q,2015-06,85,61978
A-Q,2015-07,0,1593
A-Q,2015-07,1,140
A-Q,2015-07,5,249
A-Q,2015-07,15,524
A-Q,2015-07,25,1453
A-Q,2015-07,35,3618
A-Q,2015-07,45,11388
A-Q,2015-07,55,26343
A-Q,2015-07,65,37988
A-Q,2015-07,75,48405
A-Q,2015-07,85,63437
A-Q,2015-08,0,1614
A-Q,2015-08,1,137
A-Q,2015-08,5,222
A-Q,2015-08,15,551
A-Q,2015-08,25,1457
A-Q,2015-08,35,3544
A-Q,2015-08,45,11318
A-Q,2015-08,55,26178
A-Q,2015-08,65,37604
A-Q,2015-08,75,47747
A-Q,2015-08,85,62467
A-Q,2015-09,0,1579
A-Q,2015-09,1,150
A-Q,2015-09,5,254
A-Q,2015-09,15,516
A-Q,2015-09,25,1376
A-Q,2015-09,35,3492
A-Q,2015-09,45,11074
A-Q,2015-09,55,25540
A-Q,2015-09,65,37177
A-Q,2015-09,75,46645
A-Q,2015-09,85,61424
A-Q,2015-10,0,1556
A-Q,2015-10,1,161
A-Q,2015-10,5,218
A-Q,2015-10,15,582
A-Q,2015-10,25,1516
A-Q,2015-10,35,3628
A-Q,2015-10,45,11252
A-Q,2015-10,55,27074
A-Q,2015-10,65,39726
A-Q,2015-10,75,50141
A-Q,2015-10,85,66224
A-Q,2015-11,0,1465
A-Q,2015-11,1,190
A-Q,2015-11,5,239
A-Q,2015-11,15,531
A-Q,2015-11,25,1450
A-Q,2015-11,35,3424
A-Q,2015-11,45,11108
A-Q,2015-11,55,26586
A-Q,2015-11,65,38899
A-Q,2015-11,75,49798
A-Q,2015-11,85,65789
A-Q,2015-12,0,1564
A-Q,2015-12,1,189
A-Q,2015-12,5,241
A-Q,2015-12,15,568
A-Q,2015-12,25,1472
A-Q,2015-12,35,3741
A-Q,2015-12,45,11684
A-Q,2015-12,55,28300
A-Q,2015-12,65,41314
A-Q,2015-12,75,52970
A-Q,2015-12,85,70394
A-Q,2016-01,0,1591
A-Q,2016-01,1,183
A-Q,2016-01,5,284
A-Q,2016-01,15,554
A-Q,2016-01,25,1584
A-Q,2016-01,35,3845
A-Q,2016-01,45,12054
A-Q,2016-01,55,29437
A-Q,2016-01,65,42967
A-Q,2016-01,75,55925
A-Q,2016-01,85,76161
A-Q,2016-02,0,1533
A-Q,2016-02,1,198
A-Q,2016-02,5,283
A-Q,2016-02,15,544
A-Q,2016-02,25,1527
A-Q,2016-02,35,3606
A-Q,2016-02,45,11491
A-Q,2016-02,55,27620
A-Q,2016-02,65,40666
A-Q,2016-02,75,52376
A-Q,2016-02,85,69740
A-Q,2016-03,0,1642
A-Q,2016-03,1,210
A-Q,2016-03,5,285
A-Q,2016-03,15,600
A-Q,2016-03,25,1571
A-Q,2016-03,35,3826
A-Q,2016-03,45,12362
A-Q,2016-03,55,29899
A-Q,2016-03,65,43606
A-Q,2016-03,75,54476
A-Q,2016-03,85,73560
A-Q,2016-04,0,1538
A-Q,2016-04,1,179
A-Q,2016-04,5,235
A-Q,2016-04,15,493
A-Q,2016-04,25,1499
A-Q,2016-04,35,3637
A-Q,2016-04,45,11245
A-Q,2016-04,55,27431
A-Q,2016-04,65,40652
A-Q,2016-04,75,50858
A-Q,2016-04,85,67844
A-Q,2016-05,0,1576
A-Q,2016-05,1,184
A-Q,2016-05,5,221
A-Q,2016-05,15,538
A-Q,2016-05,25,1540
A-Q,2016-05,35,3612
A-Q,2016-05,45,11066
A-Q,2016-05,55,27284
A-Q,2016-05,65,39978
A-Q,2016-05,75,50013
A-Q,2016-05,85,66357
A-Q,2016-06,0,1558
A-Q,2016-06,1,173
A-Q,2016-06,5,227
A-Q,2016-06,15,551
A-Q,2016-06,25,1475
A-Q,2016-06,35,3469
A-Q,2016-06,45,10686
A-Q,2016-06,55,25741
A-Q,2016-06,65,38194
A-Q,2016-06,75,46972
A-Q,2016-06,85,61947
A-Q,2016-07,0,1600
A-Q,2016-07,1,148
A-Q,2016-07,5,236
A-Q,2016-07,15,499
A-Q,2016-07,25,1488
A-Q,2016-07,35,3633
A-Q,2016-07,45,11151
A-Q,2016-07,55,26883
A-Q,2016-07,65,39176
A-Q,2016-07,75,48277
A-Q,2016-07,85,62943
A-Q,2016-08,0,1590
A-Q,2016-08,1,155
A-Q,2016-08,5,243
A-Q,2016-08,15,554
A-Q,2016-08,25,1461
A-Q,2016-08,35,3606
A-Q,2016-08,45,10973
A-Q,2016-08,55,26686
A-Q,2016-08,65,39518
A-Q,2016-08,75,48716
A-Q,2016-08,85,63133
A-Q,2016-09,0,1543
A-Q,2016-09,1,151
A-Q,2016-09,5,214
A-Q,2016-09,15,526
A-Q,2016-09,25,1430
A-Q,2016-09,35,3436
A-Q,2016-09,45,10672
A-Q,2016-09,55,25840
A-Q,2016-09,65,38107
A-Q,2016-09,75,47304
A-Q,2016-09,85,62777
A-Q,2016-10,0,1570
A-Q,2016-10,1,169
A-Q,2016-10,5,239
A-Q,2016-10,15,541
A-Q,2016-10,25,1582
A-Q,2016-10,35,3689
A-Q,2016-10,45,11333
A-Q,2016-10,55,27184
A-Q,2016-10,65,40470
A-Q,2016-10,75,50894
A-Q,2016-10,85,67945
A-Q,2016-11,0,1491
A-Q,2016-11,1,168
A-Q,2016-11,5,238
A-Q,2016-11,15,548
A-Q,2016-11,25,1491
A-Q,2016-11,35,3563
A-Q,2016-11,45,10997
A-Q,2016-11,55,26959
A-Q,2016-11,65,40336
A-Q,2016-11,75,50540
A-Q,2016-11,85,68393
A-Q,2016-12,0,1502
A-Q,2016-12,1,191
A-Q,2016-12,5,244
A-Q,2016-12,15,617
A-Q,2016-12,25,1628
A-Q,2016-12,35,3862
A-Q,2016-12,45,11748
A-Q,2016-12,55,29479
A-Q,2016-12,65,44542
A-Q,2016-12,75,55715
A-Q,2016-12,85,75884
A-Q,2017-01,0,1513
A-Q,2017-01,1,176
A-Q,2017-01,5,265
A-Q,2017-01,15,594
A-Q,2017-01,25,1621
A-Q,2017-01,35,3918
A-Q,2017-01,45,11894
A-Q,2017-01,55,30371
A-Q,2017-01,65,46490
A-Q,2017-01,75,59540
A-Q,2017-01,85,82761
A-Q,2017-02,0,1372
A-Q,2017-02,1,175
A-Q,2017-02,5,251
A-Q,2017-02,15,466
A-Q,2017-02,25,1445
A-Q,2017-02,35,3377
A-Q,2017-02,45,10686
A-Q,2017-02,55,27268
A-Q,2017-02,65,41547
A-Q,2017-02,75,52802
A-Q,2017-02,85,73172
A-Q,2017-03,0,1474
A-Q,2017-03,1,177
A-Q,2017-03,5,290
A-Q,2017-03,15,549
A-Q,2017-03,25,1607
A-Q,2017-03,35,3874
A-Q,2017-03,45,11672
A-Q,2017-03,55,29274
A-Q,2017-03,65,44752
A-Q,2017-03,75,57053
A-Q,2017-03,85,77439
A-Q,2017-04,0,1554
A-Q,2017-04,1,156
A-Q,2017-04,5,256
A-Q,2017-04,15,521
A-Q,2017-04,25,1434
A-Q,2017-04,35,3581
A-Q,2017-04,45,10944
A-Q,2017-04,55,27297
A-Q,2017-04,65,41484
A-Q,2017-04,75,51993
A-Q,2017-04,85,69684
A-Q,2017-05,0,1528
A-Q,2017-05,1,171
A-Q,2017-05,5,236
A-Q,2017-05,15,542
A-Q,2017-05,25,1552
A-Q,2017-05,35,3565
A-Q,2017-05,45,10790
A-Q,2017-05,55,27612
A-Q,2017-05,65,41531
A-Q,2017-05,75,51669
A-Q,2017-05,85,66868
A-Q,2017-06,0,1582
A-Q,2017-06,1,150
A-Q,2017-06,5,214
A-Q,2017-06,15,523
A-Q,2017-06,25,1538
A-Q,2017-06,35,3460
A-Q,2017-06,45,10455
A-Q,2017-06,55,26713
A-Q,2017-06,65,39374
A-Q,2017-06,75,48471
A-Q,2017-06,85,62982
A-Q,2017-07,0,1428
A-Q,2017-07,1,137
A-Q,2017-07,5,249
A-Q,2017-07,15,468
A-Q,2017-07,25,1495
A-Q,2017-07,35,3542
A-Q,2017-07,45,10555
A-Q,2017-07,55,26990
A-Q,2017-07,65,40304
A-Q,2017-07,75,49198
A-Q,2017-07,85,63224
A-Q,2017-08,0,1540
A-Q,2017-08,1,154
A-Q,2017-08,5,209
A-Q,2017-08,15,507
A-Q,2017-08,25,1555
A-Q,2017-08,35,3557
A-Q,2017-08,45,10797
A-Q,2017-08,55,26682
A-Q,2017-08,65,40166
A-Q,2017-08,75,49324
A-Q,2017-08,85,63788
A-Q,2017-09,0,1525
A-Q,2017-09,1,133
A-Q,2017-09,5,218
A-Q,2017-09,15,496
A-Q,2017-09,25,1474
A-Q,2017-09,35,3494
A-Q,2017-09,45,10510
A-Q,2017-09,55,26371
A-Q,2017-09,65,39821
A-Q,2017-09,75,48716
A-Q,2017-09,85,64128
A-Q,2017-10,0,1480
A-Q,2017-10,1,146
A-Q,2017-10,5,228
A-Q,2017-10,15,529
A-Q,2017-10,25,1488
A-Q,2017-10,35,3621
A-Q,2017-10,45,10739
A-Q,2017-10,55,27582
A-Q,2017-10,65,41758
A-Q,2017-10,75,52146
A-Q,2017-10,85,67907
A-Q,2017-11,0,1422
A-Q,2017-11,1,164
A-Q,2017-11,5,251
A-Q,2017-11,15,526
A-Q,2017-11,25,1577
A-Q,2017-11,35,3638
A-Q,2017-11,45,10414
A-Q,2017-11,55,27396
A-Q,2017-11,65,42026
A-Q,2017-11,75,52063
A-Q,2017-11,85,68523
A-Q,2017-12,0,1478
A-Q,2017-12,1,195
A-Q,2017-12,5,281
A-Q,2017-12,15,544
A-Q,2017-12,25,1682
A-Q,2017-12,35,3939
A-Q,2017-12,45,11767
A-Q,2017-12,55,30430
A-Q,2017-12,65,46634
A-Q,2017-12,75,58740
A-Q,2017-12,85,78804
R,1999-01,0,343
R,1999-01,1,21
R,1999-01,15,41
R,1999-01,25,75
R,1999-01,35,143
R,1999-01,45,151
R,1999-01,55,157
R,1999-01,65,230
R,1999-01,75,345
R,1999-01,85,736
R,1999-02,0,303
R,1999-02,1,22
R,1999-02,15,36
R,1999-02,25,60
R,1999-02,35,116
R,1999-02,45,147
R,1999-02,55,138
R,1999-02,65,241
R,1999-02,75,386
R,1999-02,85,668
R,1999-03,0,299
R,1999-03,1,15
R,1999-03,15,49
R,1999-03,25,83
R,1999-03,35,170
R,1999-03,45,145
R,1999-03,55,143
R,1999-03,65,232
R,1999-03,75,427
R,1999-03,85,730
R,1999-04,0,302
R,1999-04,1,24
R,1999-04,15,32
R,1999-04,25,83
R,1999-04,35,141
R,1999-04,45,151
R,1999-04,55,114
R,1999-04,65,190
R,1999-04,75,374
R,1999-04,85,562
R,1999-05,0,296
R,1999-05,1,19
R,1999-05,5,18
R,1999-05,15,50
R,1999-05,25,99
R,1999-05,35,156
R,1999-05,45,180
R,1999-05,55,148
R,1999-05,65,214
R,1999-05,75,300
R,1999-05,85,617
R,1999-06,0,247
R,1999-06,1,19
R,1999-06,15,62
R,1999-06,25,99
R,1999-06,35,204
R,1999-06,45,197
R,1999-06,55,173
R,1999-06,65,220
R,1999-06,75,326
R,1999-06,85,576
R,1999-07,0,264
R,1999-07,1,22
R,1999-07,5,14
R,1999-07,15,71
R,1999-07,25,99
R,1999-07,35,212
R,1999-07,45,200
R,1999-07,55,167
R,1999-07,65,240
R,1999-07,75,337
R,1999-07,85,567
R,1999-08,0,250
R,1999-08,1,19
R,1999-08,5,13
R,1999-08,15,54
R,1999-08,25,118
R,1999-08,35,186
R,1999-08,45,207
R,1999-08,55,163
R,1999-08,65,239
R,1999-08,75,366
R,1999-08,85,579
R,1999-09,0,261
R,1999-09,1,15
R,1999-09,5,12
R,1999-09,15,47
R,1999-09,25,103
R,1999-09,35,171
R,1999-09,45,180
R,1999-09,55,155
R,1999-09,65,181
R,1999-09,75,326
R,1999-09,85,591
R,1999-10,0,319
R,1999-10,1,17
R,1999-10,15,55
R,1999-10,25,97
R,1999-10,35,182
R,1999-10,45,173
R,1999-10,55,163
R,1999-10,65,231
R,1999-10,75,394
R,1999-10,85,673
R,1999-11,0,298
R,1999-11,1,18
R,1999-11,5,19
R,1999-11,15,51
R,1999-11,25,81
R,1999-11,35,162
R,1999-11,45,191
R,1999-11,55,151
R,1999-11,65,208
R,1999-11,75,381
R,1999-11,85,706
R,1999-12,0,356
R,1999-12,1,25
R,1999-12,5,13
R,1999-12,15,61
R,1999-12,25,98
R,1999-12,35,219
R,1999-12,45,229
R,1999-12,55,188
R,1999-12,65,272
R,1999-12,75,451
R,1999-12,85,793
R,2000-01,0,312
R,2000-01,1,21
R,2000-01,15,53
R,2000-01,25,79
R,2000-01,35,156
R,2000-01,45,176
R,2000-01,55,162
R,2000-01,65,300
R,2000-01,75,520
R,2000-01,85,935
R,2000-02,0,283
R,2000-02,1,24
R,2000-02,15,47
R,2000-02,25,90
R,2000-02,35,162
R,2000-02,45,187
R,2000-02,55,137
R,2000-02,65,247
R,2000-02,75,435
R,2000-02,85,811
R,2000-03,0,307
R,2000-03,1,15
R,2000-03,5,11
R,2000-03,15,57
R,2000-03,25,117
R,2000-03,35,165
R,2000-03,45,174
R,2000-03,55,151
R,2000-03,65,226
R,2000-03,75,394
R,2000-03,85,736
R,2000-04,0,309
R,2000-04,1,18
R,2000-04,5,14
R,2000-04,15,55
R,2000-04,25,95
R,2000-04,35,190
R,2000-04,45,171
R,2000-04,55,153
R,2000-04,65,242
R,2000-04,75,377
R,2000-04,85,654
R,2000-05,0,299
R,2000-05,1,18
R,2000-05,5,15
R,2000-05,15,65
R,2000-05,25,107
R,2000-05,35,187
R,2000-05,45,189
R,2000-05,55,152
R,2000-05,65,212
R,2000-05,75,371
R,2000-05,85,689
R,2000-06,0,279
R,2000-06,1,11
R,2000-06,15,64
R,2000-06,25,100
R,2000-06,35,210
R,2000-06,45,213
R,2000-06,55,141
R,2000-06,65,201
R,2000-06,75,341
R,2000-06,85,628
R,2000-07,0,280
R,2000-07,1,23
R,2000-07,5,24
R,2000-07,15,90
R,2000-07,25,153
R,2000-07,35,296
R,2000-07,45,335
R,2000-07,55,213
R,2000-07,65,253
R,2000-07,75,398
R,2000-07,85,640
R,2000-08,0,299
R,2000-08,1,22
R,2000-08,5,12
R,2000-08,15,71
R,2000-08,25,166
R,2000-08,35,346
R,2000-08,45,312
R,2000-08,55,216
R,2000-08,65,247
R,2000-08,75,406
R,2000-08,85,614
R,2000-09,0,303
R,2000-09,1,25
R,2000-09,5,17
R,2000-09,15,102
R,2000-09,25,185
R,2000-09,35,324
R,2000-09,45,345
R,2000-09,55,238
R,2000-09,65,268
R,2000-09,75,421
R,2000-09,85,703
R,2000-10,0,297
R,2000-10,1,21
R,2000-10,5,21
R,2000-10,15,90
R,2000-10,25,168
R,2000-10,35,325
R,2000-10,45,340
R,2000-10,55,214
R,2000-10,65,264
R,2000-10,75,417
R,2000-10,85,768
R,2000-11,0,325
R,2000-11,1,22
R,2000-11,5,17
R,2000-11,15,87
R,2000-11,25,134
R,2000-11,35,323
R,2000-11,45,361
R,2000-11,55,228
R,2000-11,65,280
R,2000-11,75,453
R,2000-11,85,741
R,2000-12,0,346
R,2000-12,1,28
R,2000-12,5,21
R,2000-12,15,87
R,2000-12,25,160
R,2000-12,35,303
R,2000-12,45,339
R,2000-12,55,248
R,2000-12,65,300
R,2000-12,75,496
R,2000-12,85,905
R,2001-01,0,350
R,2001-01,1,27
R,2001-01,5,19
R,2001-01,15,91
R,2001-01,25,146
R,2001-01,35,275
R,2001-01,45,269
R,2001-01,55,213
R,2001-01,65,254
R,2001-01,75,463
R,2001-01,85,828
R,2001-02,0,305
R,2001-02,1,38
R,2001-02,5,18
R,2001-02,15,71
R,2001-02,25,122
R,2001-02,35,237
R,2001-02,45,287
R,2001-02,55,163
R,2001-02,65,250
R,2001-02,75,404
R,2001-02,85,727
R,2001-03,0,323
R,2001-03,1,24
R,2001-03,5,18
R,2001-03,15,77
R,2001-03,25,134
R,2001-03,35,271
R,2001-03,45,307
R,2001-03,55,231
R,2001-03,65,210
R,2001-03,75,474
R,2001-03,85,773
R,2001-04,0,247
R,2001-04,1,21
R,2001-04,5,13
R,2001-04,15,80
R,2001-04,25,108
R,2001-04,35,246
R,2001-04,45,280
R,2001-04,55,189
R,2001-04,65,238
R,2001-04,75,415
R,2001-04,85,762
R,2001-05,0,288
R,2001-05,1,23
R,2001-05,5,14
R,2001-05,15,72
R,2001-05,25,124
R,2001-05,35,311
R,2001-05,45,265
R,2001-05,55,182
R,2001-05,65,234
R,2001-05,75,394
R,2001-05,85,746
R,2001-06,0,239
R,2001-06,1,15
R,2001-06,15,63
R,2001-06,25,107
R,2001-06,35,227
R,2001-06,45,280
R,2001-06,55,157
R,2001-06,65,238
R,2001-06,75,384
R,2001-06,85,754
R,2001-07,0,223
R,2001-07,1,17
R,2001-07,5,12
R,2001-07,15,86
R,2001-07,25,107
R,2001-07,35,222
R,2001-07,45,258
R,2001-07,55,165
R,2001-07,65,225
R,2001-07,75,461
R,2001-07,85,725
R,2001-08,0,258
R,2001-08,1,24
R,2001-08,5,16
R,2001-08,15,60
R,2001-08,25,116
R,2001-08,35,244
R,2001-08,45,251
R,2001-08,55,177
R,2001-08,65,214
R,2001-08,75,388
R,2001-08,85,704
R,2001-09,0,300
R,2001-09,1,13
R,2001-09,5,13
R,2001-09,15,72
R,2001-09,25,124
R,2001-09,35,227
R,2001-09,45,276
R,2001-09,55,151
R,2001-09,65,230
R,2001-09,75,347
R,2001-09,85,693
R,2001-10,0,304
R,2001-10,1,16
R,2001-10,5,19
R,2001-10,15,96
R,2001-10,25,133
R,2001-10,35,263
R,2001-10,45,337
R,2001-10,55,216
R,2001-10,65,210
R,2001-10,75,435
R,2001-10,85,799
R,2001-11,0,324
R,2001-11,1,24
R,2001-11,5,12
R,2001-11,15,95
R,2001-11,25,147
R,2001-11,35,281
R,2001-11,45,323
R,2001-11,55,191
R,2001-11,65,228
R,2001-11,75,409
R,2001-11,85,759
R,2001-12,0,330
R,2001-12,1,30
R,2001-12,5,20
R,2001-12,15,86
R,2001-12,25,162
R,2001-12,35,322
R,2001-12,45,371
R,2001-12,55,257
R,2001-12,65,243
R,2001-12,75,429
R,2001-12,85,819
R,2002-01,0,322
R,2002-01,1,26
R,2002-01,15,47
R,2002-01,25,94
R,2002-01,35,185
R,2002-01,45,217
R,2002-01,55,173
R,2002-01,65,203
R,2002-01,75,479
R,2002-01,85,877
R,2002-02,0,298
R,2002-02,1,21
R,2002-02,5,11
R,2002-02,15,62
R,2002-02,25,97
R,2002-02,35,175
R,2002-02,45,179
R,2002-02,55,150
R,2002-02,65,217
R,2002-02,75,415
R,2002-02,85,798
R,2002-03,0,311
R,2002-03,1,21
R,2002-03,5,12
R,2002-03,15,48
R,2002-03,25,94
R,2002-03,35,165
R,2002-03,45,173
R,2002-03,55,154
R,2002-03,65,212
R,2002-03,75,432
R,2002-03,85,886
R,2002-04,0,276
R,2002-04,1,17
R,2002-04,5,11
R,2002-04,15,41
R,2002-04,25,62
R,2002-04,35,154
R,2002-04,45,174
R,2002-04,55,120
R,2002-04,65,170
R,2002-04,75,378
R,2002-04,85,766
R,2002-05,0,265
R,2002-05,1,12
R,2002-05,5,11
R,2002-05,15,56
R,2002-05,25,87
R,2002-05,35,148
R,2002-05,45,184
R,2002-05,55,139
R,2002-05,65,187
R,2002-05,75,373
R,2002-05,85,744
R,2002-06,0,276
R,2002-06,1,16
R,2002-06,5,11
R,2002-06,15,50
R,2002-06,25,107
R,2002-06,35,199
R,2002-06,45,219
R,2002-06,55,158
R,2002-06,65,191
R,2002-06,75,404
R,2002-06,85,711
R,2002-07,0,245
R,2002-07,1,20
