date,state,dead
2023-03,California,26390
2023-03,Colorado,3850
2023-03,Connecticut,2724
2023-03,Delaware,967
2023-03,District of Columbia,420
2023-03,Florida,19753
2023-03,Georgia,8219
2023-03,Hawaii,1172
2023-03,Idaho,1426
2023-03,Illinois,9745
2023-03,Indiana,6061
2023-03,Iowa,2886
2023-03,Kansas,2679
2023-03,Kentucky,4613
2023-03,Louisiana,4212
2023-03,Maine,1437
2023-03,Maryland,4601
2023-03,Massachusetts,5226
2023-03,Michigan,9005
2023-03,Minnesota,4294
2023-03,Mississippi,2923
2023-03,Missouri,5965
2023-03,Montana,1014
2023-03,Nebraska,1634
2023-03,Nevada,2511
2023-03,New Hampshire,1221
2023-03,New Jersey,6557
2023-03,New Mexico,1926
2023-03,New York,14019
2023-03,North Carolina,9273
2023-03,North Dakota,580
2023-03,Ohio,11323
2023-03,Oklahoma,3837
2023-03,Oregon,3696
2023-03,Pennsylvania,12113
2023-03,Rhode Island,902
2023-03,South Carolina,5065
2023-03,South Dakota,709
2023-03,Tennessee,6897
2023-03,Texas,19639
2023-03,Utah,1796
2023-03,Vermont,607
2023-03,Virginia,6753
2023-03,Washington,5807
2023-03,West Virginia,2169
2023-03,Wisconsin,4971
2023-03,Wyoming,478
2023-04,Alabama,4732
2023-04,Alaska,456
2023-04,Arizona,5943
2023-04,Arkansas,2887
2023-04,California,24277
2023-04,Colorado,3818
2023-04,Connecticut,2601
2023-04,Delaware,908
2023-04,District of Columbia,370
2023-04,Florida,18551
2023-04,Georgia,7801
2023-04,Hawaii,1029
2023-04,Idaho,1379
2023-04,Illinois,9318
2023-04,Indiana,5785
2023-04,Iowa,2611
2023-04,Kansas,2487
2023-04,Kentucky,4269
2023-04,Louisiana,3936
2023-04,Maine,1370
2023-04,Maryland,4170
2023-04,Massachusetts,4861
2023-04,Michigan,8536
2023-04,Minnesota,4047
2023-04,Mississippi,2683
2023-04,Missouri,5382
2023-04,Montana,951
2023-04,Nebraska,1594
2023-04,Nevada,2476
2023-04,New Hampshire,1126
2023-04,New Jersey,6106
2023-04,New Mexico,1921
2023-04,New York,12980
2023-04,North Carolina,8631
2023-04,North Dakota,568
2023-04,Ohio,10583
2023-04,Oklahoma,3539
2023-04,Oregon,3531
2023-04,Pennsylvania,11227
2023-04,Rhode Island,904
2023-04,South Carolina,4561
2023-04,South Dakota,733
2023-04,Tennessee,6462
2023-04,Texas,18413
2023-04,Utah,1736
2023-04,Vermont,582
2023-04,Virginia,6262
2023-04,Washington,5564
2023-04,West Virginia,2016
2023-04,Wisconsin,4671
2023-04,Wyoming,490
2023-05,Alabama,5004
2023-05,Alaska,432
2023-05,Arizona,5687
2023-05,Arkansas,2905
2023-05,California,23763
2023-05,Colorado,3683
2023-05,Connecticut,2617
2023-05,Delaware,827
2023-05,District of Columbia,422
2023-05,Florida,18711
2023-05,Georgia,7911
2023-05,Hawaii,1023
2023-05,Idaho,1388
2023-05,Illinois,9429
2023-05,Indiana,5752
2023-05,Iowa,2680
2023-05,Kansas,2359
2023-05,Kentucky,4281
2023-05,Louisiana,4055
2023-05,Maine,1365
2023-05,Maryland,4285
2023-05,Massachusetts,4888
2023-05,Michigan,8669
2023-05,Minnesota,3925
2023-05,Mississippi,2904
2023-05,Missouri,5456
2023-05,Montana,903
2023-05,Nebraska,1456
2023-05,Nevada,2369
2023-05,New Hampshire,1138
2023-05,New Jersey,6137
2023-05,New Mexico,1798
2023-05,New York,13305
2023-05,North Carolina,8687
2023-05,North Dakota,582
2023-05,Ohio,10519
2023-05,Oklahoma,3602
2023-05,Oregon,3281
2023-05,Pennsylvania,11350
2023-05,Rhode Island,824
2023-05,South Carolina,4635
2023-05,South Dakota,712
2023-05,Tennessee,6477
2023-05,Texas,18699
2023-05,Utah,1671
2023-05,Vermont,538
2023-05,Virginia,6371
2023-05,Washington,5327
2023-05,West Virginia,2031
2023-05,Wisconsin,4876
2023-05,Wyoming,458
2023-06,Alabama,4521
2023-06,Alaska,436
2023-06,Arizona,5349
2023-06,Arkansas,2772
2023-06,California,22853
2023-06,Colorado,3493
2023-06,Connecticut,2452
2023-06,Delaware,848
2023-06,District of Columbia,361
2023-06,Florida,18257
2023-06,Georgia,7493
2023-06,Hawaii,1002
2023-06,Idaho,1304
2023-06,Illinois,8832
2023-06,Indiana,5491
2023-06,Iowa,2538
2023-06,Kansas,2238
2023-06,Kentucky,4131
2023-06,Louisiana,3844
2023-06,Maine,1285
2023-06,Maryland,4054
2023-06,Massachusetts,4731
2023-06,Michigan,7965
2023-06,Minnesota,3838
2023-06,Mississippi,2766
2023-06,Missouri,5281
2023-06,Montana,862
2023-06,Nebraska,1389
2023-06,Nevada,2215
2023-06,New Hampshire,1069
2023-06,New Jersey,5838
2023-06,New Mexico,1751
2023-06,New York,12345
2023-06,North Carolina,8466
2023-06,North Dakota,527
2023-06,Ohio,9982
2023-06,Oklahoma,3465
2023-06,Oregon,3361
2023-06,Pennsylvania,10743
2023-06,Rhode Island,814
2023-06,South Carolina,4624
2023-06,South Dakota,644
2023-06,Tennessee,6219
2023-06,Texas,18316
2023-06,Utah,1667
2023-06,Vermont,501
2023-06,Virginia,6037
2023-06,Washington,5110
2023-06,West Virginia,1834
2023-06,Wisconsin,4464
2023-06,Wyoming,431
2023-07,Alabama,4852
2023-07,Alaska,405
2023-07,Arizona,5944
2023-07,Arkansas,2914
2023-07,California,23342
2023-07,Colorado,3536
2023-07,Connecticut,2577
2023-07,Delaware,849
2023-07,District of Columbia,395
2023-07,Florida,19221
2023-07,Georgia,7651
2023-07,Hawaii,1022
2023-07,Idaho,1345
2023-07,Illinois,8973
2023-07,Indiana,5519
2023-07,Iowa,2519
2023-07,Kansas,2244
2023-07,Kentucky,4262
2023-07,Louisiana,3894
2023-07,Maine,1301
2023-07,Maryland,4110
2023-07,Massachusetts,4792
2023-07,Michigan,8179
2023-07,Minnesota,3872
2023-07,Mississippi,2779
2023-07,Missouri,5180
2023-07,Montana,914
2023-07,Nebraska,1482
2023-07,Nevada,2448
2023-07,New Hampshire,1164
2023-07,New Jersey,5831
2023-07,New Mexico,1790
2023-07,New York,12551
2023-07,North Carolina,8472
2023-07,North Dakota,563
2023-07,Ohio,10059
2023-07,Oklahoma,3520
2023-07,Oregon,3476
2023-07,Pennsylvania,10771
2023-07,Rhode Island,786
2023-07,South Carolina,4729
2023-07,South Dakota,696
2023-07,Tennessee,6277
2023-07,Texas,18784
2023-07,Utah,1674
2023-07,Vermont,572
2023-07,Virginia,6142
2023-07,Washington,5246
2023-07,West Virginia,1964
2023-07,Wisconsin,4530
2023-07,Wyoming,463
2023-08,Alabama,4913
2023-08,Alaska,429
2023-08,Arizona,5578
2023-08,Arkansas,2895
2023-08,California,23482
2023-08,Colorado,3645
2023-08,Connecticut,2617
2023-08,Delaware,790
2023-08,District of Columbia,406
2023-08,Florida,19255
2023-08,Georgia,8247
2023-08,Hawaii,1180
2023-08,Idaho,1361
2023-08,Illinois,9015
2023-08,Indiana,5629
2023-08,Iowa,2578
2023-08,Kansas,2276
2023-08,Kentucky,4191
2023-08,Louisiana,4087
2023-08,Maine,1344
2023-08,Maryland,4415
2023-08,Massachusetts,4967
2023-08,Michigan,8317
2023-08,Minnesota,3901
2023-08,Mississippi,2973
2023-08,Missouri,5359
2023-08,Montana,841
2023-08,Nebraska,1533
2023-08,Nevada,2411
2023-08,New Hampshire,1098
2023-08,New Jersey,6024
2023-08,New Mexico,1796
2023-08,New York,12939
2023-08,North Carolina,8710
2023-08,North Dakota,554
2023-08,Ohio,10021
2023-08,Oklahoma,3567
2023-08,Oregon,3364
2023-08,Pennsylvania,10749
2023-08,Rhode Island,738
2023-08,South Carolina,4676
2023-08,South Dakota,703
2023-08,Tennessee,6468
2023-08,Texas,18915
2023-08,Utah,1721
2023-08,Vermont,565
2023-08,Virginia,6389
2023-08,Washington,5305
2023-08,West Virginia,1953
2023-08,Wisconsin,4565
2023-08,Wyoming,476
2023-09,Alabama,4658
2023-09,Alaska,476
2023-09,Arizona,5252
2023-09,Arkansas,2910
2023-09,California,22820
2023-09,Colorado,3629
2023-09,Connecticut,2605
2023-09,Delaware,812
2023-09,District of Columbia,412
2023-09,Florida,18443
2023-09,Georgia,7650
2023-09,Hawaii,968
2023-09,Idaho,1293
2023-09,Illinois,9023
2023-09,Indiana,5620
2023-09,Iowa,2541
2023-09,Kansas,2366
2023-09,Kentucky,4120
2023-09,Louisiana,4000
2023-09,Maine,1306
2023-09,Maryland,4254
2023-09,Massachusetts,4811
2023-09,Michigan,8129
2023-09,Minnesota,3902
2023-09,Mississippi,2853
2023-09,Missouri,5237
2023-09,Montana,893
2023-09,Nebraska,1416
2023-09,Nevada,2241
2023-09,New Hampshire,1132
2023-09,New Jersey,5836
2023-09,New Mexico,1697
2023-09,New York,12622
2023-09,North Carolina,8718
2023-09,North Dakota,529
2023-09,Ohio,10192
2023-09,Oklahoma,3487
2023-09,Oregon,3432
2023-09,Pennsylvania,10667
2023-09,Rhode Island,837
2023-09,South Carolina,4684
2023-09,South Dakota,678
2023-09,Tennessee,6524
2023-09,Texas,18269
2023-09,Utah,1726
2023-09,Vermont,546
2023-09,Virginia,6148
2023-09,Washington,5303
2023-09,West Virginia,1879
2023-09,Wisconsin,4499
2023-09,Wyoming,433
2023-10,Alabama,4755
2023-10,Alaska,477
2023-10,Arizona,5645
2023-10,Arkansas,3052
2023-10,California,23865
2023-10,Colorado,3863
2023-10,Connecticut,2831
2023-10,Delaware,897
2023-10,District of Columbia,419
2023-10,Florida,18937
2023-10,Georgia,7933
2023-10,Hawaii,1012
2023-10,Idaho,1431
2023-10,Illinois,9372
2023-10,Indiana,5887
2023-10,Iowa,2681
2023-10,Kansas,2405
2023-10,Kentucky,4464
2023-10,Louisiana,4105
2023-10,Maine,1427
2023-10,Maryland,4663
2023-10,Massachusetts,5176
2023-10,Michigan,8661
2023-10,Minnesota,4211
2023-10,Mississippi,2930
2023-10,Missouri,5669
2023-10,Montana,985
2023-10,Nebraska,1511
2023-10,Nevada,2237
2023-10,New Hampshire,1233
2023-10,New Jersey,6484
2023-10,New Mexico,1852
2023-10,New York,14054
2023-10,North Carolina,9006
2023-10,North Dakota,558
2023-10,Ohio,10921
2023-10,Oklahoma,3660
2023-10,Oregon,3708
2023-10,Pennsylvania,11789
2023-10,Rhode Island,931
2023-10,South Carolina,4755
2023-10,South Dakota,762
2023-10,Tennessee,6535
2023-10,Texas,18675
2023-10,Utah,1870
2023-10,Vermont,546
2023-10,Virginia,6512
2023-10,Washington,5536
2023-10,West Virginia,1989
2023-10,Wisconsin,4838
2023-10,Wyoming,444
2023-11,Alabama,4781
2023-11,Alaska,502
2023-11,Arizona,5602
2023-11,Arkansas,2850
2023-11,California,24363
2023-11,Colorado,3779
2023-11,Connecticut,2780
2023-11,Delaware,885
2023-11,District of Columbia,429
2023-11,Florida,18284
2023-11,Georgia,7781
2023-11,Hawaii,1004
2023-11,Idaho,1366
2023-11,Illinois,9807
2023-11,Indiana,5898
2023-11,Iowa,2786
2023-11,Kansas,2415
2023-11,Kentucky,4413
2023-11,Louisiana,4080
2023-11,Maine,1430
2023-11,Maryland,4524
2023-11,Massachusetts,5182
2023-11,Michigan,8545
2023-11,Minnesota,4342
2023-11,Mississippi,2970
2023-11,Missouri,5460
2023-11,Montana,978
2023-11,Nebraska,1524
2023-11,Nevada,2494
2023-11,New Hampshire,1176
2023-11,New Jersey,6275
2023-11,New Mexico,1900
2023-11,New York,13536
2023-11,North Carolina,9011
2023-11,North Dakota,588
2023-11,Ohio,10662
2023-11,Oklahoma,3729
2023-11,Oregon,3528
2023-11,Pennsylvania,11828
2023-11,Rhode Island,885
2023-11,South Carolina,4835
2023-11,South Dakota,750
2023-11,Tennessee,6594
2023-11,Texas,18919
2023-11,Utah,1853
2023-11,Vermont,562
2023-11,Virginia,6598
2023-11,Washington,5478
2023-11,West Virginia,2027
2023-11,Wisconsin,4968
2023-11,Wyoming,484
2023-12,Alabama,5553
2023-12,Alaska,496
2023-12,Arizona,6240
2023-12,Arkansas,3243
2023-12,California,27088
2023-12,Colorado,4091
2023-12,Connecticut,2950
2023-12,Delaware,986
2023-12,District of Columbia,427
2023-12,Florida,19972
2023-12,Georgia,9035
2023-12,Hawaii,1071
2023-12,Idaho,1490
2023-12,Illinois,10769
2023-12,Indiana,6457
2023-12,Iowa,3078
2023-12,Kansas,2623
2023-12,Kentucky,4985
2023-12,Louisiana,4568
2023-12,Maine,1551
2023-12,Maryland,5038
2023-12,Massachusetts,5662
2023-12,Michigan,9398
2023-12,Minnesota,4520
2023-12,Mississippi,3254
2023-12,Missouri,6047
2023-12,Montana,976
2023-12,Nebraska,1653
2023-12,Nevada,2588
2023-12,New Hampshire,1259
2023-12,New Jersey,7091
2023-12,New Mexico,2037
2023-12,New York,15139
2023-12,North Carolina,10237
2023-12,North Dakota,616
2023-12,Ohio,11528
2023-12,Oklahoma,4092
2023-12,Oregon,3793
2023-12,Pennsylvania,12596
2023-12,Rhode Island,973
2023-12,South Carolina,5473
2023-12,South Dakota,740
2023-12,Tennessee,7443
2023-12,Texas,20653
2023-12,Utah,1972
2023-12,Vermont,580
2023-12,Virginia,7329
2023-12,Washington,5913
2023-12,West Virginia,2386
2023-12,Wisconsin,5221
2023-12,Wyoming,494
2024-01,Alabama,5817
2024-01,Alaska,521
2024-01,Arizona,6707
2024-01,Arkansas,3428
2024-01,California,27424
2024-01,Colorado,4065
2024-01,Connecticut,3080
2024-01,Delaware,1039
2024-01,District of Columbia,429
2024-01,Florida,21315
2024-01,Georgia,9568
2024-01,Hawaii,1251
2024-01,Idaho,1553
2024-01,Illinois,10602
2024-01,Indiana,6597
2024-01,Iowa,3150
2024-01,Kansas,2792
2024-01,Kentucky,5095
2024-01,Louisiana,4823
2024-01,Maine,1523
2024-01,Maryland,5177
2024-01,Massachusetts,5787
2024-01,Michigan,9747
2024-01,Minnesota,4555
2024-01,Mississippi,3562
2024-01,Missouri,6416
2024-01,Montana,1124
2024-01,Nebraska,1747
2024-01,Nevada,2648
2024-01,New Hampshire,1372
2024-01,New Jersey,7410
2024-01,New Mexico,2085
2024-01,New York,15844
2024-01,North Carolina,10227
2024-01,North Dakota,649
2024-01,Ohio,12220
2024-01,Oklahoma,4433
2024-01,Oregon,3960
2024-01,Pennsylvania,13097
2024-01,Rhode Island,987
2024-01,South Carolina,5449
2024-01,South Dakota,835
2024-01,Tennessee,7703
2024-01,Texas,22000
2024-01,Utah,2075
2024-01,Vermont,651
2024-01,Virginia,7609
2024-01,Washington,6134
2024-01,West Virginia,2321
2024-01,Wisconsin,5370
2024-01,Wyoming,560
2024-02,Alabama,4841
2024-02,Alaska,503
2024-02,Arizona,5573
2024-02,Arkansas,3055
2024-02,California,23459
2024-02,Colorado,3574
2024-02,Connecticut,2718
2024-02,Delaware,875
2024-02,District of Columbia,431
2024-02,Florida,19031
2024-02,Georgia,8083
2024-02,Hawaii,1064
2024-02,Idaho,1325
2024-02,Illinois,9324
2024-02,Indiana,5727
2024-02,Iowa,2742
2024-02,Kansas,2486
2024-02,Kentucky,4382
2024-02,Louisiana,4086
2024-02,Maine,1399
2024-02,Maryland,4461
2024-02,Massachusetts,5052
2024-02,Michigan,8540
2024-02,Minnesota,4113
2024-02,Mississippi,2908
2024-02,Missouri,5510
2024-02,Montana,969
2024-02,Nebraska,1468
2024-02,Nevada,2395
2024-02,New Hampshire,1146
2024-02,New Jersey,6368
2024-02,New Mexico,1765
2024-02,New York,13488
2024-02,North Carolina,8819
2024-02,North Dakota,580
2024-02,Ohio,10729
2024-02,Oklahoma,3821
2024-02,Oregon,3489
2024-02,Pennsylvania,11261
2024-02,Rhode Island,911
2024-02,South Carolina,4837
2024-02,South Dakota,730
2024-02,Tennessee,6558
2024-02,Texas,19078
2024-02,Utah,1701
2024-02,Vermont,575
2024-02,Virginia,6450
2024-02,Washington,5358
2024-02,West Virginia,2048
2024-02,Wisconsin,4832
2024-02,Wyoming,477
2024-03,Alabama,4977
2024-03,Alaska,464
2024-03,Arizona,5901
2024-03,Arkansas,3095
2024-03,California,24298
2024-03,Colorado,3794
2024-03,Connecticut,2904
2024-03,Delaware,895
2024-03,District of Columbia,411
2024-03,Florida,19643
2024-03,Georgia,8164
2024-03,Hawaii,1073
2024-03,Idaho,1421
2024-03,Illinois,9699
2024-03,Indiana,6051
2024-03,Iowa,2771
2024-03,Kansas,2573
2024-03,Kentucky,4628
2024-03,Louisiana,4137
2024-03,Maine,1466
2024-03,Maryland,4545
2024-03,Massachusetts,5273
2024-03,Michigan,9049
2024-03,Minnesota,4289
2024-03,Mississippi,2999
2024-03,Missouri,5618
2024-03,Montana,979
2024-03,Nebraska,1636
2024-03,Nevada,2540
2024-03,New Hampshire,1198
2024-03,New Jersey,6487
2024-03,New Mexico,1943
2024-03,New York,13687
2024-03,North Carolina,9045
2024-03,North Dakota,586
2024-03,Ohio,11017
2024-03,Oklahoma,3725
2024-03,Oregon,3592
2024-03,Pennsylvania,11768
2024-03,Rhode Island,836
2024-03,South Carolina,4907
2024-03,South Dakota,727
2024-03,Tennessee,6786
2024-03,Texas,19396
2024-03,Utah,1796
2024-03,Vermont,594
2024-03,Virginia,6698
2024-03,Washington,5581
2024-03,West Virginia,2174
2024-03,Wisconsin,4830
2024-03,Wyoming,485
2024-04,Alabama,4835
2024-04,Alaska,444
2024-04,Arizona,5682
2024-04,Arkansas,2887
2024-04,California,23382
2024-04,Colorado,3751
2024-04,Connecticut,2706
2024-04,Delaware,868
2024-04,District of Columbia,394
2024-04,Florida,18387
2024-04,Georgia,7702
2024-04,Hawaii,1031
2024-04,Idaho,1342
2024-04,Illinois,9026
2024-04,Indiana,5556
2024-04,Iowa,2657
2024-04,Kansas,2306
2024-04,Kentucky,4294
2024-04,Louisiana,3972
2024-04,Maine,1360
2024-04,Maryland,4393
2024-04,Massachusetts,5004
2024-04,Michigan,8434
2024-04,Minnesota,4114
2024-04,Mississippi,2815
2024-04,Missouri,5320
2024-04,Montana,942
2024-04,Nebraska,1445
2024-04,Nevada,2378
2024-04,New Hampshire,1162
2024-04,New Jersey,6094
2024-04,New Mexico,1824
2024-04,New York,12943
2024-04,North Carolina,8669
2024-04,North Dakota,547
2024-04,Ohio,10386
2024-04,Oklahoma,3585
2024-04,Oregon,3383
2024-04,Pennsylvania,11035
2024-04,Rhode Island,823
2024-04,South Carolina,4719
2024-04,South Dakota,745
2024-04,Tennessee,6383
2024-04,Texas,18300
2024-04,Utah,1737
2024-04,Vermont,547
2024-04,Virginia,6276
2024-04,Washington,5276
2024-04,West Virginia,1939
2024-04,Wisconsin,4655
2024-04,Wyoming,467
2024-05,Alabama,4692
2024-05,Alaska,468
2024-05,Arizona,5873
2024-05,Arkansas,2862
2024-05,California,23644
2024-05,Colorado,3752
2024-05,Connecticut,2604
2024-05,Delaware,852
2024-05,District of Columbia,412
2024-05,Florida,18825
2024-05,Georgia,7770
2024-05,Hawaii,1014
2024-05,Idaho,1363
2024-05,Illinois,9083
2024-05,Indiana,5628
2024-05,Iowa,2636
2024-05,Kansas,2281
2024-05,Kentucky,4194
2024-05,Louisiana,4003
2024-05,Maine,1373
2024-05,Maryland,4284
2024-05,Massachusetts,4878
2024-05,Michigan,8415
2024-05,Minnesota,4052
2024-05,Mississippi,2893
2024-05,Missouri,5343
2024-05,Montana,985
2024-05,Nebraska,1484
2024-05,Nevada,2493
2024-05,New Hampshire,1168
2024-05,New Jersey,6008
2024-05,New Mexico,1872
2024-05,New York,12840
2024-05,North Carolina,8527
2024-05,North Dakota,583
2024-05,Ohio,10258
2024-05,Oklahoma,3616
2024-05,Oregon,3523
2024-05,Pennsylvania,11001
2024-05,Rhode Island,804
2024-05,South Carolina,4666
2024-05,South Dakota,743
2024-05,Tennessee,6411
2024-05,Texas,18691
2024-05,Utah,1687
2024-05,Vermont,535
2024-05,Virginia,6137
2024-05,Washington,5410
2024-05,West Virginia,2063
2024-05,Wisconsin,4703
2024-05,Wyoming,453
2024-06,Alabama,4639
2024-06,Alaska,426
2024-06,Arizona,5616
2024-06,Arkansas,2885
2024-06,California,23106
2024-06,Colorado,3536
2024-06,Connecticut,2526
2024-06,Delaware,852
2024-06,District of Columbia,396
2024-06,Florida,18493
2024-06,Georgia,7481
2024-06,Hawaii,1049
2024-06,Idaho,1420
2024-06,Illinois,8589
2024-06,Indiana,5489
2024-06,Iowa,2517
2024-06,Kansas,2281
2024-06,Kentucky,4059
2024-06,Louisiana,3819
2024-06,Maine,1261
2024-06,Maryland,4249
2024-06,Massachusetts,4693
2024-06,Michigan,7967
2024-06,Minnesota,3845
2024-06,Mississippi,2755
2024-06,Missouri,5252
2024-06,Montana,928
2024-06,Nebraska,1450
2024-06,Nevada,2406
2024-06,New Hampshire,1080
2024-06,New Jersey,5728
2024-06,New Mexico,1711
2024-06,New York,12360
2024-06,North Carolina,8245
2024-06,North Dakota,572
2024-06,Ohio,9929
2024-06,Oklahoma,3640
2024-06,Oregon,3379
2024-06,Pennsylvania,10595
2024-06,Rhode Island,802
2024-06,South Carolina,4640
2024-06,South Dakota,662
2024-06,Tennessee,6187
2024-06,Texas,18459
2024-06,Utah,1692
2024-06,Vermont,559
2024-06,Virginia,5898
2024-06,Washington,5294
2024-06,West Virginia,1915
2024-06,Wisconsin,4374
2024-06,Wyoming,452
2024-07,Alabama,4736
2024-07,Alaska,437
2024-07,Arizona,5969
2024-07,Arkansas,2869
2024-07,California,23811
2024-07,Colorado,3534
2024-07,Connecticut,2559
2024-07,Delaware,815
2024-07,District of Columbia,421
2024-07,Florida,18761
2024-07,Georgia,7715
2024-07,Hawaii,1168
2024-07,Idaho,1352
2024-07,Illinois,8914
2024-07,Indiana,5479
2024-07,Iowa,2559
2024-07,Kansas,2306
2024-07,Kentucky,4180
2024-07,Louisiana,4074
2024-07,Maine,1335
2024-07,Maryland,4157
2024-07,Massachusetts,4717
2024-07,Michigan,8198
2024-07,Minnesota,4011
2024-07,Mississippi,2872
2024-07,Missouri,5370
2024-07,Montana,949
2024-07,Nebraska,1470
2024-07,Nevada,2580
2024-07,New Hampshire,1059
2024-07,New Jersey,5946
2024-07,New Mexico,1724
2024-07,New York,12767
2024-07,North Carolina,8569
2024-07,North Dakota,561
2024-07,Ohio,9922
2024-07,Oklahoma,3659
2024-07,Oregon,3455
2024-07,Pennsylvania,10734
2024-07,Rhode Island,860
2024-07,South Carolina,4700
2024-07,South Dakota,694
2024-07,Tennessee,6414
2024-07,Texas,18906
2024-07,Utah,1766
2024-07,Vermont,530
2024-07,Virginia,6156
2024-07,Washington,5461
2024-07,West Virginia,1954
2024-07,Wisconsin,4545
2024-07,Wyoming,469
2024-08,Alabama,4891
2024-08,Alaska,440
2024-08,Arizona,5627
2024-08,Arkansas,2930
2024-08,California,23367
2024-08,Colorado,3542
2024-08,Connecticut,2678
2024-08,Delaware,863
2024-08,District of Columbia,356
2024-08,Florida,18801
2024-08,Georgia,7899
2024-08,Hawaii,1110
2024-08,Idaho,1404
2024-08,Illinois,9050
2024-08,Indiana,5690
2024-08,Iowa,2605
2024-08,Kansas,2336
2024-08,Kentucky,4246
2024-08,Louisiana,4071
2024-08,Maine,1302
2024-08,Maryland,4375
2024-08,Massachusetts,4769
2024-08,Michigan,8381
2024-08,Minnesota,4013
2024-08,Mississippi,2956
2024-08,Missouri,5449
2024-08,Montana,910
2024-08,Nebraska,1474
2024-08,Nevada,2422
2024-08,New Hampshire,1134
2024-08,New Jersey,5924
2024-08,New Mexico,1723
2024-08,New York,12836
2024-08,North Carolina,8697
2024-08,North Dakota,554
2024-08,Ohio,10250
2024-08,Oklahoma,3752
2024-08,Oregon,3499
2024-08,Pennsylvania,10714
2024-08,Rhode Island,869
2024-08,South Carolina,4781
2024-08,South Dakota,703
2024-08,Tennessee,6542
2024-08,Texas,19498
2024-08,Utah,1786
2024-08,Vermont,541
2024-08,Virginia,6394
2024-08,Washington,5314
2024-08,West Virginia,1950
2024-08,Wisconsin,4512
2024-08,Wyoming,457
2024-09,Alabama,4710
2024-09,Alaska,441
2024-09,Arizona,5452
2024-09,Arkansas,2946
2024-09,California,22361
2024-09,Colorado,3415
2024-09,Connecticut,2503
2024-09,Delaware,826
2024-09,District of Columbia,364
2024-09,Florida,18057
2024-09,Georgia,7608
2024-09,Hawaii,972
2024-09,Idaho,1332
2024-09,Illinois,8774
2024-09,Indiana,5467
2024-09,Iowa,2705
2024-09,Kansas,2312
2024-09,Kentucky,4062
2024-09,Louisiana,4004
2024-09,Maine,1276
2024-09,Maryland,4101
2024-09,Massachusetts,4675
2024-09,Michigan,8098
2024-09,Minnesota,3946
2024-09,Mississippi,2795
2024-09,Missouri,5444
2024-09,Montana,916
2024-09,Nebraska,1458
2024-09,Nevada,2250
2024-09,New Hampshire,1151
2024-09,New Jersey,5690
2024-09,New Mexico,1794
2024-09,New York,12345
2024-09,North Carolina,8535
2024-09,North Dakota,577
2024-09,Ohio,9912
2024-09,Oklahoma,3605
2024-09,Oregon,3239
2024-09,Pennsylvania,10649
2024-09,Rhode Island,777
2024-09,South Carolina,4667
2024-09,South Dakota,661
2024-09,Tennessee,6174
2024-09,Texas,18300
2024-09,Utah,1734
2024-09,Vermont,494
2024-09,Virginia,6165
2024-09,Washington,5109
2024-09,West Virginia,1932
2024-09,Wisconsin,4440
2024-09,Wyoming,462
2024-10,Alabama,4780
2024-10,Alaska,472
2024-10,Arizona,5762
2024-10,Arkansas,2943
2024-10,California,23186
2024-10,Colorado,3759
2024-10,Connecticut,2677
2024-10,Delaware,913
2024-10,District of Columbia,373
2024-10,Florida,18634
2024-10,Georgia,7885
2024-10,Hawaii,999
2024-10,Idaho,1379
2024-10,Illinois,9488
2024-10,Indiana,5894
2024-10,Iowa,2851
2024-10,Kansas,2458
2024-10,Kentucky,4419
2024-10,Louisiana,3953
2024-10,Maine,1435
2024-10,Maryland,4393
2024-10,Massachusetts,4904
2024-10,Michigan,8653
2024-10,Minnesota,4330
2024-10,Mississippi,2768
2024-10,Missouri,5513
2024-10,Montana,924
2024-10,Nebraska,1495
2024-10,Nevada,2362
2024-10,New Hampshire,1176
2024-10,New Jersey,6260
2024-10,New Mexico,1829
2024-10,New York,13490
2024-10,North Carolina,8834
2024-10,North Dakota,598
2024-10,Ohio,10580
2024-10,Oklahoma,3598
2024-10,Oregon,3516
2024-10,Pennsylvania,11486
2024-10,Rhode Island,889
2024-10,South Carolina,4907
2024-10,South Dakota,751
2024-10,Tennessee,6631
2024-10,Texas,18861
2024-10,Utah,1729
2024-10,Vermont,551
2024-10,Virginia,6376
2024-10,Washington,5352
2024-10,West Virginia,1968
2024-10,Wisconsin,4818
2024-10,Wyoming,502
2024-11,Alabama,4557
2024-11,Alaska,447
2024-11,Arizona,5878
2024-11,Arkansas,2846
2024-11,California,23859
2024-11,Colorado,3719
2024-11,Connecticut,2657
2024-11,Delaware,897
2024-11,District of Columbia,388
2024-11,Florida,18257
2024-11,Georgia,7636
2024-11,Hawaii,977
2024-11,Idaho,1374
2024-11,Illinois,9090
2024-11,Indiana,5559
2024-11,Iowa,2706
2024-11,Kansas,2319
2024-11,Kentucky,4196
2024-11,Louisiana,3865
2024-11,Maine,1386
2024-11,Maryland,4266
2024-11,Massachusetts,4932
2024-11,Michigan,8201
2024-11,Minnesota,4007
2024-11,Mississippi,2721
2024-11,Missouri,5373
2024-11,Montana,915
2024-11,Nebraska,1443
2024-11,Nevada,2249
2024-11,New Hampshire,1119
2024-11,New Jersey,6080
2024-11,New Mexico,1758
2024-11,New York,12776
2024-11,North Carolina,8426
2024-11,North Dakota,553
2024-11,Ohio,10299
2024-11,Oklahoma,3582
2024-11,Oregon,3470
2024-11,Pennsylvania,11151
2024-11,Rhode Island,809
2024-11,South Carolina,4639
