age,cause,state,date,dead
0-64,C00-C97,New Hampshire,2014-09,68
0-64,C00-C97,New Jersey,2014-09,389
0-64,C00-C97,New Mexico,2014-09,77
0-64,C00-C97,New York,2014-09,830
0-64,C00-C97,North Carolina,2014-09,568
0-64,C00-C97,North Dakota,2014-09,26
0-64,C00-C97,Ohio,2014-09,687
0-64,C00-C97,Oklahoma,2014-09,211
0-64,C00-C97,Oregon,2014-09,204
0-64,C00-C97,Pennsylvania,2014-09,655
0-64,C00-C97,Rhode Island,2014-09,56
0-64,C00-C97,South Carolina,2014-09,257
0-64,C00-C97,South Dakota,2014-09,26
0-64,C00-C97,Tennessee,2014-09,399
0-64,C00-C97,Texas,2014-09,1179
0-64,C00-C97,Utah,2014-09,96
0-64,C00-C97,Vermont,2014-09,40
0-64,C00-C97,Virginia,2014-09,386
0-64,C00-C97,Washington,2014-09,309
0-64,C00-C97,West Virginia,2014-09,130
0-64,C00-C97,Wisconsin,2014-09,255
0-64,C00-C97,Wyoming,2014-09,34
0-64,C00-C97,Alabama,2014-10,334
0-64,C00-C97,Alaska,2014-10,31
0-64,C00-C97,Arizona,2014-10,281
0-64,C00-C97,Arkansas,2014-10,163
0-64,C00-C97,California,2014-10,1676
0-64,C00-C97,Colorado,2014-10,206
0-64,C00-C97,Connecticut,2014-10,173
0-64,C00-C97,Delaware,2014-10,53
0-64,C00-C97,District of Columbia,2014-10,42
0-64,C00-C97,Florida,2014-10,1026
0-64,C00-C97,Georgia,2014-10,521
0-64,C00-C97,Hawaii,2014-10,61
0-64,C00-C97,Idaho,2014-10,71
0-64,C00-C97,Illinois,2014-10,652
0-64,C00-C97,Indiana,2014-10,348
0-64,C00-C97,Iowa,2014-10,162
0-64,C00-C97,Kansas,2014-10,121
0-64,C00-C97,Kentucky,2014-10,286
0-64,C00-C97,Louisiana,2014-10,299
0-64,C00-C97,Maine,2014-10,86
0-64,C00-C97,Maryland,2014-10,280
0-64,C00-C97,Massachusetts,2014-10,298
0-64,C00-C97,Michigan,2014-10,586
0-64,C00-C97,Minnesota,2014-10,217
0-64,C00-C97,Mississippi,2014-10,214
0-64,C00-C97,Missouri,2014-10,370
0-64,C00-C97,Montana,2014-10,45
0-64,C00-C97,Nebraska,2014-10,85
0-64,C00-C97,Nevada,2014-10,139
0-64,C00-C97,New Hampshire,2014-10,64
0-64,C00-C97,New Jersey,2014-10,435
0-64,C00-C97,New Mexico,2014-10,97
0-64,C00-C97,New York,2014-10,916
0-64,C00-C97,North Carolina,2014-10,536
0-64,C00-C97,North Dakota,2014-10,32
0-64,C00-C97,Ohio,2014-10,688
0-64,C00-C97,Oklahoma,2014-10,195
0-64,C00-C97,Oregon,2014-10,205
0-64,C00-C97,Pennsylvania,2014-10,722
0-64,C00-C97,Rhode Island,2014-10,50
0-64,C00-C97,South Carolina,2014-10,315
0-64,C00-C97,South Dakota,2014-10,36
0-64,C00-C97,Tennessee,2014-10,407
0-64,C00-C97,Texas,2014-10,1229
0-64,C00-C97,Utah,2014-10,71
0-64,C00-C97,Vermont,2014-10,41
0-64,C00-C97,Virginia,2014-10,415
0-64,C00-C97,Washington,2014-10,353
0-64,C00-C97,West Virginia,2014-10,140
0-64,C00-C97,Wisconsin,2014-10,302
0-64,C00-C97,Wyoming,2014-10,19
0-64,C00-C97,Alabama,2014-11,289
0-64,C00-C97,Alaska,2014-11,38
0-64,C00-C97,Arizona,2014-11,259
0-64,C00-C97,Arkansas,2014-11,192
0-64,C00-C97,California,2014-11,1562
0-64,C00-C97,Colorado,2014-11,181
0-64,C00-C97,Connecticut,2014-11,137
0-64,C00-C97,Delaware,2014-11,38
0-64,C00-C97,District of Columbia,2014-11,38
0-64,C00-C97,Florida,2014-11,1000
0-64,C00-C97,Georgia,2014-11,505
0-64,C00-C97,Hawaii,2014-11,58
0-64,C00-C97,Idaho,2014-11,66
0-64,C00-C97,Illinois,2014-11,590
0-64,C00-C97,Indiana,2014-11,337
0-64,C00-C97,Iowa,2014-11,128
0-64,C00-C97,Kansas,2014-11,137
0-64,C00-C97,Kentucky,2014-11,331
0-64,C00-C97,Louisiana,2014-11,272
0-64,C00-C97,Maine,2014-11,71
0-64,C00-C97,Maryland,2014-11,303
0-64,C00-C97,Massachusetts,2014-11,315
0-64,C00-C97,Michigan,2014-11,556
0-64,C00-C97,Minnesota,2014-11,240
0-64,C00-C97,Mississippi,2014-11,182
0-64,C00-C97,Missouri,2014-11,334
0-64,C00-C97,Montana,2014-11,54
0-64,C00-C97,Nebraska,2014-11,89
0-64,C00-C97,Nevada,2014-11,102
0-64,C00-C97,New Hampshire,2014-11,72
0-64,C00-C97,New Jersey,2014-11,404
0-64,C00-C97,New Mexico,2014-11,93
0-64,C00-C97,New York,2014-11,903
0-64,C00-C97,North Carolina,2014-11,535
0-64,C00-C97,North Dakota,2014-11,35
0-64,C00-C97,Ohio,2014-11,683
0-64,C00-C97,Oklahoma,2014-11,223
0-64,C00-C97,Oregon,2014-11,214
0-64,C00-C97,Pennsylvania,2014-11,683
0-64,C00-C97,Rhode Island,2014-11,40
0-64,C00-C97,South Carolina,2014-11,271
0-64,C00-C97,South Dakota,2014-11,38
0-64,C00-C97,Tennessee,2014-11,394
0-64,C00-C97,Texas,2014-11,1193
0-64,C00-C97,Utah,2014-11,86
0-64,C00-C97,Vermont,2014-11,36
0-64,C00-C97,Virginia,2014-11,419
0-64,C00-C97,Washington,2014-11,330
0-64,C00-C97,West Virginia,2014-11,141
0-64,C00-C97,Wisconsin,2014-11,282
0-64,C00-C97,Wyoming,2014-11,25
0-64,C00-C97,Alabama,2014-12,301
0-64,C00-C97,Alaska,2014-12,40
0-64,C00-C97,Arizona,2014-12,266
0-64,C00-C97,Arkansas,2014-12,189
0-64,C00-C97,California,2014-12,1593
0-64,C00-C97,Colorado,2014-12,211
0-64,C00-C97,Connecticut,2014-12,178
0-64,C00-C97,Delaware,2014-12,46
0-64,C00-C97,District of Columbia,2014-12,38
0-64,C00-C97,Florida,2014-12,1057
0-64,C00-C97,Georgia,2014-12,489
0-64,C00-C97,Hawaii,2014-12,52
0-64,C00-C97,Idaho,2014-12,71
0-64,C00-C97,Illinois,2014-12,629
0-64,C00-C97,Indiana,2014-12,364
0-64,C00-C97,Iowa,2014-12,163
0-64,C00-C97,Kansas,2014-12,136
0-64,C00-C97,Kentucky,2014-12,302
0-64,C00-C97,Louisiana,2014-12,305
0-64,C00-C97,Maine,2014-12,83
0-64,C00-C97,Maryland,2014-12,289
0-64,C00-C97,Massachusetts,2014-12,293
0-64,C00-C97,Michigan,2014-12,578
0-64,C00-C97,Minnesota,2014-12,236
0-64,C00-C97,Mississippi,2014-12,207
0-64,C00-C97,Missouri,2014-12,370
0-64,C00-C97,Montana,2014-12,46
0-64,C00-C97,Nebraska,2014-12,88
0-64,C00-C97,Nevada,2014-12,136
0-64,C00-C97,New Hampshire,2014-12,69
0-64,C00-C97,New Jersey,2014-12,396
0-64,C00-C97,New Mexico,2014-12,70
0-64,C00-C97,New York,2014-12,894
0-64,C00-C97,North Carolina,2014-12,535
0-64,C00-C97,North Dakota,2014-12,24
0-64,C00-C97,Ohio,2014-12,707
0-64,C00-C97,Oklahoma,2014-12,216
0-64,C00-C97,Oregon,2014-12,228
0-64,C00-C97,Pennsylvania,2014-12,674
0-64,C00-C97,Rhode Island,2014-12,59
0-64,C00-C97,South Carolina,2014-12,278
0-64,C00-C97,South Dakota,2014-12,48
0-64,C00-C97,Tennessee,2014-12,431
0-64,C00-C97,Texas,2014-12,1192
0-64,C00-C97,Utah,2014-12,86
0-64,C00-C97,Vermont,2014-12,38
0-64,C00-C97,Virginia,2014-12,404
0-64,C00-C97,Washington,2014-12,342
0-64,C00-C97,West Virginia,2014-12,123
0-64,C00-C97,Wisconsin,2014-12,271
0-64,C00-C97,Wyoming,2014-12,17
0-64,C00-C97,Alabama,2015-01,303
0-64,C00-C97,Alaska,2015-01,31
0-64,C00-C97,Arizona,2015-01,266
0-64,C00-C97,Arkansas,2015-01,206
0-64,C00-C97,California,2015-01,1581
0-64,C00-C97,Colorado,2015-01,197
0-64,C00-C97,Connecticut,2015-01,177
0-64,C00-C97,Delaware,2015-01,48
0-64,C00-C97,District of Columbia,2015-01,39
0-64,C00-C97,Florida,2015-01,1071
0-64,C00-C97,Georgia,2015-01,522
0-64,C00-C97,Hawaii,2015-01,64
0-64,C00-C97,Idaho,2015-01,85
0-64,C00-C97,Illinois,2015-01,702
0-64,C00-C97,Indiana,2015-01,409
0-64,C00-C97,Iowa,2015-01,157
0-64,C00-C97,Kansas,2015-01,150
0-64,C00-C97,Kentucky,2015-01,324
0-64,C00-C97,Louisiana,2015-01,297
0-64,C00-C97,Maine,2015-01,75
0-64,C00-C97,Maryland,2015-01,301
0-64,C00-C97,Massachusetts,2015-01,316
0-64,C00-C97,Michigan,2015-01,607
0-64,C00-C97,Minnesota,2015-01,262
0-64,C00-C97,Mississippi,2015-01,191
0-64,C00-C97,Missouri,2015-01,370
0-64,C00-C97,Montana,2015-01,53
0-64,C00-C97,Nebraska,2015-01,93
0-64,C00-C97,Nevada,2015-01,141
0-64,C00-C97,New Hampshire,2015-01,65
0-64,C00-C97,New Jersey,2015-01,426
0-64,C00-C97,New Mexico,2015-01,95
0-64,C00-C97,New York,2015-01,959
0-64,C00-C97,North Carolina,2015-01,518
0-64,C00-C97,North Dakota,2015-01,31
0-64,C00-C97,Ohio,2015-01,690
0-64,C00-C97,Oklahoma,2015-01,246
0-64,C00-C97,Oregon,2015-01,227
0-64,C00-C97,Pennsylvania,2015-01,698
0-64,C00-C97,Rhode Island,2015-01,55
0-64,C00-C97,South Carolina,2015-01,288
0-64,C00-C97,South Dakota,2015-01,43
0-64,C00-C97,Tennessee,2015-01,407
0-64,C00-C97,Texas,2015-01,1219
0-64,C00-C97,Utah,2015-01,98
0-64,C00-C97,Vermont,2015-01,39
0-64,C00-C97,Virginia,2015-01,431
0-64,C00-C97,Washington,2015-01,327
0-64,C00-C97,West Virginia,2015-01,146
0-64,C00-C97,Wisconsin,2015-01,276
0-64,C00-C97,Wyoming,2015-01,28
0-64,C00-C97,Alabama,2015-02,253
0-64,C00-C97,Alaska,2015-02,30
0-64,C00-C97,Arizona,2015-02,244
0-64,C00-C97,Arkansas,2015-02,165
0-64,C00-C97,California,2015-02,1436
0-64,C00-C97,Colorado,2015-02,173
0-64,C00-C97,Connecticut,2015-02,142
0-64,C00-C97,Delaware,2015-02,54
0-64,C00-C97,District of Columbia,2015-02,33
0-64,C00-C97,Florida,2015-02,984
0-64,C00-C97,Georgia,2015-02,435
0-64,C00-C97,Hawaii,2015-02,61
0-64,C00-C97,Idaho,2015-02,46
0-64,C00-C97,Illinois,2015-02,591
0-64,C00-C97,Indiana,2015-02,363
0-64,C00-C97,Iowa,2015-02,149
0-64,C00-C97,Kansas,2015-02,134
0-64,C00-C97,Kentucky,2015-02,268
0-64,C00-C97,Louisiana,2015-02,262
0-64,C00-C97,Maine,2015-02,74
0-64,C00-C97,Maryland,2015-02,275
0-64,C00-C97,Massachusetts,2015-02,275
0-64,C00-C97,Michigan,2015-02,504
0-64,C00-C97,Minnesota,2015-02,208
0-64,C00-C97,Mississippi,2015-02,182
0-64,C00-C97,Missouri,2015-02,303
0-64,C00-C97,Montana,2015-02,55
0-64,C00-C97,Nebraska,2015-02,76
0-64,C00-C97,Nevada,2015-02,113
0-64,C00-C97,New Hampshire,2015-02,65
0-64,C00-C97,New Jersey,2015-02,382
0-64,C00-C97,New Mexico,2015-02,73
0-64,C00-C97,New York,2015-02,809
0-64,C00-C97,North Carolina,2015-02,474
0-64,C00-C97,North Dakota,2015-02,37
0-64,C00-C97,Ohio,2015-02,634
0-64,C00-C97,Oklahoma,2015-02,216
0-64,C00-C97,Oregon,2015-02,176
0-64,C00-C97,Pennsylvania,2015-02,649
0-64,C00-C97,Rhode Island,2015-02,39
0-64,C00-C97,South Carolina,2015-02,248
0-64,C00-C97,South Dakota,2015-02,34
0-64,C00-C97,Tennessee,2015-02,392
0-64,C00-C97,Texas,2015-02,1137
0-64,C00-C97,Utah,2015-02,81
0-64,C00-C97,Vermont,2015-02,33
0-64,C00-C97,Virginia,2015-02,387
0-64,C00-C97,Washington,2015-02,272
0-64,C00-C97,West Virginia,2015-02,133
0-64,C00-C97,Wisconsin,2015-02,241
0-64,C00-C97,Wyoming,2015-02,28
0-64,C00-C97,Alabama,2015-03,322
0-64,C00-C97,Alaska,2015-03,37
0-64,C00-C97,Arizona,2015-03,297
0-64,C00-C97,Arkansas,2015-03,176
0-64,C00-C97,California,2015-03,1561
0-64,C00-C97,Colorado,2015-03,179
0-64,C00-C97,Connecticut,2015-03,137
0-64,C00-C97,Delaware,2015-03,54
0-64,C00-C97,District of Columbia,2015-03,35
0-64,C00-C97,Florida,2015-03,1089
0-64,C00-C97,Georgia,2015-03,510
0-64,C00-C97,Hawaii,2015-03,69
0-64,C00-C97,Idaho,2015-03,70
0-64,C00-C97,Illinois,2015-03,662
0-64,C00-C97,Indiana,2015-03,379
0-64,C00-C97,Iowa,2015-03,166
0-64,C00-C97,Kansas,2015-03,136
0-64,C00-C97,Kentucky,2015-03,322
0-64,C00-C97,Louisiana,2015-03,297
0-64,C00-C97,Maine,2015-03,94
0-64,C00-C97,Maryland,2015-03,279
0-64,C00-C97,Massachusetts,2015-03,322
0-64,C00-C97,Michigan,2015-03,547
0-64,C00-C97,Minnesota,2015-03,237
0-64,C00-C97,Mississippi,2015-03,221
0-64,C00-C97,Missouri,2015-03,339
0-64,C00-C97,Montana,2015-03,67
0-64,C00-C97,Nebraska,2015-03,105
0-64,C00-C97,Nevada,2015-03,145
0-64,C00-C97,New Hampshire,2015-03,82
0-64,C00-C97,New Jersey,2015-03,394
0-64,C00-C97,New Mexico,2015-03,95
0-64,C00-C97,New York,2015-03,938
0-64,C00-C97,North Carolina,2015-03,548
0-64,C00-C97,North Dakota,2015-03,34
0-64,C00-C97,Ohio,2015-03,673
0-64,C00-C97,Oklahoma,2015-03,216
0-64,C00-C97,Oregon,2015-03,189
0-64,C00-C97,Pennsylvania,2015-03,706
0-64,C00-C97,Rhode Island,2015-03,57
0-64,C00-C97,South Carolina,2015-03,295
0-64,C00-C97,South Dakota,2015-03,40
0-64,C00-C97,Tennessee,2015-03,436
0-64,C00-C97,Texas,2015-03,1164
0-64,C00-C97,Utah,2015-03,82
0-64,C00-C97,Vermont,2015-03,40
0-64,C00-C97,Virginia,2015-03,426
0-64,C00-C97,Washington,2015-03,342
0-64,C00-C97,West Virginia,2015-03,132
0-64,C00-C97,Wisconsin,2015-03,296
0-64,C00-C97,Wyoming,2015-03,31
0-64,C00-C97,Alabama,2015-04,306
0-64,C00-C97,Alaska,2015-04,39
0-64,C00-C97,Arizona,2015-04,296
0-64,C00-C97,Arkansas,2015-04,161
0-64,C00-C97,California,2015-04,1485
0-64,C00-C97,Colorado,2015-04,211
0-64,C00-C97,Connecticut,2015-04,150
0-64,C00-C97,Delaware,2015-04,47
0-64,C00-C97,District of Columbia,2015-04,31
0-64,C00-C97,Florida,2015-04,978
0-64,C00-C97,Georgia,2015-04,490
0-64,C00-C97,Hawaii,2015-04,60
0-64,C00-C97,Idaho,2015-04,51
0-64,C00-C97,Illinois,2015-04,641
0-64,C00-C97,Indiana,2015-04,359
0-64,C00-C97,Iowa,2015-04,137
0-64,C00-C97,Kansas,2015-04,139
0-64,C00-C97,Kentucky,2015-04,307
0-64,C00-C97,Louisiana,2015-04,276
0-64,C00-C97,Maine,2015-04,74
0-64,C00-C97,Maryland,2015-04,276
0-64,C00-C97,Massachusetts,2015-04,306
0-64,C00-C97,Michigan,2015-04,496
0-64,C00-C97,Minnesota,2015-04,230
0-64,C00-C97,Mississippi,2015-04,206
0-64,C00-C97,Missouri,2015-04,359
0-64,C00-C97,Montana,2015-04,62
0-64,C00-C97,Nebraska,2015-04,71
0-64,C00-C97,Nevada,2015-04,119
0-64,C00-C97,New Hampshire,2015-04,65
0-64,C00-C97,New Jersey,2015-04,369
0-64,C00-C97,New Mexico,2015-04,110
0-64,C00-C97,New York,2015-04,814
0-64,C00-C97,North Carolina,2015-04,495
0-64,C00-C97,North Dakota,2015-04,43
0-64,C00-C97,Ohio,2015-04,635
0-64,C00-C97,Oklahoma,2015-04,232
0-64,C00-C97,Oregon,2015-04,201
0-64,C00-C97,Pennsylvania,2015-04,617
0-64,C00-C97,Rhode Island,2015-04,50
0-64,C00-C97,South Carolina,2015-04,250
0-64,C00-C97,South Dakota,2015-04,39
0-64,C00-C97,Tennessee,2015-04,405
0-64,C00-C97,Texas,2015-04,1083
0-64,C00-C97,Utah,2015-04,80
0-64,C00-C97,Vermont,2015-04,47
0-64,C00-C97,Virginia,2015-04,383
0-64,C00-C97,Washington,2015-04,330
0-64,C00-C97,West Virginia,2015-04,135
0-64,C00-C97,Wisconsin,2015-04,299
0-64,C00-C97,Wyoming,2015-04,25
0-64,C00-C97,Alabama,2015-05,296
0-64,C00-C97,Alaska,2015-05,39
0-64,C00-C97,Arizona,2015-05,271
0-64,C00-C97,Arkansas,2015-05,216
0-64,C00-C97,California,2015-05,1575
0-64,C00-C97,Colorado,2015-05,213
0-64,C00-C97,Connecticut,2015-05,134
0-64,C00-C97,Delaware,2015-05,68
0-64,C00-C97,District of Columbia,2015-05,37
0-64,C00-C97,Florida,2015-05,1079
0-64,C00-C97,Georgia,2015-05,531
0-64,C00-C97,Hawaii,2015-05,62
0-64,C00-C97,Idaho,2015-05,74
0-64,C00-C97,Illinois,2015-05,654
0-64,C00-C97,Indiana,2015-05,333
0-64,C00-C97,Iowa,2015-05,137
0-64,C00-C97,Kansas,2015-05,146
0-64,C00-C97,Kentucky,2015-05,294
0-64,C00-C97,Louisiana,2015-05,276
0-64,C00-C97,Maine,2015-05,71
0-64,C00-C97,Maryland,2015-05,318
0-64,C00-C97,Massachusetts,2015-05,296
0-64,C00-C97,Michigan,2015-05,567
0-64,C00-C97,Minnesota,2015-05,266
0-64,C00-C97,Mississippi,2015-05,203
0-64,C00-C97,Missouri,2015-05,337
0-64,C00-C97,Montana,2015-05,67
0-64,C00-C97,Nebraska,2015-05,88
0-64,C00-C97,Nevada,2015-05,118
0-64,C00-C97,New Hampshire,2015-05,64
0-64,C00-C97,New Jersey,2015-05,389
0-64,C00-C97,New Mexico,2015-05,82
0-64,C00-C97,New York,2015-05,830
0-64,C00-C97,North Carolina,2015-05,508
0-64,C00-C97,North Dakota,2015-05,26
0-64,C00-C97,Ohio,2015-05,700
0-64,C00-C97,Oklahoma,2015-05,232
0-64,C00-C97,Oregon,2015-05,191
0-64,C00-C97,Pennsylvania,2015-05,656
0-64,C00-C97,Rhode Island,2015-05,54
0-64,C00-C97,South Carolina,2015-05,275
0-64,C00-C97,South Dakota,2015-05,37
0-64,C00-C97,Tennessee,2015-05,412
0-64,C00-C97,Texas,2015-05,1210
0-64,C00-C97,Utah,2015-05,94
0-64,C00-C97,Vermont,2015-05,37
0-64,C00-C97,Virginia,2015-05,380
0-64,C00-C97,Washington,2015-05,308
0-64,C00-C97,West Virginia,2015-05,126
0-64,C00-C97,Wisconsin,2015-05,235
0-64,C00-C97,Wyoming,2015-05,25
0-64,C00-C97,Alabama,2015-06,273
0-64,C00-C97,Alaska,2015-06,30
0-64,C00-C97,Arizona,2015-06,286
0-64,C00-C97,Arkansas,2015-06,176
0-64,C00-C97,California,2015-06,1451
0-64,C00-C97,Colorado,2015-06,199
0-64,C00-C97,Connecticut,2015-06,166
0-64,C00-C97,Delaware,2015-06,46
0-64,C00-C97,District of Columbia,2015-06,52
0-64,C00-C97,Florida,2015-06,1047
0-64,C00-C97,Georgia,2015-06,500
0-64,C00-C97,Hawaii,2015-06,64
0-64,C00-C97,Idaho,2015-06,58
0-64,C00-C97,Illinois,2015-06,626
0-64,C00-C97,Indiana,2015-06,378
0-64,C00-C97,Iowa,2015-06,153
0-64,C00-C97,Kansas,2015-06,139
0-64,C00-C97,Kentucky,2015-06,273
0-64,C00-C97,Louisiana,2015-06,292
0-64,C00-C97,Maine,2015-06,61
0-64,C00-C97,Maryland,2015-06,255
0-64,C00-C97,Massachusetts,2015-06,278
0-64,C00-C97,Michigan,2015-06,516
0-64,C00-C97,Minnesota,2015-06,225
0-64,C00-C97,Mississippi,2015-06,188
0-64,C00-C97,Missouri,2015-06,350
0-64,C00-C97,Montana,2015-06,43
0-64,C00-C97,Nebraska,2015-06,86
0-64,C00-C97,Nevada,2015-06,128
0-64,C00-C97,New Hampshire,2015-06,71
0-64,C00-C97,New Jersey,2015-06,371
0-64,C00-C97,New Mexico,2015-06,88
0-64,C00-C97,New York,2015-06,855
0-64,C00-C97,North Carolina,2015-06,538
0-64,C00-C97,North Dakota,2015-06,28
0-64,C00-C97,Ohio,2015-06,704
0-64,C00-C97,Oklahoma,2015-06,231
0-64,C00-C97,Oregon,2015-06,179
0-64,C00-C97,Pennsylvania,2015-06,661
0-64,C00-C97,Rhode Island,2015-06,59
0-64,C00-C97,South Carolina,2015-06,284
0-64,C00-C97,South Dakota,2015-06,45
0-64,C00-C97,Tennessee,2015-06,363
0-64,C00-C97,Texas,2015-06,1152
0-64,C00-C97,Utah,2015-06,74
0-64,C00-C97,Vermont,2015-06,32
0-64,C00-C97,Virginia,2015-06,361
0-64,C00-C97,Washington,2015-06,291
0-64,C00-C97,West Virginia,2015-06,126
0-64,C00-C97,Wisconsin,2015-06,263
0-64,C00-C97,Wyoming,2015-06,26
0-64,C00-C97,Alabama,2015-07,291
0-64,C00-C97,Alaska,2015-07,33
0-64,C00-C97,Arizona,2015-07,285
0-64,C00-C97,Arkansas,2015-07,167
0-64,C00-C97,California,2015-07,1535
0-64,C00-C97,Colorado,2015-07,207
0-64,C00-C97,Connecticut,2015-07,155
0-64,C00-C97,Delaware,2015-07,54
0-64,C00-C97,District of Columbia,2015-07,38
0-64,C00-C97,Florida,2015-07,1059
0-64,C00-C97,Georgia,2015-07,475
0-64,C00-C97,Hawaii,2015-07,64
0-64,C00-C97,Idaho,2015-07,57
0-64,C00-C97,Illinois,2015-07,658
0-64,C00-C97,Indiana,2015-07,356
0-64,C00-C97,Iowa,2015-07,173
0-64,C00-C97,Kansas,2015-07,152
0-64,C00-C97,Kentucky,2015-07,281
0-64,C00-C97,Louisiana,2015-07,286
0-64,C00-C97,Maine,2015-07,78
0-64,C00-C97,Maryland,2015-07,304
0-64,C00-C97,Massachusetts,2015-07,275
0-64,C00-C97,Michigan,2015-07,534
0-64,C00-C97,Minnesota,2015-07,240
0-64,C00-C97,Mississippi,2015-07,183
0-64,C00-C97,Missouri,2015-07,351
0-64,C00-C97,Montana,2015-07,51
0-64,C00-C97,Nebraska,2015-07,96
0-64,C00-C97,Nevada,2015-07,131
0-64,C00-C97,New Hampshire,2015-07,67
0-64,C00-C97,New Jersey,2015-07,406
0-64,C00-C97,New Mexico,2015-07,90
0-64,C00-C97,New York,2015-07,888
0-64,C00-C97,North Carolina,2015-07,492
0-64,C00-C97,North Dakota,2015-07,33
0-64,C00-C97,Ohio,2015-07,679
0-64,C00-C97,Oklahoma,2015-07,238
0-64,C00-C97,Oregon,2015-07,180
0-64,C00-C97,Pennsylvania,2015-07,684
0-64,C00-C97,Rhode Island,2015-07,49
0-64,C00-C97,South Carolina,2015-07,249
0-64,C00-C97,South Dakota,2015-07,44
0-64,C00-C97,Tennessee,2015-07,426
0-64,C00-C97,Texas,2015-07,1161
0-64,C00-C97,Utah,2015-07,75
0-64,C00-C97,Vermont,2015-07,27
0-64,C00-C97,Virginia,2015-07,397
0-64,C00-C97,Washington,2015-07,319
0-64,C00-C97,West Virginia,2015-07,130
0-64,C00-C97,Wisconsin,2015-07,256
0-64,C00-C97,Wyoming,2015-07,28
0-64,C00-C97,Alabama,2015-08,281
0-64,C00-C97,Alaska,2015-08,27
0-64,C00-C97,Arizona,2015-08,271
0-64,C00-C97,Arkansas,2015-08,181
0-64,C00-C97,California,2015-08,1530
0-64,C00-C97,Colorado,2015-08,228
0-64,C00-C97,Connecticut,2015-08,164
0-64,C00-C97,Delaware,2015-08,60
0-64,C00-C97,District of Columbia,2015-08,28
0-64,C00-C97,Florida,2015-08,1046
0-64,C00-C97,Georgia,2015-08,463
0-64,C00-C97,Hawaii,2015-08,69
0-64,C00-C97,Idaho,2015-08,65
0-64,C00-C97,Illinois,2015-08,611
0-64,C00-C97,Indiana,2015-08,392
0-64,C00-C97,Iowa,2015-08,156
0-64,C00-C97,Kansas,2015-08,144
0-64,C00-C97,Kentucky,2015-08,288
0-64,C00-C97,Louisiana,2015-08,310
0-64,C00-C97,Maine,2015-08,83
0-64,C00-C97,Maryland,2015-08,279
0-64,C00-C97,Massachusetts,2015-08,271
0-64,C00-C97,Michigan,2015-08,537
0-64,C00-C97,Minnesota,2015-08,270
0-64,C00-C97,Mississippi,2015-08,182
0-64,C00-C97,Missouri,2015-08,360
0-64,C00-C97,Montana,2015-08,57
0-64,C00-C97,Nebraska,2015-08,87
0-64,C00-C97,Nevada,2015-08,126
0-64,C00-C97,New Hampshire,2015-08,73
0-64,C00-C97,New Jersey,2015-08,411
0-64,C00-C97,New Mexico,2015-08,101
0-64,C00-C97,New York,2015-08,882
0-64,C00-C97,North Carolina,2015-08,531
0-64,C00-C97,North Dakota,2015-08,27
0-64,C00-C97,Ohio,2015-08,671
0-64,C00-C97,Oklahoma,2015-08,218
0-64,C00-C97,Oregon,2015-08,202
0-64,C00-C97,Pennsylvania,2015-08,694
0-64,C00-C97,Rhode Island,2015-08,49
0-64,C00-C97,South Carolina,2015-08,286
0-64,C00-C97,South Dakota,2015-08,48
0-64,C00-C97,Tennessee,2015-08,405
0-64,C00-C97,Texas,2015-08,1189
0-64,C00-C97,Utah,2015-08,78
0-64,C00-C97,Vermont,2015-08,38
0-64,C00-C97,Virginia,2015-08,384
0-64,C00-C97,Washington,2015-08,337
0-64,C00-C97,West Virginia,2015-08,130
0-64,C00-C97,Wisconsin,2015-08,275
0-64,C00-C97,Wyoming,2015-08,15
0-64,C00-C97,Alabama,2015-09,304
0-64,C00-C97,Alaska,2015-09,42
0-64,C00-C97,Arizona,2015-09,283
0-64,C00-C97,Arkansas,2015-09,152
0-64,C00-C97,California,2015-09,1513
0-64,C00-C97,Colorado,2015-09,211
0-64,C00-C97,Connecticut,2015-09,160
0-64,C00-C97,Delaware,2015-09,46
0-64,C00-C97,District of Columbia,2015-09,25
0-64,C00-C97,Florida,2015-09,1074
0-64,C00-C97,Georgia,2015-09,463
0-64,C00-C97,Hawaii,2015-09,58
0-64,C00-C97,Idaho,2015-09,68
0-64,C00-C97,Illinois,2015-09,608
0-64,C00-C97,Indiana,2015-09,344
0-64,C00-C97,Iowa,2015-09,145
0-64,C00-C97,Kansas,2015-09,122
0-64,C00-C97,Kentucky,2015-09,305
0-64,C00-C97,Louisiana,2015-09,279
0-64,C00-C97,Maine,2015-09,80
0-64,C00-C97,Maryland,2015-09,270
0-64,C00-C97,Massachusetts,2015-09,295
0-64,C00-C97,Michigan,2015-09,593
0-64,C00-C97,Minnesota,2015-09,245
0-64,C00-C97,Mississippi,2015-09,197
0-64,C00-C97,Missouri,2015-09,365
0-64,C00-C97,Montana,2015-09,56
0-64,C00-C97,Nebraska,2015-09,80
0-64,C00-C97,Nevada,2015-09,120
0-64,C00-C97,New Hampshire,2015-09,81
0-64,C00-C97,New Jersey,2015-09,398
0-64,C00-C97,New Mexico,2015-09,85
0-64,C00-C97,New York,2015-09,871
0-64,C00-C97,North Carolina,2015-09,514
0-64,C00-C97,North Dakota,2015-09,24
0-64,C00-C97,Ohio,2015-09,628
0-64,C00-C97,Oklahoma,2015-09,210
0-64,C00-C97,Oregon,2015-09,186
0-64,C00-C97,Pennsylvania,2015-09,653
