location,age,dose,month,dead,pop
Makinohara/Shizuoka,all,2,2024-02,1,143519
Makinohara/Shizuoka,all,3,2024-02,2,206101
Makinohara/Shizuoka,all,4,2024-02,6,253689
Makinohara/Shizuoka,all,5,2024-02,8,124167
Makinohara/Shizuoka,all,6,2024-02,15,76103
Makinohara/Shizuoka,all,7,2024-02,17,182024
Makinohara/Shizuoka,80over,0,2024-03,0,5036
Makinohara/Shizuoka,80over,1,2024-03,1,308
Makinohara/Shizuoka,80over,2,2024-03,1,3088
Makinohara/Shizuoka,80over,3,2024-03,3,6565
Makinohara/Shizuoka,80over,4,2024-03,3,9507
Makinohara/Shizuoka,80over,5,2024-03,7,21601
Makinohara/Shizuoka,80over,6,2024-03,8,20336
Makinohara/Shizuoka,80over,7,2024-03,8,58487
Makinohara/Shizuoka,all,0,2024-03,0,154394
Makinohara/Shizuoka,all,1,2024-03,1,3136
Makinohara/Shizuoka,all,2,2024-03,4,153294
Makinohara/Shizuoka,all,3,2024-03,4,220131
Makinohara/Shizuoka,all,4,2024-03,11,269825
Makinohara/Shizuoka,all,5,2024-03,13,132476
Makinohara/Shizuoka,all,6,2024-03,11,80254
Makinohara/Shizuoka,all,7,2024-03,13,195810
Makinohara/Shizuoka,80over,0,2024-04,1,4846
Makinohara/Shizuoka,80over,1,2024-04,0,300
Makinohara/Shizuoka,80over,2,2024-04,2,2928
Makinohara/Shizuoka,80over,3,2024-04,5,6244
Makinohara/Shizuoka,80over,4,2024-04,1,9107
Makinohara/Shizuoka,80over,5,2024-04,5,20654
Makinohara/Shizuoka,80over,6,2024-04,5,19504
Makinohara/Shizuoka,80over,7,2024-04,14,56360
Makinohara/Shizuoka,all,0,2024-04,3,149381
Makinohara/Shizuoka,all,1,2024-04,0,3030
Makinohara/Shizuoka,all,2,2024-04,2,148218
Makinohara/Shizuoka,all,3,2024-04,5,212914
Makinohara/Shizuoka,all,4,2024-04,6,259880
Makinohara/Shizuoka,all,5,2024-04,12,128119
Makinohara/Shizuoka,all,6,2024-04,14,77138
Makinohara/Shizuoka,all,7,2024-04,24,189885
Makinohara/Shizuoka,80over,0,2024-05,4,4935
Makinohara/Shizuoka,80over,1,2024-05,0,310
Makinohara/Shizuoka,80over,2,2024-05,0,3007
Makinohara/Shizuoka,80over,3,2024-05,1,6368
Makinohara/Shizuoka,80over,4,2024-05,2,9335
Makinohara/Shizuoka,80over,5,2024-05,8,21122
Makinohara/Shizuoka,80over,6,2024-05,4,20005
Makinohara/Shizuoka,80over,7,2024-05,7,57929
Makinohara/Shizuoka,all,0,2024-05,5,154204
Makinohara/Shizuoka,all,1,2024-05,0,3131
Makinohara/Shizuoka,all,2,2024-05,3,153112
Makinohara/Shizuoka,all,3,2024-05,4,219845
Makinohara/Shizuoka,all,4,2024-05,4,268372
Makinohara/Shizuoka,all,5,2024-05,11,132008
Makinohara/Shizuoka,all,6,2024-05,4,79401
Makinohara/Shizuoka,all,7,2024-05,15,195597
Makinohara/Shizuoka,80over,0,2024-06,2,4677
Makinohara/Shizuoka,80over,1,2024-06,0,300
Makinohara/Shizuoka,80over,2,2024-06,0,2910
Makinohara/Shizuoka,80over,3,2024-06,1,6129
Makinohara/Shizuoka,80over,4,2024-06,2,8985
Makinohara/Shizuoka,80over,5,2024-06,3,20317
Makinohara/Shizuoka,80over,6,2024-06,3,19261
Makinohara/Shizuoka,80over,7,2024-06,7,55878
Makinohara/Shizuoka,all,0,2024-06,3,149104
Makinohara/Shizuoka,all,1,2024-06,0,3030
Makinohara/Shizuoka,all,2,2024-06,3,148063
Makinohara/Shizuoka,all,3,2024-06,1,212709
Makinohara/Shizuoka,all,4,2024-06,4,259601
Makinohara/Shizuoka,all,5,2024-06,7,127540
Makinohara/Shizuoka,all,6,2024-06,11,76602
Makinohara/Shizuoka,all,7,2024-06,16,188890
Kasugai/Aichi,80over,0,2021-02,142,1030617
Kasugai/Aichi,80over,1,2021-02,0,0
Kasugai/Aichi,80over,2,2021-02,0,0
Kasugai/Aichi,80over,3,2021-02,0,0
Kasugai/Aichi,80over,4,2021-02,0,0
Kasugai/Aichi,80over,5,2021-02,0,0
Kasugai/Aichi,80over,6,2021-02,0,0
Kasugai/Aichi,80over,7,2021-02,0,0
Kasugai/Aichi,all,0,2021-02,241,8905705
Kasugai/Aichi,all,1,2021-02,0,71
Kasugai/Aichi,all,2,2021-02,0,0
Kasugai/Aichi,all,3,2021-02,0,0
Kasugai/Aichi,all,4,2021-02,0,0
Kasugai/Aichi,all,5,2021-02,0,0
Kasugai/Aichi,all,6,2021-02,0,0
Kasugai/Aichi,all,7,2021-02,0,0
Kasugai/Aichi,80over,0,2021-03,147,1136941
Kasugai/Aichi,80over,1,2021-03,0,15
Kasugai/Aichi,80over,2,2021-03,0,0
Kasugai/Aichi,80over,3,2021-03,0,0
Kasugai/Aichi,80over,4,2021-03,0,0
Kasugai/Aichi,80over,5,2021-03,0,0
Kasugai/Aichi,80over,6,2021-03,0,0
Kasugai/Aichi,80over,7,2021-03,0,0
Kasugai/Aichi,all,0,2021-03,239,9837260
Kasugai/Aichi,all,1,2021-03,0,14872
Kasugai/Aichi,all,2,2021-03,0,692
Kasugai/Aichi,all,3,2021-03,0,0
Kasugai/Aichi,all,4,2021-03,0,0
Kasugai/Aichi,all,5,2021-03,0,0
Kasugai/Aichi,all,6,2021-03,0,0
Kasugai/Aichi,all,7,2021-03,0,0
Kasugai/Aichi,80over,0,2021-04,154,1093211
Kasugai/Aichi,80over,1,2021-04,0,2364
Kasugai/Aichi,80over,2,2021-04,0,55
Kasugai/Aichi,80over,3,2021-04,0,0
Kasugai/Aichi,80over,4,2021-04,0,0
Kasugai/Aichi,80over,5,2021-04,0,0
Kasugai/Aichi,80over,6,2021-04,0,0
Kasugai/Aichi,80over,7,2021-04,0,0
Kasugai/Aichi,all,0,2021-04,239,9435287
Kasugai/Aichi,all,1,2021-04,1,64973
Kasugai/Aichi,all,2,2021-04,0,27482
Kasugai/Aichi,all,3,2021-04,0,0
Kasugai/Aichi,all,4,2021-04,0,0
Kasugai/Aichi,all,5,2021-04,0,0
Kasugai/Aichi,all,6,2021-04,0,0
Kasugai/Aichi,all,7,2021-04,0,0
Kasugai/Aichi,80over,0,2021-05,158,1080892
Kasugai/Aichi,80over,1,2021-05,1,40649
Kasugai/Aichi,80over,2,2021-05,0,5652
Kasugai/Aichi,80over,3,2021-05,0,0
Kasugai/Aichi,80over,4,2021-05,0,0
Kasugai/Aichi,80over,5,2021-05,0,0
Kasugai/Aichi,80over,6,2021-05,0,0
Kasugai/Aichi,80over,7,2021-05,0,0
Kasugai/Aichi,all,0,2021-05,254,9496196
Kasugai/Aichi,all,1,2021-05,2,186715
Kasugai/Aichi,all,2,2021-05,0,154564
Kasugai/Aichi,all,3,2021-05,0,0
Kasugai/Aichi,all,4,2021-05,0,0
Kasugai/Aichi,all,5,2021-05,0,0
Kasugai/Aichi,all,6,2021-05,0,0
Kasugai/Aichi,all,7,2021-05,0,0
Kasugai/Aichi,80over,0,2021-06,100,545242
Kasugai/Aichi,80over,1,2021-06,25,406521
Kasugai/Aichi,80over,2,2021-06,6,134581
Kasugai/Aichi,80over,3,2021-06,0,0
Kasugai/Aichi,80over,4,2021-06,0,0
Kasugai/Aichi,80over,5,2021-06,0,0
Kasugai/Aichi,80over,6,2021-06,0,0
Kasugai/Aichi,80over,7,2021-06,0,0
Kasugai/Aichi,all,0,2021-06,174,8033254
Kasugai/Aichi,all,1,2021-06,37,955518
Kasugai/Aichi,all,2,2021-06,8,524271
Kasugai/Aichi,all,3,2021-06,0,0
Kasugai/Aichi,all,4,2021-06,0,0
Kasugai/Aichi,all,5,2021-06,0,0
Kasugai/Aichi,all,6,2021-06,0,0
Kasugai/Aichi,all,7,2021-06,0,0
Kasugai/Aichi,80over,0,2021-07,71,197753
Kasugai/Aichi,80over,1,2021-07,28,228101
Kasugai/Aichi,80over,2,2021-07,52,692590
Kasugai/Aichi,80over,3,2021-07,0,0
Kasugai/Aichi,80over,4,2021-07,0,0
Kasugai/Aichi,80over,5,2021-07,0,0
Kasugai/Aichi,80over,6,2021-07,0,0
Kasugai/Aichi,80over,7,2021-07,0,0
Kasugai/Aichi,all,0,2021-07,126,6827782
Kasugai/Aichi,all,1,2021-07,35,1132318
Kasugai/Aichi,all,2,2021-07,73,1863273
Kasugai/Aichi,all,3,2021-07,0,0
Kasugai/Aichi,all,4,2021-07,0,0
Kasugai/Aichi,all,5,2021-07,0,0
Kasugai/Aichi,all,6,2021-07,0,0
Kasugai/Aichi,all,7,2021-07,0,0
Kasugai/Aichi,80over,0,2021-08,50,110758
Kasugai/Aichi,80over,1,2021-08,29,36965
Kasugai/Aichi,80over,2,2021-08,82,965778
Kasugai/Aichi,80over,3,2021-08,0,0
Kasugai/Aichi,80over,4,2021-08,0,0
Kasugai/Aichi,80over,5,2021-08,0,0
Kasugai/Aichi,80over,6,2021-08,0,0
Kasugai/Aichi,80over,7,2021-08,0,0
Kasugai/Aichi,all,0,2021-08,98,5402232
Kasugai/Aichi,all,1,2021-08,40,1085965
Kasugai/Aichi,all,2,2021-08,108,3327547
Kasugai/Aichi,all,3,2021-08,0,0
Kasugai/Aichi,all,4,2021-08,0,0
Kasugai/Aichi,all,5,2021-08,0,0
Kasugai/Aichi,all,6,2021-08,0,0
Kasugai/Aichi,all,7,2021-08,0,0
Kasugai/Aichi,80over,0,2021-09,43,91713
Kasugai/Aichi,80over,1,2021-09,11,13002
Kasugai/Aichi,80over,2,2021-09,93,968281
Kasugai/Aichi,80over,3,2021-09,0,0
Kasugai/Aichi,80over,4,2021-09,0,0
Kasugai/Aichi,80over,5,2021-09,0,0
Kasugai/Aichi,80over,6,2021-09,0,0
Kasugai/Aichi,80over,7,2021-09,0,0
Kasugai/Aichi,all,0,2021-09,77,3916030
Kasugai/Aichi,all,1,2021-09,21,1006091
Kasugai/Aichi,all,2,2021-09,130,4569948
Kasugai/Aichi,all,3,2021-09,0,13
Kasugai/Aichi,all,4,2021-09,0,0
Kasugai/Aichi,all,5,2021-09,0,0
Kasugai/Aichi,all,6,2021-09,0,0
Kasugai/Aichi,all,7,2021-09,0,0
Kasugai/Aichi,80over,0,2021-10,25,84379
Kasugai/Aichi,80over,1,2021-10,8,9931
Kasugai/Aichi,80over,2,2021-10,115,1009834
Kasugai/Aichi,80over,3,2021-10,0,0
Kasugai/Aichi,80over,4,2021-10,0,0
Kasugai/Aichi,80over,5,2021-10,0,0
Kasugai/Aichi,80over,6,2021-10,0,0
Kasugai/Aichi,80over,7,2021-10,0,0
Kasugai/Aichi,all,0,2021-10,56,3215904
Kasugai/Aichi,all,1,2021-10,12,599181
Kasugai/Aichi,all,2,2021-10,185,5985690
Kasugai/Aichi,all,3,2021-10,0,67
Kasugai/Aichi,all,4,2021-10,0,0
Kasugai/Aichi,all,5,2021-10,0,0
Kasugai/Aichi,all,6,2021-10,0,0
Kasugai/Aichi,all,7,2021-10,0,0
Kasugai/Aichi,80over,0,2021-11,27,77254
Kasugai/Aichi,80over,1,2021-11,5,5225
Kasugai/Aichi,80over,2,2021-11,128,981451
Kasugai/Aichi,80over,3,2021-11,0,0
Kasugai/Aichi,80over,4,2021-11,0,0
Kasugai/Aichi,80over,5,2021-11,0,0
Kasugai/Aichi,80over,6,2021-11,0,0
Kasugai/Aichi,80over,7,2021-11,0,0
Kasugai/Aichi,all,0,2021-11,51,2862786
Kasugai/Aichi,all,1,2021-11,11,150292
Kasugai/Aichi,all,2,2021-11,189,6464070
Kasugai/Aichi,all,3,2021-11,0,107
Kasugai/Aichi,all,4,2021-11,0,0
Kasugai/Aichi,all,5,2021-11,0,0
Kasugai/Aichi,all,6,2021-11,0,0
Kasugai/Aichi,all,7,2021-11,0,0
Kasugai/Aichi,80over,0,2021-12,27,77657
Kasugai/Aichi,80over,1,2021-12,4,3863
Kasugai/Aichi,80over,2,2021-12,139,1012777
Kasugai/Aichi,80over,3,2021-12,0,125
Kasugai/Aichi,80over,4,2021-12,0,0
Kasugai/Aichi,80over,5,2021-12,0,0
Kasugai/Aichi,80over,6,2021-12,0,0
Kasugai/Aichi,80over,7,2021-12,0,0
Kasugai/Aichi,all,0,2021-12,53,2895742
Kasugai/Aichi,all,1,2021-12,7,52540
Kasugai/Aichi,all,2,2021-12,212,6821568
Kasugai/Aichi,all,3,2021-12,0,15214
Kasugai/Aichi,all,4,2021-12,0,0
Kasugai/Aichi,all,5,2021-12,0,0
Kasugai/Aichi,all,6,2021-12,0,0
Kasugai/Aichi,all,7,2021-12,0,0
Kasugai/Aichi,80over,0,2022-01,18,76277
Kasugai/Aichi,80over,1,2022-01,1,3514
Kasugai/Aichi,80over,2,2022-01,175,971406
Kasugai/Aichi,80over,3,2022-01,4,37338
Kasugai/Aichi,80over,4,2022-01,0,0
Kasugai/Aichi,80over,5,2022-01,0,0
Kasugai/Aichi,80over,6,2022-01,0,0
Kasugai/Aichi,80over,7,2022-01,0,0
Kasugai/Aichi,all,0,2022-01,42,2869769
Kasugai/Aichi,all,1,2022-01,1,37787
Kasugai/Aichi,all,2,2022-01,251,6677121
Kasugai/Aichi,all,3,2022-01,4,191443
Kasugai/Aichi,all,4,2022-01,0,0
Kasugai/Aichi,all,5,2022-01,0,0
Kasugai/Aichi,all,6,2022-01,0,0
Kasugai/Aichi,all,7,2022-01,0,0
Kasugai/Aichi,80over,0,2022-02,20,67489
Kasugai/Aichi,80over,1,2022-02,2,3156
Kasugai/Aichi,80over,2,2022-02,121,438308
Kasugai/Aichi,80over,3,2022-02,27,469332
Kasugai/Aichi,80over,4,2022-02,0,0
Kasugai/Aichi,80over,5,2022-02,0,0
Kasugai/Aichi,80over,6,2022-02,0,0
Kasugai/Aichi,80over,7,2022-02,0,0
Kasugai/Aichi,all,0,2022-02,51,2569177
Kasugai/Aichi,all,1,2022-02,5,34513
Kasugai/Aichi,all,2,2022-02,174,4685415
Kasugai/Aichi,all,3,2022-02,44,1533394
Kasugai/Aichi,all,4,2022-02,0,0
Kasugai/Aichi,all,5,2022-02,0,0
Kasugai/Aichi,all,6,2022-02,0,0
Kasugai/Aichi,all,7,2022-02,0,0
Kasugai/Aichi,80over,0,2022-03,22,73176
Kasugai/Aichi,80over,1,2022-03,1,3076
Kasugai/Aichi,80over,2,2022-03,79,123414
Kasugai/Aichi,80over,3,2022-03,76,877555
Kasugai/Aichi,80over,4,2022-03,0,0
Kasugai/Aichi,80over,5,2022-03,0,0
Kasugai/Aichi,80over,6,2022-03,0,0
Kasugai/Aichi,80over,7,2022-03,0,0
Kasugai/Aichi,all,0,2022-03,46,2825218
Kasugai/Aichi,all,1,2022-03,1,35726
Kasugai/Aichi,all,2,2022-03,125,3453580
Kasugai/Aichi,all,3,2022-03,111,3443801
Kasugai/Aichi,all,4,2022-03,0,10
Kasugai/Aichi,all,5,2022-03,0,0
Kasugai/Aichi,all,6,2022-03,0,0
Kasugai/Aichi,all,7,2022-03,0,0
Kasugai/Aichi,80over,0,2022-04,17,69868
Kasugai/Aichi,80over,1,2022-04,2,2546
Kasugai/Aichi,80over,2,2022-04,27,61140
Kasugai/Aichi,80over,3,2022-04,85,904409
Kasugai/Aichi,80over,4,2022-04,0,0
Kasugai/Aichi,80over,5,2022-04,0,0
Kasugai/Aichi,80over,6,2022-04,0,0
Kasugai/Aichi,80over,7,2022-04,0,0
Kasugai/Aichi,all,0,2022-04,38,2698914
Kasugai/Aichi,all,1,2022-04,3,45985
Kasugai/Aichi,all,2,2022-04,54,2407292
Kasugai/Aichi,all,3,2022-04,121,4284044
Kasugai/Aichi,all,4,2022-04,0,30
Kasugai/Aichi,all,5,2022-04,0,0
Kasugai/Aichi,all,6,2022-04,0,0
Kasugai/Aichi,all,7,2022-04,0,0
Kasugai/Aichi,80over,0,2022-05,19,71391
Kasugai/Aichi,80over,1,2022-05,0,2426
Kasugai/Aichi,80over,2,2022-05,19,50161
Kasugai/Aichi,80over,3,2022-05,117,944228
Kasugai/Aichi,80over,4,2022-05,0,0
Kasugai/Aichi,80over,5,2022-05,0,0
Kasugai/Aichi,80over,6,2022-05,0,0
Kasugai/Aichi,80over,7,2022-05,0,0
Kasugai/Aichi,all,0,2022-05,38,2766349
Kasugai/Aichi,all,1,2022-05,1,37033
Kasugai/Aichi,all,2,2022-05,43,2053814
Kasugai/Aichi,all,3,2022-05,170,4886514
Kasugai/Aichi,all,4,2022-05,0,35
Kasugai/Aichi,all,5,2022-05,0,0
Kasugai/Aichi,all,6,2022-05,0,0
Kasugai/Aichi,all,7,2022-05,0,0
Kasugai/Aichi,80over,0,2022-06,18,68425
Kasugai/Aichi,80over,1,2022-06,0,2371
Kasugai/Aichi,80over,2,2022-06,12,41268
Kasugai/Aichi,80over,3,2022-06,96,909446
Kasugai/Aichi,80over,4,2022-06,0,8074
Kasugai/Aichi,80over,5,2022-06,0,0
Kasugai/Aichi,80over,6,2022-06,0,0
Kasugai/Aichi,80over,7,2022-06,0,0
Kasugai/Aichi,all,0,2022-06,37,2660765
Kasugai/Aichi,all,1,2022-06,0,31929
Kasugai/Aichi,all,2,2022-06,38,1732709
Kasugai/Aichi,all,3,2022-06,154,4975805
Kasugai/Aichi,all,4,2022-06,1,20891
Kasugai/Aichi,all,5,2022-06,0,0
Kasugai/Aichi,all,6,2022-06,0,0
Kasugai/Aichi,all,7,2022-06,0,0
Kasugai/Aichi,80over,0,2022-07,17,69877
Kasugai/Aichi,80over,1,2022-07,0,2457
Kasugai/Aichi,80over,2,2022-07,15,39315
Kasugai/Aichi,80over,3,2022-07,123,701256
Kasugai/Aichi,80over,4,2022-07,5,246587
Kasugai/Aichi,80over,5,2022-07,0,0
Kasugai/Aichi,80over,6,2022-07,0,0
Kasugai/Aichi,80over,7,2022-07,0,0
Kasugai/Aichi,all,0,2022-07,33,2740011
Kasugai/Aichi,all,1,2022-07,0,28785
Kasugai/Aichi,all,2,2022-07,34,1687480
Kasugai/Aichi,all,3,2022-07,179,4650423
Kasugai/Aichi,all,4,2022-07,6,622066
Kasugai/Aichi,all,5,2022-07,0,0
Kasugai/Aichi,all,6,2022-07,0,0
Kasugai/Aichi,all,7,2022-07,0,0
Kasugai/Aichi,80over,0,2022-08,13,69169
Kasugai/Aichi,80over,1,2022-08,1,2507
Kasugai/Aichi,80over,2,2022-08,14,35553
Kasugai/Aichi,80over,3,2022-08,109,335422
Kasugai/Aichi,80over,4,2022-08,24,611933
Kasugai/Aichi,80over,5,2022-08,0,0
Kasugai/Aichi,80over,6,2022-08,0,0
Kasugai/Aichi,80over,7,2022-08,0,0
Kasugai/Aichi,all,0,2022-08,36,2723794
Kasugai/Aichi,all,1,2022-08,1,34613
Kasugai/Aichi,all,2,2022-08,32,1566785
Kasugai/Aichi,all,3,2022-08,165,3732374
Kasugai/Aichi,all,4,2022-08,38,1663176
Kasugai/Aichi,all,5,2022-08,0,0
Kasugai/Aichi,all,6,2022-08,0,0
Kasugai/Aichi,all,7,2022-08,0,0
Kasugai/Aichi,80over,0,2022-09,29,66024
Kasugai/Aichi,80over,1,2022-09,1,2311
Kasugai/Aichi,80over,2,2022-09,12,31740
Kasugai/Aichi,80over,3,2022-09,78,159354
Kasugai/Aichi,80over,4,2022-09,52,755979
Kasugai/Aichi,80over,5,2022-09,0,30
Kasugai/Aichi,80over,6,2022-09,0,0
Kasugai/Aichi,80over,7,2022-09,0,0
Kasugai/Aichi,all,0,2022-09,45,2626704
Kasugai/Aichi,all,1,2022-09,2,28469
Kasugai/Aichi,all,2,2022-09,23,1442158
Kasugai/Aichi,all,3,2022-09,117,3119385
Kasugai/Aichi,all,4,2022-09,81,2182272
Kasugai/Aichi,all,5,2022-09,0,30
Kasugai/Aichi,all,6,2022-09,0,0
Kasugai/Aichi,all,7,2022-09,0,0
Kasugai/Aichi,80over,0,2022-10,19,67444
Kasugai/Aichi,80over,1,2022-10,1,2299
Kasugai/Aichi,80over,2,2022-10,12,31314
Kasugai/Aichi,80over,3,2022-10,48,129583
Kasugai/Aichi,80over,4,2022-10,87,813287
Kasugai/Aichi,80over,5,2022-10,0,31
Kasugai/Aichi,80over,6,2022-10,0,0
