location,age,dose,month,dead,pop
Hamamatsu/Shizuoka,80over,7,2023-11,67,872322
Hamamatsu/Shizuoka,all,0,2023-11,76,5216440
Hamamatsu/Shizuoka,all,1,2023-11,3,68302
Hamamatsu/Shizuoka,all,2,2023-11,33,2756487
Hamamatsu/Shizuoka,all,3,2023-11,75,5163410
Hamamatsu/Shizuoka,all,4,2023-11,113,3404780
Hamamatsu/Shizuoka,all,5,2023-11,185,2435779
Hamamatsu/Shizuoka,all,6,2023-11,232,1900019
Hamamatsu/Shizuoka,all,7,2023-11,84,2322532
Hamamatsu/Shizuoka,80over,0,2023-12,46,128232
Hamamatsu/Shizuoka,80over,1,2023-12,1,6465
Hamamatsu/Shizuoka,80over,2,2023-12,23,58263
Hamamatsu/Shizuoka,80over,3,2023-12,45,155885
Hamamatsu/Shizuoka,80over,4,2023-12,68,263845
Hamamatsu/Shizuoka,80over,5,2023-12,125,403642
Hamamatsu/Shizuoka,80over,6,2023-12,161,431692
Hamamatsu/Shizuoka,80over,7,2023-12,146,1091062
Hamamatsu/Shizuoka,all,0,2023-12,91,5386718
Hamamatsu/Shizuoka,all,1,2023-12,2,70301
Hamamatsu/Shizuoka,all,2,2023-12,51,2845209
Hamamatsu/Shizuoka,all,3,2023-12,85,5316381
Hamamatsu/Shizuoka,all,4,2023-12,102,3360250
Hamamatsu/Shizuoka,all,5,2023-12,163,2494947
Hamamatsu/Shizuoka,all,6,2023-12,198,1643219
Hamamatsu/Shizuoka,all,7,2023-12,188,2900352
Hamamatsu/Shizuoka,80over,0,2024-01,56,126614
Hamamatsu/Shizuoka,80over,1,2024-01,2,6354
Hamamatsu/Shizuoka,80over,2,2024-01,32,57273
Hamamatsu/Shizuoka,80over,3,2024-01,44,153976
Hamamatsu/Shizuoka,80over,4,2024-01,81,259214
Hamamatsu/Shizuoka,80over,5,2024-01,138,389133
Hamamatsu/Shizuoka,80over,6,2024-01,179,382615
Hamamatsu/Shizuoka,80over,7,2024-01,186,1143547
Hamamatsu/Shizuoka,all,0,2024-01,101,5383157
Hamamatsu/Shizuoka,all,1,2024-01,4,70099
Hamamatsu/Shizuoka,all,2,2024-01,57,2842669
Hamamatsu/Shizuoka,all,3,2024-01,76,5306713
Hamamatsu/Shizuoka,all,4,2024-01,108,3300981
Hamamatsu/Shizuoka,all,5,2024-01,189,2491453
Hamamatsu/Shizuoka,all,6,2024-01,226,1554322
Hamamatsu/Shizuoka,all,7,2024-01,223,3039148
Hamamatsu/Shizuoka,80over,0,2024-02,46,116917
Hamamatsu/Shizuoka,80over,1,2024-02,3,5889
Hamamatsu/Shizuoka,80over,2,2024-02,14,52692
Hamamatsu/Shizuoka,80over,3,2024-02,45,142668
Hamamatsu/Shizuoka,80over,4,2024-02,57,239008
Hamamatsu/Shizuoka,80over,5,2024-02,97,355797
Hamamatsu/Shizuoka,80over,6,2024-02,125,332817
Hamamatsu/Shizuoka,80over,7,2024-02,194,1091341
Hamamatsu/Shizuoka,all,0,2024-02,95,5032261
Hamamatsu/Shizuoka,all,1,2024-02,3,65531
Hamamatsu/Shizuoka,all,2,2024-02,26,2657805
Hamamatsu/Shizuoka,all,3,2024-02,73,4959576
Hamamatsu/Shizuoka,all,4,2024-02,95,3066806
Hamamatsu/Shizuoka,all,5,2024-02,144,2321897
Hamamatsu/Shizuoka,all,6,2024-02,155,1416365
Hamamatsu/Shizuoka,all,7,2024-02,245,2894002
Hamamatsu/Shizuoka,80over,0,2024-03,39,123514
Hamamatsu/Shizuoka,80over,1,2024-03,7,6116
Hamamatsu/Shizuoka,80over,2,2024-03,26,55608
Hamamatsu/Shizuoka,80over,3,2024-03,50,150777
Hamamatsu/Shizuoka,80over,4,2024-03,64,252787
Hamamatsu/Shizuoka,80over,5,2024-03,105,374101
Hamamatsu/Shizuoka,80over,6,2024-03,133,341512
Hamamatsu/Shizuoka,80over,7,2024-03,217,1175281
Hamamatsu/Shizuoka,all,0,2024-03,80,5375833
Hamamatsu/Shizuoka,all,1,2024-03,7,69799
Hamamatsu/Shizuoka,all,2,2024-03,53,2839427
Hamamatsu/Shizuoka,all,3,2024-03,84,5295623
Hamamatsu/Shizuoka,all,4,2024-03,90,3259145
Hamamatsu/Shizuoka,all,5,2024-03,148,2481478
Hamamatsu/Shizuoka,all,6,2024-03,167,1495202
Hamamatsu/Shizuoka,all,7,2024-03,267,3117055
Hamamatsu/Shizuoka,80over,0,2024-04,39,118464
Hamamatsu/Shizuoka,80over,1,2024-04,1,5789
Hamamatsu/Shizuoka,80over,2,2024-04,11,53157
Hamamatsu/Shizuoka,80over,3,2024-04,39,144426
Hamamatsu/Shizuoka,80over,4,2024-04,59,242478
Hamamatsu/Shizuoka,80over,5,2024-04,92,357461
Hamamatsu/Shizuoka,80over,6,2024-04,93,324605
Hamamatsu/Shizuoka,80over,7,2024-04,195,1135367
Hamamatsu/Shizuoka,all,0,2024-04,67,5199980
Hamamatsu/Shizuoka,all,1,2024-04,2,67395
Hamamatsu/Shizuoka,all,2,2024-04,26,2746301
Hamamatsu/Shizuoka,all,3,2024-04,66,5120635
Hamamatsu/Shizuoka,all,4,2024-04,92,3145056
Hamamatsu/Shizuoka,all,5,2024-04,136,2397828
Hamamatsu/Shizuoka,all,6,2024-04,133,1440917
Hamamatsu/Shizuoka,all,7,2024-04,241,3018290
Hamamatsu/Shizuoka,80over,0,2024-05,31,121274
Hamamatsu/Shizuoka,80over,1,2024-05,6,5860
Hamamatsu/Shizuoka,80over,2,2024-05,20,54458
Hamamatsu/Shizuoka,80over,3,2024-05,38,148087
Hamamatsu/Shizuoka,80over,4,2024-05,61,248742
Hamamatsu/Shizuoka,80over,5,2024-05,89,366613
Hamamatsu/Shizuoka,80over,6,2024-05,96,332598
Hamamatsu/Shizuoka,80over,7,2024-05,220,1167051
Hamamatsu/Shizuoka,all,0,2024-05,58,5371315
Hamamatsu/Shizuoka,all,1,2024-05,6,69503
Hamamatsu/Shizuoka,all,2,2024-05,37,2836862
Hamamatsu/Shizuoka,all,3,2024-05,80,5288961
Hamamatsu/Shizuoka,all,4,2024-05,84,3247209
Hamamatsu/Shizuoka,all,5,2024-05,131,2473603
Hamamatsu/Shizuoka,all,6,2024-05,126,1484994
Hamamatsu/Shizuoka,all,7,2024-05,273,3111096
Hamamatsu/Shizuoka,80over,0,2024-06,35,116331
Hamamatsu/Shizuoka,80over,1,2024-06,2,5550
Hamamatsu/Shizuoka,80over,2,2024-06,18,52188
Hamamatsu/Shizuoka,80over,3,2024-06,22,142447
Hamamatsu/Shizuoka,80over,4,2024-06,60,238726
Hamamatsu/Shizuoka,80over,5,2024-06,81,352295
Hamamatsu/Shizuoka,80over,6,2024-06,84,319356
Hamamatsu/Shizuoka,80over,7,2024-06,193,1122929
Hamamatsu/Shizuoka,all,0,2024-06,72,5195931
Hamamatsu/Shizuoka,all,1,2024-06,3,67121
Hamamatsu/Shizuoka,all,2,2024-06,34,2744404
Hamamatsu/Shizuoka,all,3,2024-06,48,5116612
Hamamatsu/Shizuoka,all,4,2024-06,84,3139744
Hamamatsu/Shizuoka,all,5,2024-06,119,2390179
Hamamatsu/Shizuoka,all,6,2024-06,104,1433811
Hamamatsu/Shizuoka,all,7,2024-06,244,3002719
Makinohara/Shizuoka,80over,0,2021-02,18,140198
Makinohara/Shizuoka,80over,1,2021-02,0,0
Makinohara/Shizuoka,80over,2,2021-02,0,0
Makinohara/Shizuoka,80over,3,2021-02,0,0
Makinohara/Shizuoka,80over,4,2021-02,0,0
Makinohara/Shizuoka,80over,5,2021-02,0,0
Makinohara/Shizuoka,80over,6,2021-02,0,0
Makinohara/Shizuoka,80over,7,2021-02,0,0
Makinohara/Shizuoka,all,0,2021-02,31,1144000
Makinohara/Shizuoka,all,1,2021-02,0,7
Makinohara/Shizuoka,all,2,2021-02,0,0
Makinohara/Shizuoka,all,3,2021-02,0,0
Makinohara/Shizuoka,all,4,2021-02,0,0
Makinohara/Shizuoka,all,5,2021-02,0,0
Makinohara/Shizuoka,all,6,2021-02,0,0
Makinohara/Shizuoka,all,7,2021-02,0,0
Makinohara/Shizuoka,80over,0,2021-03,20,154471
Makinohara/Shizuoka,80over,1,2021-03,0,0
Makinohara/Shizuoka,80over,2,2021-03,0,0
Makinohara/Shizuoka,80over,3,2021-03,0,0
Makinohara/Shizuoka,80over,4,2021-03,0,0
Makinohara/Shizuoka,80over,5,2021-03,0,0
Makinohara/Shizuoka,80over,6,2021-03,0,0
Makinohara/Shizuoka,80over,7,2021-03,0,0
Makinohara/Shizuoka,all,0,2021-03,32,1264004
Makinohara/Shizuoka,all,1,2021-03,0,1420
Makinohara/Shizuoka,all,2,2021-03,0,17
Makinohara/Shizuoka,all,3,2021-03,0,0
Makinohara/Shizuoka,all,4,2021-03,0,0
Makinohara/Shizuoka,all,5,2021-03,0,0
Makinohara/Shizuoka,all,6,2021-03,0,0
Makinohara/Shizuoka,all,7,2021-03,0,0
Makinohara/Shizuoka,80over,0,2021-04,26,148756
Makinohara/Shizuoka,80over,1,2021-04,0,100
Makinohara/Shizuoka,80over,2,2021-04,0,0
Makinohara/Shizuoka,80over,3,2021-04,0,0
Makinohara/Shizuoka,80over,4,2021-04,0,0
Makinohara/Shizuoka,80over,5,2021-04,0,0
Makinohara/Shizuoka,80over,6,2021-04,0,0
Makinohara/Shizuoka,80over,7,2021-04,0,0
Makinohara/Shizuoka,all,0,2021-04,44,1212259
Makinohara/Shizuoka,all,1,2021-04,0,8256
Makinohara/Shizuoka,all,2,2021-04,0,3012
Makinohara/Shizuoka,all,3,2021-04,0,0
Makinohara/Shizuoka,all,4,2021-04,0,0
Makinohara/Shizuoka,all,5,2021-04,0,0
Makinohara/Shizuoka,all,6,2021-04,0,0
Makinohara/Shizuoka,all,7,2021-04,0,0
Makinohara/Shizuoka,80over,0,2021-05,31,137274
Makinohara/Shizuoka,80over,1,2021-05,1,15145
Makinohara/Shizuoka,80over,2,2021-05,0,456
Makinohara/Shizuoka,80over,3,2021-05,0,0
Makinohara/Shizuoka,80over,4,2021-05,0,0
Makinohara/Shizuoka,80over,5,2021-05,0,0
Makinohara/Shizuoka,80over,6,2021-05,0,0
Makinohara/Shizuoka,80over,7,2021-05,0,0
Makinohara/Shizuoka,all,0,2021-05,52,1194338
Makinohara/Shizuoka,all,1,2021-05,4,51194
Makinohara/Shizuoka,all,2,2021-05,0,17172
Makinohara/Shizuoka,all,3,2021-05,0,0
Makinohara/Shizuoka,all,4,2021-05,0,0
Makinohara/Shizuoka,all,5,2021-05,0,0
Makinohara/Shizuoka,all,6,2021-05,0,0
Makinohara/Shizuoka,all,7,2021-05,0,0
Makinohara/Shizuoka,80over,0,2021-06,11,63522
Makinohara/Shizuoka,80over,1,2021-06,3,56713
Makinohara/Shizuoka,80over,2,2021-06,4,27115
Makinohara/Shizuoka,80over,3,2021-06,0,0
Makinohara/Shizuoka,80over,4,2021-06,0,0
Makinohara/Shizuoka,80over,5,2021-06,0,0
Makinohara/Shizuoka,80over,6,2021-06,0,0
Makinohara/Shizuoka,80over,7,2021-06,0,0
Makinohara/Shizuoka,all,0,2021-06,20,943505
Makinohara/Shizuoka,all,1,2021-06,5,175135
Makinohara/Shizuoka,all,2,2021-06,6,102248
Makinohara/Shizuoka,all,3,2021-06,0,0
Makinohara/Shizuoka,all,4,2021-06,0,0
Makinohara/Shizuoka,all,5,2021-06,0,0
Makinohara/Shizuoka,all,6,2021-06,0,0
Makinohara/Shizuoka,all,7,2021-06,0,0
Makinohara/Shizuoka,80over,0,2021-07,8,14101
Makinohara/Shizuoka,80over,1,2021-07,1,37822
Makinohara/Shizuoka,80over,2,2021-07,13,99618
Makinohara/Shizuoka,80over,3,2021-07,0,0
Makinohara/Shizuoka,80over,4,2021-07,0,0
Makinohara/Shizuoka,80over,5,2021-07,0,0
Makinohara/Shizuoka,80over,6,2021-07,0,0
Makinohara/Shizuoka,80over,7,2021-07,0,0
Makinohara/Shizuoka,all,0,2021-07,18,767689
Makinohara/Shizuoka,all,1,2021-07,6,159455
Makinohara/Shizuoka,all,2,2021-07,21,333053
Makinohara/Shizuoka,all,3,2021-07,0,0
Makinohara/Shizuoka,all,4,2021-07,0,0
Makinohara/Shizuoka,all,5,2021-07,0,0
Makinohara/Shizuoka,all,6,2021-07,0,0
Makinohara/Shizuoka,all,7,2021-07,0,0
Makinohara/Shizuoka,80over,0,2021-08,5,9830
Makinohara/Shizuoka,80over,1,2021-08,2,2121
Makinohara/Shizuoka,80over,2,2021-08,14,138955
Makinohara/Shizuoka,80over,3,2021-08,0,0
Makinohara/Shizuoka,80over,4,2021-08,0,0
Makinohara/Shizuoka,80over,5,2021-08,0,0
Makinohara/Shizuoka,80over,6,2021-08,0,0
Makinohara/Shizuoka,80over,7,2021-08,0,0
Makinohara/Shizuoka,all,0,2021-08,13,668771
Makinohara/Shizuoka,all,1,2021-08,6,84060
Makinohara/Shizuoka,all,2,2021-08,27,506018
Makinohara/Shizuoka,all,3,2021-08,0,0
Makinohara/Shizuoka,all,4,2021-08,0,0
Makinohara/Shizuoka,all,5,2021-08,0,0
Makinohara/Shizuoka,all,6,2021-08,0,0
Makinohara/Shizuoka,all,7,2021-08,0,0
Makinohara/Shizuoka,80over,0,2021-09,6,8711
Makinohara/Shizuoka,80over,1,2021-09,2,1164
Makinohara/Shizuoka,80over,2,2021-09,14,135485
