code,type,year,month,dead
I00-I99,ucd,2024,03,79425
I00-I99,ucd,2024,04,75065
I00-I99,ucd,2024,05,75439
I00-I99,ucd,2024,06,72168
I00-I99,ucd,2024,07,73180
I00-I99,ucd,2024,08,73280
I00-I99,ucd,2024,09,70891
I00-I99,ucd,2024,10,75707
I00-I99,ucd,2024,11,73496
I00-I99,ucd,2024,12,81112
I00-I99,ucd,2025,01,81957
I00-I99,ucd,2025,02,27550
